Username,Trial,Condition.Number,Condition.Notes,Stimuli.Cue,Procedure.Item,Response.RT,Response.RTfirst,Response.RTlast,affordance,affordance_corrected,POS,Lemma
w10067645_cis,17,15,List 40,pie,1179,15225,1471,8639,sell,sell,VBP,sell
w10067645_cis,17,15,List 40,pie,1179,15225,1471,8639,buy,buy,VB,buy
w10067645_cis,18,15,List 40,straitjacket,1188,2962,2053,2471,wear,wear,JJ,wear
w10067645_cis,19,15,List 40,epidermis,1192,23747,13484,19218,moisturize,moisturize,JJ,moisturize
w10067645_cis,20,15,List 40,buckle,1189,9690,7215,8859,strap,strap,NN,strap
w10067645_cis,21,15,List 40,goldsmith,1194,3460,2779,3124,job,job,NN,job
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,class,class,NN,class
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,recital,recital,NN,recital
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,rehearsal,rehearsal,NN,rehearsal
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,game,game,NN,game
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,entertain,entertain,VBP,entertain
w10067645_cis,22,15,List 40,dance,1181,22506,1452,21603,show,show,NN,show
w10067645_cis,23,15,List 40,sushi,1200,20927,1344,11543,eat,eat,JJ,eat
w10067645_cis,23,15,List 40,sushi,1200,20927,1344,11543,make,make,VBP,make
w10067645_cis,23,15,List 40,sushi,1200,20927,1344,11543,sell,sell,NN,sell
w10067645_cis,23,15,List 40,sushi,1200,20927,1344,11543,serve,serve,NN,serve
w10067645_cis,23,15,List 40,sushi,1200,20927,1344,11543,buy,buy,VBP,buy
w10067645_cis,24,15,List 40,trombone,1195,3164,1263,2896,play,play,NN,play
w10067645_cis,26,15,List 40,oilcan,1201,5988,2144,5687,hold,hold,VBP,hold
w10067645_cis,26,15,List 40,oilcan,1201,5988,2144,5687,oil,oil,NN,oil
w10067645_cis,27,15,List 40,bleacher,1197,4303,3339,3839,sit,sit,NN,sit
w10067645_cis,28,15,List 40,newspaperman,1196,4839,1703,4489,throw,throw,NN,throw
w10067645_cis,28,15,List 40,newspaperman,1196,4839,1703,4489,papers,papers,NNS,paper
w10067645_cis,29,15,List 40,bat,1193,9322,1980,8836,baseball,baseball,NN,baseball
w10067645_cis,29,15,List 40,bat,1193,9322,1980,8836,sports,sports,NNS,sport
w10067645_cis,29,15,List 40,bat,1193,9322,1980,8836,play,play,VBP,play
w10067645_cis,30,15,List 40,acorn,1198,21262,1935,21071,crack,crack,NN,crack
w10067645_cis,30,15,List 40,acorn,1198,21262,1935,21071,cook,cook,NN,cook
w10067645_cis,30,15,List 40,acorn,1198,21262,1935,21071,squirrel,squirrel,NN,squirrel
w10067645_cis,30,15,List 40,acorn,1198,21262,1935,21071,trees,trees,NNS,tree
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,ears,ears,VBP,ears
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,body,body,NN,body
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,nose,nose,JJ,nose
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,lip,lip,JJ,lip
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,tongue,tongue,NN,tongue
w10067645_cis,31,15,List 40,piercing,1185,14649,1327,13562,nipple,nipple,NN,nipple
w10067645_cis,32,15,List 40,stopwatch,1186,2290,1591,2083,clock,clock,NN,clock
w10067645_cis,33,15,List 40,canteen,1184,7763,1720,7487,hold,hold,VBP,hold
w10067645_cis,33,15,List 40,canteen,1184,7763,1720,7487,water,water,NN,water
w10067645_cis,35,15,List 40,signpost,1199,2117,1518,1874,sign,sign,NN,sign
w10067645_cis,36,15,List 40,makeup,1187,15526,1264,15357,wear,wear,VBP,wear
w10067645_cis,36,15,List 40,makeup,1187,15526,1264,15357,company,company,NN,company
w10067645_cis,36,15,List 40,makeup,1187,15526,1264,15357,buy,buy,VB,buy
w10067645_cis,36,15,List 40,makeup,1187,15526,1264,15357,sell,sell,JJ,sell
w10067645_cis,37,15,List 40,baklava,1172,2507,1434,2187,eat,eat,NN,eat
w10067645_cis,38,15,List 40,twine,1178,5475,2888,5226,wrap,wrap,NN,wrap
w10067645_cis,39,15,List 40,clitoris,1173,38664,4316,27144,masturbation,masturbation,NN,masturbation
w10067645_cis,39,15,List 40,clitoris,1173,38664,4316,27144,sex,sex,NN,sex
w10067645_cis,39,15,List 40,clitoris,1173,38664,4316,27144,suck,suck,VBD,suck
w10067645_cis,39,15,List 40,clitoris,1173,38664,4316,27144,lick,lick,JJ,lick
w10067645_cis,40,15,List 40,porridge,1191,4884,1288,4311,eat,eat,NN,eat
w10067645_cis,40,15,List 40,porridge,1191,4884,1288,4311,warm,warm,JJ,warm
w10068217_KSC,11,11,List 86,forearm,2577,14028,5232,12119,draw,draw,NN,draw
w10068217_KSC,11,11,List 86,forearm,2577,14028,5232,12119,blood,blood,NN,blood
w10068217_KSC,11,11,List 86,forearm,2577,14028,5232,12119,stretch,stretch,NN,stretch
w10068217_KSC,12,11,List 86,periscope,2558,26482,19922,25272,look,look,NN,look
w10068217_KSC,12,11,List 86,periscope,2558,26482,19922,25272,stuff,stuff,JJ,stuff
w10068217_KSC,13,11,List 86,cryptographer,2576,30245,21850,29502,secure,secure,NN,secure
w10068217_KSC,13,11,List 86,cryptographer,2576,30245,21850,29502,computers,computers,NNS,computer
w10068217_KSC,13,11,List 86,cryptographer,2576,30245,21850,29502,secure,secure,JJ,secure
w10068217_KSC,13,11,List 86,cryptographer,2576,30245,21850,29502,information,information,NN,information
w10068217_KSC,14,11,List 86,sapling,2556,20295,1783,17921,plant,plant,NN,plant
w10068217_KSC,14,11,List 86,sapling,2556,20295,1783,17921,cut,cut,NN,cut
w10068217_KSC,15,11,List 86,fillet,2555,8276,2541,7044,cook,cook,NN,cook
w10068217_KSC,15,11,List 86,fillet,2555,8276,2541,7044,eat,eat,NN,eat
w10068217_KSC,15,11,List 86,fillet,2555,8276,2541,7044,fish,fish,JJ,fish
w10068217_KSC,16,11,List 86,wrench,2566,11037,7224,9681,build,build,NN,build
w10068217_KSC,17,11,List 86,soldier,2559,8924,1200,7810,shoot,shoot,NN,shoot
w10068217_KSC,17,11,List 86,soldier,2559,8924,1200,7810,fight,fight,NN,fight
w10068217_KSC,17,11,List 86,soldier,2559,8924,1200,7810,protect,protect,VBP,protect
w10068217_KSC,18,11,List 86,gumbo,2557,8187,1092,4855,eat,eat,NN,eat
w10068217_KSC,18,11,List 86,gumbo,2557,8187,1092,4855,cook,cook,NN,cook
w10068217_KSC,19,11,List 86,tumbler,2552,13106,5153,9143,drink,drink,VBP,drink
w10068217_KSC,19,11,List 86,tumbler,2552,13106,5153,9143,clean,clean,JJ,clean
w10068217_KSC,20,11,List 86,toastmaster,2562,5071,2168,3649,toast,toast,JJ,toast
w10068217_KSC,21,11,List 86,navel,2571,12930,6691,11582,clean,clean,JJ,clean
w10068217_KSC,21,11,List 86,navel,2571,12930,6691,11582,pierce,pierce,NN,pierce
w10068217_KSC,22,11,List 86,dove,2581,9192,3746,8515,let,let,NN,let
w10068217_KSC,22,11,List 86,dove,2581,9192,3746,8515,go,go,VB,go
w10068217_KSC,22,11,List 86,dove,2581,9192,3746,8515,pet,pet,JJ,pet
w10068217_KSC,23,11,List 86,snowman,2554,6670,1989,6031,build,build,JJ,build
w10068217_KSC,23,11,List 86,snowman,2554,6670,1989,6031,decorate,decorate,NN,decorate
w10068217_KSC,24,11,List 86,football,2560,6663,978,5984,throw,throw,NN,throw
w10068217_KSC,24,11,List 86,football,2560,6663,978,5984,catch,catch,NN,catch
w10068217_KSC,24,11,List 86,football,2560,6663,978,5984,kick,kick,NN,kick
w10068217_KSC,25,11,List 86,alcohol,2569,10951,1143,10203,drink,drink,VBP,drink
w10068217_KSC,25,11,List 86,alcohol,2569,10951,1143,10203,rub,rub,NN,rub
w10068217_KSC,26,11,List 86,crate,2568,8486,3859,7654,store,store,NN,store
w10068217_KSC,26,11,List 86,crate,2568,8486,3859,7654,build,build,JJ,build
w10068217_KSC,27,11,List 86,tapioca,2553,27074,24142,26434,eat,eat,NN,eat
w10068217_KSC,27,11,List 86,tapioca,2553,27074,24142,26434,cook,cook,NN,cook
w10068217_KSC,28,11,List 86,assassin,2580,8062,1120,7516,kill,kill,VB,kill
w10068217_KSC,28,11,List 86,assassin,2580,8062,1120,7516,sneak,sneak,JJ,sneak
w10068217_KSC,29,11,List 86,glitter,2579,9223,2306,7658,decorate,decorate,NN,decorate
w10068217_KSC,29,11,List 86,glitter,2579,9223,2306,7658,throw,throw,NN,throw
w10068217_KSC,30,11,List 86,searchlight,2563,13248,1627,12477,find,find,VBP,find
w10068217_KSC,30,11,List 86,searchlight,2563,13248,1627,12477,navigation,navigation,NN,navigation
w10068217_KSC,31,11,List 86,riverboat,2575,7208,1577,6665,row,row,NN,row
w10068217_KSC,31,11,List 86,riverboat,2575,7208,1577,6665,paddle,paddle,VBD,paddle
w10068217_KSC,31,11,List 86,riverboat,2575,7208,1577,6665,push,push,JJ,push
w10068217_KSC,32,11,List 86,rainfall,2578,16810,4247,7604,fall,fall,NN,fall
w10068217_KSC,32,11,List 86,rainfall,2578,16810,4247,7604,drink,drink,VBP,drink
w10068217_KSC,33,11,List 86,gravestone,2565,20377,2820,19914,bury,bury,NN,bury
w10068217_KSC,33,11,List 86,gravestone,2565,20377,2820,19914,ingrave,engrave,VBP,engrave
w10068217_KSC,35,11,List 86,wax,2574,7126,1760,6130,eyebrows,eyebrows,NNS,eyebrow
w10068217_KSC,35,11,List 86,wax,2574,7126,1760,6130,body,body,NN,body
w10068217_KSC,36,11,List 86,boutique,2567,5703,1332,4215,shop,shop,NN,shop
w10068217_KSC,36,11,List 86,boutique,2567,5703,1332,4215,sale,sale,NN,sale
w10068217_KSC,37,11,List 86,barn,2570,11191,4709,7226,raise,raise,NN,raise
w10068217_KSC,37,11,List 86,barn,2570,11191,4709,7226,animals,animals,NNS,animal
w10068217_KSC,38,11,List 86,taxpayer,2572,5706,1676,4476,pay,pay,VBP,pay
w10068217_KSC,38,11,List 86,taxpayer,2572,5706,1676,4476,taxes,taxes,NNS,tax
w10068217_KSC,39,11,List 86,chip,2564,11078,982,8059,eat,eat,JJ,eat
w10068217_KSC,39,11,List 86,chip,2564,11078,982,8059,step,step,NN,step
w10068217_KSC,40,11,List 86,pug,2573,8457,2645,7936,pet,pet,NN,pet
w10068217_KSC,40,11,List 86,pug,2573,8457,2645,7936,feed,feed,VBD,fee
w10068217_KSC,40,11,List 86,pug,2573,8457,2645,7936,bathe,bathe,JJ,bathe
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,cut,cut,NN,cut
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,hair,hair,NN,hair
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,color,color,NN,color
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,hair,hair,NN,hair
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,wash,wash,JJ,wash
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,hair,hair,NN,hair
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,dry,dry,JJ,dry
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,hair,hair,NN,hair
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,straighten,straighten,JJ,straighten
w10069945_LAL,11,9,List 59,beautician,1761,20726,4077,20417,hair,hair,NN,hair
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,travel,travel,NN,travel
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,pack,pack,NN,pack
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,clothes,clothes,NNS,clothes
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,push,push,VBP,push
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,pull,pull,JJ,pull
w10069945_LAL,12,9,List 59,baggage,1750,18452,3400,18083,carry,carry,VBP,carry
w10069945_LAL,13,9,List 59,whip,1755,11655,6109,11357,crack,crack,NN,crack
w10069945_LAL,13,9,List 59,whip,1755,11655,6109,11357,hit,hit,NN,hit
w10069945_LAL,13,9,List 59,whip,1755,11655,6109,11357,slap,slap,VBD,slap
w10069945_LAL,14,9,List 59,shoehorn,1771,6522,5413,6064,blow,blow,JJ,blow
w10069945_LAL,15,9,List 59,attire,1766,31212,1753,6540,wear,wear,JJ,wear
w10069945_LAL,15,9,List 59,attire,1766,31212,1753,6540,make,make,VBP,make
w10069945_LAL,16,9,List 59,stagecoach,1770,23829,2476,10939,coach,coach,NN,coach
w10069945_LAL,16,9,List 59,stagecoach,1770,23829,2476,10939,teach,teach,NN,teach
w10069945_LAL,17,9,List 59,stirrer,1746,10906,3963,10468,stir,stir,JJ,stir
w10069945_LAL,17,9,List 59,stirrer,1746,10906,3963,10468,mix,mix,NN,mix
w10069945_LAL,17,9,List 59,stirrer,1746,10906,3963,10468,blend,blend,NN,blend
w10069945_LAL,18,9,List 59,honeysuckle,1760,15518,3237,14631,grow,grow,NN,grow
w10069945_LAL,18,9,List 59,honeysuckle,1760,15518,3237,14631,eat,eat,NN,eat
w10069945_LAL,18,9,List 59,honeysuckle,1760,15518,3237,14631,nectar,nectar,NN,nectar
w10069945_LAL,18,9,List 59,honeysuckle,1760,15518,3237,14631,plant,plant,NN,plant
w10069945_LAL,19,9,List 59,tile,1763,16079,3618,14547,make,make,VBP,make
w10069945_LAL,19,9,List 59,tile,1763,16079,3618,14547,floors,floors,NNS,floor
w10069945_LAL,19,9,List 59,tile,1763,16079,3618,14547,walk,walk,VBP,walk
w10069945_LAL,19,9,List 59,tile,1763,16079,3618,14547,run,run,VB,run
w10069945_LAL,21,9,List 59,eye,1748,21651,7613,21367,look,look,NN,look
w10069945_LAL,21,9,List 59,eye,1748,21651,7613,21367,roll,roll,NN,roll
w10069945_LAL,21,9,List 59,eye,1748,21651,7613,21367,blink,blink,NN,blink
w10069945_LAL,21,9,List 59,eye,1748,21651,7613,21367,wink,wink,VBP,wink
w10069945_LAL,22,9,List 59,surgeon,1749,9521,5222,9078,perform,perform,NN,perform
w10069945_LAL,22,9,List 59,surgeon,1749,9521,5222,9078,surgery,surgery,NN,surgery
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,play,play,NN,play
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,piano,piano,NN,piano
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,play,play,NN,play
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,violin,violin,NN,violin
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,direct,direct,JJ,direct
w10069945_LAL,23,9,List 59,musician,1745,20286,2057,19919,orchestra,orchestra,JJ,orchestra
w10069945_LAL,24,9,List 59,triceps,1759,33030,3559,32777,lift,lift,NN,lift
w10069945_LAL,24,9,List 59,triceps,1759,33030,3559,32777,weights,weights,NNS,weight
w10069945_LAL,25,9,List 59,diploma,1747,17363,2816,16533,hold,hold,VBP,hold
w10069945_LAL,25,9,List 59,diploma,1747,17363,2816,16533,receive,receive,JJ,receive
w10069945_LAL,26,9,List 59,electrocardiogram,1753,16929,13338,16662,listen,listen,JJ,listen
w10069945_LAL,26,9,List 59,electrocardiogram,1753,16929,13338,16662,heart,heart,NN,heart
w10069945_LAL,27,9,List 59,bullet,1742,8779,1611,8376,shoot,shoot,NN,shoot
w10069945_LAL,27,9,List 59,bullet,1742,8779,1611,8376,look,look,VBP,look
w10069945_LAL,28,9,List 59,soccer,1767,12125,11095,11819,play,play,NN,play
w10069945_LAL,29,9,List 59,runner,1769,8426,2413,8264,run,run,VB,run
w10069945_LAL,29,9,List 59,runner,1769,8426,2413,8264,jog,jog,NN,jog
w10069945_LAL,29,9,List 59,runner,1769,8426,2413,8264,sprinyt,sprint,NN,sprint
w10069945_LAL,30,9,List 59,holder,1768,3636,1681,3445,hold,hold,VBP,hold
w10069945_LAL,30,9,List 59,holder,1768,3636,1681,3445,things,things,NNS,thing
w10069945_LAL,31,9,List 59,slush,1764,4637,1496,3558,drink,drink,VBP,drink
w10069945_LAL,31,9,List 59,slush,1764,4637,1496,3558,eat,eat,JJ,eat
w10069945_LAL,32,9,List 59,midwife,1758,71717,68737,71572,birth,birth,NN,birth
w10069945_LAL,32,9,List 59,midwife,1758,71717,68737,71572,babies,babies,NNS,baby
w10069945_LAL,33,9,List 59,trolley,1744,7932,3574,7621,carry,carry,VBP,carry
w10069945_LAL,33,9,List 59,trolley,1744,7932,3574,7621,things,things,NNS,thing
w10069945_LAL,34,9,List 59,beret,1743,3009,2301,2831,wear,wear,VBP,wear
w10069945_LAL,35,9,List 59,softball,1762,6908,1088,6658,throw,throw,JJ,throw
w10069945_LAL,35,9,List 59,softball,1762,6908,1088,6658,catch,catch,NN,catch
w10069945_LAL,35,9,List 59,softball,1762,6908,1088,6658,roll,roll,NN,roll
w10069945_LAL,36,9,List 59,belongings,1754,3840,2320,3095,hold,hold,VBP,hold
w10069945_LAL,37,9,List 59,knitting,1752,10760,4520,10515,sweater,sweater,NN,sweater
w10069945_LAL,37,9,List 59,knitting,1752,10760,4520,10515,blanket,blanket,NN,blanket
w10069945_LAL,38,9,List 59,tenant,1757,10965,3895,10728,watch,watch,NN,watch
w10069945_LAL,38,9,List 59,tenant,1757,10965,3895,10728,listen,listen,NN,listen
w10069945_LAL,39,9,List 59,outhouse,1756,6116,2404,5880,use,use,NN,use
w10069945_LAL,39,9,List 59,outhouse,1756,6116,2404,5880,bathroom,bathroom,NN,bathroom
w10069945_LAL,40,9,List 59,axes,1765,7653,2992,7338,align,align,NN,align
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,play,play,NN,play
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,throw,throw,VBP,throw
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,listen,listen,JJ,listen
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,smash,smash,JJ,smash
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,wash,wash,NN,wash
w10070014_mrp,11,22,List 47,harpsichord,1387,37327,2872,37196,wax,wax,NN,wax
w10070014_mrp,12,22,List 47,handkerchief,1411,22420,1994,21373,blow,blow,NN,blow
w10070014_mrp,12,22,List 47,handkerchief,1411,22420,1994,21373,clean,clean,JJ,clean
w10070014_mrp,12,22,List 47,handkerchief,1411,22420,1994,21373,wipe,wipe,NN,wipe
w10070014_mrp,12,22,List 47,handkerchief,1411,22420,1994,21373,remove,remove,VB,remove
w10070014_mrp,12,22,List 47,handkerchief,1411,22420,1994,21373,give,give,JJ,give
w10070014_mrp,13,22,List 47,loin,1394,21861,4640,21269,cover,cover,NN,cover
w10070014_mrp,13,22,List 47,loin,1394,21861,4640,21269,wash,wash,NN,wash
w10070014_mrp,13,22,List 47,loin,1394,21861,4640,21269,wipe,wipe,JJ,wipe
w10070014_mrp,13,22,List 47,loin,1394,21861,4640,21269,remove,remove,VB,remove
w10070014_mrp,14,22,List 47,keepsake,1401,24753,4496,23828,present,present,JJ,present
w10070014_mrp,14,22,List 47,keepsake,1401,24753,4496,23828,value,value,NN,value
w10070014_mrp,14,22,List 47,keepsake,1401,24753,4496,23828,give,give,VB,give
w10070014_mrp,14,22,List 47,keepsake,1401,24753,4496,23828,keep,keep,VB,keep
w10070014_mrp,15,22,List 47,kit,1405,33482,2639,31062,first,first,JJ,first
w10070014_mrp,15,22,List 47,kit,1405,33482,2639,31062,aid,aid,NN,aid
w10070014_mrp,15,22,List 47,kit,1405,33482,2639,31062,survival,survival,NN,survival
w10070014_mrp,15,22,List 47,kit,1405,33482,2639,31062,equip,equip,NN,equip
w10070014_mrp,15,22,List 47,kit,1405,33482,2639,31062,tools,tools,NNS,tool
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,water,water,NN,water
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,tv,tv,NN,tv
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,shows,shows,NNS,show
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,movies,movies,NNS,movie
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,channels,channels,NNS,channel
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,wash,wash,VBP,wash
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,clothes,clothes,NNS,clothes
w10070014_mrp,16,22,List 47,stream,1392,20507,1667,19453,bathe,bathe,VBP,bathe
w10070014_mrp,17,22,List 47,pot,1384,18301,2971,17979,weapon,weapon,NN,weapon
w10070014_mrp,17,22,List 47,pot,1384,18301,2971,17979,cook,cook,NN,cook
w10070014_mrp,17,22,List 47,pot,1384,18301,2971,17979,smoke,smoke,NN,smoke
w10070014_mrp,17,22,List 47,pot,1384,18301,2971,17979,sell,sell,VB,sell
w10070014_mrp,18,22,List 47,radiologist,1400,26150,4378,8345,help,help,NN,help
w10070014_mrp,19,22,List 47,newt,1397,3765,3323,3509,idk,id,VB,id
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,file,file,NN,file
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,paperwork,paperwork,NN,paperwork
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,talk,talk,NN,talk
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,customers,customers,NNS,customer
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,answer,answer,VBP,answer
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,phone,phone,NN,phone
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,take,take,VB,take
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,trash,trash,NN,trash
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,run,run,VB,run
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,errands,errands,NNS,errand
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,make,make,VBP,make
w10070014_mrp,20,22,List 47,secretary,1406,25140,1774,24656,coffee,coffee,NN,coffee
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,cuddle,cuddle,NN,cuddle
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,walk,walk,VBP,walk
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,feed,feed,VBN,fee
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,snuggle,snuggle,JJ,snuggle
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,protection,protection,NN,protection
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,showcase,showcase,NN,showcase
w10070014_mrp,21,22,List 47,pet,1385,19224,1447,18900,spoil,spoil,NN,spoil
w10070014_mrp,23,22,List 47,comb,1388,7636,1300,6798,brush,brush,NN,brush
w10070014_mrp,23,22,List 47,comb,1388,7636,1300,6798,swat,swat,NN,swat
w10070014_mrp,23,22,List 47,comb,1388,7636,1300,6798,pick,pick,NN,pick
w10070014_mrp,24,22,List 47,spear,1383,14586,1847,13013,weapon,weapon,NN,weapon
w10070014_mrp,24,22,List 47,spear,1383,14586,1847,13013,throw,throw,VBP,throw
w10070014_mrp,24,22,List 47,spear,1383,14586,1847,13013,pierce,pierce,NN,pierce
w10070014_mrp,25,22,List 47,gate,1389,14256,1565,11675,close,close,RB,close
w10070014_mrp,25,22,List 47,gate,1389,14256,1565,11675,open,open,JJ,open
w10070014_mrp,25,22,List 47,gate,1389,14256,1565,11675,protect,protect,NN,protect
w10070014_mrp,25,22,List 47,gate,1389,14256,1565,11675,hold,hold,NN,hold
w10070014_mrp,26,22,List 47,floorboard,1398,13900,2947,13835,border,border,NN,border
w10070014_mrp,26,22,List 47,floorboard,1398,13900,2947,13835,decoration,decoration,NN,decoration
w10070014_mrp,26,22,List 47,floorboard,1398,13900,2947,13835,cover,cover,NN,cover
w10070014_mrp,27,22,List 47,sled,1393,18690,3393,15589,sled,sled,VBD,sled
w10070014_mrp,27,22,List 47,sled,1393,18690,3393,15589,weapon,weapon,JJ,weapon
w10070014_mrp,28,22,List 47,apron,1386,15431,2046,15149,clothes,clothes,NNS,clothes
w10070014_mrp,28,22,List 47,apron,1386,15431,2046,15149,protection,protection,NN,protection
w10070014_mrp,28,22,List 47,apron,1386,15431,2046,15149,blanket,blanket,NN,blanket
w10070014_mrp,28,22,List 47,apron,1386,15431,2046,15149,clean,clean,JJ,clean
w10070014_mrp,29,22,List 47,confetti,1390,12043,1562,10232,throw,throw,NN,throw
w10070014_mrp,29,22,List 47,confetti,1390,12043,1562,10232,burn,burn,NN,burn
w10070014_mrp,29,22,List 47,confetti,1390,12043,1562,10232,celebrate,celebrate,NN,celebrate
w10070014_mrp,30,22,List 47,longbow,1402,3321,2332,3096,idk,id,NN,id
w10070014_mrp,31,22,List 47,comforter,1410,9337,1916,7850,cover,cover,NN,cover
w10070014_mrp,31,22,List 47,comforter,1410,9337,1916,7850,protect,protect,VBP,protect
w10070014_mrp,31,22,List 47,comforter,1410,9337,1916,7850,clothe,clothe,JJ,clothe
w10070014_mrp,31,22,List 47,comforter,1410,9337,1916,7850,wash,wash,JJ,wash
w10070014_mrp,31,22,List 47,comforter,1410,9337,1916,7850,clean,clean,JJ,clean
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,eat,eat,NN,eat
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,hunt,hunt,NN,hunt
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,protect,protect,VBP,protect
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,guard,guard,NN,guard
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,pet,pet,NN,pet
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,snuggle,snuggle,NN,snuggle
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,walk,walk,NN,walk
w10070014_mrp,32,22,List 47,animal,1408,20296,1708,19706,run,run,VB,run
w10070014_mrp,33,22,List 47,mink,1382,7956,2182,7740,fur,fur,RB,fur
w10070014_mrp,33,22,List 47,mink,1382,7956,2182,7740,pet,pet,JJ,pet
w10070014_mrp,33,22,List 47,mink,1382,7956,2182,7740,food,food,NN,food
w10070014_mrp,34,22,List 47,hamster,1391,13096,3105,12802,pet,pet,NN,pet
w10070014_mrp,34,22,List 47,hamster,1391,13096,3105,12802,eat,eat,NN,eat
w10070014_mrp,34,22,List 47,hamster,1391,13096,3105,12802,play,play,NN,play
w10070014_mrp,34,22,List 47,hamster,1391,13096,3105,12802,snugge,snuggle,VBP,snuggle
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,parent,parent,NN,parent
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,feed,feed,NN,feed
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,bathe,bathe,VBZ,bathe
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,clothe,clothe,JJ,clothe
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,protect,protect,NN,protect
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,comfort,comfort,NN,comfort
w10070014_mrp,35,22,List 47,firstborn,1395,28143,2462,22283,play,play,NN,play
w10070014_mrp,36,22,List 47,duckweed,1409,1681,1217,1414,idk,id,NN,id
w10070014_mrp,37,22,List 47,newspaper,1407,14301,4272,14056,read,read,VBD,read
w10070014_mrp,37,22,List 47,newspaper,1407,14301,4272,14056,burn,burn,JJ,burn
