Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
5642444817bdbe00062a1129,plaintiff,talk to,talk,talk,VERB,Prolific
5642444817bdbe00062a1129,dude,be friends with,friends,friend,VERB,Prolific
5642444817bdbe00062a1129,dude,piggyback,piggyback,piggyback,VERB,Prolific
5642444817bdbe00062a1129,dude,company,company,company,VERB,Prolific
5642444817bdbe00062a1129,tonic,drink,drink,drink,VERB,Prolific
5642444817bdbe00062a1129,tonic,put out fire,put,extinguish,VERB,Prolific
5642444817bdbe00062a1129,tonic,put out fire,fire,fire,VERB,Prolific
5642444817bdbe00062a1129,bully,fight,fight,fight,VERB,Prolific
5642444817bdbe00062a1129,bully,talk to,talk,talk,VERB,Prolific
5642444817bdbe00062a1129,bully,fight for you,fight,fight,VERB,Prolific
5642444817bdbe00062a1129,tiller,cultivate land,cultivate,cultivate,VERB,Prolific
5642444817bdbe00062a1129,tiller,cultivate land,land,land,NOUN,Prolific
5642444817bdbe00062a1129,tiller,attack people,attack,attack,VERB,Prolific
5642444817bdbe00062a1129,tiller,attack people,people,people,NOUN,Prolific
5642444817bdbe00062a1129,tiller,create art,create,create,VERB,Prolific
5642444817bdbe00062a1129,tiller,create art,art,art,VERB,Prolific
5642444817bdbe00062a1129,taxpayer,talk to,talk,talk,VERB,Prolific
5642444817bdbe00062a1129,taxpayer,get taxes from,get,get,AUX,Prolific
5642444817bdbe00062a1129,taxpayer,get taxes from,taxes,tax,VERB,Prolific
5642444817bdbe00062a1129,taxpayer,discuss tax reform with,discuss,discuss,VERB,Prolific
5642444817bdbe00062a1129,taxpayer,discuss tax reform with,tax,tax,NOUN,Prolific
5642444817bdbe00062a1129,taxpayer,discuss tax reform with,reform,reform,VERB,Prolific
5642444817bdbe00062a1129,crotch,store things,store,store,VERB,Prolific
5642444817bdbe00062a1129,crotch,store things,things,thing,NOUN,Prolific
5642444817bdbe00062a1129,boa,strangle,strangle,strangle,VERB,Prolific
5642444817bdbe00062a1129,boa,eat,eat,eat,VERB,Prolific
5642444817bdbe00062a1129,boa,attack,attack,attack,VERB,Prolific
5642444817bdbe00062a1129,boa,skin,skin,skin,NOUN,Prolific
5642444817bdbe00062a1129,morsel,eat,eat,eat,VERB,Prolific
5642444817bdbe00062a1129,morsel,gift,gift,gift,NOUN,Prolific
5642444817bdbe00062a1129,morsel,bribe,bribe,bribe,VERB,Prolific
5642444817bdbe00062a1129,morsel,burn,burn,burn,VERB,Prolific
5642444817bdbe00062a1129,apparatus,measure,measure,measure,VERB,Prolific
5642444817bdbe00062a1129,apparatus,calculate,calculate,calculate,VERB,Prolific
5642444817bdbe00062a1129,apparatus,destroy,destroy,destroy,VERB,Prolific
5642444817bdbe00062a1129,apparatus,build,build,build,VERB,Prolific
5642444817bdbe00062a1129,meadow,farm,farm,farm,VERB,Prolific
5642444817bdbe00062a1129,meadow,run around in,run,run,VERB,Prolific
5642444817bdbe00062a1129,meadow,run around in,around,around,ADV,Prolific
5642444817bdbe00062a1129,meadow,plant seeds,plant,plant,VERB,Prolific
5642444817bdbe00062a1129,meadow,plant seeds,seeds,seed,NOUN,Prolific
5642444817bdbe00062a1129,meadow,plant trees,plant,plant,VERB,Prolific
5642444817bdbe00062a1129,meadow,plant trees,trees,tree,NOUN,Prolific
5642444817bdbe00062a1129,meadow,car park,car,car,NOUN,Prolific
5642444817bdbe00062a1129,meadow,car park,park,park,VERB,Prolific
5642444817bdbe00062a1129,meadow,build houses,build,build,VERB,Prolific
5642444817bdbe00062a1129,meadow,build houses,houses,house,NOUN,Prolific
5642444817bdbe00062a1129,burlap,turn into bag,turn,turn,VERB,Prolific
5642444817bdbe00062a1129,burlap,turn into bag,bag,bag,NOUN,Prolific
5642444817bdbe00062a1129,burlap,burn for heat,burn,burn,VERB,Prolific
5642444817bdbe00062a1129,burlap,burn for heat,heat,heat,NOUN,Prolific
5642444817bdbe00062a1129,burlap,burn for light,burn,burn,VERB,Prolific
5642444817bdbe00062a1129,burlap,burn for light,light,light,NOUN,Prolific
5642444817bdbe00062a1129,pigtail,tie into knots,tie,tie,VERB,Prolific
5642444817bdbe00062a1129,pigtail,tie into knots,knots,knot,NOUN,Prolific
5642444817bdbe00062a1129,pigtail,dye ,dye,dye,VERB,Prolific
5642444817bdbe00062a1129,tampon,absorb liquid,absorb,absorb,VERB,Prolific
5642444817bdbe00062a1129,tampon,absorb liquid,liquid,liquid,AUX,Prolific
5642444817bdbe00062a1129,tampon,stop bleeding,stop,stop,VERB,Prolific
5642444817bdbe00062a1129,tampon,stop bleeding,bleeding,bleed,NOUN,Prolific
5642444817bdbe00062a1129,tampon,block gap,block,block,VERB,Prolific
5642444817bdbe00062a1129,tampon,block gap,gap,gap,NOUN,Prolific
5642444817bdbe00062a1129,panhandler,pan for gold,pan,pan,VERB,Prolific
5642444817bdbe00062a1129,panhandler,pan for gold,gold,gold,INTJ,Prolific
5642444817bdbe00062a1129,panhandler,sift through dirt,sift,sift,VERB,Prolific
5642444817bdbe00062a1129,panhandler,sift through dirt,dirt,dirt,NOUN,Prolific
5642444817bdbe00062a1129,panhandler,clean water,clean,clean,VERB,Prolific
5642444817bdbe00062a1129,panhandler,clean water,water,water,NOUN,Prolific
5642444817bdbe00062a1129,virgin,talk to,talk,talk,VERB,Prolific
