"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","affordance_corrected"
"M20266953V.S",11,"Version 78","cigarette",2327,"smoke","smoke"
"M20266953V.S",12,"Version 78","tavern",2338,"explore","explore"
"M20266953V.S",13,"Version 78","sugarcane",2336,"pie","pie"
"M20266953V.S",14,"Version 78","windsock",2331,"air","air"
"M20266953V.S",15,"Version 78","rug",2319,"decoration","decoration"
"M20266953V.S",16,"Version 78","mousse",2335,"rotten","rotten"
"M20266953V.S",17,"Version 78","silverware",2316,"eat","eat"
"M20266953V.S",18,"Version 78","bully",2325,"school","school"
"M20266953V.S",19,"Version 78","gymnast",2321,"excersies ","exercise "
"M20266953V.S",20,"Version 78","pretzel",2322,"eat","eat"
"M20266953V.S",22,"Version 78","drawstring",2315,"art","art"
"M20266953V.S",24,"Version 78","kiss",2312,"connectin","connection"
"M20266953V.S",27,"Version 78","limeade",2332,"drink","drink"
"M20266953V.S",28,"Version 78","colleague",2326,"work place","work place"
"M20266953V.S",29,"Version 78","bookbinder",2313,"diver","diver"
"M20266953V.S",30,"Version 78","ribbon",2334,"decoration","decoration"
"M20266953V.S",31,"Version 78","mirror",2329,"reflection","reflection"
"M20266953V.S",32,"Version 78","butcher",2337,"meat","meat"
"M20266953V.S",33,"Version 78","roadster",2330,"list","list"
"M20266953V.S",34,"Version 78","turkey",2340,"food celebration","food celebration"
"M20266953V.S",35,"Version 78","goddaughter",2341,"catholic church ","catholic church "
"M20266953V.S",36,"Version 78","dresser",2333,"wedding ","wedding "
"M20266953V.S",37,"Version 78","cop",2320,"ticket","ticket"
"M20266953V.S",39,"Version 78","friend",2314,"outside family","outside family"
"M20266953V.S",40,"Version 78","plantain",2317,"fruit","fruit"
"M20268581_mns",11,"Version 88","me",2628,"work","work"
"M20268581_mns",12,"Version 88","cornmeal",2620,"eat","eat"
"M20268581_mns",12,"Version 88","cornmeal",2620,"make","make"
"M20268581_mns",12,"Version 88","cornmeal",2620,"serve","serve"
"M20268581_mns",13,"Version 88","grandfather",2612,"help","help"
"M20268581_mns",13,"Version 88","grandfather",2612,"work","work"
"M20268581_mns",13,"Version 88","grandfather",2612,"family","family"
"M20268581_mns",14,"Version 88","Sailboat",2627,"sail","sail"
"M20268581_mns",15,"Version 88","spout",2624,"water","water"
"M20268581_mns",15,"Version 88","spout",2624,"rinse ","rinse "
"M20268581_mns",16,"Version 88","balloonist",2640,"party","party"
"M20268581_mns",16,"Version 88","balloonist",2640,"blow","blow"
"M20268581_mns",16,"Version 88","balloonist",2640,"entertain","entertain"
"M20268581_mns",17,"Version 88","bus",2614,"ride","ride"
"M20268581_mns",17,"Version 88","bus",2614,"travel","travel"
"M20268581_mns",17,"Version 88","bus",2614,"transfer","transfer"
"M20268581_mns",18,"Version 88","skirt",2639,"wear","wear"
"M20268581_mns",18,"Version 88","skirt",2639,"use","use"
"M20268581_mns",19,"Version 88","treat",2635,"eat","eat"
"M20268581_mns",19,"Version 88","treat",2635,"give","give"
"M20268581_mns",19,"Version 88","treat",2635,"make","make"
"M20268581_mns",20,"Version 88","donkey",2636,"eat","eat"
"M20268581_mns",20,"Version 88","donkey",2636,"ride","ride"
"M20268581_mns",20,"Version 88","donkey",2636,"kill","kill"
"M20268581_mns",20,"Version 88","donkey",2636,"pet","pet"
"M20268581_mns",21,"Version 88","paintbrush",2631,"paint","paint"
"M20268581_mns",21,"Version 88","paintbrush",2631,"use","use"
"M20268581_mns",21,"Version 88","paintbrush",2631,"buy","buy"
"M20268581_mns",21,"Version 88","paintbrush",2631,"sell","sell"
"M20268581_mns",22,"Version 88","scooter",2638,"ride","ride"
"M20268581_mns",22,"Version 88","scooter",2638,"buy","buy"
"M20268581_mns",22,"Version 88","scooter",2638,"sell","sell"
"M20268581_mns",22,"Version 88","scooter",2638,"make","make"
"M20268581_mns",22,"Version 88","scooter",2638,"push","push"
"M20268581_mns",23,"Version 88","supermarket",2613,"shop","shop"
"M20268581_mns",23,"Version 88","supermarket",2613,"buy","buy"
