"Username","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","word","lemma","POS"
"54e32a60fdf99b3eae9de85b","Version 16","paintbox","BOI","drop","drop","drop","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","paintbox","BOI","carry","carry","carry","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","paintbox","BOI","fill","fill","fill","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","paintbox","BOI","burn","burn","burn","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","thigh","BOI","hit","hit","hit","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","thigh","BOI","bind","bind","bind","INTJ"
"54e32a60fdf99b3eae9de85b","Version 16","thigh","BOI","rub","rub","rub","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","thigh","BOI","wash","wash","wash","INTJ"
"54e32a60fdf99b3eae9de85b","Version 16","mutton","BOI","eat","eat","eat","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mutton","BOI","chew","chew","chew","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","mutton","BOI","cook","cook","cake","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mutton","BOI","burn","burn","burn","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mutton","BOI","cut","cut","cut","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","spatula","BOI","scoop","scoop","scoop","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","spatula","BOI","swerve","swerve","swerve","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","spatula","BOI","wash","wash","wash","INTJ"
"54e32a60fdf99b3eae9de85b","Version 16","spatula","BOI","hold","hold","hold","INTJ"
"54e32a60fdf99b3eae9de85b","Version 16","bayonet","BOI","hoist","hoist","hoist","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","bayonet","BOI","jab","jab","jab","X"
"54e32a60fdf99b3eae9de85b","Version 16","bayonet","BOI","clean","clean","clean","ADJ"
"54e32a60fdf99b3eae9de85b","Version 16","bayonet","BOI","stab","stab","stab","NOUN"
"54e32a60fdf99b3eae9de85b","Version 16","easel","BOI","paint","paint","paint","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","easel","BOI","adjust","adjust","adjust","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","easel","BOI","burn","burn","burn","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","easel","BOI","carry","carry","carry","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","policewoman","BOI","talk","talk","talk","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","policewoman","BOI","carry","carry","carry","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","policewoman","BOI","pay","pay","pay","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","policewoman","BOI","smile","smile","smile","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mortician","BOI","hire","hire","hire","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mortician","BOI","avoid","avoid","avoid","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","mortician","BOI","hit","hit","hit","VERB"
"54e32a60fdf99b3eae9de85b","Version 16","rupee","BOI","carry","carry","carry","VERB"
