"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"M20268581_mns","Version 88","fertilizer",2616,"fertilize","fertilize","fertilize","NOUN"
"M20268581_mns","Version 88","attendant",2630,"support","support","support","NOUN"
"M20268581_mns","Version 88","attendant",2630,"ask","ask","ask","VERB"
"M20268581_mns","Version 88","attendant",2630,"advice","advice","advice","NOUN"
"M20268581_mns","Version 88","attendant",2630,"help","help","help","VERB"
"M20268581_mns","Version 88","protractor",2615,"work","work","work","NOUN"
"M20268581_mns","Version 88","protractor",2615,"school","school","school","NOUN"
"M20268581_mns","Version 88","protractor",2615,"write","write","write","X"
"M20268581_mns","Version 88","scanner",2637,"scan","scan","scan","ADJ"
"M20268581_mns","Version 88","scanner",2637,"check","check","check","VERB"
"M20268581_mns","Version 88","scanner",2637,"use","use","use","VERB"
"M20268581_mns","Version 88","wiper",2623,"wipe","wipe","wipe","INTJ"
"M20268581_mns","Version 88","wiper",2623,"clean","clean","clean","ADJ"
"M20268581_mns","Version 88","committeewoman",2634,"learn","learn","learn","VERB"
"M20268581_mns","Version 88","committeewoman",2634,"teach","teach","teach","NOUN"
"M20268581_mns","Version 88","breakfast",2625,"eat","eat","eat","VERB"
"M20268581_mns","Version 88","breakfast",2625,"serve","serve","serve","VERB"
"M20268581_mns","Version 88","breakfast",2625,"give","give","give","VERB"
"M20268581_mns","Version 88","breakfast",2625,"cook","cook","cake","VERB"
"M20268581_mns","Version 88","uniform",2621,"wear","wear","wear","VERB"
"M20268581_mns","Version 88","uniform",2621,"clean","clean","clean","ADJ"
"M20268581_mns","Version 88","uniform",2621,"wash","wash","wash","INTJ"
"M20268581_mns","Version 88","crossbar",2617,"watch","watch","watch","VERB"
"M20268581_mns","Version 88","ukulele",2629,"play","play","play","VERB"
"M20268581_mns","Version 88","ukulele",2629,"make","make","make","VERB"
"M20268581_mns","Version 88","ukulele",2629,"listen","listen","listen","VERB"
"M20268581_mns","Version 88","garment",2633,"wear","wear","wear","VERB"
"M20278829AES","Version 56","kettle",1674,"tea","tea","tea","NOUN"
"M20278829AES","Version 56","kettle",1674,"coffee","coffee","coffee","NOUN"
"M20278829AES","Version 56","kettle",1674,"boiling water","boiling","boiling","NOUN"
"M20278829AES","Version 56","kettle",1674,"boiling water","water","water","NOUN"
"M20278829AES","Version 56","waistband",1679,"hold clothing up","hold","hold","INTJ"
"M20278829AES","Version 56","waistband",1679,"hold clothing up","clothing","clothing","NOUN"
"M20278829AES","Version 56","waistband",1679,"tighten clothing","tighten","tighten","ADJ"
"M20278829AES","Version 56","waistband",1679,"tighten clothing","clothing","clothing","NOUN"
"M20278829AES","Version 56","surveyor",1670,"construction","construction","construction","NOUN"
"M20278829AES","Version 56","surveyor",1670,"survey monkey","survey","survey","NOUN"
"M20278829AES","Version 56","surveyor",1670,"survey monkey","monkey","monkey","NOUN"
"M20278829AES","Version 56","dog",1663,"guardian","guardian","guardian","NOUN"
"M20278829AES","Version 56","dog",1663,"protector","protector","protector","NOUN"
"M20278829AES","Version 56","dog",1663,"companion","companion","companion","NOUN"
"M20278829AES","Version 56","dog",1663,"comfort therapist","comfort","comfort","NOUN"
"M20278829AES","Version 56","dog",1663,"comfort therapist","therapist","therapist","NOUN"
"M20278829AES","Version 56","dog",1663,"service dog","service","service","NOUN"
"M20278829AES","Version 56","dog",1663,"service dog","dog","dog","NOUN"
"M20278829AES","Version 56","privates",1653,"sex","sex","sex","NOUN"
"M20278829AES","Version 56","privates",1653,"birth","birth","birth","NOUN"
"M20278829AES","Version 56","privates",1653,"and body parts","body","body","NOUN"
"M20278829AES","Version 56","privates",1653,"and body parts","parts","part","NOUN"
"M20278829AES","Version 56","lemonade",1673,"drinking","drinking","drink","VERB"
"M20278829AES","Version 56","lemonade",1673,"cooking","cooking","cook","NOUN"
"M20278829AES","Version 56","passenger",1668,"airplane","airplane","airplane","NOUN"
"M20278829AES","Version 56","passenger",1668,"vehicle","vehicle","vehicle","NOUN"
"M20278829AES","Version 56","passenger",1668,"carnival rider","carnival","carnival","PROPN"
"M20278829AES","Version 56","passenger",1668,"carnival rider","rider","rider","NOUN"
"M20278829AES","Version 56","passenger",1668,"participant","participant","participant","NOUN"
"M20278829AES","Version 56","ale",1667,"drinking","drinking","drink","VERB"
"M20278829AES","Version 56","ale",1667,"celebration","celebration","celebration","NOUN"
"M20278829AES","Version 56","ale",1667,"casual","casual","casual","ADJ"
"M20278829AES","Version 56","ale",1667,"cold","cold","cold","ADJ"
"M20278829AES","Version 56","ale",1667,"drafted","drafted","draft","VERB"
"M20278829AES","Version 56","apple",1678,"grown","grown","grow","VERB"
"M20278829AES","Version 56","apple",1678,"picked","picked","pick","VERB"
"M20278829AES","Version 56","apple",1678,"peeled","peeled","peel","VERB"
"M20278829AES","Version 56","apple",1678,"bitten","bitten","bite","ADV"
"M20278829AES","Version 56","apple",1678,"baked","baked","bake","VERB"
"M20278829AES","Version 56","apple",1678,"sauced","sauced","sauce","VERB"
"M20278829AES","Version 56","beetle",1658,"bug","bug","bug","NOUN"
"M20278829AES","Version 56","beetle",1658,"squashed","squashed","squash","VERB"
"M20278829AES","Version 56","spectroscope",1662,"looking","looking","look","VERB"
"M20278829AES","Version 56","pendant",1675,"necklace","necklace","necklace","NOUN"
"M20278829AES","Version 56","pendant",1675,"close to heart","close","close","ADJ"
"M20278829AES","Version 56","pendant",1675,"close to heart","heart","heart","NOUN"
"M20278829AES","Version 56","pendant",1675,"sentimental","sentimental","sentimental","ADJ"
"M20278829AES","Version 56","matchbox",1657,"holds matches","holds","hold","NOUN"
"M20278829AES","Version 56","matchbox",1657,"holds matches","matches","match","VERB"
"M20278829AES","Version 56","matchbox",1657,"can cause fire","can","can","AUX"
"M20278829AES","Version 56","matchbox",1657,"can cause fire","cause","cause","NOUN"
"M20278829AES","Version 56","matchbox",1657,"can cause fire","fire","fire","NOUN"
"M20278829AES","Version 56","ointment",1659,"dry skin","dry","dry","ADJ"
"M20278829AES","Version 56","ointment",1659,"dry skin","skin","skin","NOUN"
"M20278829AES","Version 56","ointment",1659,"soothing aches","soothing","soothing","ADJ"
"M20278829AES","Version 56","ointment",1659,"soothing aches","aches","ach","NOUN"
"M20278829AES","Version 56","ointment",1659,"soothing itch","soothing","soothing","ADJ"
"M20278829AES","Version 56","ointment",1659,"soothing itch","itch","itch","NOUN"
"M20278829AES","Version 56","ointment",1659,"medicated ","medicated","medicate","VERB"
"M20278829AES","Version 56","escalator",1669,"upstairs","upstairs","upstairs","ADV"
"M20278829AES","Version 56","escalator",1669,"downstairs","downstairs","downstairs","ADV"
"M20278829AES","Version 56","escalator",1669,"no steps","steps","step","NOUN"
"M20278829AES","Version 56","woods",1654,"trees","trees","tree","NOUN"
"M20278829AES","Version 56","woods",1654,"hunting","hunting","hunt","VERB"
"M20278829AES","Version 56","woods",1654,"furniture","furniture","furniture","NOUN"
"M20278829AES","Version 56","woods",1654,"walls","walls","wall","NOUN"
"M20278829AES","Version 56","woods",1654,"cabinets","cabinets","cabinet","NOUN"
"M20278829AES","Version 56","woods",1654,"pencils","pencils","pencil","NOUN"
"M20278829AES","Version 56","woods",1654,"paper","paper","paper","NOUN"
"M20278829AES","Version 56","husky",1660,"snow","snow","snow","NOUN"
"M20278829AES","Version 56","husky",1660,"sledding","sledding","sledd","NOUN"
"M20278829AES","Version 56","husky",1660,"transport","transport","transport","NOUN"
"M20278829AES","Version 56","carp",1661," food","food","food","NOUN"
"M20278829AES","Version 56","carp",1661,"bait","bait","bait","NOUN"
"M20278829AES","Version 56","minnow",1656,"bait for fishing","bait","bait","NOUN"
"M20278829AES","Version 56","minnow",1656,"bait for fishing","fishing","fishing","NOUN"
"M20278829AES","Version 56","sirloin",1666,"grilled","grilled","grill","VERB"
"M20278829AES","Version 56","sirloin",1666,"baked","baked","bake","VERB"
"M20278829AES","Version 56","sirloin",1666,"cow","cow","cow","NOUN"
"M20278829AES","Version 56","hanger",1652,"clothes","clothes","clothe","NOUN"
"M20278829AES","Version 56","fauna",1677,"animals","animals","animal","NOUN"
"M20278829AES","Version 56","fauna",1677,"bacteria","bacteria","bacteria","NOUN"
"M20278829AES","Version 56","fauna",1677,"studies","studies","study","NOUN"
"M20278829AES","Version 56","dust",1665,"allergies","allergies","allergy","NOUN"
"M20278829AES","Version 56","deliveryman",1672,"transport","transport","transport","NOUN"
"M20278829AES","Version 56","tranquilizer",1671,"putting something to sleep or killing","putting","put","VERB"
"M20278829AES","Version 56","tranquilizer",1671,"putting something to sleep or killing","something","something","PRON"
"M20278829AES","Version 56","tranquilizer",1671,"putting something to sleep or killing","sleep","sleep","NOUN"
"M20278829AES","Version 56","tranquilizer",1671,"putting something to sleep or killing","killing","kill","VERB"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","hard","hard","ADJ"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","rock","rock","NOUN"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","like","like","INTJ"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","stone","stone","NOUN"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","used","use","VERB"
"M20278829AES","Version 56","jewel",1664,"hard rock like stone used in necklaces","necklaces","necklace","NOUN"
"M20278829AES","Version 56","jewel",1664,"bracelets","bracelets","bracelet","NOUN"
"M20278829AES","Version 56","jewel",1664,"earrings","earrings","earring","NOUN"
"M20278829AES","Version 56","jewel",1664,"rings","rings","ring","NOUN"
"M20278829AES","Version 56","jewel",1664,"clothing","clothing","clothing","NOUN"
"M20278829AES","Version 56","buttocks",1680,"dispose of feces","dispose","dispose","NOUN"
"M20278829AES","Version 56","buttocks",1680,"dispose of feces","feces","fece","NOUN"
"M20278829AES","Version 56","buttocks",1680,"and gas","gas","gas","NOUN"
"M20278829AES","Version 56","buttocks",1680,"sitting","sitting","sit","VERB"
"M20278829AES","Version 56","cousin",1676,"friend","friend","friend","NOUN"
"M20278829AES","Version 56","cousin",1676,"playmate","playmate","playmate","NOUN"
"M20278829AES","Version 56","cousin",1676,"family ","family","family","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"holds money","holds","hold","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"holds money","money","money","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"information","information","information","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"receipts","receipts","receipt","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"drivers id ","drivers","driver","NOUN"
"M20278829AES","Version 56","pocketbook",1681,"drivers id ","id","id","NOUN"
"M20278829AES","Version 56","bookcase",1655,"holds books","holds","hold","NOUN"
"M20278829AES","Version 56","bookcase",1655,"holds books","books","book","NOUN"
"M20278829AES","Version 56","bookcase",1655,"photo albums","photo","photo","NOUN"
"M20278829AES","Version 56","bookcase",1655,"photo albums","albums","album","NOUN"
"M20282761CT","Version 83","window",2466,"view","view","view","NOUN"
"M20282761CT","Version 83","window",2466,"block","block","block","NOUN"
"M20282761CT","Version 83","syringe",2490,"inject","inject","inject","NOUN"
"M20282761CT","Version 83","syringe",2490,"draw","draw","dree","VERB"
"M20282761CT","Version 83","smooch",2481,"show affection","show","show","VERB"
"M20282761CT","Version 83","smooch",2481,"show affection","affection","affection","NOUN"
"M20282761CT","Version 83","asshole",2475,"jerk","jerk","jerk","NOUN"
"M20282761CT","Version 83","prune",2484,"eat","eat","eat","VERB"
"M20282761CT","Version 83","prune",2484,"juice","juice","juice","NOUN"
"M20282761CT","Version 83","prune",2484,"dry","dry","dry","ADJ"
"M20282761CT","Version 83","prune",2484,"peel","peel","peel","NOUN"
"M20282761CT","Version 83","prune",2484,"slice","slice","slice","NOUN"
"M20282761CT","Version 83","sandwich",2464,"eat","eat","eat","VERB"
"M20282761CT","Version 83","juror",2480,"decide","decide","decide","VERB"
"M20282761CT","Version 83","curd",2471,"cheese","cheese","cheese","NOUN"
"M20282761CT","Version 83","hickory",2473,"handle","handle","handle","NOUN"
"M20282761CT","Version 83","hickory",2473,"oar","oar","oar","ADJ"
"M20282761CT","Version 83","hickory",2473,"utensil","utensil","utensil","NOUN"
"M20282761CT","Version 83","floss",2482,"clean","clean","clean","ADJ"
"M20282761CT","Version 83","submarine",2478,"dive","dive","dive","ADJ"
"M20282761CT","Version 83","sandpaper",2488,"erase ","erase","erase","INTJ"
"M20282761CT","Version 83","dachshund",2462,"pet","pet","pet","NOUN"
"M20282761CT","Version 83","kebab",2469,"eat","eat","eat","VERB"
"M20282761CT","Version 83","nightgown",2467,"sleep","sleep","sleep","NOUN"
"M20282761CT","Version 83","homework",2489,"learn","learn","learn","VERB"
"M20282761CT","Version 83","thermos",2465,"keep temperature","keep","keep","VERB"
"M20282761CT","Version 83","thermos",2465,"keep temperature","temperature","temperature","NOUN"
"M20282761CT","Version 83","grill",2483,"cook","cook","cake","VERB"
"M20282761CT","Version 83","nylon",2487,"string","string","str","VERB"
"M20282761CT","Version 83","nylon",2487,"fabric","fabric","fabric","NOUN"
"M20282761CT","Version 83","pitchfork",2491,"hay","hay","hay","NOUN"
"M20282761CT","Version 83","meal",2463,"eat","eat","eat","VERB"
"M20282761CT","Version 83","mountain",2476,"hiking","hiking","hik","VERB"
"M20282761CT","Version 83","lawn",2485,"mow","mow","mow","NOUN"
"M20282761CT","Version 83","publisher",2470,"produce","produce","produce","VERB"
"M20282761CT","Version 83","roosters",2486,"defend","defend","defend","NOUN"
"M20282761CT","Version 83","paint",2474,"renew","renew","renew","INTJ"
"M20282761CT","Version 83","tourist",2477,"look","look","look","VERB"
"M20286116Je","Version 82","burglar",2448,"robber","robber","robber","NOUN"
"M20286116Je","Version 82","burglar",2448,"thief","thief","thief","NOUN"
"M20286116Je","Version 82","teakwood",2437,"used for furniture ","used","use","VERB"
"M20286116Je","Version 82","teakwood",2437,"used for furniture ","furniture","furniture","NOUN"
"M20286116Je","Version 82","dumpling",2450,"asian food","food","food","NOUN"
"M20286116Je","Version 82","dumpling",2450,"fried or steamed","fried","fry","VERB"
"M20286116Je","Version 82","dumpling",2450,"fried or steamed","steamed","steam","VERB"
"M20286116Je","Version 82","dumpling",2450,"rice paper with meat inside","rice","rice","NOUN"
"M20286116Je","Version 82","dumpling",2450,"rice paper with meat inside","paper","paper","NOUN"
"M20286116Je","Version 82","dumpling",2450,"rice paper with meat inside","meat","meat","NOUN"
"M20286116Je","Version 82","dumpling",2450,"rice paper with meat inside","inside","inside","ADV"
"M20286116Je","Version 82","sidecar",2435,"a small side of a motorcycle for carrying passengers","small","small","ADJ"
"M20286116Je","Version 82","sidecar",2435,"a small side of a motorcycle for carrying passengers","side","side","NOUN"
"M20286116Je","Version 82","sidecar",2435,"a small side of a motorcycle for carrying passengers","motorcycle","motorcycle","NOUN"
"M20286116Je","Version 82","sidecar",2435,"a small side of a motorcycle for carrying passengers","carrying","carry","VERB"
"M20286116Je","Version 82","sidecar",2435,"a small side of a motorcycle for carrying passengers","passengers","passenger","NOUN"
"M20286116Je","Version 82","corduroy",2447,"make clothing","make","make","VERB"
"M20286116Je","Version 82","corduroy",2447,"make clothing","clothing","clothing","NOUN"
"M20286116Je","Version 82","corduroy",2447,"pants","pants","pants","NOUN"
"M20286116Je","Version 82","soda",2451,"drink","drink","drink","NOUN"
"M20286116Je","Version 82","soda",2451,"make alcohol drinks","make","make","VERB"
"M20286116Je","Version 82","soda",2451,"make alcohol drinks","alcohol","alcohol","NOUN"
"M20286116Je","Version 82","soda",2451,"make alcohol drinks","drinks","drink","NOUN"
"M20286116Je","Version 82","buffet",2452,"eat","eat","eat","VERB"
"M20286116Je","Version 82","buffet",2452,"variety of food","variety","variety","NOUN"
"M20286116Je","Version 82","buffet",2452,"variety of food","food","food","NOUN"
"M20286116Je","Version 82","buffet",2452,"for people","people","people","NOUN"
"M20286116Je","Version 82","eclair",2436,"desert","desert","desert","NOUN"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","chocolate","chocolate","NOUN"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","top","top","ADJ"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","dough","dough","NOUN"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","vanilla","vanilla","NOUN"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","jell","jell","INTJ"
"M20286116Je","Version 82","eclair",2436,"chocolate on top of the dough with vanilla jell inside of it","inside","inside","ADV"
"M20286116Je","Version 82","arrowhead",2458,"a name of a company","name","name","NOUN"
"M20286116Je","Version 82","arrowhead",2458,"a name of a company","company","company","NOUN"
"M20286116Je","Version 82","petroleum",2439,"fossil fuel","fossil","fossil","NOUN"
"M20286116Je","Version 82","petroleum",2439,"fossil fuel","fuel","fuel","NOUN"
"M20286116Je","Version 82","doorframe",2456,"for the door to make design ","door","door","NOUN"
"M20286116Je","Version 82","doorframe",2456,"for the door to make design ","make","make","VERB"
"M20286116Je","Version 82","doorframe",2456,"for the door to make design ","design","design","NOUN"
"M20286116Je","Version 82","mattress",2454,"people can sleep on it and clean it","people","people","NOUN"
"M20286116Je","Version 82","mattress",2454,"people can sleep on it and clean it","can","can","AUX"
"M20286116Je","Version 82","mattress",2454,"people can sleep on it and clean it","sleep","sleep","NOUN"
"M20286116Je","Version 82","mattress",2454,"people can sleep on it and clean it","clean","clean","ADJ"
"M20286116Je","Version 82","mattress",2454,"cover it","cover","cover","NOUN"
"M20286116Je","Version 82","tablet",2449,"can be used as a medicine","can","can","AUX"
"M20286116Je","Version 82","tablet",2449,"can be used as a medicine","used","use","VERB"
"M20286116Je","Version 82","tablet",2449,"can be used as a medicine","medicine","medicine","NOUN"
"M20286116Je","Version 82","tablet",2449,"can be an electronic to play on or read on ","can","can","AUX"
"M20286116Je","Version 82","tablet",2449,"can be an electronic to play on or read on ","electronic","electronic","ADJ"
"M20286116Je","Version 82","tablet",2449,"can be an electronic to play on or read on ","play","play","VERB"
"M20286116Je","Version 82","tablet",2449,"can be an electronic to play on or read on ","read","read","VERB"
"M20286116Je","Version 82","cartridge",2445,"can be used for a bullet in guns","can","can","AUX"
"M20286116Je","Version 82","cartridge",2445,"can be used for a bullet in guns","used","use","VERB"
"M20286116Je","Version 82","cartridge",2445,"can be used for a bullet in guns","bullet","bullet","NOUN"
"M20286116Je","Version 82","cartridge",2445,"can be used for a bullet in guns","guns","gun","NOUN"
"M20286116Je","Version 82","card",2438,"used to pay for things","used","use","VERB"
"M20286116Je","Version 82","card",2438,"used to pay for things","pay","pay","VERB"
"M20286116Je","Version 82","card",2438,"used to pay for things","things","thing","NOUN"
"M20286116Je","Version 82","card",2438,"or to use for identifying yourself","use","use","VERB"
"M20286116Je","Version 82","card",2438,"or to use for identifying yourself","identifying","identify","VERB"
"M20286116Je","Version 82","blender",2443,"to mix vegetables","mix","mix","NOUN"
"M20286116Je","Version 82","blender",2443,"to mix vegetables","vegetables","vegetables","NOUN"
"M20286116Je","Version 82","blender",2443,"can make a drink with it or make sauce","can","can","AUX"
"M20286116Je","Version 82","blender",2443,"can make a drink with it or make sauce","make","make","VERB"
"M20286116Je","Version 82","blender",2443,"can make a drink with it or make sauce","drink","drink","NOUN"
"M20286116Je","Version 82","blender",2443,"can make a drink with it or make sauce","make","make","VERB"
"M20286116Je","Version 82","blender",2443,"can make a drink with it or make sauce","sauce","sauce","NOUN"
"M20286116Je","Version 82","blender",2443,"makes things liquid","makes","make","VERB"
"M20286116Je","Version 82","blender",2443,"makes things liquid","things","thing","NOUN"
"M20286116Je","Version 82","blender",2443,"makes things liquid","liquid","liquid","AUX"
"M20286116Je","Version 82","peppermint",2453,"can be an essential oil for diffuser","can","can","AUX"
"M20286116Je","Version 82","peppermint",2453,"can be an essential oil for diffuser","essential","essential","ADJ"
"M20286116Je","Version 82","peppermint",2453,"can be an essential oil for diffuser","oil","oil","NOUN"
"M20286116Je","Version 82","peppermint",2453,"can be eaten if it is in candy or edible","can","can","AUX"
"M20286116Je","Version 82","peppermint",2453,"can be eaten if it is in candy or edible","eaten","eat","VERB"
"M20286116Je","Version 82","peppermint",2453,"can be eaten if it is in candy or edible","candy","candy","NOUN"
"M20286116Je","Version 82","peppermint",2453,"can be eaten if it is in candy or edible","edible","edible","ADJ"
"M20286116Je","Version 82","oven",2446,"put things in there to bake","put","put","VERB"
"M20286116Je","Version 82","oven",2446,"put things in there to bake","things","thing","NOUN"
"M20286116Je","Version 82","oven",2446,"put things in there to bake","bake","bake","VERB"
"M20286116Je","Version 82","oven",2446,"cooks food","cooks","cook","NOUN"
"M20286116Je","Version 82","oven",2446,"cooks food","food","food","NOUN"
"M20286116Je","Version 82","announcer",2440,"can be used to announce things in public","can","can","AUX"
"M20286116Je","Version 82","announcer",2440,"can be used to announce things in public","used","use","VERB"
"M20286116Je","Version 82","announcer",2440,"can be used to announce things in public","announce","announce","NOUN"
"M20286116Je","Version 82","announcer",2440,"can be used to announce things in public","things","thing","NOUN"
"M20286116Je","Version 82","announcer",2440,"can be used to announce things in public","public","public","ADJ"
"M20286116Je","Version 82","socket",2459,"can be used for traditional operations for computers","can","can","AUX"
"M20286116Je","Version 82","socket",2459,"can be used for traditional operations for computers","used","use","VERB"
"M20286116Je","Version 82","socket",2459,"can be used for traditional operations for computers","traditional","traditional","ADJ"
"M20286116Je","Version 82","socket",2459,"can be used for traditional operations for computers","operations","operation","NOUN"
"M20286116Je","Version 82","socket",2459,"can be used for traditional operations for computers","computers","computers","NOUN"
"M20286116Je","Version 82","shrine",2444,"pay tribute to the selected deity","pay","pay","VERB"
"M20286116Je","Version 82","shrine",2444,"pay tribute to the selected deity","tribute","tribute","X"
"M20286116Je","Version 82","shrine",2444,"pay tribute to the selected deity","selected","select","VERB"
"M20286116Je","Version 82","shrine",2444,"pay tribute to the selected deity","deity","deity","NOUN"
"M20286116Je","Version 82","candlestick",2442,"can make things bright in the room","can","can","AUX"
"M20286116Je","Version 82","candlestick",2442,"can make things bright in the room","make","make","VERB"
"M20286116Je","Version 82","candlestick",2442,"can make things bright in the room","things","thing","NOUN"
"M20286116Je","Version 82","candlestick",2442,"can make things bright in the room","bright","bright","ADJ"
