Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
tent,camping,camping,camp,VERB,USM
tent,cover something,cover,cover,VERB,USM
tent,cover something,something,something,PRON,USM
medic,help,help,help,VERB,USM
pine,pine tree,pine,pine,NOUN,USM
pine,pine tree,tree,tree,NOUN,USM
pine,pine cone,pine,pine,NOUN,USM
pine,pine cone,cone,cone,NOUN,USM
mucous,snot,snot,not,PART,USM
mucous,sick,sick,sick,ADJ,USM
silk,material,material,material,NOUN,USM
grapevine,grow grapes,grow,grow,VERB,USM
grapevine,grow grapes,grapes,grape,NOUN,USM
suspender,hold up pants,hold,hold,VERB,USM
suspender,hold up pants,pants,pants,NOUN,USM
suspender,stop soemthing from happening,stop,stop,VERB,USM
suspender,stop soemthing from happening,something,something,PRON,USM
suspender,stop soemthing from happening,happening,happen,VERB,USM
motorboat,ride in the water,ride,ride,VERB,USM
motorboat,ride in the water,water,water,NOUN,USM
controller,tv,tv,tv,X,USM
controller,game,game,game,NOUN,USM
controller,someone who controls,someone,someone,PRON,USM
controller,someone who controls,controls,controls,NOUN,USM
Guitar,play music,play,play,VERB,USM
Guitar,play music,music,music,VERB,USM
people,can use people for anything,can,can,AUX,USM
people,can use people for anything,use,use,VERB,USM
people,can use people for anything,people,people,NOUN,USM
people,can use people for anything,anything,anything,PRON,USM
conductor,of a chior,choir,choir,NOUN,USM
conductor,train,train,train,NOUN,USM
conductor,conductor of a group project,group,group project,NOUN,USM
banquet,celebration,celebration,celebrate,VERB,USM
goldfish,pet,pet,pet,NOUN,USM
pad,writing pad,writing,write,VERB,USM
pad,writing pad,pad,pad,NOUN,USM
pad,feminim pad,feminism,feminism,NOUN,USM
pad,feminim pad,pad,pad,NOUN,USM
funnel,funnel cake,funnel,funnel,NOUN,USM
funnel,funnel cake,cake,cake,NOUN,USM
funnel,funnel up,funnel,funnel,NOUN,USM
salesman,sale soemthing,sale,sell,VERB,USM
salesman,sale soemthing,something,something,PRON,USM
mulch,put it in garden,put,put,VERB,USM
mulch,put it in garden,garden,garden,VERB,USM
store,shop,shop,shop,VERB,USM
peanut,peanut butter,peanut,peanut butter,NOUN,USM
peanut,peanut foods,foods,food,VERB,USM
cushion,seat,seat,sit,VERB,USM
cushion,comfy,comfy,comfy,ADJ,USM
daddy,father ,father,father,NOUN,USM
cheese,smile,smile,smile,VERB,USM
cheese,food cheese,food,food,NOUN,USM
eyebath,wash eyes,wash,wash,VERB,USM
eyebath,wash eyes,eyes,eyes,NOUN,USM
eyelid,protects your eyes,protects,protect,VERB,USM
eyelid,protects your eyes,eyes,eyes,NOUN,USM
storeroom,room you store things,room,room,NOUN,USM
storeroom,room you store things,store,store,VERB,USM
storeroom,room you store things,things,thing,NOUN,USM
person,a friend,friend,friend,NOUN,USM
almond,nut,nut,nut,ADV,USM
almond,food,food,food,NOUN,USM
almond,salty,salty,salty,ADJ,USM
almond,snack,snack,snack,VERB,USM
Platform,stand,stand,stand,VERB,USM
Platform,rise,rise,rise,VERB,USM
Platform,lower,lower,lower,ADJ,USM
Platform,flat,flat,flat,ADJ,USM
Platform,elevation,elevation,elevate,VERB,USM
vanilla,cookies,cookies,cookie,NOUN,USM
vanilla,color,color,color,NOUN,USM
vanilla,taste,taste,taste,VERB,USM
vanilla,icecream,ice,ice cream,NOUN,USM
lubricant,sex,sex,sex,VERB,USM
lubricant,loosen,loosen,loosen,VERB,USM
lubricant,oil,oil,oil,VERB,USM
throne,king,king,king,NOUN,USM
throne,queen,queen,queen,NOUN,USM
throne,toilet,toilet,toilet,NOUN,USM
throne,sit,sit,sit,VERB,USM
throne,dictate,dictate,dictate,VERB,USM
mascot,college,college,college,NOUN,USM
mascot,team,team,team,NOUN,USM
mascot,animal,animal,animal,NOUN,USM
mascot,person,person,person,NOUN,USM
mascot,represent,represent,represent,VERB,USM
clamshell,oysters,oysters,oyster,NOUN,USM
clamshell,hard,hard,hard,ADJ,USM
clamshell,protection,protection,protect,VERB,USM
orchid,tree,tree,tree,NOUN,USM
orchid,fruits,fruits,fruit,NOUN,USM
orchid,pretty,pretty,pretty,ADV,USM
newsreader,old,old,old,ADJ,USM
newsreader,paper,paper,paper,NOUN,USM
newsreader,information,information,inform,VERB,USM
newsreader,smart,smart,smart,ADJ,USM
frosting,warmer,warmer,warmer,ADJ,USM
frosting,wet,wet,wet,ADJ,USM
fishpond,fishing,fishing,fish,VERB,USM
fishpond,dirty,dirty,dirty,ADJ,USM
fishpond,small,small,small,ADJ,USM
fishpond,pretty,pretty,pretty,ADV,USM
knob,turn,turn,turn,VERB,USM
knob,push,push,push,VERB,USM
potpourri,pot,pot,pot,NOUN,USM
projector,tv,tv,tv,X,USM
projector,screen,screen,screen,NOUN,USM
projector,louder,louder,louder,NOUN,USM
knapsack,bag,bag,bag,NOUN,USM
knapsack,hold,hold,hold,VERB,USM
knapsack,gather,gather,gather,NOUN,USM
gooseberry,fruit,fruit,fruit,NOUN,USM
gooseberry,cake,cake,cake,NOUN,USM
gooseberry,muffin,muffin,muffin,NOUN,USM
gooseberry,food,food,food,VERB,USM
cannabis,smoke,smoke,smoke,VERB,USM
cannabis,high,high,high,INTJ,USM
cannabis,relax,relax,relax,VERB,USM
cannabis,zooted,rooted,root,VERB,USM
basketball,play,play,play,VERB,USM
basketball,bounce,bounce,bounce,VERB,USM
basketball,roll,roll,roll,VERB,USM
basketball,throw,throw,throw,VERB,USM
basketball,shoot,shoot,shoot,VERB,USM
basketball,pass,pass,pass,VERB,USM
basketball,hit,hit,hit,VERB,USM
basketball,pop,pop,pop,VERB,USM
blowtorch,shoot,shoot,shoot,VERB,USM
blowtorch,fire,fire,fire,VERB,USM
blowtorch,dangerous,dangerous,dangerous,ADJ,USM
marbles,roll,roll,roll,VERB,USM
marbles,bounce,bounce,bounce,VERB,USM
marbles,throw,throw,throw,VERB,USM
marbles,eat,eat,eat,VERB,USM
panties,wear,wear,wear,VERB,USM
panties,smell,smell,smell,VERB,USM
panties,sniff,sniff,sniff,VERB,USM
panties,try on,try,try,VERB,USM
panties,take off,take,take,VERB,USM
collarbone,support,support,support,VERB,USM
collarbone,break,break,break,VERB,USM
corsage,wear,wear,wear,VERB,USM
corsage,look at,look,look,VERB,USM
corsage,touch,touch,touch,VERB,USM
mustache,shave,shave,shave,VERB,USM
mustache,wear,wear,wear,VERB,USM
mustache,see,see,see,VERB,USM
mustache,use,use,use,VERB,USM
banknote,write,write,write,VERB,USM
banknote,look at,look,look,VERB,USM
banknote,steal,steal,steal,VERB,USM
banknote,give,give,give,VERB,USM
cornflower,see,see,see,VERB,USM
cornflower,smell,smell,smell,VERB,USM
cornflower,eat,eat,eat,VERB,USM
cornflower,destroy,destroy,destroy,VERB,USM
cosmetics,buy,buy,buy,VERB,USM
cosmetics,wear,wear,wear,VERB,USM
cosmetics,gift,gift,gift,NOUN,USM
cosmetics,smell,smell,smell,VERB,USM
speedboat,drive,drive,drive,VERB,USM
speedboat,speed,speed,speed,VERB,USM
speedboat,flip,flip,flip,VERB,USM
speedboat,sink,sink,sink,VERB,USM
speedboat,see,see,see,VERB,USM
plate,drop,drop,drop,VERB,USM
plate,eat on,eat,eat,VERB,USM
plate,throw,throw,throw,VERB,USM
plate,catch,catch,catch,VERB,USM
bowl,eat,eat,eat,VERB,USM
bowl,drop,drop,drop,VERB,USM
bowl,throw,throw,throw,VERB,USM
bowl,catch,catch,catch,VERB,USM
bowl,slide,slide,slide,VERB,USM
closet,clothes,clothes,clothes,NOUN,USM
closet,shoes,shoes,shoe,VERB,USM
closet,storage,storage,store,VERB,USM
bass,fish,fish,fish,VERB,USM
bass,music,music,music,NOUN,USM
shot,alcohol,alcohol,alcohol,NOUN,USM
shot,vaccine,vaccine,vaccine,NOUN,USM
stockings,christmas,christmas,christmas,PROPN,USM
stockings,under a skirt,skirt,skirt,NOUN,USM
stockings,grandma,grandma,grandma,NOUN,USM
condiment,hamburger,hamburger,hamburger,NOUN,USM
condiment,hotdog,hotdog,hotdog,ADJ,USM
condiment,hotdog,dog,dog,NOUN,USM
condiment,sandwich,sandwich,sandwich,NOUN,USM
condiment,fries,fries,fries,NOUN,USM
flower,gift,gift,gift,VERB,USM
flower,garden,garden,garden,NOUN,USM
flower,pot,pot,pot,NOUN,USM
necklace,gift,gift,gift,NOUN,USM
necklace,on neck,neck,neck,NOUN,USM
showerhead,wash hair,wash,wash,VERB,USM
showerhead,wash hair,hair,hair,NOUN,USM
showerhead,wash body,wash,wash,VERB,USM
showerhead,wash body,body,body,NOUN,USM
pinkie,finger,finger,finger,NOUN,USM
pinkie,swear,swear,swear,VERB,USM
pinkie,promise,promise,promise,VERB,USM
bartender,drinks,drinks,drink,VERB,USM
