CUE,RESPONSE,RESPONSE TOKEN,RESPONSE LEMMA,POS
sketchbook,use as book mark,mark,mark,NOUN
sketchbook,use as book stand,use,use,VERB
sketchbook,use as book stand,book,book,NOUN
sketchbook,use as book stand,stand,stand,NOUN
sketchbook,wrapping,wrapping,wrap,VERB
sketchbook,write things,write,write,VERB
sketchpad,can draw on,draw,draw,VERB
sketchpad,can write on,write,write,VERB
sketchpad,drawl,drawl,drawl,NOUN
sketchpad,keep notes,keep,keep,VERB
sketchpad,keep notes,notes,note,NOUN
sketchpad,scribble,scribble,scribble,NOUN
sketchpad,write notes,write,write,VERB
sketchpad,write notes,notes,note,NOUN
skewer,can be used for placing small pieces of different food together,used,use,VERB
skewer,can be used for placing small pieces of different food together,placing,placing,VERB
skewer,can be used for placing small pieces of different food together,small,small,ADJ
skewer,can be used for placing small pieces of different food together,pieces,piece,NOUN
skewer,can be used for placing small pieces of different food together,different,different,ADJ
skewer,can be used for placing small pieces of different food together,food,food,NOUN
skewer,fixing objects,fixing,fix,VERB
skewer,fixing objects,objects,objects,VERB
skewer,inpale,inpale,inpale,NOUN
skewer,or poking people,poking,pok,VERB
skewer,or poking people,people,people,NOUN
skewer,poke meat,poke,peak,NOUN
skewer,poke meat,meat,meat,NOUN
skewer,poke thinks with,poke,poke,NOUN
skewer,poke thinks with,thinks,think,VERB
ski,snow ski,snow,snow,NOUN
ski,snow ski,ski,ski,NOUN
ski,water ski,water,water,NOUN
ski,water ski,ski,ski,NOUN
skillet,hit somebody,hit,hit,VERB
skillet,paninis,paninis,paninis,NOUN
skillet,saut<U+653C><U+3E39>ing,saut<U+653C><U+3E39>ing,saut?,VERB
skillet,scramble eggs,scramble,scramble,ADJ
skillet,scramble eggs,eggs,egg,NOUN
skin,conduct heat,conduct,conduct,VERB
skin,conduct heat,heat,heat,NOUN
skin,differnt animations on game,differnt,different,ADJ
skin,differnt animations on game,animations,animation,NOUN
skin,differnt animations on game,game,game,NOUN
skin,homeostasis,homeostasis,homeostasis,NOUN
skin,keeps blood in body,keeps,keep,VERB
skin,keeps blood in body,blood,blood,NOUN
skin,keeps blood in body,body,body,NOUN
skin,pinched,pinched,pinch,VERB
skin,protect underneath,protect,protect,VERB
skirt,casual,casual,casual,ADJ
skirt,put it on a bed,put,put,VERB
skirt,put it on a bed,bed,bed,NOUN
skirt,to trade,trade,trade,VERB
skirt,to use as a small blanket,use,use,VERB
skirt,to use as a small blanket,small,small,ADJ
skirt,to use as a small blanket,blanket,blanket,NOUN
skirt,try on,try,try,VERB
skirt,walk beside something,walk,walk,VERB
skirt,you wear it,wear,wear,VERB
skittle,bribe with,bribe,bribe,VERB
skittle,fruity,fruity,fruity,NOUN
skittle,measuring instrument,measuring,measure,VERB
skittle,measuring instrument,instrument,instrument,NOUN
skittle,use for math help,use,use,VERB
skittle,use for math help,math,math,NOUN
skittle,use for math help,help,help,NOUN
skullcap,brain injury,brain,brain,NOUN
skullcap,brain injury,injury,injury,NOUN
skullcap,keep head cold,keep,keep,VERB
skullcap,keep head cold,head,head,NOUN
skullcap,keep head cold,cold,cold,ADJ
skullcap,keep head warm,keep,keep,VERB
skullcap,keep head warm,head,head,NOUN
skullcap,keep head warm,warm,warm,ADJ
skullcap,protect scalp from uv rays,protect,protect,VERB
skullcap,protect scalp from uv rays,scalp,scalp,NOUN
skullcap,protect scalp from uv rays,uv,UV,NOUN
skullcap,protect scalp from uv rays,rays,ray,NOUN
skullcap,to protect the brain,protect,protect,VERB
skullcap,to protect the brain,brain,brain,NOUN
skullcap,wera,wera,wear,VERB
slacks,can iron,iron,iron,VERB
slacks,can wash,wash,wash,VERB
slacks,can wear,wear,wear,VERB
slacks,sew them,sew,sew,VERB
slaw,a side dish,side,side,NOUN
slaw,a side dish,dish,dish,NOUN
slaw,personally one taste induces vomiting,taste,taste,VERB
slaw,personally one taste induces vomiting,induces,induce,AUX
slaw,personally one taste induces vomiting,vomiting,vomit,VERB
slaw,to purchase,purchase,purchase,VERB
slaw,to put of bbq sandwich,put,put,VERB
slaw,to put of bbq sandwich,bbq,bbq,NOUN
slaw,to put of bbq sandwich,sandwich,sandwich,NOUN
slaw,to put on food,put,put,VERB
slaw,to put on food,food,food,NOUN
sled,pull something,pull,pull,VERB
sled,pulling something heavy,pulling,pull,VERB
sled,pulling something heavy,heavy,heavy,ADJ
sled,slid down a hill,slid,slid,VERB
sled,slid down a hill,hill,hill,NOUN
sled,slide on,slide,slide,VERB
sled,used to carry supplies,used,use,VERB
sled,used to carry supplies,carry,carry,VERB
sled,used to carry supplies,supplies,supplies,NOUN
sled,used to go down hills,used,use,VERB
sled,used to go down hills,go,go,VERB
sled,used to go down hills,hills,hills,NOUN
sled,used to transport people to places,used,use,VERB
sled,used to transport people to places,transport,transport,VERB
sled,used to transport people to places,people,people,NOUN
sled,used to transport people to places,places,place,NOUN
sled,wonder,wonder,wonder,VERB
sledge,break up bricks,break,break,VERB
sledge,break up bricks,bricks,brick,NOUN
sledge,break up concrete,break,break,VERB
sledge,break up concrete,concrete,concrete,NOUN
sledge,can be any color,color,color,NOUN
sledge,can be any size,size,size,NOUN
sledge,can be used in winter,used,use,VERB
sledge,can be used in winter,winter,winter,NOUN
sledge,can glide across snow,glide,glide,VERB
sledge,can glide across snow,snow,snow,NOUN
sledge,hurt someone,hurt,hurt,VERB
sledgehammer,break something,break,break,VERB
sledgehammer,destroying,destroying,destroie,VERB
sledgehammer,sledgehammer to beat a nail in,sledgehammer,sledgehammer,VERB
sledgehammer,sledgehammer to beat a nail in,beat,beat,VERB
sledgehammer,sledgehammer to beat a nail in,nail,nail,NOUN
sledgehammer,to build with,build,build,VERB
Sleeve,cutting off,cutting,cut,VERB
Sleeve,t shirt,t,t,NOUN
Sleeve,t shirt,shirt,shirt,NOUN
sleigh,convience,convience,convience,NOUN
sleigh,reindeer,reindeer,reindeer,NOUN
slide,a method of transportation,method,method,NOUN
slide,a method of transportation,transportation,transport,NOUN
slide,a way to have fun,way,way,NOUN
slide,a way to have fun,fun,fun,NOUN
slide,climbed onto,climbed,climb,VERB
slide,kids to play on,kids,kid,NOUN
slide,kids to play on,play,play,VERB
slide,move along,move,move,VERB
slide,play ground,play,play,NOUN
slide,play ground,ground,ground,NOUN
slide,paygroumd,paygroumd,paygroumd,NOUN
slide,push someone down,push,push,VERB
slide,slided on,slided,slide,VERB
slide,to climb up,climb,climb,VERB
slide,to get from one point to the next,point,point,NOUN
slide,to get from one point to the next,next,next,ADJ
slide,to push someone down,push,push,VERB
slide,to slide down,slide,slide,VERB
slime,clean stuff,clean,clean,VERB
slime,fold over,fold,fold,VERB
slime,make mess,make,make,VERB
slime,make mess,mess,mess,NOUN
slime,satisfication,satisfication,satisfication,NOUN
slime,stick to stuff,stick,stick,VERB
sling,a type of cast,type,type,NOUN
sling,a type of cast,cast,cast,NOUN
sling,action,action,action,NOUN
sling,arm cast,arm,arm,NOUN
sling,arm cast,cast,cast,NOUN
sling,broen arm,broken,broken,ADJ
sling,broen arm,arm,arm,NOUN
sling,collarbone,collarbone,collarbone,NOUN
sling,sling shot,sling,sling shot,NOUN
sling,support injured body parts,support,support,VERB
sling,support injured body parts,injured,injure,NOUN
sling,support injured body parts,body,body,NOUN
sling,support injured body parts,parts,part,NOUN
sling,support injured body parts,injured,inure,NOUN
sling,to carry object,carry,carry,VERB
sling,to carry object,object,object,NOUN
sling,to secure a joint injury,secure,secure,VERB
sling,to secure a joint injury,joint,joint,ADJ
sling,to secure a joint injury,injury,injury,NOUN
sling,to tie something together,tie,tie,VERB
slingshot,hobbies,hobbies,hobby,NOUN
slingshot,slung,slung,sling,NOUN
slingshot,target,target,target,NOUN
slingshot,to defend yourself,defend,defend,VERB
slingshot,to kill small birds/animals,kill,kill,VERB
slingshot,to kill small birds/animals,small,small,ADJ
slingshot,to kill small birds/animals,birds,bird,NOUN
slingshot,to kill small birds/animals,animals,animal,NOUN
slipcover,protect papers,protect,protect,VERB
slipcover,protect papers,papers,papers,NOUN
slipknot,army training,army,army,NOUN
slipknot,army training,training,train,VERB
slipknot,boat docking,boat,boat,NOUN
slipknot,boat docking,docking,dock,VERB
slipknot,prisoner capture,prisoner,prisoner,NOUN
slipknot,prisoner capture,capture,capture,NOUN
slipknot,so you can easily escape,escape,escape,VERB
slipper,a avenue of personality expression,avenue,avenue,NOUN
slipper,a avenue of personality expression,personality,personality,NOUN
slipper,a avenue of personality expression,expression,expression,NOUN
slipper,a complementary article to pajamas,complementary,complementary,ADJ
slipper,a complementary article to pajamas,article,article,NOUN
slipper,a complementary article to pajamas,pajamas,pajama,VERB
slipper,a way to keep warm,way,way,NOUN
slipper,a way to keep warm,keep,keep,VERB
slipper,a way to keep warm,warm,warm,ADJ
slipper,look for,look,look,VERB
slug,slimey,slimey,slimy,ADJ
slug,slow,slow,slow,ADJ
slug,snail,snail,snail,NOUN
slush,cool you off,cool,cool,ADJ
slush,quench thirst,quench,quench,VERB
slush,quench thirst,thirst,thirst,NOUN
slush,to drink it,drink,drink,VERB
slut,have sex with,sex,sex,VERB
slut,shame,shame,shame,VERB
slut,shaming,shaming,shame,VERB
slut,someone who sleeps with multiple people,sleeps,sleep,VERB
slut,someone who sleeps with multiple people,multiple,multiple,ADJ
slut,someone who sleeps with multiple people,people,people,NOUN
smock,towel,towel,towel,NOUN
smooch,a kiss for fun,kiss,kiss,VERB
smooch,a kiss for fun,fun,fun,NOUN
smooch,express gratitude,express,express,VERB
smooch,express gratitude,gratitude,gratitude,NOUN
smooch,for love,love,love,NOUN
smooch,receive affection,receive,receive,VERB
smooch,receive affection,affection,affection,NOUN
smooch,smooch a person,person,person,NOUN
smooch,take picture of smooch,take,take,VERB
smooch,take picture of smooch,picture,picture,NOUN
smoothie,be healthier,healthier,healthier,ADJ
smoothie,can be drank,drank,drink,VERB
smoothie,dieting,dieting,die,VERB
smoothie,eating in a bowl,eating,eat,VERB
smoothie,eating in a bowl,bowl,bowl,NOUN
smoothie,healthy option,healthy,healthy,ADJ
smoothie,healthy option,option,option,NOUN
smoothie,nutritions,nutritions,nutrition,NOUN
smoothie,seem healthier,seem,seem,VERB
smoothie,seem healthier,healthier,healthier,ADJ
smoothie,spilled,spilled,spill,VERB
smuggler,smuggling things,smuggling,smuggle,VERB
smuggler,take food,take,take,VERB
smuggler,take food,food,food,NOUN
smuggler,theft,theft,theft,NOUN
snack,binge,binge,binge,VERB
snack,choose,choose,choose,NOUN
snail,eat(escargot),eat,eat,NOUN
snail,eat(escargot),escargot,escargot,NOUN
snail,keep as pets,keep,keep,VERB
snail,keep as pets,pets,pet,NOUN
snail,learn patience,learn,learn,VERB
snail,learn patience,patience,patience,NOUN
snail,remeising,remeising,remeise,VERB
snail,salt it,salt,salt,VERB
snail,to fulfill its ecological job,fulfill,fulfill,VERB
snail,to fulfill its ecological job,ecological,ecological,ADJ
snail,to fulfill its ecological job,job,job,NOUN
sneaker,footwear,footwear,footwear,NOUN
sneaker,protects foot,protects,protect,NOUN
sneaker,protects foot,foot,foot,NOUN
sneaker,put on foot,put,put,VERB
sneaker,put on foot,foot,foot,NOUN
sneaker,tie it,tie,tie,VERB
snorkel,can be used for breathing,used,use,VERB
snorkel,can be used for breathing,breathing,breathe,VERB
snorkel,diving mask,diving,dive,VERB
snorkel,diving mask,mask,mask,NOUN
snorkel,learn swimming,learn,learn,VERB
snorkel,learn swimming,swimming,swim,VERB
snorkel,protecting one's face,protecting,protect,VERB
snorkel,protecting one's face,face,face,NOUN
snot,and sucked out,sucked,suck,VERB
snot,blow your nose,blow,blow,VERB
snot,blow your nose,nose,nose,NOUN
snot,kid,kid,kid,NOUN
snot,to gross out other people,gross,gross,VERB
snot,to gross out other people,people,people,NOUN
snow,days off,days,day,NOUN
snow,hiding in,hiding,hide,VERB
snow,keep cold,keep,keep,VERB
snow,keep cold,cold,cold,ADJ
snow,playing in,playing,play,VERB
snow,roll around,roll,roll,VERB
snow,snow angels,snow,snow,ADJ
snow,snow angels,angels,angel,NOUN
snow,snowball fights,snowball,snowball,ADJ
snow,snowball fights,fights,fight,NOUN
snow,snowballs,snowballs,snowball,NOUN
snow,to lay in,lay,lay,VERB
snow,to make a snowman,make,make,VERB
snow,to make a snowman,snowman,snowman,NOUN
snow,to make snow angels,make,make,VERB
snow,to make snow angels,snow,snow,NOUN
snow,to make snow angels,angels,angel,NOUN
snow,to make snow cream,make,make,VERB
snow,to make snow cream,snow,snow,NOUN
snow,to make snow cream,cream,cream,NOUN
snow,to make snowballs,make,make,VERB
snow,to make snowballs,snowballs,snowball,NOUN
snow,to make water,make,make,VERB
snow,to make water,water,water,NOUN
snow,to ski,ski,ski,VERB
snow,to sled in,sled,sl,VERB
snow,to snowboard,snowboard,snowboard,VERB
snowball,build a snowman,build,build,VERB
snowball,build a snowman,snowman,snowman,NOUN
snowball,summertime treat,summertime,summer,NOUN
snowball,summertime treat,treat,treat,NOUN
snowball,thrown at people,thrown,throw,VERB
snowball,thrown at people,people,people,NOUN
snowdrift,drift,drift,drift,NOUN
snowdrift,for the environment,environment,environment,NOUN
snowdrift,go through snow,go,go,VERB
snowdrift,go through snow,snow,snow,NOUN
snowdrift,mini avalanche,mini,mini,ADJ
snowdrift,mini avalanche,avalanche,avalanche,NOUN
snowdrift,to drift the snow,drift,drift,VERB
snowdrift,to drift the snow,snow,snow,NOUN
snowdrift,to sculpted,sculpted,sculpt,VERB
snowfall,be colf,colf,colf,NOUN
snowfall,building things out of snow,building,build,VERB
snowfall,building things out of snow,snow,snow,NOUN
snowfall,cancelling school,cancelling,cancel,VERB
snowfall,cancelling school,school,school,NOUN
snowfall,cause for a snow day,cause,cause,VERB
snowfall,cause for a snow day,snow,snow,ADJ
snowfall,cause for a snow day,day,day,NOUN
snowfall,compacted,compacted,compact,VERB
snowfall,cooling environment,cooling,cool,VERB
snowfall,cooling environment,environment,environment,NOUN
snowfall,doing winter sports (skiing,winter,winter,NOUN
snowfall,doing winter sports (skiing,sports,sport,NOUN
snowfall,doing winter sports (skiing,skiing,ski,VERB
snowfall,low tempature,low,low,ADJ
snowfall,low tempature,tempature,tempature,NOUN
snowfall,piled,piled,pile,VERB
snowfall,playing outside and bonding with friends or family,playing,play,VERB
snowfall,playing outside and bonding with friends or family,bonding,bond,VERB
snowfall,playing outside and bonding with friends or family,friends,friend,NOUN
snowfall,playing outside and bonding with friends or family,family,family,NOUN
snowfall,pretty scenery,scenery,scenery,NOUN
snowfall,rolled into balls,rolled,roll,VERB
snowfall,rolled into balls,balls,ball,NOUN
snowfall,shoveled,shoveled,shovel,VERB
snowfall,slipped on,slipped,slip,VERB
snowfall,snowmobiling),snowmobiling,snowmobile,VERB
snowfall,understanding climate,understanding,understanding,ADJ
snowfall,understanding climate,climate,climate,NOUN
snowfall,use as a natural outside fridge,use,use,VERB
snowfall,use as a natural outside fridge,natural,natural,ADJ
snowfall,use as a natural outside fridge,outside,outside,ADJ
snowfall,use as a natural outside fridge,fridge,fridge,NOUN
snowfall,walked on,walked,walk,VERB
snowflake,can be stepped on,stepped,step,VERB
snowflake,can be tasted,tasted,taste,VERB
snowflake,watch fall,watch,watch,VERB
snowflake,watch fall,fall,fall,NOUN
snowflake,watch melt,watch,watch,VERB
snowflake,watch melt,melt,melt,NOUN
snowman,carrot,carrot,carrot,NOUN
snowman,dress up a snowman,dress,dress,VERB
snowman,dress up a snowman,snowman,snowman,NOUN
snowshoe,cold weather,cold,cold,ADJ
snowshoe,cold weather,weather,weather,NOUN
snowshoe,use as a small tennis racket,use,use,VERB
snowshoe,use as a small tennis racket,small,small,ADJ
snowshoe,use as a small tennis racket,tennis,tennis,NOUN
snowshoe,use as a small tennis racket,racket,racket,NOUN
snowshoe,used to wear on your feet,used,use,VERB
snowshoe,used to wear on your feet,wear,wear,VERB
snowshoe,used to wear on your feet,feet,foot,NOUN
snowshoe,walk on snow,walk,walk,VERB
snowshoe,walk on snow,snow,snow,NOUN
soap,clean everything,clean,clean,VERB
soap,slippery,slippery,slippery,NOUN
soccer,head butt,head,head,NOUN
soccer,head butt,butt,butt,NOUN
soccer,knee pick up,knee,knee,NOUN
soccer,knee pick up,pick,pick,VERB
soccer,to dislike it,dislike,dislike,VERB
soccer,to ignore,ignore,ignore,VERB
soccer,to sleep while watching,sleep,sleep,VERB
soccer,to sleep while watching,watching,watch,VERB
sock,and bandage,bandage,bandage,NOUN
sock,hand pupppet,hand,hand,NOUN
sock,hand pupppet,pupppet,pupppet,NOUN
socket,electrical plug,electrical,electrical,ADJ
socket,electrical plug,plug,plug,NOUN
socket,shocked,shocked,shock,VERB
socket,wrench,wrench,wrench,NOUN
sod,ground,ground,ground,NOUN
soda,refreshing,refreshing,refresh,VERB
soda,use as a battery cleaner,use,use,VERB
soda,use as a battery cleaner,battery,battery,NOUN
soda,use as a battery cleaner,cleaner,cleaner,NOUN
sofa,love seat,love,love,NOUN
sofa,love seat,seat,seat,NOUN
softball,playing ball,playing,play,VERB
softball,playing ball,ball,ball,NOUN
softball,throw and hit,throw,throw,VERB
softball,throw and hit,hit,hit,VERB
softball,to play it,play,play,VERB
softball,to throw it,throw,throw,VERB
softball,to watch it,watch,watch,VERB
soil,building materials,building,build,VERB
soil,building materials,materials,materials,NOUN
soil,grow objects,grow,grow,VERB
soil,grow objects,objects,object,VERB
soil,home building,home,home,NOUN
soil,home building,building,build,VERB
soil,produce water,produce,produce,VERB
soil,produce water,water,water,NOUN
soil,ranching,ranching,ranch,VERB
soil,to plant crops in,plant,plant,VERB
soil,to plant crops in,crops,crop,NOUN
soil,to spread,spread,spread,VERB
soldier,disaster,disaster,disaster,NOUN
soles,comfort in shoes,comfort,comfort,NOUN
soles,comfort in shoes,shoes,shoe,NOUN
soles,making a shoe,making,make,VERB
soles,making a shoe,shoe,shoe,NOUN
solicitor,given order,given,give,VERB
solicitor,given order,order,order,NOUN
solicitor,legal processing,legal,legal,ADJ
solicitor,legal processing,processing,process,VERB
solicitor,looking.,looking,look,VERB
solicitor,occupation seeking,occupation,occupation,NOUN
solicitor,occupation seeking,seeking,seek,VERB
solicitor,sell your goods,sell,sell,VERB
solicitor,sell your goods,goods,goods,NOUN
solicitor,turn away,turn,turn,VERB
sombrero,collect money,collect,collect,NOUN
sombrero,collect money,money,money,NOUN
sombrero,express culture,express,express,ADJ
sombrero,express culture,culture,culture,NOUN
someone,discuss philosophy,discuss,discuss,VERB
someone,discuss philosophy,philosophy,philosophy,NOUN
someone,do activities with,activities,activity,NOUN
someone,get massages,massages,massage,NOUN
someone,goes about their life,goes,go,VERB
someone,goes about their life,life,life,NOUN
someone,have help with work,help,help,NOUN
someone,have help with work,work,work,NOUN
someone,tasks,tasks,tasnks,NOUN
someone,watch tv with,watch,watch,VERB
someone,watch tv with,tv,tv,NOUN
son,birth him,birth,birth,NOUN
son,carry on family name,carry,carry,VERB
son,carry on family name,family,family,NOUN
son,carry on family name,name,name,NOUN
son,don't support him,support,support,VERB
son,dote on,dote,dote,NOUN
son,dress him up,dress,dress,VERB
son,enslave him,enslave,enslave,VERB
son,have kid,kid,kid,VERB
son,help him,help,help,VERB
son,kill him,kill,kill,VERB
son,love him,love,love,VERB
son,pat him,pat,pat,VERB
son,pet him,pet,pet,VERB
son,protect him,protect,protect,VERB
son,protective older brother,protective,protective,ADJ
son,protective older brother,older,older,ADJ
son,protective older brother,brother,brother,NOUN
son,support it,support,support,VERB
son,take care of him,take,take,VERB
son,take care of him,care,care,NOUN
son,to take care of you,take,take,VERB
son,to take care of you,care,care,NOUN
son,trash man,trash,trash,ADJ
son,trash man,man,man,NOUN
son,watch him die,watch,watch,VERB
son,watch him die,die,die,VERB
son,watch him get married,watch,watch,VERB
son,watch him get married,married,marry,VERB
son,watch him grow,watch,watch,VERB
son,watch him grow,grow,grow,VERB
son,watch him have kids,watch,watch,VERB
son,watch him have kids,kids,kid,NOUN
songbook,fanning,fanning,fan,VERB
songbook,flip pages,flip,flip,VERB
songbook,flip pages,pages,page,NOUN
songbook,lyrics,lyrics,lyric,NOUN
songbook,memorize words,memorize,memorize,NOUN
songbook,memorize words,words,word,NOUN
songbook,musical notes,musical,musical,ADJ
songbook,musical notes,notes,note,NOUN
songbook,read notes,read,read,VERB
songbook,read notes,notes,note,NOUN
songbook,store songs,store,store,VERB
songbook,store songs,songs,songs,NOUN
songbook,tear it apart,tear,tear,VERB
songbook,transcribing,transcribing,transcrib,VERB
songbook,understand it,understand,understand,VERB
songbook,verses,verses,verse,NOUN
songbook,write songs,write,write,ADJ
songbook,write songs,songs,song,NOUN
souffle,measure cooking skill,measure,measure,VERB
souffle,measure cooking skill,cooking,cook,VERB
souffle,measure cooking skill,skill,skill,NOUN
soup,campbells,campbells,campbell,NOUN
soup,chili,chili,chili,NOUN
soup,chowder,chowder,chowder,NOUN
soup,homemade,homemade,homemade,ADJ
soup,throat relief,throat,throat,NOUN
soup,throat relief,relief,relief,NOUN
sourdough,kneed,kneed,knee,VERB
sourdough,make into different foods,make,make,VERB
sourdough,make into different foods,different,different,ADJ
sourdough,make into different foods,foods,food,NOUN
sourdough,make sandwich,make,make,VERB
sourdough,make sandwich,sandwich,sandwich,NOUN
sourdough,sponge,sponge,sponge,NOUN
sourdough,use ingredients,use,use,VERB
sourdough,use ingredients,ingredients,ingredient,NOUN
southerner,accent,accent,accent,ADJ
southerner,association,association,association,NOUN
southerner,form of direction,form,form,NOUN
southerner,form of direction,direction,direction,NOUN
southerner,neighbor,neighbor,neighbor,NOUN
soy,add to chinese food,add,add,VERB
soy,add to chinese food,chinese,chinese,ADJ
soy,add to chinese food,food,food,NOUN
soy,can be used for tofu,used,use,VERB
soy,can be used for tofu,tofu,tofu,NOUN
soy,filler or additive in food,filler,filler,NOUN
soy,filler or additive in food,additive,additive,NOUN
soy,filler or additive in food,food,food,NOUN
soy,saucd,saucd,sauc,NOUN
soybean,make other things with,make,make,VERB
soybean,soy milk,soy,soy,ADJ
soybean,soy milk,milk,milk,NOUN
soybean,soy sauce,soy,soy,ADJ
soybean,soy sauce,sauce,sauce,NOUN
soybean,to make oil,make,make,VERB
soybean,to make oil,oil,oil,NOUN
soybean,to make soy products,make,make,VERB
soybean,to make soy products,soy,soy,ADJ
soybean,to make soy products,products,product,NOUN
soybean,tofu,tofu,tofu,NOUN
spacesuit,astronauts,astronauts,astronaut,NOUN
spacesuit,moon,moon,moon,NOUN
spacesuit,planets,planets,planet,NOUN
spacesuit,space adventures,space,space,NOUN
spacesuit,space adventures,adventures,adventure,NOUN
spacesuit,space shuttle,space,space,NOUN
spacesuit,space shuttle,shuttle,shuttle,NOUN
spacesuit,stars,stars,star,NOUN
spade,play the game spades,play,play,VERB
spade,play the game spades,game,game,NOUN
spade,play the game spades,spades,spade,NOUN
spade,put the symbol on the a card,put,put,VERB
spade,put the symbol on the a card,symbol,symbol,NOUN
spade,put the symbol on the a card,card,card,NOUN
spade,to farm,farm,farm,VERB
spade,use as a prop,use,use,VERB
spade,use as a prop,prop,prop,NOUN
spade,use to dig,use,use,VERB
spade,use to dig,dig,dig,VERB
spade,use to hit people with,use,use,VERB
spade,use to hit people with,hit,hit,VERB
spade,use to hit people with,people,people,NOUN
spaghetti,ground turkey,ground,ground,NOUN
spaghetti,ground turkey,turkey,turkey,NOUN
spareribs,extra ribs,extra,extra,ADJ
spareribs,extra ribs,ribs,rib,NOUN
spareribs,feed to animal,feed,feed,VERB
spareribs,feed to animal,animal,animal,NOUN
spareribs,use in a soup,use,use,VERB
spareribs,use in a soup,soup,soup,NOUN
spatula,cleam,cleam,clean,VERB
spatula,flipping (burgers),flipping,flip,VERB
spatula,flipping (burgers),burgers,burger,NOUN
speakers,amplify music,amplify,amplify,VERB
speakers,amplify music,music,music,NOUN
speakers,annoy others,annoy,annoy,ADJ
speakers,barricade a door,barricade,barricay,VERB
speakers,barricade a door,door,door,NOUN
speakers,convey a message to a large group,convey,convey,VERB
speakers,convey a message to a large group,message,message,NOUN
speakers,convey a message to a large group,large,large,ADJ
speakers,convey a message to a large group,group,group,NOUN
speakers,stream,stream,stream,NOUN
speakers,use as a podium,use,use,VERB
speakers,use as a podium,podium,podium,NOUN
spear,used as a hunting tool,used,use,VERB
spear,used as a hunting tool,hunting,hunt,VERB
spear,used as a hunting tool,tool,tool,NOUN
spectacles,break them,break,break,VERB
spectacles,correcting vision,correcting,correct,VERB
spectacles,correcting vision,vision,vision,NOUN
spectacles,disguises,disguises,disguise,NOUN
spectacles,eye protection,eye,eye,NOUN
spectacles,eye protection,protection,protection,NOUN
spectacles,fashion statement,fashion,fashion,NOUN
spectacles,fashion statement,statement,statement,NOUN
spectacles,fashion statements,fashion,fashion,NOUN
spectacles,fashion statements,statements,statement,NOUN
spectacles,readjust,readjust,readjust,VERB
spectacles,see with,see,see,VERB
spectacles,tap them,tap,tap,VERB
spectacles,used for sight,used,use,VERB
spectacles,used for sight,sight,sight,NOUN
spectacles,vision improvement,vision,vision,NOUN
spectacles,vision improvement,improvement,improveament,NOUN
spectacles,wear as an accessory,wear,wear,VERB
spectacles,wear as an accessory,accessory,accessory,NOUN
spectroscope,beating heart,beating,beat,VERB
spectroscope,beating heart,heart,heart,NOUN
spectroscope,life or death,life,life,NOUN
spectroscope,life or death,death,death,NOUN
spectroscope,measureing,measureing,measure,VERB
spectroscope,to see stuff,see,see,VERB
speedboat,chilling on the lake or river,chilling,chill,VERB
speedboat,chilling on the lake or river,lake,lake,NOUN
speedboat,chilling on the lake or river,river,river,NOUN
speedboat,look good,look,look,VERB
speedboat,look good,good,good,ADJ
speedboat,traveling across water,traveling,travel,VERB
speedboat,traveling across water,water,water,NOUN
sphincter,flex as a muscle,flex,flex,VERB
sphincter,flex as a muscle,muscle,muscle,NOUN
sphincter,hole,hole,hole,NOUN
sphincter,poop out of,poop,poop,VERB
sphincter,pusher,pusher,pusher,NOUN
sphincter,rectum,rectum,rectum,NOUN
sphincter,reflexor,reflexor,reflexor,NOUN
sphincter,suction,suction,suction,NOUN
sphincter,use as an apparatus,use,use,VERB
sphincter,use as an apparatus,apparatus,apparatus,NOUN
sphincter,use in a hospital,use,use,VERB
sphincter,use in a hospital,hospital,hospital,NOUN
sphincter,yo this is the same as anus man stop with the butt stuff thats weird,yo,yo,VERB
sphincter,yo this is the same as anus man stop with the butt stuff thats weird,anus,anus,ADJ
sphincter,yo this is the same as anus man stop with the butt stuff thats weird,man,man,NOUN
sphincter,yo this is the same as anus man stop with the butt stuff thats weird,stop,stop,VERB
sphincter,yo this is the same as anus man stop with the butt stuff thats weird,butt,butt,NOUN
spice,give flavor,give,give,VERB
spice,give flavor,flavor,flavor,NOUN
spice,put on drinks,put,put,VERB
spice,put on drinks,drinks,drink,NOUN
spider,building webs,building,build,VERB
spider,building webs,webs,web,NOUN
spider,charolette's web,charolette,charolette,NOUN
spider,charolette's web,web,web,NOUN
spider,eating bugs,eating,eat,VERB
spider,eating bugs,bugs,bug,NOUN
spider,spider webs,spider,spider,NOUN
spider,spider webs,webs,web,NOUN
spike,can be used in the ground,used,use,VERB
spike,can be used in the ground,ground,ground,NOUN
spike,climb a tree,climb,climb,VERB
spike,climb a tree,tree,tree,NOUN
spike,cops,cops,cop,NOUN
spike,get stabbed with,stabbed,stab,VERB
spike,hit make poke,hit,hit,VERB
spike,hit make poke,make,make,VERB
spike,hit make poke,poke,poke,NOUN
spike,stabs,stabs,stab,NOUN
spinach,blend into smoothies,blend,blend,VERB
spinach,blend into smoothies,smoothies,smoothy,NOUN
spinach,can be used to feel and smell,used,use,VERB
spinach,can be used to feel and smell,feel,feel,VERB
spinach,can be used to feel and smell,smell,smell,VERB
spine,hitting someone in a morbidly terrible way,hitting,hit,VERB
spine,hitting someone in a morbidly terrible way,terrible,terrible,ADJ
