Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
10128215BC,backpack,open,open,open,VERB,USM
10128215BC,toe,paint,paint,paint,VERB,USM
10128215BC,enamel,brush,brush,brush,VERB,USM
10128215BC,godparent,love,love,love,VERB,USM
10128215BC,cage,trap,trap,trap,VERB,USM
10128215BC,cage,rattle,rattle,rattle,VERB,USM
10128215BC,saltwater,swim,swim,swim,VERB,USM
10128215BC,saltwater,watch,watch,watch,VERB,USM
10128215BC,yardstick,measure,measure,measure,VERB,USM
10128215BC,lubrication,use,use,use,AUX,USM
10128215BC,steak,eat,eat,eat,VERB,USM
10128215BC,steak,cut,cut,cut,VERB,USM
10128215BC,lantern,watch,watch,watch,VERB,USM
10128215BC,plaster,use,use,use,AUX,USM
10128215BC,splinter,pull,pull,pull,VERB,USM
10128215BC,splinter,hurt,hurt,hurt,VERB,USM
10128215BC,kerchief,wear,wear,wear,VERB,USM
10128215BC,switchblade,use,use,use,AUX,USM
10128215BC,switchblade,cut,cut,cut,VERB,USM
10128215BC,treadmill,walk,walk,walk,VERB,USM
10128215BC,tray,use,use,use,AUX,USM
10128215BC,tray,give,give,give,VERB,USM
10128215BC,goggles,wear,wear,wear,VERB,USM
10128215BC,derriere,sit,sit,sit,VERB,USM
w10012802_agb,sushi,eat,eat,eat,VERB,USM
w10012802_agb,sushi,serve,serve,serve,VERB,USM
w10012802_agb,sushi,make,make,make,VERB,USM
w10012802_agb,sushi,role,role,role,NOUN,USM
w10012802_agb,sushi,fill,fill,fill,VERB,USM
w10012802_agb,sushi,draw,draw,draw,VERB,USM
w10012802_agb,sushi,store,store,store,NOUN,USM
w10012802_agb,sushi,sale,sale,sell,VERB,USM
w10012802_agb,bedspread,wash,wash,wash,VERB,USM
w10012802_agb,bedspread,dry,dry,dry,VERB,USM
w10012802_agb,bedspread,flatten,flatten,flatten,VERB,USM
w10012802_agb,bedspread,fold,fold,fold,VERB,USM
w10012802_agb,bedspread,buy,buy,buy,VERB,USM
w10012802_agb,bedspread,lend,lend,lend,VERB,USM
w10012802_agb,bedspread,store,store,store,VERB,USM
w10012802_agb,bedspread,use,use,use,AUX,USM
w10012802_agb,bedspread,tuck,tuck,tuck,VERB,USM
w10012802_agb,trombone,play,play,play,VERB,USM
w10012802_agb,trombone,slide,slide,slide,VERB,USM
w10012802_agb,trombone,clean,clean,clean,VERB,USM
w10012802_agb,trombone,store,store,store,VERB,USM
w10012802_agb,trombone,protect,protect,protect,VERB,USM
w10012802_agb,trombone,hear,hear,hear,VERB,USM
w10012802_agb,trombone,sale,sale,sell,VERB,USM
w10012802_agb,trombone,replace,replace,replace,VERB,USM
w10012802_agb,trombone,tune,tune,tune,VERB,USM
w10012802_agb,trombone,oil,oil,oil,VERB,USM
w10012802_agb,trombone,alternate,alternate,alternate,VERB,USM
w10012802_agb,goldsmith,shape gold,shape,shape,VERB,USM
w10012802_agb,goldsmith,use ppe,use,use,AUX,USM
w10012802_agb,goldsmith,make jewelry,make,make,VERB,USM
w10012802_agb,goldsmith,pay,pay,pay,VERB,USM
w10012802_agb,goldsmith,call,call,call,VERB,USM
w10012802_agb,stopwatch,keep time,keep,keep,AUX,USM
w10012802_agb,stopwatch,hold,hold,hold,VERB,USM
w10012802_agb,stopwatch,fiddle,fiddle,fiddle,VERB,USM
w10012802_agb,stopwatch,place in pocket,place,place,VERB,USM
w10012802_agb,stopwatch,gift,gift,gift,VERB,USM
w10012802_agb,stopwatch,receive,receive,receive,VERB,USM
w10012802_agb,stopwatch,open,open,open,VERB,USM
w10012802_agb,stopwatch,close,close,close,VERB,USM
w10012802_agb,stopwatch,clean,clean,clean,VERB,USM
w10012802_agb,stopwatch,wear,wear,wear,VERB,USM
w10012802_agb,stopwatch,take,take,take,VERB,USM
w10012802_agb,stopwatch,reset,reset,reset,VERB,USM
w10012802_agb,bat,swing,swing,swing,VERB,USM
w10012802_agb,bat,drop,drop,drop,VERB,USM
w10012802_agb,bat,throw,throw,throw,VERB,USM
w10012802_agb,bat,hit with,hit,hit,VERB,USM
w10012802_agb,bat,follow through with,follow,follow,VERB,USM
w10012802_agb,bat,buy,buy,buy,VERB,USM
w10012802_agb,bat,make,make,make,VERB,USM
w10012802_agb,bat,give,give,give,VERB,USM
w10012802_agb,bat,share,share,share,VERB,USM
w10012802_agb,bat,break,break,break,VERB,USM
w10012802_agb,bat,wrap with tape,wrap,wrap,VERB,USM
w10012802_agb,bat,wrap with tape,wrap,wrap,VERB,USM
w10012802_agb,signpost,read,read,read,VERB,USM
w10012802_agb,signpost,see,see,see,VERB,USM
w10012802_agb,signpost,steal,steal,steal,VERB,USM
w10012802_agb,signpost,paint,paint,paint,VERB,USM
w10012802_agb,signpost,lean against,lean,lean,VERB,USM
w10012802_agb,signpost,repair,repair,repair,VERB,USM
w10012802_agb,signpost,replace,replace,replace,VERB,USM
w10012802_agb,signpost,move,move,move,VERB,USM
w10012802_agb,signpost,put in ground,put,put,AUX,USM
w10012802_agb,newspaperman,pay,pay,pay,VERB,USM
w10012802_agb,newspaperman,give papers,give,give,VERB,USM
w10012802_agb,newspaperman,ride bike,ride,ride,VERB,USM
w10012802_agb,newspaperman,throw papers,throw,throw,VERB,USM
w10012802_agb,newspaperman,drive route,drive,drive,VERB,USM
w10012802_agb,buckle,undo it,undo,undo,VERB,USM
w10012802_agb,buckle,clean,clean,clean,VERB,USM
w10012802_agb,buckle,sew on,sew,sew,VERB,USM
w10012802_agb,buckle,buy,buy,buy,VERB,USM
w10012802_agb,clitoris,pleasure,pleasure,pleasure,VERB,USM
w10012802_agb,clitoris,wash,wash,wash,VERB,USM
w10012802_agb,clitoris,rinse,rinse,rinse,VERB,USM
w10012802_agb,clitoris,clothe,clothe,clothe,VERB,USM
w10012802_agb,piccolo,play,play,play,VERB,USM
w10012802_agb,piccolo,listen,listen,listen,VERB,USM
w10012802_agb,piccolo,hold,hold,hold,VERB,USM
w10012802_agb,piccolo,give,give,give,VERB,USM
w10012802_agb,piccolo,clean,clean,clean,VERB,USM
w10012802_agb,piccolo,dust off,dust,dust,VERB,USM
w10012802_agb,piccolo,sale,sale,sell,VERB,USM
w10012802_agb,piccolo,buy,buy,buy,VERB,USM
w10012802_agb,acorn,pick up,pick,pick,VERB,USM
w10012802_agb,acorn,make fairy crafts,make,make,VERB,USM
w10012802_agb,acorn,eat,eat,eat,VERB,USM
w10012802_agb,acorn,give to squirrels,give,give,VERB,USM
w10012802_agb,acorn,collect,collect,collect,VERB,USM
w10012802_agb,acorn,kick,kick,kick,VERB,USM
w10012802_agb,acorn,throw,throw,throw,VERB,USM
w10012802_agb,acorn,see,see,see,VERB,USM
w10012802_agb,acorn,plant,plant,plant,VERB,USM
w10012802_agb,acorn,bury,bury,bury,VERB,USM
w10012802_agb,monk,consult,consult,consult,VERB,USM
w10012802_agb,monk,sit with,sit,sit,VERB,USM
w10012802_agb,monk,listen,listen,listen,VERB,USM
w10012802_agb,monk,see,see,see,VERB,USM
w10012802_agb,monk,read of,read,read,VERB,USM
w10012802_agb,monk,understand,understand,understand,VERB,USM
w10012802_agb,monk,acquaint with,acquaint,acquaint,VERB,USM
w10012802_agb,monk,eat with,eat,eat,VERB,USM
w10012802_agb,straitjacket,pull,pull,pull,VERB,USM
w10012802_agb,straitjacket,wash,wash,wash,VERB,USM
w10012802_agb,straitjacket,take,take,take,VERB,USM
w10012802_agb,straitjacket,rip,rip,rip,VERB,USM
w10012802_agb,straitjacket,wear,wear,wear,VERB,USM
w10012802_agb,straitjacket,put on,put,put,AUX,USM
w10012802_agb,straitjacket,unbuckle,unbuckle,unbuckle,VERB,USM
w10012802_agb,straitjacket,buckle,buckle,buckle,VERB,USM
w10012802_agb,straitjacket,sew,sew,sew,VERB,USM
w10012802_agb,straitjacket,twist in,twist,twist,VERB,USM
w10012802_agb,straitjacket,keep immobile,keep,keep,AUX,USM
w10012802_agb,straitjacket,keep immobile,immobile,immobile,VERB,USM
w10012802_agb,twine,twirl,twirl,twirl,VERB,USM
w10012802_agb,twine,roll up,roll,roll,VERB,USM
w10012802_agb,twine,gather,gather,gather,VERB,USM
w10012802_agb,twine,cut,cut,cut,VERB,USM
w10012802_agb,twine,tie,tie,tie,VERB,USM
w10012802_agb,twine,knot,knot,knot,PART,USM
w10012802_agb,twine,thread,thread,thread,NOUN,USM
w10012802_agb,twine,make bracelet,make,make,VERB,USM
w10012802_agb,twine,macrame,macrame,macrame,VERB,USM
w10012802_agb,twine,buy,buy,buy,VERB,USM
w10012802_agb,twine,give,give,give,VERB,USM
w10012802_agb,twine,unravel,unravel,unravel,VERB,USM
w10012802_agb,salad,eat,eat,eat,VERB,USM
w10012802_agb,salad,make,make,make,VERB,USM
w10012802_agb,salad,stir,stir,stir,VERB,USM
w10012802_agb,salad,serve,serve,serve,VERB,USM
w10012802_agb,salad,add to meal,add,add,VERB,USM
w10012802_agb,salad,plate,plate,plate,VERB,USM
w10012802_agb,pie,eat,eat,eat,VERB,USM
w10012802_agb,pie,make,make,make,VERB,USM
w10012802_agb,pie,bake,bake,bake,VERB,USM
w10012802_agb,pie,cool,cool,cool,VERB,USM
w10012802_agb,pie,store,store,store,NOUN,USM
w10012802_agb,pie,digest,digest,digest,VERB,USM
w10012802_agb,pie,taste,taste,taste,VERB,USM
w10012802_agb,pie,smell,smell,smell,VERB,USM
w10012802_agb,pie,feel,feel,feel,VERB,USM
w10012802_agb,makeup,wear,wear,wear,VERB,USM
w10012802_agb,makeup,give,give,give,VERB,USM
w10012802_agb,makeup,hide,hide,hide,VERB,USM
w10012802_agb,makeup,dress up,dress,dress,VERB,USM
w10012802_agb,makeup,make believe,make,make,VERB,USM
w10012802_agb,makeup,make believe,believe,believe,VERB,USM
w10012802_agb,makeup,cover,cover,cover,VERB,USM
w10012802_agb,canteen,eat,eat,eat,VERB,USM
w10012802_agb,canteen,buy,buy,buy,VERB,USM
w10012802_agb,porridge,bake,bake,bake,VERB,USM
w10012802_agb,porridge,eat,eat,eat,VERB,USM
w10012802_agb,porridge,give,give,give,VERB,USM
w10012802_agb,porridge,serve,serve,serve,VERB,USM
w10012802_agb,porridge,cut,cut,cut,VERB,USM
w10012802_agb,porridge,scoop,scoop,scoop,VERB,USM
w10012802_agb,porridge,smell,smell,smell,VERB,USM
w10012802_agb,porridge,cool,cool,cool,VERB,USM
w10012802_agb,porridge,store,store,store,NOUN,USM
w10012802_agb,oilcan,pour,pour,pour,VERB,USM
w10012802_agb,oilcan,store oil,store,store,VERB,USM
w10012802_agb,oilcan,role,roll,roll,VERB,USM
w10012802_agb,oilcan,funnel,funnel,funnel,NOUN,USM
w10012802_agb,oilcan,open,open,open,VERB,USM
w10012802_agb,oilcan,close,close,close,VERB,USM
w10012802_agb,oilcan,twist,twist,twist,VERB,USM
w10012802_agb,oilcan,unscrew,unscrew,unscrew,VERB,USM
w10012802_agb,oilcan,screw,screw,screw,VERB,USM
w10012802_agb,oilcan,wipe,wipe,wipe,VERB,USM
w10012802_agb,epidermis,cut,cut,cut,VERB,USM
w10012802_agb,epidermis,break,break,break,VERB,USM
w10012802_agb,epidermis,stitch,stitch,stitch,VERB,USM
w10012802_agb,epidermis,moisten,moisten,moisten,VERB,USM
w10012802_agb,epidermis,dry,dry,dry,VERB,USM
w10012802_agb,epidermis,wash,wash,wash,VERB,USM
w10012802_agb,epidermis,pull,pull,pull,VERB,USM
w10012802_agb,epidermis,pick,pick,pick,VERB,USM
w10012802_agb,epidermis,heal,heal,heal,VERB,USM
w10012802_agb,epidermis,feel,feel,feel,VERB,USM
w10012802_agb,denims,wear,wear,wear,VERB,USM
w10012802_agb,denims,buy,buy,buy,VERB,USM
w10012802_agb,denims,hem,hem,hem,VERB,USM
w10012802_agb,denims,sew,sew,sew,VERB,USM
w10012802_agb,denims,cut,cut,cut,VERB,USM
w10012802_agb,denims,fray,fray,fray,VERB,USM
w10012802_agb,denims,give,give,give,VERB,USM
w10012802_agb,denims,roll,roll,roll,VERB,USM
w10012802_agb,denims,fold,fold,fold,VERB,USM
w10012802_agb,denims,hang,hang,hang,VERB,USM
w10012802_agb,denims,tuck,tuck,tuck,VERB,USM
w10012802_agb,denims,grow into,grow,grow,VERB,USM
w10012802_agb,denims,shrink,shrink,shrink,VERB,USM
w10012802_agb,denims,stretch,stretch,stretch,VERB,USM
w10012802_agb,dance,learn,learn,learn,VERB,USM
w10012802_agb,dance,practice,practice,practice,VERB,USM
w10012802_agb,dance,remember,remember,remember,VERB,USM
w10012802_agb,dance,teach,teach,teach,VERB,USM
w10012802_agb,dance,walk through,walk,walk,VERB,USM
w10012802_agb,dance,move through,move,move,VERB,USM
w10012802_agb,dance,think of,think,think,VERB,USM
w10012802_agb,dance,tell about,tell,tell,VERB,USM
w10012802_agb,dance,watch,watch,watch,VERB,USM
w10012802_agb,dance,perform,perform,perform,VERB,USM
w10012802_agb,dance,choreograph,choreograph,choreograph,VERB,USM
w10012802_agb,dance,manipulate,manipulate,manipulate,VERB,USM
w10012802_agb,piercing,make pretty,make,make,VERB,USM
w10012802_agb,piercing,clean,clean,clean,VERB,USM
w10012802_agb,walker,walk dogs,walk,walk,VERB,USM
w10012802_agb,walker,help others,help,help,VERB,USM
w10012802_agb,walker,exercise,exercise,exercise,VERB,USM
w10012802_agb,walker,better health,better,better,ADJ,USM
w10012802_agb,walker,better health,health,health,NOUN,USM
w10012802_agb,walker,see out,see,see,VERB,USM
w10012802_agb,walker,move around,move,move,VERB,USM
w10012802_agb,walker,talk to,talk,talk,VERB,USM
w10012802_agb,walker,hear,hear,hear,VERB,USM
w10012802_agb,bleacher,sit on,sit,sit,VERB,USM
w10012802_agb,bleacher,put away,put,put,AUX,USM
w10012802_agb,bleacher,put away,away,away,ADV,USM
w10012802_agb,bleacher,clean,clean,clean,VERB,USM
w10012802_agb,bleacher,walk through,walk,walk,VERB,USM
w10012802_agb,bleacher,walk over,walk,walk,VERB,USM
w10012802_agb,bleacher,walk around,walk,walk,VERB,USM
w10012802_agb,bleacher,sit under,sit,sit,VERB,USM
w10012802_agb,bleacher,heat up,heat,heat,VERB,USM
w10012802_agb,bleacher,feel,feel,feel,VERB,USM
w10012802_agb,bleacher,lay on,lay,lay,VERB,USM
w10012802_agb,bleacher,see,see,see,VERB,USM
w10012802_agb,bleacher,buy,buy,buy,VERB,USM
w10012802_agb,bleacher,move,move,move,VERB,USM
w10012802_agb,tank,wear,wear,wear,VERB,USM
w10012802_agb,tank,tear,tear,tear,VERB,USM
w10012802_agb,tank,put on,put,put,AUX,USM
w10012802_agb,tank,take off,take,take,VERB,USM
w10012802_agb,tank,cut,cut,cut,VERB,USM
w10012802_agb,tank,buy,buy,buy,VERB,USM
w10012802_agb,tank,stretch,stretch,stretch,VERB,USM
w10012802_agb,tank,give,give,give,VERB,USM
w10012802_agb,tank,shrink,shrink,shrink,VERB,USM
w10012802_agb,tank,dirty,dirty,dirty,ADJ,USM
w10012802_agb,tank,sweat in,sweat,sweat,VERB,USM
w10012802_agb,tank,embroider,embroider,embroider,VERB,USM
w10012802_agb,tank,stain,stain,stain,VERB,USM
w10012802_agb,tank,eat in,eat,eat,VERB,USM
w10012802_agb,tank,cover body,cover,cover,VERB,USM
w10042471,condiment,hotdogs,hotdog,hotdog,NOUN,USM
w10042471,condiment,burgers,burgers,burger,NOUN,USM
w10042471,condiment,salads,salads,salad,NOUN,USM
w10042471,condiment,eggs,eggs,egg,NOUN,USM
w10042471,condiment,grits,grits,grits,NOUN,USM
w10042471,condiment,tater tots,tater,tater tot,NOUN,USM
w10042471,condiment,fast food,fast,fast,ADJ,USM
w10042471,condiment,fast food,food,food,NOUN,USM
w10042471,condiment,restaurants,restaurants,restaurant,NOUN,USM
w10042471,toddler,crib,crib,crib,NOUN,USM
w10042471,toddler,toys,toys,toy,NOUN,USM
w10042471,toddler,stroller,stroller,stroller,NOUN,USM
w10042471,toddler,pacifier,pacifier,pacifier,NOUN,USM
w10042471,toddler,baby bib,baby,baby,NOUN,USM
w10042471,toddler,baby bib,bib,bib,NOUN,USM
w10042471,toddler,baby clothes,baby,baby,NOUN,USM
w10042471,toddler,baby clothes,clothes,clothes,NOUN,USM
w10042471,toddler,car seat,seat,seat,NOUN,USM
w10042471,toddler,teddy bear,bear,bear,NOUN,USM
w10042471,closet,clothes,clothes,clothes,NOUN,USM
w10042471,closet,shoes,shoes,shoe,VERB,USM
w10042471,closet,storage,storage,store,VERB,USM
w10042471,closet,comforters,comforters,comforter,NOUN,USM
w10042471,closet,sheets,sheets,sheet,NOUN,USM
w10042471,closet,towels,towels,towel,NOUN,USM
w10042471,closet,blankets,blankets,blanket,NOUN,USM
w10042471,closet,duffle bags,bags,bag,NOUN,USM
w10042471,closet,hand bags,bags,bag,NOUN,USM
w10042471,closet,purses,purses,purse,NOUN,USM
w10042471,closet,vacuum cleaner,cleaner,cleaner,NOUN,USM
w10042471,closet,boxes,boxes,box,NOUN,USM
w10042471,closet,electronics,electronics,electronics,NOUN,USM
w10042471,stockings,gifts,gifts,gift,NOUN,USM
w10042471,stockings,presents,presents,present,NOUN,USM
w10042471,stockings,coals,coals,coal,NOUN,USM
w10042471,stockings,decorations,decorations,decorate,VERB,USM
w10042471,stockings,christmas,christmas,christmas,PROPN,USM
w10042471,mulberry,jams,jams,jam,NOUN,USM
w10042471,mulberry,preserves,preserves,preserves,NOUN,USM
w10042471,mulberry,pies,pies,pie,NOUN,USM
w10042471,mulberry,cakes,cakes,cake,NOUN,USM
w10042471,mulberry,cookies,cookies,cookie,NOUN,USM
w10042471,mulberry,trees ,trees,tree,NOUN,USM
w10042471,champagne,anniversary,anniversary,anniversary,NOUN,USM
w10042471,champagne,new year's day,new,new,ADJ,USM
w10042471,champagne,new year's day,day,day,NOUN,USM
w10042471,champagne,christmas,christmas,christmas,PROPN,USM
w10042471,champagne,valentine's day,day,day,NOUN,USM
w10042471,champagne,birthdays,birthdays,birthday,NOUN,USM
w10042471,champagne,bars,bars,bar,NOUN,USM
w10042471,champagne,fancy restaurants,fancy,fancy,ADJ,USM
w10042471,champagne,fancy restaurants,restaurants,restaurant,NOUN,USM
w10042471,champagne,marriage proposals,marriage,proposal,NOUN,USM
w10042471,dumbbell,exercise,exercise,exercise,VERB,USM
w10042471,dumbbell,workout,workout,workout,VERB,USM
w10042471,dumbbell,gym,gym,gym,NOUN,USM
w10042471,dumbbell,weight loss,loss,loss,NOUN,USM
w10042471,dumbbell,muscles,muscles,muscle,NOUN,USM
w10042471,bass,guitar,guitar,guitar,NOUN,USM
w10042471,bass,jazz,jazz,jazz,NOUN,USM
w10042471,sifter,dividing materials,dividing,divide,VERB,USM
w10042471,sifter,big from small objects,big,big,VERB,USM
w10042471,sifter,big from small objects,small,small,VERB,USM
w10042471,sifter,big from small objects,objects,object,VERB,USM
w10042471,sifter,beach,beach,beach,NOUN,USM
w10042471,certificate,job,job,job,NOUN,USM
w10042471,certificate,acceptance to college or university,acceptance,acceptance,NOUN,USM
w10042471,certificate,acceptance to college or university,college,college,NOUN,USM
w10042471,certificate,acceptance to college or university,university,university,NOUN,USM
w10042471,certificate,business appreciation,business,business,NOUN,USM
w10042471,certificate,business appreciation,appreciation,appreciation,NOUN,USM
w10042471,mall,shoes,shoes,shoe,VERB,USM
w10042471,mall,dresses,dresses,dress,NOUN,USM
w10042471,mall,pants,pants,pants,NOUN,USM
w10042471,mall,food,food,food,NOUN,USM
w10042471,mall,kids clothes,kids,kids,NOUN,USM
w10042471,mall,kids clothes,clothes,clothe,NOUN,USM
w10042471,mall,beauty products,beauty,beauty,NOUN,USM
w10042471,mall,beauty products,products,product,NOUN,USM
w10042471,mall,jewelry,jewelry,jewelry,NOUN,USM
w10042471,mall,prom,prom,prom,NOUN,USM
w10042471,mall,bed mattresses,bed,bed,NOUN,USM
w10042471,mall,bed mattresses,mattresses,mattress,NOUN,USM
w10042471,mall,home appliances,home,home,ADV,USM
w10042471,mall,home appliances,appliances,appliance,NOUN,USM
w10042471,necklace,looks,looks,look,VERB,USM
w10042471,necklace,style,style,style,VERB,USM
w10042471,necklace,meaning,meaning,mean,VERB,USM
w10042471,necklace,remembrance ,remembrance,remembrance,NOUN,USM
w10042471,String,joggers,joggers,joggers,NOUN,USM
w10042471,String,shoes,shoes,shoe,NOUN,USM
w10042471,String,boots,boots,boot,NOUN,USM
w10042471,String,belt,belt,belt,NOUN,USM
w10042471,String,hold ,hold,hold,VERB,USM
w10042471,dock,boats,boats,boat,NOUN,USM
w10042471,dock,fishing,fishing,fishing,NOUN,USM
w10042471,dock,sailing,sailing,sail,VERB,USM
w10042471,dock,lake,lake,lake,NOUN,USM
w10042471,dock,river,river,river,NOUN,USM
w10042471,beet,crushed,crushed,crush,VERB,USM
w10042471,beet,pickled,pickled,pickle,VERB,USM
w10042471,beet,sandwiches,sandwiches,sandwich,NOUN,USM
w10042471,beet,salt-roasted,salt,salt,ADJ,USM
w10042471,beet,salt-roasted,roasted,roast,VERB,USM
w10042471,beet,risotto,risotto,risotto,NOUN,USM
w10042471,beet,tomato soup,tomato,tomato,NOUN,USM
w10042471,beet,tomato soup,soup,soup,NOUN,USM
w10042471,beet,soy-braised,soy,soy,ADJ,USM
w10042471,beet,soy-braised,braised,braise,VERB,USM
w10042471,man,father,father,father,NOUN,USM
w10042471,man,brother,brother,brother,NOUN,USM
w10042471,man,husband,husband,husband,NOUN,USM
w10042471,man,god-father,father,father,NOUN,USM
w10042471,man,grand father,grand,grand,ADJ,USM
w10042471,man,grand father,father,father,NOUN,USM
w10042471,man,boyfriend,boyfriend,boyfriend,NOUN,USM
w10042471,man,great grand father,great,great,ADJ,USM
w10042471,man,great grand father,grand,grand,ADJ,USM
w10042471,man,great grand father,father,father,NOUN,USM
w10042471,man,step-father,father,father,NOUN,USM
w10042471,bartender,alcohol,alcohol,alcohol,NOUN,USM
w10042471,bartender,drinks,drinks,drink,VERB,USM
w10042471,bartender,cocktails,cocktails,cocktail,NOUN,USM
w10042471,bartender,shots,shots,shot,NOUN,USM
w10042471,dairy,milk,milk,milk,NOUN,USM
w10042471,dairy,cheese,cheese,cheese,NOUN,USM
w10042471,dairy,butter,butter,butter,NOUN,USM
w10042471,dairy,sour cream,sour,sour,ADJ,USM
w10042471,dairy,sour cream,cream,cream,NOUN,USM
w10042471,dairy,eggs,eggs,egg,NOUN,USM
w10042471,dairy,ice cream,cream,ice cream,NOUN,USM
w10042471,dairy,cows,cows,cow,NOUN,USM
w10042471,shot,alcohol,alcohol,alcohol,NOUN,USM
w10042471,shot,basketball hoop,basketball,basketball,NOUN,USM
w10042471,shot,basketball hoop,hoop,hoop,NOUN,USM
w10042471,shot,dating,dating,dating,NOUN,USM
w10042471,mayonnaise,burgers,burgers,burger,NOUN,USM
w10042471,mayonnaise,hotdogs,hotdog,hotdog,NOUN,USM
w10042471,mayonnaise,condiment,condiment,condiment,NOUN,USM
w10042471,cobweb,spider,spider,spider,NOUN,USM
w10042471,cobweb,abandoned house,abandoned,abandon,VERB,USM
w10042471,cobweb,abandoned house,house,house,NOUN,USM
w10042471,cobweb,forest,forest,forest,NOUN,USM
w10042471,cobweb,woods,woods,woods,NOUN,USM
w10042471,cobweb,cabins,cabins,cabin,NOUN,USM
w10042471,fungus,food,food,food,NOUN,USM
w10042471,fungus,citric acid,citric,citic,ADJ,USM
w10042471,fungus,citric acid,acid,acid,NOUN,USM
w10042471,fungus,antibiotics,antibiotics,antibiotic,NOUN,USM
w10042471,fungus,human hormones,human,human,ADJ,USM
w10042471,fungus,human hormones,hormones,hormone,NOUN,USM
w10042471,hourglass,time watch,time,time,VERB,USM
w10042471,hourglass,time watch,watch,watch,VERB,USM
w10042471,hourglass,board games,board,board,NOUN,USM
w10042471,hourglass,board games,games,game,NOUN,USM
w10042471,hip,dance,dance,dance,VERB,USM
w10042471,hip,shake,shake,shake,VERB,USM
w10042471,hip,frustration,frustration,frustration,NOUN,USM
w10042471,pinkie,drinking tea,drinking,drink,VERB,USM
w10042471,pinkie,drinking tea,tea,tea,NOUN,USM
w10042471,showerhead,showers,showers,shower,NOUN,USM
w10042471,showerhead,clean tub,clean,clean,VERB,USM
w10042471,showerhead,clean tub,clean,clean,VERB,USM
w10042471,ruby, earrings,earrings,earring,NOUN,USM
w10042471,ruby,necklaces,necklaces,necklace,NOUN,USM
w10042471,ruby,rings,rings,ring,NOUN,USM
w10042471,ruby,shoes,shoes,shoe,VERB,USM
w10042471,ruby,hoodies,hoodies,hoody,NOUN,USM
w10042471,ruby,rinestones,rhinestones,rhinestone,NOUN,USM
w10042471,flower,valentine's day,day,day,NOUN,USM
w10042471,flower,anniversary,anniversary,anniversary,NOUN,USM
w10042471,flower,pollination,pollination,pollinate,VERB,USM
w10042471,flower,grow ,grow,grow,VERB,USM
w10042471,someone,friend,friend,friend,NOUN,USM
w10042471,someone,best-friend,best,best,ADJ,USM
w10042471,someone,best-friend,friend,friend,NOUN,USM
w10042471,someone,counselor,counselor,counselor,NOUN,USM
w10042471,someone,therapist,therapist,therapist,NOUN,USM
