Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645aa8a9632f588f83d839d7,5a21aabb2b98bc0001a67c65,APPROVED,2023-05-09T20:10:21.864000Z,2023-05-09T20:25:54.029000Z,2023-05-09T20:26:02.969000Z,2023-05-09T20:26:06.697507Z,933,C14GZM6A,428,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
645aa8b8426ddc04ce348011,5adf3d4ddee8590001b05932,APPROVED,2023-05-09T20:10:38.359000Z,2023-05-09T20:29:09.599000Z,2023-05-09T20:29:11.217000Z,2023-05-09T20:29:11.221141Z,1112,C14GZM6A,107,36,Female,White,Canada,Canada,Canada,English,No,Full-Time
645aa97e67cad721d86ea12c,61146294090cd6814cef2390,APPROVED,2023-05-09T20:13:54.948000Z,2023-05-09T20:37:45.520000Z,2023-05-09T20:37:46.070000Z,2023-05-09T20:37:46.449300Z,1431,C14GZM6A,326,25,Female,White,Canada,Canada,Croatia,English,No,Part-Time
645aa9a37b3967b6ef035e14,5ea964a32f7b3304bb975a05,APPROVED,2023-05-09T20:14:37.200000Z,2023-05-09T20:50:45.661000Z,2023-05-09T21:21:58.084000Z,2023-05-09T20:51:12.716956Z,2169,NOCODE,647,58,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aa9cb49c2c14c11e967a4,60e07b73f13aa6fa9f807423,APPROVED,2023-05-09T20:15:19.868000Z,2023-05-09T20:26:28.268000Z,2023-05-09T20:26:30.117000Z,2023-05-09T20:26:30.109829Z,669,C14GZM6A,64,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aa9e14e4042c9fa72c2c0,5ac2ecb9e1546900019be720,APPROVED,2023-05-09T20:15:33.995000Z,2023-05-09T20:29:37.220000Z,2023-05-09T20:29:38.082000Z,2023-05-09T20:29:37.994027Z,844,C14GZM6A,541,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aa9ef0e717e9436a361dd,6384d0078a415eacb99de0f6,APPROVED,2023-05-09T20:15:53.272000Z,2023-05-09T20:28:54.425000Z,2023-05-09T20:28:55.567000Z,2023-05-09T20:28:55.680533Z,782,C14GZM6A,79,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aaa6c0cfe0e60da648f4d,61f2ad81a09e72f23cbaf8bb,APPROVED,2023-05-09T20:17:53.773000Z,2023-05-09T20:36:12.676000Z,2023-05-09T20:36:13.218000Z,2023-05-09T20:36:13.147355Z,1099,C14GZM6A,14,22,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
645aaa7eb5b2490babca0962,5dcfdf58e08a360e6c092e33,APPROVED,2023-05-09T20:18:11.691000Z,2023-05-09T20:49:08.159000Z,2023-05-09T21:22:01.918000Z,2023-05-09T20:50:36.311421Z,1857,NOCODE,123,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aaaa9307eac3518b2ad07,5ad3c3e63a859300016c6c9e,APPROVED,2023-05-09T20:18:51.381000Z,2023-05-09T20:36:57.573000Z,2023-05-09T20:36:58.031000Z,2023-05-09T20:36:57.972155Z,1087,C14GZM6A,317,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645aaaae129cabbf953a6981,56cf3dce31a5bc000de1bec8,APPROVED,2023-05-09T20:19:01.219000Z,2023-05-09T20:46:08.541000Z,2023-05-09T20:46:26.362000Z,2023-05-09T20:46:39.806280Z,1628,C14GZM6A,177,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
