Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63b85c85523308d60d2413ca,5c3d19e75f5dca00019abdbd,APPROVED,2023-01-06T17:38:17.824000Z,2023-01-06T17:58:08.846000Z,2023-01-06T17:58:09.237000Z,2023-01-06T17:58:09.173699Z,1192,C1MEQM55,649,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63b85cc9832c402ab865bcc4,62cc067014b0a89528038073,APPROVED,2023-01-06T17:39:25.412000Z,2023-01-06T17:52:11.474000Z,2023-01-06T17:52:16.144000Z,2023-01-06T17:52:17.470224Z,767,C1MEQM55,105,29,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63b85cd3a1b01ff0a7d4f4fd,62dc3847e0742087b3033fe5,APPROVED,2023-01-06T17:39:40.740000Z,2023-01-06T17:57:23.824000Z,2023-01-06T17:57:24.222000Z,2023-01-06T17:57:24.149403Z,1064,C1MEQM55,193,36,Male,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63b85cd536461f423bbe410b,60abf08a41dea25a8cabd82c,APPROVED,2023-01-06T17:39:36.591000Z,2023-01-06T18:09:02.735000Z,2023-01-06T18:09:03.820000Z,2023-01-06T18:09:03.756808Z,1767,C1MEQM55,34,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
63b85d29c9213ab88fd7f394,62c5c766683e4c58299aa5dc,APPROVED,2023-01-06T17:41:01.996000Z,2023-01-06T17:54:33.118000Z,2023-01-06T17:54:33.505000Z,2023-01-06T17:54:33.984189Z,812,C1MEQM55,40,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63b864fd15ca948bbade26c9,5e2ee2dd7916f04a5362c88d,APPROVED,2023-01-06T18:14:24.957000Z,2023-01-06T18:58:40.747000Z,2023-01-06T18:58:41.240000Z,2023-01-06T18:58:41.162250Z,2656,C1MEQM55,343,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b864ff6800e954c9ff95e3,5c14e1972b16ba0001c94560,APPROVED,2023-01-06T18:14:37.541000Z,2023-01-06T18:39:08.158000Z,2023-01-06T18:39:08.663000Z,2023-01-06T18:39:08.565231Z,1471,C1MEQM55,49,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
63b864ff893299de8765bc6b,5e7def6e3a915c48aa9d3209,APPROVED,2023-01-06T18:14:26.664000Z,2023-01-06T18:38:59.444000Z,2023-01-06T18:38:59.888000Z,2023-01-06T18:38:59.812368Z,1473,C1MEQM55,1002,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63b86500d1a0203089984943,5e8fe65e4b34ff2e1090c547,APPROVED,2023-01-06T18:14:27.712000Z,2023-01-06T18:38:15.675000Z,2023-01-06T18:38:16.167000Z,2023-01-06T18:38:16.094109Z,1428,C1MEQM55,167,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b865034d3b4d0dccabe3dd,62ea20aa13d454052ce714e1,RETURNED,2023-01-06T18:14:32.811000Z,,,2024-02-23T16:38:56.561013Z,,,1009,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b865059c383af6e4cb200c,5f3d429e599d9708bd5ffb2c,APPROVED,2023-01-06T18:14:33.388000Z,2023-01-06T18:24:11.656000Z,2023-01-06T18:24:12.195000Z,2023-01-06T18:24:12.130776Z,579,C1MEQM55,708,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b8650830bbe94de703907c,612c124ca9de71dbaebdee34,APPROVED,2023-01-06T18:14:32.472000Z,2023-01-06T18:48:45.291000Z,2023-01-06T18:48:48.028000Z,2023-01-06T18:48:47.949419Z,2053,C1MEQM55,277,28,Female,White,Canada,Canada,Canada,English,No,Full-Time
63b865090f5dfcab1122ea3f,62fbd2e4a303a0c6ff0874b1,APPROVED,2023-01-06T18:14:33.614000Z,2023-01-06T18:33:23.951000Z,2023-01-06T18:33:24.448000Z,2023-01-06T18:33:24.383815Z,1131,C1MEQM55,227,50,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b8650a051ebf8361c51d7b,5c98310742270c0014d0287a,APPROVED,2023-01-06T18:14:34.940000Z,2023-01-06T18:52:36.223000Z,2023-01-06T18:52:38.276000Z,2023-01-06T18:52:38.195378Z,2282,C1MEQM55,579,20,Male,Asian,Canada,Canada,Canada,English,Yes,Other
63b8650b79a35a708b64fcd1,6121ef6ae0e3a6085e8fd707,REJECTED,2023-01-06T18:14:39.912000Z,2023-01-06T18:15:51.628000Z,2023-01-06T18:21:37.686000Z,2024-02-23T16:38:56.569452Z,72,C19MMP6D,1272,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b8650db8d65f890cb8672c,602ba5af8055272f9a36e3fe,APPROVED,2023-01-06T18:14:37.142000Z,2023-01-06T18:58:45.540000Z,2023-01-06T18:58:45.942000Z,2023-01-06T18:58:45.868102Z,2649,C1MEQM55,240,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63b8650ea99b78f49465bc53,62e18e19076f2303d7e59e7e,APPROVED,2023-01-06T18:14:45.534000Z,2023-01-06T18:28:38.551000Z,2023-01-06T18:28:39.023000Z,2023-01-06T18:28:38.959667Z,834,C1MEQM55,211,28,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63b8650eab492ae1e403908a,5cc5c31a89c84a0001377a39,APPROVED,2023-01-06T18:24:12.499000Z,2023-01-06T18:43:45.820000Z,2023-01-06T18:51:27.835000Z,2023-01-06T18:43:47.444633Z,1174,NOCODE,420,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63b86510a8dfb4d83608fdb1,5ce97c72bbc8bd001b07e9bb,RETURNED,2023-01-06T18:14:42.297000Z,,,2024-02-23T16:38:56.575116Z,,,2212,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b8651230bbe94de703907d,6147ba60af7aeb4cbd196caa,RETURNED,2023-01-06T18:14:42.329000Z,,,2024-02-23T16:38:56.582418Z,,,261,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b8653a2f56e37fd13fd82d,54a9b72efdf99b57183eb640,APPROVED,2023-01-06T18:15:28.518000Z,2023-01-06T18:25:34.145000Z,2023-01-06T18:25:34.552000Z,2023-01-06T18:25:34.489803Z,606,C1MEQM55,76,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b8655ca8a1fdb874114eda,60dcbb9b52603d2081d2ecac,APPROVED,2023-01-06T18:16:03.079000Z,2023-01-06T18:40:14.051000Z,2023-01-06T18:40:18.609000Z,2023-01-06T18:40:19.225730Z,1451,C1MEQM55,951,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63b8655da4590b06c634deb3,5b36fcdeac7a460001f8b302,RETURNED,2023-01-06T18:15:59.850000Z,,,2024-02-23T16:38:56.581674Z,,,663,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63b86689d4eef0e22d03905e,5ea00187a318681b9bed99dd,APPROVED,2023-01-06T18:20:59.740000Z,2023-01-06T18:39:50.371000Z,2023-01-06T18:39:50.889000Z,2023-01-06T18:39:50.832817Z,1131,C1MEQM55,761,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63b866b1de47a04d6567bff4,5e1e26bc677d6f1913ec0111,APPROVED,2023-01-06T18:21:40.256000Z,2023-01-06T19:18:50.530000Z,2023-01-06T19:18:51.305000Z,2023-01-06T19:18:51.239368Z,3431,C1MEQM55,1340,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
