Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63c09b6bf7028721b35a26b8,5e73fc27257569377493feaa,APPROVED,2023-01-12T23:45:04.112000Z,2023-01-13T00:02:34.111000Z,2023-01-13T00:03:19.594000Z,2023-01-13T00:03:21.264115Z,1050,C14GZM6A,0,24,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
63c09c3b626eb5bdbe90e05b,60f9faa8b4f2d75b782f6b03,APPROVED,2023-01-12T23:48:17.242000Z,2023-01-13T00:05:44.665000Z,2023-01-13T00:05:45.134000Z,2023-01-13T00:05:45.063820Z,1048,C14GZM6A,32,22,Female,White,Canada,Canada,Canada,English,No,Part-Time
63c09c666bdec35205295cfb,5b0c690b444cef0001ca5904,RETURNED,2023-01-12T23:48:54.760000Z,,,2024-02-23T16:39:54.646457Z,,,919,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63c09c84309674421eec5625,62e301547b1843587f6b0827,APPROVED,2023-01-12T23:49:24.342000Z,2023-01-13T00:59:53.686000Z,2023-01-13T00:59:54.189000Z,2023-01-13T00:59:54.111525Z,4230,C14GZM6A,166,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63c09cddad6f7f4726a66dcd,5f7636517eea510aeb2e8433,APPROVED,2023-01-12T23:51:10.491000Z,2023-01-13T00:14:37.585000Z,2023-01-13T00:14:38.124000Z,2023-01-13T00:14:38.043816Z,1408,C14GZM6A,142,40,Female,Black,Nigeria,Canada,Nigeria,English,Yes,Unemployed (and job seeking)
63c09de70ad8218489237339,5c7d5481cad0dc0016e57135,APPROVED,2023-01-12T23:55:23.247000Z,2023-01-13T00:03:18.128000Z,2023-01-13T00:03:22.080000Z,2023-01-13T00:03:24.629976Z,475,C14GZM6A,326,23,Female,White,Canada,Canada,Canada,English,No,Part-Time
63c0ae80f72803375a241902,5e8a5b46ec9b336fda76f6f1,RETURNED,2023-01-13T01:06:09.885000Z,,,2024-02-23T16:39:54.650078Z,,,776,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63c0ae80e54260e7998f7aa9,5fbc69b5610c1913f3041a2c,APPROVED,2023-01-13T01:06:11.515000Z,2023-01-13T01:37:57.250000Z,2023-01-13T01:37:57.680000Z,2023-01-13T01:37:57.620633Z,1906,C14GZM6A,399,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63c0ae8053e8dd73f1bb7fb2,595d3afcdd044900012ce78a,RETURNED,2023-01-13T01:06:08.979000Z,,,2024-02-23T16:39:54.649842Z,,,2790,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63c0ae836a73517314a5d17a,5adef952f6b58c0001fa755b,APPROVED,2023-01-13T01:06:11.265000Z,2023-01-13T01:39:16.484000Z,2023-01-13T01:39:16.946000Z,2023-01-13T01:39:16.885845Z,1986,C14GZM6A,1917,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
