Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63d0853dac6cefebb19f26ad,6334a8022f05d63c1f898896,RETURNED,2023-01-25T01:26:28.662000Z,,,2024-02-23T16:40:18.662768Z,,,408,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63d0867b3448ee9ae5762d9d,5f59188c9cf2841129cd5138,APPROVED,2023-01-25T01:31:44.322000Z,2023-01-25T01:56:43.557000Z,2023-01-25T01:56:43.926000Z,2023-01-25T01:56:43.867001Z,1500,C14GZM6A,204,23,Female,White,United States,United States,United States,English,No,Part-Time
63d086a89f695e2d3c210e96,613f9c6b2446969ad74a1054,APPROVED,2023-01-25T01:32:29.332000Z,2023-01-25T01:46:32.828000Z,2023-01-25T01:46:33.279000Z,2023-01-25T01:46:33.221324Z,844,C14GZM6A,89,21,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63d08703026c687f14356e6a,60fd1fd2b71ce21f7ee6e870,APPROVED,2023-01-25T01:35:50.770000Z,2023-01-25T02:00:42.757000Z,2023-01-25T02:00:43.133000Z,2023-01-25T02:00:43.074217Z,1492,C14GZM6A,141,20,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
63d087b7389703dbe93f6e18,63d05806e94c60eb89e4d3f5,APPROVED,2023-01-25T01:37:04.697000Z,2023-01-25T02:12:15.116000Z,2023-01-25T02:12:15.636000Z,2023-01-25T02:12:15.578292Z,2111,C14GZM6A,1,37,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63d087d833aced3c88e4ac5e,60fe08403e9ef3ae2739fe19,APPROVED,2023-01-25T01:37:35.458000Z,2023-01-25T01:48:51.706000Z,2023-01-25T01:48:52.240000Z,2023-01-25T01:48:52.177435Z,677,C14GZM6A,278,25,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63d092214c3077b5d6b7b1e2,5bc0941074e76c00019e9479,APPROVED,2023-01-25T02:21:24.699000Z,2023-01-25T02:38:11.616000Z,2023-01-25T02:38:12.126000Z,2023-01-25T02:38:12.071996Z,1007,C14GZM6A,663,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63d09222700855b0c23e790e,5bbbf217a83521000173d9df,RETURNED,2023-01-25T02:21:25.005000Z,,,2024-02-23T16:40:18.663001Z,,,1195,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63d09222f61eabf3c66dea19,600b99d5f5699b21a92970f2,APPROVED,2023-01-25T02:21:22.878000Z,2023-01-25T02:54:15.798000Z,2023-01-25T02:54:16.235000Z,2023-01-25T02:54:16.178128Z,1973,C14GZM6A,156,26,Female,Mixed,United Kingdom,Canada,Canada,English,No,Full-Time
63d09236b5b0c2734ed38afe,5b369180fbc98a0001a93ed0,RETURNED,2023-01-25T02:21:53.717000Z,,,2024-02-23T16:40:18.665628Z,,,1977,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63d09238a9f51dcc31be437e,5cafc17ace1fa80017a20d6b,RETURNED,2023-01-25T02:22:10.275000Z,,,2024-02-23T16:40:18.666147Z,,,1651,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
