Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64c14144c3fa75ef40d32aaf,5b74072058a6240001b1a222,APPROVED,2023-07-26T15:52:39.393000Z,2023-07-26T16:22:10.551000Z,2023-07-26T16:22:20.052000Z,2023-07-26T16:22:20.224930Z,1772,C14GZM6A,99,26,Female,White,United Kingdom,United Kingdom,Ireland,English,Yes,DATA_EXPIRED
64c141ee23189d02798a4f5b,5fa3bc6e406ac8000a9a1c4c,APPROVED,2023-07-26T15:55:35.922000Z,2023-07-26T16:10:22.014000Z,2023-07-26T16:10:22.650000Z,2023-07-26T16:10:22.582332Z,887,C14GZM6A,410,41,Male,White,South Africa,United Kingdom,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
64c14268ad0c0a7e4ab10342,648f33300cb7224c643a0118,APPROVED,2023-07-26T15:57:28.062000Z,2023-07-26T16:12:51.188000Z,2023-07-26T16:12:51.771000Z,2023-07-26T16:12:51.705734Z,924,C14GZM6A,16,25,Female,Asian,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
64c1429fb9b793beb9ec8b83,5716a297c5aca200128d2c52,APPROVED,2023-07-26T15:58:27.921000Z,2023-07-26T16:12:44.921000Z,2023-07-26T16:12:45.508000Z,2023-07-26T16:12:45.445954Z,857,C14GZM6A,634,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64c1438124139f7910d5fc34,5f4912fc3c25512e73761c48,APPROVED,2023-07-26T16:02:12.949000Z,2023-07-26T16:08:32.226000Z,2023-07-26T16:08:32.806000Z,2023-07-26T16:08:32.730435Z,380,C14GZM6A,1715,39,Male,White,United States,Canada,United States,English,No,Full-Time
64c14641a82da91dfcf1098f,63cfffb8815faad4f0619d9d,APPROVED,2023-07-26T16:14:03.584000Z,2023-07-26T16:34:12.063000Z,2023-07-26T16:34:13.364000Z,2023-07-26T16:34:13.308989Z,1209,C14GZM6A,392,22,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
64c1464705892d110754494d,622bb4f79c52ad04bb91e752,APPROVED,2023-07-26T16:14:09.299000Z,2023-07-26T16:36:54.918000Z,2023-07-26T16:36:55.522000Z,2023-07-26T16:36:55.464687Z,1366,C14GZM6A,818,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64c1464f2791a4447cbaddf3,5e5d1b803676ec022dfdd13b,APPROVED,2023-07-26T16:14:07.203000Z,2023-07-26T16:39:04.888000Z,2023-07-26T16:39:06.015000Z,2023-07-26T16:39:05.962140Z,1498,C14GZM6A,688,45,Female,Black,DATA_EXPIRED,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
64c1465312527317e428176e,59d8ec713e5ea00001e1d09c,APPROVED,2023-07-26T16:15:20.958000Z,2023-07-26T16:29:29.653000Z,2023-07-26T16:29:30.148000Z,2023-07-26T16:29:30.091557Z,849,C14GZM6A,786,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64c14669ce09390faa4dd957,63d79c1136770259780aac5b,APPROVED,2023-07-26T16:14:41.327000Z,2023-07-26T16:24:43.014000Z,2023-07-26T16:24:54.487000Z,2023-07-26T16:25:01.418619Z,602,C14GZM6A,231,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
