Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645fd8f8b87c6544dabc8f0d,60f4805a4aee8d0beafdb04a,APPROVED,2023-05-13T18:37:47.678000Z,2023-05-13T18:56:45.908000Z,2023-05-13T18:56:46.396000Z,2023-05-13T18:56:46.335437Z,1139,C14GZM6A,416,40,Female,White,Canada,Canada,Canada,English,No,Full-Time
645fd9b49a777814c0ed0aa8,5cf9ffc18af2720019b03310,APPROVED,2023-05-13T18:40:54.420000Z,2023-05-13T18:49:21.570000Z,2023-05-13T18:49:22.137000Z,2023-05-13T18:49:22.023573Z,508,C14GZM6A,266,22,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
645fda0f414fa9e6125ba8e6,6109d434a6a6149bf7568319,APPROVED,2023-05-13T18:42:28.355000Z,2023-05-13T18:51:04.593000Z,2023-05-13T18:51:05.032000Z,2023-05-13T18:51:04.969716Z,517,C14GZM6A,97,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645fda3961d659e1b75c6292,5bac1d9dc1155b0001175e55,APPROVED,2023-05-13T18:43:12.502000Z,2023-05-13T19:27:11.696000Z,2023-05-13T19:27:12.229000Z,2023-05-13T19:27:12.169097Z,2640,C14GZM6A,1697,47,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645fda5e912c94ea72c1ad68,5de7fab8389523000b90be13,APPROVED,2023-05-13T18:46:24.632000Z,2023-05-13T18:58:43.981000Z,2023-05-13T18:58:47.255000Z,2023-05-13T18:58:44.408322Z,740,C14GZM6A,114,36,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,DATA_EXPIRED
645fefbb1744799407cfcbbf,5c5d36bc034e280001644c3b,APPROVED,2023-05-13T20:14:56.740000Z,2023-05-13T20:43:32.387000Z,2023-05-13T20:43:32.908000Z,2023-05-13T20:43:32.850166Z,1716,C14GZM6A,1836,54,Female,Asian,Zimbabwe,United Kingdom,United Kingdom,English,No,Full-Time
645fefbf7f0fcac7dec33b12,5af4579eb625f70001e0cfad,APPROVED,2023-05-13T20:15:01.548000Z,2023-05-13T20:33:04.768000Z,2023-05-13T20:33:05.352000Z,2023-05-13T20:33:05.282800Z,1084,C14GZM6A,2109,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645fefc15751892a38adbe97,5e8a46ad402c840009050ff5,APPROVED,2023-05-13T20:15:03.938000Z,2023-05-13T20:30:22.449000Z,2023-05-13T20:30:22.974000Z,2023-05-13T20:30:22.870359Z,919,C14GZM6A,966,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
645fefc17a1ca3572c98d2eb,5e39e3e654fca708912dfac4,APPROVED,2023-05-13T20:15:08.293000Z,2023-05-13T20:39:04.833000Z,2023-05-13T20:39:05.301000Z,2023-05-13T20:39:05.222767Z,1437,C14GZM6A,909,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645fefc217775c061a4b7a02,62c8391cd913ab9b5317d5f9,APPROVED,2023-05-13T20:15:00.074000Z,2023-05-13T20:35:03.810000Z,2023-05-13T20:35:04.235000Z,2023-05-13T20:35:04.149584Z,1204,C14GZM6A,728,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645ff579053c762ffe1003c6,5a5e3a1f76d1c60001ab6048,APPROVED,2023-05-13T20:39:25.995000Z,2023-05-13T21:38:30.227000Z,2023-05-13T21:38:30.779000Z,2023-05-13T21:38:30.714269Z,3545,C14GZM6A,1829,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
645ff57a893ff9c74fe1629f,6443bf1b818941f47396e28c,APPROVED,2023-05-13T20:39:23.854000Z,2023-05-13T20:55:53.096000Z,2023-05-13T20:55:54.198000Z,2023-05-13T20:55:54.119409Z,990,C14GZM6A,21,18,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
