Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645c11e26ae53c113e9ca1fa,6111dcb653a2427bc5ef3745,RETURNED,2023-05-10T21:51:40.374000Z,,,2024-02-23T16:35:24.347850Z,,,339,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645c123d28d98b5dd175b737,6109bb9ea9634b54ece73fa0,APPROVED,2023-05-10T21:53:05.951000Z,2023-05-10T22:24:21.396000Z,2023-05-10T22:24:22.409000Z,2023-05-10T22:24:22.346887Z,1876,C14GZM6A,39,28,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
645c13444130de37b05b4932,600693468a28b670ff44b1fc,APPROVED,2023-05-10T21:57:27.074000Z,2023-05-10T22:21:04.334000Z,2023-05-10T22:21:04.776000Z,2023-05-10T22:21:04.703984Z,1418,C14GZM6A,141,24,Female,Asian,Canada,Canada,Canada,English,Yes,Part-Time
645c136c14d751311f9f59ab,5beb042a4a8f350001b69e8a,RETURNED,2023-05-10T22:09:00.051000Z,,,2024-02-23T16:35:24.350229Z,,,253,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645c13b95550a509dd1a54ef,5ec7f028756dc00aed5b605b,APPROVED,2023-05-10T21:59:26.488000Z,2023-05-10T22:14:12.329000Z,2023-05-10T22:14:12.822000Z,2023-05-10T22:14:12.764500Z,886,C14GZM6A,1,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c13f98764b6f18d063951,5eff15e5d3dd7a0548a0ce69,APPROVED,2023-05-10T22:03:42.913000Z,2023-05-10T22:15:33.209000Z,2023-05-10T22:15:38.333000Z,2023-05-10T22:15:39.538368Z,711,C14GZM6A,426,20,Female,Asian,Canada,Canada,Canada,English,Yes,DATA_EXPIRED
645c161a73aeb76520773fc7,5eab6be1cced611455cc4724,APPROVED,2023-05-10T22:09:39.374000Z,2023-05-10T22:44:36.291000Z,2023-05-10T22:44:37.040000Z,2023-05-10T22:44:36.974747Z,2097,C14GZM6A,184,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645c1bb677d1b7cba3d60016,63222311994c6e4c35bb2a55,TIMED-OUT,2023-05-10T22:33:26.168000Z,,,2024-02-23T16:35:24.356893Z,24948119,,1087,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c1bb76488e7a45de90c71,62a212208e8395cfb1c4e42b,APPROVED,2023-05-10T22:33:29.826000Z,2023-05-10T22:43:29.868000Z,2023-05-10T22:43:30.534000Z,2023-05-10T22:43:30.460370Z,601,C14GZM6A,746,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c1bb76488e7a45de90c72,5bede0e392f1770001d59f37,APPROVED,2023-05-10T22:33:30.502000Z,2023-05-10T22:47:16.221000Z,2023-05-10T22:47:17.303000Z,2023-05-10T22:47:17.237263Z,826,C14GZM6A,130,32,Female,White,Canada,Canada,Canada,English,No,Part-Time
645c1bb7025e4138739ba7bf,60ff07dc41b29707ae452747,APPROVED,2023-05-10T22:33:29.799000Z,2023-05-10T22:47:09.640000Z,2023-05-10T22:47:10.077000Z,2023-05-10T22:47:10.019608Z,820,C14GZM6A,443,23,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
645c1bb94baf2610c06aa247,60c29201092d523e3b08a603,APPROVED,2023-05-10T22:33:29.239000Z,2023-05-10T22:43:46.671000Z,2023-05-10T22:43:47.307000Z,2023-05-10T22:43:47.249238Z,618,C14GZM6A,1236,37,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Other
645c1e3dfa5c7b58f60a953c,63d0222ddec45c91058a3430,APPROVED,2023-05-10T22:44:15.812000Z,2023-05-10T22:54:39.006000Z,2023-05-10T22:54:39.413000Z,2023-05-10T22:54:39.340048Z,624,C14GZM6A,48,24,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
645c1e3f6a5f45bf7e24b582,5e36a3acd119d66316c22bc5,RETURNED,2023-05-10T22:44:15.601000Z,,,2024-02-23T16:35:24.363871Z,,,1027,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645c1e42fa56505aa1c914a9,6294ce94ea81c4554b141010,APPROVED,2023-05-10T22:44:40.715000Z,2023-05-10T23:13:26.632000Z,2023-05-10T23:13:27.198000Z,2023-05-10T23:13:27.131848Z,1726,C14GZM6A,504,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c1e42491b5666d7b5c187,61026015b70c93b95254a4ca,APPROVED,2023-05-10T22:44:18.353000Z,2023-05-10T23:03:39.439000Z,2023-05-10T23:03:39.874000Z,2023-05-10T23:03:39.816190Z,1162,C14GZM6A,954,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645c1e44518e2677f1981e6e,5dee651e58776a51569d31f3,APPROVED,2023-05-10T22:46:47.014000Z,2023-05-10T23:12:38.820000Z,2023-05-10T23:12:39.346000Z,2023-05-10T23:12:39.288220Z,1552,C14GZM6A,1337,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c1ebeaadebe3aecb5c13f,5af2f6c0c36b060001f80163,APPROVED,2023-05-10T22:47:19.603000Z,2023-05-10T23:05:36.898000Z,2023-05-10T23:05:39.013000Z,2023-05-10T23:05:38.972946Z,1098,C14GZM6A,673,31,Male,Other,Ireland,United Kingdom,Ireland,English,No,Full-Time
645c22415851865edf9ca1fe,6306c6da06266b1b06544411,APPROVED,2023-05-10T23:01:30.552000Z,2023-05-10T23:19:57.031000Z,2023-05-10T23:19:57.545000Z,2023-05-10T23:19:57.485312Z,1107,C14GZM6A,380,37,Male,Mixed,United States,United States,United States,English,No,Full-Time
645c2242a622d574922e4359,5c92f797803bff0017fef8dd,APPROVED,2023-05-10T23:02:36.504000Z,2023-05-10T23:29:17.167000Z,2023-05-10T23:29:17.667000Z,2023-05-10T23:29:17.606137Z,1601,C14GZM6A,910,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
645c2243654715d8b71e7a71,5b258c9ba7cee100011d8aad,APPROVED,2023-05-10T23:01:30.503000Z,2023-05-10T23:27:55.995000Z,2023-05-10T23:27:56.499000Z,2023-05-10T23:27:56.440513Z,1586,C14GZM6A,1041,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
645c22449b003fe2ff64f512,63ea42504d477a5fc21236d4,APPROVED,2023-05-10T23:01:30.643000Z,2023-05-10T23:38:57.397000Z,2023-05-10T23:38:58.565000Z,2023-05-10T23:38:58.502380Z,2247,C14GZM6A,186,29,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
645c2246809a057f4992e933,63ea8ec521931832f4b6b7cb,APPROVED,2023-05-10T23:01:57.300000Z,2023-05-10T23:12:20.639000Z,2023-05-10T23:12:21.253000Z,2023-05-10T23:12:21.194555Z,624,C14GZM6A,155,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c2587cc024f782de90c73,63696bedab2bb1c20e3a5a5b,APPROVED,2023-05-10T23:15:26.767000Z,2023-05-10T23:32:18.804000Z,2023-05-10T23:32:20.901000Z,2023-05-10T23:32:20.851345Z,1013,C14GZM6A,320,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c258f7156dab47b5e91b3,5d1c9d39ff67e3000140ca87,APPROVED,2023-05-10T23:15:27.371000Z,2023-05-10T23:43:47.936000Z,2023-05-10T23:43:48.354000Z,2023-05-10T23:43:48.287690Z,1701,C14GZM6A,1486,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645c25900cdf4d80bf47b4f9,57843b986475d400015a8e45,APPROVED,2023-05-10T23:15:36.239000Z,2023-05-10T23:31:06.909000Z,2023-05-10T23:31:07.813000Z,2023-05-10T23:31:07.337753Z,931,C14GZM6A,1946,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645c25926e051bd49a116481,62d6f5ffa628ff9bb64f63fc,APPROVED,2023-05-10T23:15:43.465000Z,2023-05-10T23:29:44.832000Z,2023-05-10T23:29:45.325000Z,2023-05-10T23:29:45.248717Z,842,C14GZM6A,258,26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
645c2593c60aab6015d9ae58,5ca356cb72a23200160ce912,APPROVED,2023-05-10T23:15:34.562000Z,2023-05-10T23:35:17.272000Z,2023-05-10T23:35:17.762000Z,2023-05-10T23:35:17.708039Z,1183,C14GZM6A,957,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645c29744a16655cd12e4346,5ba104967b196f00019640a1,APPROVED,2023-05-10T23:34:18.005000Z,2023-05-10T23:57:23.160000Z,2023-05-10T23:57:25.229000Z,2023-05-10T23:57:25.160699Z,1386,C14GZM6A,1195,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
645c297923cb9874bca5ec1b,599082bccceb0f0001b39949,APPROVED,2023-05-10T23:32:12.386000Z,2023-05-10T23:45:36.755000Z,2023-05-10T23:45:37.197000Z,2023-05-10T23:45:37.137967Z,805,C14GZM6A,383,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
645c297fe71b0927240d9f72,63068110447ef1aaa9660816,RETURNED,2023-05-10T23:32:15.445000Z,,,2024-02-23T16:35:24.356517Z,,,1025,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645c29809ce256d883760879,60fcfce988af0e9f331ec84a,APPROVED,2023-05-10T23:32:16.260000Z,2023-05-11T00:31:10.364000Z,2023-05-11T00:31:10.835000Z,2023-05-11T00:31:10.777068Z,3535,C14GZM6A,337,43,Female,White,Canada,Canada,Canada,English,Yes,Part-Time
645c29808059e22cfbaa984b,63f79db67653ad752d6c4477,APPROVED,2023-05-10T23:32:16.644000Z,2023-05-11T00:04:10.448000Z,2023-05-11T00:05:38.084000Z,2023-05-11T00:07:23.626651Z,1914,C14GZM6A,73,36,Female,Asian,Hong Kong,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
645c299f437a2e011babc3aa,62714a240ed387f760f6741b,APPROVED,2023-05-10T23:32:47.967000Z,2023-05-11T00:10:12.520000Z,2023-05-11T00:10:13.113000Z,2023-05-11T00:10:13.041286Z,2245,C14GZM6A,832,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
645c2c900f7e9ae47fd5fffe,64012d43d30e0fdefe7ad5d2,APPROVED,2023-05-10T23:45:28.033000Z,2023-05-11T00:21:06.550000Z,2023-05-11T00:21:07.023000Z,2023-05-11T00:21:06.955459Z,2139,C14GZM6A,143,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
645c2cd219dffce51911645f,5edeea354d54cb1a825aa8f9,APPROVED,2023-05-10T23:46:30.019000Z,2023-05-11T00:24:22.949000Z,2023-05-11T00:24:23.780000Z,2023-05-11T00:24:23.717546Z,2273,C14GZM6A,2132,46,Male,Asian,Pakistan,United Kingdom,United Kingdom,English,No,Full-Time
