Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645a7de4e25713e76f926a53,6064b0df84549bc5420b3204,TIMED-OUT,2023-05-09T17:07:50.920000Z,,,2024-02-23T16:41:04.222172Z,25054394,,478,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645a7e1ef1a307ae2e5d5b5a,5e9f7c4afa9d1f11e420036a,RETURNED,2023-05-09T17:19:00.020000Z,,,2024-02-23T16:41:04.223548Z,,,356,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645a7e2e22d62c40516781b0,5efcbd999aad650a6e316a7f,APPROVED,2023-05-09T17:09:05.278000Z,2023-05-09T17:30:10.506000Z,2023-05-09T17:30:29.178000Z,2023-05-09T17:30:37.582368Z,1266,C14GZM6A,543,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
645a7e54bd073834db0fc232,5648eab220453f0012c5ad80,RETURNED,2023-05-09T17:09:43.383000Z,,,2024-02-23T16:41:04.226797Z,,,484,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645a7e8332e6b700309a88d7,57165ba7c5aca2000a8d32ca,APPROVED,2023-05-09T17:10:27.251000Z,2023-05-09T17:39:43.390000Z,2023-05-09T17:39:43.914000Z,2023-05-09T17:39:43.854934Z,1757,C14GZM6A,741,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
645a7ea18e8f622e33a62f1f,58c6a8b353f3e70001bd2076,APPROVED,2023-05-09T17:11:07.042000Z,2023-05-09T17:37:19.126000Z,2023-05-09T17:37:23.092000Z,2023-05-09T17:37:23.012149Z,1573,C14GZM6A,431,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645a80a2e62f366c43aa7900,5ffcb7ca44be0316fac888e7,APPROVED,2023-05-09T17:19:36.200000Z,2023-05-09T17:47:36.368000Z,2023-05-09T17:56:40.091000Z,2023-05-09T17:47:36.973292Z,1681,NOCODE,541,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
645a898873d3e00590ea3aa1,63ecfe8661889f0486bec1dc,APPROVED,2023-05-09T18:01:15.920000Z,2023-05-09T18:16:20.285000Z,2023-05-09T18:16:20.749000Z,2023-05-09T18:16:20.667739Z,905,C14GZM6A,164,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645a898ab71becc7eeaacf81,56a930c711926500056e6eed,APPROVED,2023-05-09T17:57:35.442000Z,2023-05-09T18:32:45.435000Z,2023-05-09T18:32:45.949000Z,2023-05-09T18:32:45.880714Z,2110,C14GZM6A,1269,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
645a898bc12e10aaee299470,63d79f674b6cf750af93e3e5,RETURNED,2023-05-09T17:57:40.819000Z,,,2024-02-23T16:41:04.227173Z,,,380,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
