"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"cas2024CS",11,"Version 33","reindeer","BOI","flying","flying"
"cas2024CS",11,"Version 33","reindeer","BOI","delivering","delivering"
"cas2024CS",11,"Version 33","reindeer","BOI","riding","riding"
"cas2024CS",11,"Version 33","reindeer","BOI","carrying","carrying"
"cas2024CS",11,"Version 33","reindeer","BOI","transporting","transporting"
"cas2024CS",12,"Version 33","appraiser","BOI","inspecting","inspecting"
"cas2024CS",12,"Version 33","appraiser","BOI","appraising","appraising"
"cas2024CS",12,"Version 33","appraiser","BOI","determining ","determining "
"cas2024CS",13,"Version 33","bedroom","BOI","laying","laying"
"cas2024CS",13,"Version 33","bedroom","BOI","playing","playing"
"cas2024CS",13,"Version 33","bedroom","BOI","relaxing","relaxing"
"cas2024CS",13,"Version 33","bedroom","BOI","working","working"
"cas2024CS",13,"Version 33","bedroom","BOI","cleaning","cleaning"
"cas2024CS",13,"Version 33","bedroom","BOI","escaping","escaping"
"cas2024CS",13,"Version 33","bedroom","BOI","sleeping","sleeping"
"cas2024CS",13,"Version 33","bedroom","BOI","reading","reading"
"cas2024CS",13,"Version 33","bedroom","BOI","watching tv","watching tv"
"cas2024CS",14,"Version 33","film","BOI","watching","watching"
"cas2024CS",14,"Version 33","film","BOI","observing","observing"
"cas2024CS",14,"Version 33","film","BOI","appreciating","appreciating"
"cas2024CS",14,"Version 33","film","BOI","studying","studying"
"cas2024CS",14,"Version 33","film","BOI","examining","examining"
"cas2024CS",15,"Version 33","buoy","BOI","floating","floating"
"cas2024CS",15,"Version 33","buoy","BOI","boating","boating"
"cas2024CS",15,"Version 33","buoy","BOI","marking","marking"
"cas2024CS",15,"Version 33","buoy","BOI","swimming","swimming"
"cas2024CS",16,"Version 33","washcloth","BOI","washing","washing"
"cas2024CS",16,"Version 33","washcloth","BOI","cleaning","cleaning"
"cas2024CS",16,"Version 33","washcloth","BOI","drying","drying"
"cas2024CS",16,"Version 33","washcloth","BOI","dusting","dusting"
"cas2024CS",16,"Version 33","washcloth","BOI","rinsing","rinsing"
"cas2024CS",17,"Version 33","sage","BOI","cleansing","cleansing"
"cas2024CS",17,"Version 33","sage","BOI","cleaning","cleaning"
"cas2024CS",17,"Version 33","sage","BOI","drinking","drinking"
"cas2024CS",17,"Version 33","sage","BOI","seasoning","seasoning"
"cas2024CS",17,"Version 33","sage","BOI","healing","healing"
"cas2024CS",18,"Version 33","bonbon","BOI","eating","eating"
"cas2024CS",18,"Version 33","bonbon","BOI","melting","melting"
"cas2024CS",18,"Version 33","bonbon","BOI","enjoying","enjoying"
"cas2024CS",19,"Version 33","baseball","BOI","throwing","throwing"
"cas2024CS",19,"Version 33","baseball","BOI","bouncing","bouncing"
"cas2024CS",19,"Version 33","baseball","BOI","batting","batting"
"cas2024CS",19,"Version 33","baseball","BOI","catching","catching"
