Username,Trial,Condition.Number,Condition.Notes,Stimuli.Cue,Procedure.Item,Procedure.Max.Time,Procedure.Min.Time,Response.RT,Response.RTfirst,Response.RTlast,affordance,affordance_corrected,affordance_lemma,POS,Lemma
w10081611,15,25,List 75,vehicle,2240,-,-,30501,1772,30295,buying,buying,buy,VBG,buy
w10081611,15,25,List 75,vehicle,2240,-,-,30501,1772,30295,gife,fife,fife,NN,fife
w10081611,16,25,List 75,lice,2230,-,-,25389,5351,25177,parasite,parasite,parasite,JJ,parasite
w10081611,16,25,List 75,lice,2230,-,-,25389,5351,25177,washing,washing,wash,VBG,wash
w10081611,16,25,List 75,lice,2230,-,-,25389,5351,25177,hair,hair,hair,NN,hair
w10081611,16,25,List 75,lice,2230,-,-,25389,5351,25177,revenge,revenge,revenge,NN,revenge
w10081611,17,25,List 75,mousetrap,2227,-,-,44760,3700,44511,killing,killing,kill,VBG,kill
w10081611,17,25,List 75,mousetrap,2227,-,-,44760,3700,44511,trapping,trapping,trap,VBG,trap
w10081611,17,25,List 75,mousetrap,2227,-,-,44760,3700,44511,revenge,revenge,revenge,NN,revenge
w10081611,17,25,List 75,mousetrap,2227,-,-,44760,3700,44511,eradication,eradication,eradication,NN,eradication
w10081611,18,25,List 75,washboard,2251,-,-,14112,1360,9642,decoration,decoration,decoration,NN,decoration
w10081611,18,25,List 75,washboard,2251,-,-,14112,1360,9642,cleaning,cleaning,clean,VBG,clean
w10081611,19,25,List 75,ingredients,2228,-,-,24594,2704,24461,cooking,cooking,cook,VBG,cook
w10081611,19,25,List 75,ingredients,2228,-,-,24594,2704,24461,baking,baking,bake,VBG,bake
w10081611,19,25,List 75,ingredients,2228,-,-,24594,2704,24461,cleaning,cleaning,clean,VBG,clean
w10081611,19,25,List 75,ingredients,2228,-,-,24594,2704,24461,smoothies,smoothies,smoothie,NNS,smoothy
w10081611,20,25,List 75,moth,2226,-,-,15165,3244,13884,eating,eating,eat,VBG,eat
w10081611,20,25,List 75,moth,2226,-,-,15165,3244,13884,clothing,clothing,clothe,VBG,clothe
w10081611,21,25,List 75,doornail,2245,-,-,12585,4877,12491,holding,holding,hold,VBG,hold
w10081611,21,25,List 75,doornail,2245,-,-,12585,4877,12491,door,door,door,JJ,door
w10081611,21,25,List 75,doornail,2245,-,-,12585,4877,12491,place,place,place,NN,place
w10081611,22,25,List 75,denim,2239,-,-,37949,1351,30597,wearing,wearing,wear,VBG,wear
w10081611,22,25,List 75,denim,2239,-,-,37949,1351,30597,clothes,clothes,clothe,NNS,clothes
w10081611,22,25,List 75,denim,2239,-,-,37949,1351,30597,bags,bags,bag,JJ,bags
w10081611,22,25,List 75,denim,2239,-,-,37949,1351,30597,product,product,product,NN,product
w10081611,23,25,List 75,wig,2243,-,-,24743,2335,24478,wearing,wearing,wear,VBG,wear
w10081611,23,25,List 75,wig,2243,-,-,24743,2335,24478,enhancing,enhancing,enhance,VBG,enhance
w10081611,23,25,List 75,wig,2243,-,-,24743,2335,24478,hair,hair,hair,NN,hair
w10081611,23,25,List 75,wig,2243,-,-,24743,2335,24478,costume,costume,costume,JJ,costume
w10081611,23,25,List 75,wig,2243,-,-,24743,2335,24478,disguise,disguise,disguise,NN,disguise
w10081611,25,25,List 75,model,2236,-,-,18832,1786,18607,pictures,pictures,picture,VBZ,picture
w10081611,25,25,List 75,model,2236,-,-,18832,1786,18607,example,example,example,NN,example
w10081611,25,25,List 75,model,2236,-,-,18832,1786,18607,instructions,instructions,instruction,NNS,instruction
w10081611,25,25,List 75,model,2236,-,-,18832,1786,18607,visual,visual,visual,JJ,visual
w10081611,25,25,List 75,model,2236,-,-,18832,1786,18607,aide,aide,aide,RB,aide
w10081611,26,25,List 75,kindle,2244,-,-,6989,3910,6727,fire,fire,fire,NN,fire
w10081611,26,25,List 75,kindle,2244,-,-,6989,3910,6727,reading,reading,read,NN,reading
w10081611,27,25,List 75,lavatory,2250,-,-,15741,4099,15523,using,using,use,VBG,use
w10081611,27,25,List 75,lavatory,2250,-,-,15741,4099,15523,bathroom,bathroom,bathroom,NN,bathroom
w10081611,27,25,List 75,lavatory,2250,-,-,15741,4099,15523,getting,getting,get,VBG,get
w10081611,27,25,List 75,lavatory,2250,-,-,15741,4099,15523,ready,ready,ready,JJ,ready
w10081611,29,25,List 75,shinbone,2223,-,-,3523,2137,3320,pain,pain,pain,NN,pain
w10081611,31,25,List 75,fudge,2225,-,-,8333,2224,8072,decoration,decoration,decoration,NN,decoration
w10081611,31,25,List 75,fudge,2225,-,-,8333,2224,8072,baking,baking,bake,VBG,bake
w10081611,32,25,List 75,motorbike,2224,-,-,11160,1124,11041,driving,driving,drive,VBG,drive
w10081611,32,25,List 75,motorbike,2224,-,-,11160,1124,11041,transportation,transportation,transportation,NN,transportation
w10081611,32,25,List 75,motorbike,2224,-,-,11160,1124,11041,sport,sport,sport,NN,sport
w10081611,33,25,List 75,metalworker,2231,-,-,7758,2876,7264,metal,metal,metal,NN,metal
w10081611,33,25,List 75,metalworker,2231,-,-,7758,2876,7264,making,making,make,VBG,make
w10081611,34,25,List 75,cheddar,2247,-,-,8504,4902,7700,cooking,cooking,cook,VBG,cook
w10081611,35,25,List 75,shotgun,2235,-,-,9723,1512,9490,killing,killing,kill,VBG,kill
w10081611,35,25,List 75,shotgun,2235,-,-,9723,1512,9490,weapon,weapon,weapon,NN,weapon
w10081611,35,25,List 75,shotgun,2235,-,-,9723,1512,9490,sport,sport,sport,NN,sport
w10081611,36,25,List 75,quiche,2234,-,-,2682,1614,2502,eating,eating,eat,VBG,eat
w10081611,37,25,List 75,rattle,2249,-,-,10915,3031,7926,warning,warning,warn,VBG,warn
w10081611,37,25,List 75,rattle,2249,-,-,10915,3031,7926,baby,baby,baby,NN,baby
w10081611,38,25,List 75,whisk,2248,-,-,13382,5041,12768,cooking,cooking,cook,VBG,cook
w10081611,38,25,List 75,whisk,2248,-,-,13382,5041,12768,baking,baking,bake,VBG,bake
w10081611,38,25,List 75,whisk,2248,-,-,13382,5041,12768,incorporation,incorporation,incorporation,NN,incorporation
w10081611,39,25,List 75,anchor,2233,-,-,18592,2945,18437,sailing,sailing,sail,VBG,sail
w10081611,39,25,List 75,anchor,2233,-,-,18592,2945,18437,swimming,swimming,swim,VBG,swim
w10081611,39,25,List 75,anchor,2233,-,-,18592,2945,18437,building,building,build,NN,building
w10081611,39,25,List 75,anchor,2233,-,-,18592,2945,18437,houses,houses,house,NNS,house
w10081611,40,25,List 75,substance,2241,-,-,17716,8913,17371,cooking,cooking,cook,VBG,cook
w10081611,40,25,List 75,substance,2241,-,-,17716,8913,17371,experimenting,experimenting,experiment,VBG,experiment
w10081611,40,25,List 75,substance,2241,-,-,17716,8913,17371,painting,painting,paint,VBG,paint
w10082103_rms,12,19,List 69,firecracker,2048,-,-,22678,4594,21223,firework,firework,firework,NN,firework
w10082103_rms,12,19,List 69,firecracker,2048,-,-,22678,4594,21223,explosive,explosive,explosive,JJ,explosive
w10082103_rms,12,19,List 69,firecracker,2048,-,-,22678,4594,21223,throw,throw,throw,NN,throw
w10082103_rms,12,19,List 69,firecracker,2048,-,-,22678,4594,21223,explode,explode,explode,NN,explode
w10082103_rms,13,19,List 69,candidate,2057,-,-,15669,2870,14409,vote,vote,vote,NN,vote
w10082103_rms,13,19,List 69,candidate,2057,-,-,15669,2870,14409,able,able,able,JJ,able
w10082103_rms,13,19,List 69,candidate,2057,-,-,15669,2870,14409,responsible,responsible,responsible,JJ,responsible
w10082103_rms,14,19,List 69,crop,2051,-,-,21173,3334,19934,corn,corn,corn,NN,corn
w10082103_rms,14,19,List 69,crop,2051,-,-,21173,3334,19934,grow,grow,grow,NN,grow
w10082103_rms,14,19,List 69,crop,2051,-,-,21173,3334,19934,cook,cook,cook,NN,cook
w10082103_rms,14,19,List 69,crop,2051,-,-,21173,3334,19934,farm,farm,farm,NN,farm
w10082103_rms,15,19,List 69,phone,2047,-,-,34279,4609,33147,home,home,home,NN,home
w10082103_rms,15,19,List 69,phone,2047,-,-,34279,4609,33147,call,call,call,NN,call
w10082103_rms,15,19,List 69,phone,2047,-,-,34279,4609,33147,pick,pick,pick,NN,pick
w10082103_rms,15,19,List 69,phone,2047,-,-,34279,4609,33147,hang,hang,hang,NN,hang
w10082103_rms,15,19,List 69,phone,2047,-,-,34279,4609,33147,connection,connection,connection,NN,connection
w10082103_rms,16,19,List 69,battery,2062,-,-,14963,1872,11619,power,power,power,NN,power
w10082103_rms,16,19,List 69,battery,2062,-,-,14963,1872,11619,metal,metal,metal,NN,metal
w10082103_rms,16,19,List 69,battery,2062,-,-,14963,1872,11619,electricity,electricity,electricity,NN,electricity
w10082103_rms,16,19,List 69,battery,2062,-,-,14963,1872,11619,useful,useful,useful,JJ,useful
w10082103_rms,17,19,List 69,moonshine,2065,-,-,19584,2931,18171,liquor,liquor,liquor,NN,liquor
w10082103_rms,17,19,List 69,moonshine,2065,-,-,19584,2931,18171,glass,glass,glass,NN,glass
w10082103_rms,17,19,List 69,moonshine,2065,-,-,19584,2931,18171,bottle,bottle,bottle,NN,bottle
w10082103_rms,17,19,List 69,moonshine,2065,-,-,19584,2931,18171,strong,strong,strong,JJ,strong
w10082103_rms,18,19,List 69,rubbish,2050,-,-,14316,2063,13332,foolish,foolish,foolish,JJ,foolish
w10082103_rms,18,19,List 69,rubbish,2050,-,-,14316,2063,13332,trash,trash,trash,NN,trash
w10082103_rms,18,19,List 69,rubbish,2050,-,-,14316,2063,13332,expendable,expendable,expendable,JJ,expendable
w10082103_rms,19,19,List 69,home,2059,-,-,12956,1811,11599,cozy,cozy,cozy,JJ,cozy
w10082103_rms,19,19,List 69,home,2059,-,-,12956,1811,11599,family,family,family,NN,family
w10082103_rms,19,19,List 69,home,2059,-,-,12956,1811,11599,safe,safe,safe,JJ,safe
w10082103_rms,20,19,List 69,foot,2061,-,-,41330,3242,39672,walk,walk,walk,NN,walk
w10082103_rms,20,19,List 69,foot,2061,-,-,41330,3242,39672,run,run,run,VB,run
w10082103_rms,20,19,List 69,foot,2061,-,-,41330,3242,39672,skip,skip,skip,RB,skip
w10082103_rms,21,19,List 69,kite,2045,-,-,33134,1416,31315,fly,fly,fly,JJ,fly
w10082103_rms,21,19,List 69,kite,2045,-,-,33134,1416,31315,wind,wind,wind,NN,wind
w10082103_rms,21,19,List 69,kite,2045,-,-,33134,1416,31315,string,string,string,VBG,string
w10082103_rms,22,19,List 69,nightie,2043,-,-,17059,5268,14898,night,night,night,NN,night
w10082103_rms,22,19,List 69,nightie,2043,-,-,17059,5268,14898,bedtime,bedtime,bedtime,NN,bedtime
w10082103_rms,23,19,List 69,medallion,2060,-,-,17615,9017,16536,honor,honor,honor,NN,honor
w10082103_rms,23,19,List 69,medallion,2060,-,-,17615,9017,16536,gold,gold,gold,NN,gold
w10082103_rms,23,19,List 69,medallion,2060,-,-,17615,9017,16536,proud,proud,proud,JJ,proud
w10082103_rms,24,19,List 69,bleach,2066,-,-,30563,1979,29258,clean,clean,clean,JJ,clean
w10082103_rms,24,19,List 69,bleach,2066,-,-,30563,1979,29258,disinfect,disinfect,disinfect,NN,disinfect
w10082103_rms,24,19,List 69,bleach,2066,-,-,30563,1979,29258,mop,mop,mop,JJ,mop
w10082103_rms,24,19,List 69,bleach,2066,-,-,30563,1979,29258,clean,clean,clean,JJ,clean
w10082103_rms,24,19,List 69,bleach,2066,-,-,30563,1979,29258,clothes,clothes,clothe,NNS,clothes
w10082103_rms,25,19,List 69,thimble,2049,-,-,11150,2862,10021,hold,hold,hold,VBP,hold
w10082103_rms,25,19,List 69,thimble,2049,-,-,11150,2862,10021,sharp,sharp,sharp,JJ,sharp
w10082103_rms,25,19,List 69,thimble,2049,-,-,11150,2862,10021,metal,metal,metal,JJ,metal
w10082103_rms,26,19,List 69,masseur,2069,-,-,47007,31112,45479,person,person,person,NN,person
w10082103_rms,26,19,List 69,masseur,2069,-,-,47007,31112,45479,massage,massage,massage,NN,massage
w10082103_rms,26,19,List 69,masseur,2069,-,-,47007,31112,45479,comforting,comforting,comfort,VBG,comfort
w10082103_rms,27,19,List 69,snack,2044,-,-,18939,2120,17819,night,night,night,NN,night
w10082103_rms,27,19,List 69,snack,2044,-,-,18939,2120,17819,filling,filling,fill,VBG,fill
w10082103_rms,27,19,List 69,snack,2044,-,-,18939,2120,17819,needed,needed,need,VBN,need
w10082103_rms,28,19,List 69,armoire,2042,-,-,16102,2030,14788,clothes,clothes,clothe,NNS,clothes
w10082103_rms,28,19,List 69,armoire,2042,-,-,16102,2030,14788,storage,storage,storage,NN,storage
w10082103_rms,28,19,List 69,armoire,2042,-,-,16102,2030,14788,beauty,beauty,beauty,NN,beauty
w10082103_rms,29,19,List 69,neckerchief,2052,-,-,9912,2727,8886,food,food,food,NN,food
w10082103_rms,29,19,List 69,neckerchief,2052,-,-,9912,2727,8886,spill,spill,spill,NN,spill
w10082103_rms,29,19,List 69,neckerchief,2052,-,-,9912,2727,8886,clean,clean,clean,JJ,clean
w10082103_rms,30,19,List 69,cloth,2071,-,-,20414,3110,19428,pretty,pretty,pretty,RB,pretty
w10082103_rms,30,19,List 69,cloth,2071,-,-,20414,3110,19428,clothes,clothes,clothe,NNS,clothes
w10082103_rms,30,19,List 69,cloth,2071,-,-,20414,3110,19428,table,table,table,JJ,table
w10082103_rms,30,19,List 69,cloth,2071,-,-,20414,3110,19428,cloth,cloth,cloth,NN,cloth
w10082103_rms,31,19,List 69,brace,2063,-,-,13541,3389,12468,hold,hold,hold,VBP,hold
w10082103_rms,31,19,List 69,brace,2063,-,-,13541,3389,12468,support,support,support,NN,support
w10082103_rms,31,19,List 69,brace,2063,-,-,13541,3389,12468,helpful,helpful,helpful,JJ,helpful
w10082103_rms,32,19,List 69,medicine,2064,-,-,22290,5895,21194,healthy,healthy,healthy,JJ,healthy
w10082103_rms,32,19,List 69,medicine,2064,-,-,22290,5895,21194,useful,useful,useful,JJ,useful
w10082103_rms,32,19,List 69,medicine,2064,-,-,22290,5895,21194,healing,healing,heal,VBG,heal
w10082103_rms,33,19,List 69,bunk,2067,-,-,9245,2818,8247,safe,safe,safe,JJ,safe
w10082103_rms,33,19,List 69,bunk,2067,-,-,9245,2818,8247,bed,bed,bed,NN,bed
w10082103_rms,33,19,List 69,bunk,2067,-,-,9245,2818,8247,sleep,sleep,sleep,JJ,sleep
w10082103_rms,34,19,List 69,cape,2054,-,-,20593,1968,18740,super,super,super,NN,super
w10082103_rms,34,19,List 69,cape,2054,-,-,20593,1968,18740,hero,hero,hero,NN,hero
w10082103_rms,34,19,List 69,cape,2054,-,-,20593,1968,18740,cloth,cloth,cloth,VBP,cloth
w10082103_rms,34,19,List 69,cape,2054,-,-,20593,1968,18740,worn,worn,wear,JJ,worn
w10082103_rms,35,19,List 69,sponge,2070,-,-,16503,2241,15089,clean,clean,clean,JJ,clean
w10082103_rms,35,19,List 69,sponge,2070,-,-,16503,2241,15089,wash,wash,wash,NN,wash
w10082103_rms,35,19,List 69,sponge,2070,-,-,16503,2241,15089,dishes,dishes,dish,NNS,dish
w10082103_rms,35,19,List 69,sponge,2070,-,-,16503,2241,15089,scrub,scrub,scrub,VBP,scrub
w10082103_rms,36,19,List 69,lily,2053,-,-,16574,1899,15249,flower,flower,flower,JJR,flower
w10082103_rms,36,19,List 69,lily,2053,-,-,16574,1899,15249,put,put,put,NN,put
w10082103_rms,36,19,List 69,lily,2053,-,-,16574,1899,15249,vase,vase,vase,NN,vase
w10082103_rms,36,19,List 69,lily,2053,-,-,16574,1899,15249,plant,plant,plant,NN,plant
w10082103_rms,37,19,List 69,cheekbone,2046,-,-,9863,4491,9299,smile,smile,smile,IN,smile
w10082103_rms,37,19,List 69,cheekbone,2046,-,-,9863,4491,9299,frown,frown,frown,JJ,frown
w10082103_rms,37,19,List 69,cheekbone,2046,-,-,9863,4491,9299,show,show,show,NN,show
w10082103_rms,38,19,List 69,farmhouse,2056,-,-,33184,3949,32629,storage,storage,storage,NN,storage
w10082103_rms,38,19,List 69,farmhouse,2056,-,-,33184,3949,32629,hold,hold,hold,VBP,hold
w10082103_rms,38,19,List 69,farmhouse,2056,-,-,33184,3949,32629,animals,animals,animal,NNS,animal
w10082103_rms,38,19,List 69,farmhouse,2056,-,-,33184,3949,32629,farm,farm,farm,VBP,farm
w10082103_rms,39,19,List 69,cuff,2068,-,-,9280,2959,8497,arrest,arrest,arrest,NN,arrest
w10082103_rms,39,19,List 69,cuff,2068,-,-,9280,2959,8497,hold,hold,hold,NN,hold
w10082103_rms,40,19,List 69,mascara,2058,-,-,9824,1917,8886,makeup,makeup,makeup,NN,makeup
w10082103_rms,40,19,List 69,mascara,2058,-,-,9824,1917,8886,eyelashes,eyelashes,eyelash,NNS,eyelash
w10082173_nmf,11,14,List 89,picnicker,2669,-,-,84271,12594,74373,set,set,set,VBD,set
w10082173_nmf,11,14,List 89,picnicker,2669,-,-,84271,12594,74373,talk,talk,talk,NN,talk
w10082173_nmf,11,14,List 89,picnicker,2669,-,-,84271,12594,74373,eat,eat,eat,NN,eat
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,love,love,love,NN,love
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,hug,hug,hug,NN,hug
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,talk,talk,talk,NN,talk
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,bury,bury,bury,NN,bury
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,take,take,take,NN,take
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,care,care,care,NN,care
w10082173_nmf,12,14,List 89,mum,2647,-,-,72960,7340,58230,learn,learn,learn,JJ,learn
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,make,make,make,VBP,make
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,laws,laws,law,NNS,law
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,pass,pass,pass,NN,pas
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,bills,bills,bill,NNS,bill
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,vote,vote,vote,VBP,vote
w10082173_nmf,13,14,List 89,congresswoman,2649,-,-,84328,16503,72817,listen,listen,listen,JJ,listen
w10082173_nmf,14,14,List 89,entree,2646,-,-,73191,4297,61056,order,order,order,NN,order
w10082173_nmf,14,14,List 89,entree,2646,-,-,73191,4297,61056,eat,eat,eat,NN,eat
w10082173_nmf,14,14,List 89,entree,2646,-,-,73191,4297,61056,take,take,take,VB,take
w10082173_nmf,14,14,List 89,entree,2646,-,-,73191,4297,61056,home,home,home,NN,home
w10082173_nmf,15,14,List 89,icepick,2658,-,-,78467,6012,76923,homicide,homicide,homicide,NN,homicide
w10082173_nmf,15,14,List 89,icepick,2658,-,-,78467,6012,76923,climb,climb,climb,NN,climb
w10082173_nmf,15,14,List 89,icepick,2658,-,-,78467,6012,76923,hold,hold,hold,VBP,hold
w10082173_nmf,15,14,List 89,icepick,2658,-,-,78467,6012,76923,open,open,open,JJ,open
w10082173_nmf,15,14,List 89,icepick,2658,-,-,78467,6012,76923,things,things,thing,NNS,thing
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,strut,strut,strut,JJ,strut
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,sleep,sleep,sleep,JJ,sleep
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,parade,parade,parade,NN,parade
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,walk,walk,walk,NN,walk
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,decorate,decorate,decorate,NN,decorate
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,record,record,record,NN,record
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,watch,watch,watch,NN,watch
w10082173_nmf,16,14,List 89,catwalk,2666,-,-,50057,3531,48438,tv,tv,tv,NN,tv
w10082173_nmf,17,14,List 89,lick,2645,-,-,54212,31387,42281,object,object,object,JJ,object
w10082173_nmf,17,14,List 89,lick,2645,-,-,54212,31387,42281,action,action,action,NN,action
w10082173_nmf,18,14,List 89,rocker,2657,-,-,78857,8858,23331,sit,sit,sit,NN,sit
w10082173_nmf,18,14,List 89,rocker,2657,-,-,78857,8858,23331,recline,recline,recline,NN,recline
w10082173_nmf,18,14,List 89,rocker,2657,-,-,78857,8858,23331,rock,rock,rock,NN,rock
w10082173_nmf,19,14,List 89,waitress,2650,-,-,69149,25454,52771,order,order,order,NN,order
w10082173_nmf,19,14,List 89,waitress,2650,-,-,69149,25454,52771,complain,complain,complain,NN,complain
w10082173_nmf,19,14,List 89,waitress,2650,-,-,69149,25454,52771,get,get,get,VB,get
w10082173_nmf,19,14,List 89,waitress,2650,-,-,69149,25454,52771,food,food,food,NN,food
w10082173_nmf,20,14,List 89,bathtub,2651,-,-,86390,2430,79363,bathe,bathe,bathe,NN,bathe
w10082173_nmf,20,14,List 89,bathtub,2651,-,-,86390,2430,79363,soak,soak,soak,NN,soak
w10082173_nmf,20,14,List 89,bathtub,2651,-,-,86390,2430,79363,relax,relax,relax,NN,relax
w10082173_nmf,20,14,List 89,bathtub,2651,-,-,86390,2430,79363,laundry,laundry,laundry,JJ,laundry
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,love,love,love,NN,love
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,hug,hug,hug,NN,hug
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,kiss,kiss,kiss,JJ,kiss
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,clean,clean,clean,JJ,clean
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,build,build,build,VBP,build
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,family,family,family,NN,family
w10082173_nmf,21,14,List 89,husband,2663,-,-,71979,17716,69329,talk,talk,talk,NN,talk
w10082173_nmf,22,14,List 89,brooch,2665,-,-,77978,41624,63253,wear,wear,wear,NN,wear
w10082173_nmf,22,14,List 89,brooch,2665,-,-,77978,41624,63253,sell,sell,sell,VBP,sell
w10082173_nmf,22,14,List 89,brooch,2665,-,-,77978,41624,63253,buy,buy,buy,VB,buy
w10082173_nmf,22,14,List 89,brooch,2665,-,-,77978,41624,63253,show,show,show,JJ,show
w10082173_nmf,23,14,List 89,trash,2664,-,-,24445,6949,23160,art,art,art,NN,art
w10082173_nmf,23,14,List 89,trash,2664,-,-,24445,6949,23160,compost,compost,compost,NN,compost
w10082173_nmf,23,14,List 89,trash,2664,-,-,24445,6949,23160,recycle,recycle,recycle,NN,recycle
w10082173_nmf,24,14,List 89,guestroom,2643,-,-,47509,5042,35132,storage,storage,storage,NN,storage
w10082173_nmf,24,14,List 89,guestroom,2643,-,-,47509,5042,35132,guest,guest,guest,JJS,guest
w10082173_nmf,24,14,List 89,guestroom,2643,-,-,47509,5042,35132,visitors,visitors,visitor,NNS,visitor
w10082173_nmf,24,14,List 89,guestroom,2643,-,-,47509,5042,35132,sleep,sleep,sleep,VBP,sleep
w10082173_nmf,24,14,List 89,guestroom,2643,-,-,47509,5042,35132,hide,hide,hide,NN,hide
w10082173_nmf,26,14,List 89,jar,2656,-,-,36908,2369,34527,store,store,store,NN,store
w10082173_nmf,26,14,List 89,jar,2656,-,-,36908,2369,34527,drink,drink,drink,NN,drink
w10082173_nmf,26,14,List 89,jar,2656,-,-,36908,2369,34527,decorate,decorate,decorate,NN,decorate
w10082173_nmf,27,14,List 89,crackers,2668,-,-,55486,1899,38518,cook,cook,cook,NN,cook
w10082173_nmf,27,14,List 89,crackers,2668,-,-,55486,1899,38518,eat,eat,eat,NN,eat
w10082173_nmf,27,14,List 89,crackers,2668,-,-,55486,1899,38518,bake,bake,bake,NN,bake
w10082173_nmf,27,14,List 89,crackers,2668,-,-,55486,1899,38518,nausea,nausea,nausea,NN,nausea
w10082173_nmf,28,14,List 89,garb,2654,-,-,18030,3215,16338,wear,wear,wear,JJ,wear
w10082173_nmf,28,14,List 89,garb,2654,-,-,18030,3215,16338,make,make,make,NN,make
w10082173_nmf,28,14,List 89,garb,2654,-,-,18030,3215,16338,cover,cover,cover,NN,cover
w10082173_nmf,29,14,List 89,band,2644,-,-,38072,3135,35846,play,play,play,NN,play
w10082173_nmf,29,14,List 89,band,2644,-,-,38072,3135,35846,make,make,make,VBP,make
w10082173_nmf,29,14,List 89,band,2644,-,-,38072,3135,35846,music,music,music,NN,music
w10082173_nmf,29,14,List 89,band,2644,-,-,38072,3135,35846,compete,compete,compete,NN,compete
w10082173_nmf,30,14,List 89,cupboard,2662,-,-,37703,2005,24983,store,store,store,NN,store
w10082173_nmf,30,14,List 89,cupboard,2662,-,-,37703,2005,24983,decorate,decorate,decorate,NN,decorate
w10082173_nmf,30,14,List 89,cupboard,2662,-,-,37703,2005,24983,make,make,make,VBP,make
w10082173_nmf,30,14,List 89,cupboard,2662,-,-,37703,2005,24983,space,space,space,NN,space
w10082173_nmf,31,14,List 89,lace,2642,-,-,19641,2015,15206,decorate,decorate,decorate,NN,decorate
w10082173_nmf,31,14,List 89,lace,2642,-,-,19641,2015,15206,make,make,make,VBP,make
w10082173_nmf,31,14,List 89,lace,2642,-,-,19641,2015,15206,clothes,clothes,clothe,NNS,clothes
w10082173_nmf,33,14,List 89,barkeep,2671,-,-,23954,5951,22024,get,get,get,VB,get
w10082173_nmf,33,14,List 89,barkeep,2671,-,-,23954,5951,22024,drinks,drinks,drink,NNS,drink
w10082173_nmf,33,14,List 89,barkeep,2671,-,-,23954,5951,22024,talk,talk,talk,VB,talk
w10082173_nmf,33,14,List 89,barkeep,2671,-,-,23954,5951,22024,clean,clean,clean,JJ,clean
w10082173_nmf,34,14,List 89,hamburger,2661,-,-,12292,2283,7022,eat,eat,eat,NN,eat
w10082173_nmf,35,14,List 89,needles,2660,-,-,39359,1815,36373,sew,sew,sew,JJ,sew
w10082173_nmf,35,14,List 89,needles,2660,-,-,39359,1815,36373,shots,shots,shot,NNS,shot
w10082173_nmf,35,14,List 89,needles,2660,-,-,39359,1815,36373,tattoos,tattoos,tattoo,VBP,tattoo
w10082173_nmf,35,14,List 89,needles,2660,-,-,39359,1815,36373,drugs,drugs,drug,NNS,drug
w10082173_nmf,36,14,List 89,radio,2648,-,-,6880,2155,5654,listen,listen,listen,VB,listen
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,stop,stop,stop,JJ,stop
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,people,people,people,NNS,people
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,stop,stop,stop,VBP,stop
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,cars,cars,car,NNS,car
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,mark,mark,mark,JJ,mark
w10082173_nmf,37,14,List 89,rail,2659,-,-,48589,5095,46996,land,land,land,NN,land
w10082173_nmf,38,14,List 89,banister,2652,-,-,32674,3453,27879,slide,slide,slide,NN,slide
w10082173_nmf,38,14,List 89,banister,2652,-,-,32674,3453,27879,decorate,decorate,decorate,NN,decorate
w10082173_nmf,38,14,List 89,banister,2652,-,-,32674,3453,27879,hold,hold,hold,NN,hold
w10082173_nmf,40,14,List 89,hat,2653,-,-,45385,4973,40921,block,block,block,NN,block
w10082173_nmf,40,14,List 89,hat,2653,-,-,45385,4973,40921,sun,sun,sun,VBD,sun
