Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
TESTNPM,jrbz223ap6,Male,30,"Bachelors degree",White,No,33,0,on
5f727fee07055f1d02a05a99,kuzfbabykq,Male,30,"Bachelors degree","Asian/Pacific Islander",Yes,0,Canada,on
5ec665a1191e78021cd99df5,nsjq0dt4ic,Female,27,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,9,England,on
5b7ffeeb05fbbd00016aa0bc,626thrgq6n,Female,42,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,UK,on
602ad161c8c74217ea4ae04a,q2j4i9wdt3,Male,39,"Bachelors degree","Asian/Pacific Islander",Yes,10,Canada,on
63861830958b7290de6353fc,79xkmmmjzj,Female,59,"Bachelors degree",White,Yes,0,UK,on
5f8359dc31c65e0fca60103f,vqvchukg86,Male,22,"Associates degree","Asian/Pacific Islander",Yes,9,Canada,on
5d1e0b068777b50001f52b0e,llqk40h5np,Male,39,"High School Graduate",White,Yes,0,"Northern Ireland",on
6053e01a6a8e8516ba7d47a7,ae16g1hprz,Male,56,"Bachelors degree",White,Yes,0,"United Kingdom",on
60ad5e41e09138d7c9827f4e,bxmmmua3dd,Female,48,"High School Graduate",White,Yes,0,"united kingdom",on
5ea180ae34f3aa0319313965,skwbx6cf5w,Male,35,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,England,on
5e3b082738da7b317bdcceed,oammcfpjiw,Male,27,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,"United Kingdom",on
583c7c44164cd30001c345d6,ct9x8vglhv,Male,37,"High School Graduate",White,Yes,5,Canada,on
5ec4a5d2f4cd5238c6bc48db,s463rt50m3,Other,27,"Some College, no degree",White,Yes,3,Canada,on
5d651053afb8f700198459d4,yn24n31tbt,Female,28,"Bachelors degree",White,Yes,0,UK,on
5d1e0b068777b50001f52b0e,14d24i4cmu,Male,39,"High School Graduate",White,Yes,0,"Northern Ireland",on
5d2de4db914b6e001877da8f,cpscqguo9n,Female,21,"High School Graduate",White,Yes,0,UK,on
637f7d10665738cfea163256,kkmtfp9ih1,Male,52,"Bachelors degree",White,Yes,0,"United Kingdom",on
598c4b28cceb0f0001b39675,1q0d2jnp63,Male,41,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,"United Kingdom",on
5b7eda62ff1109000172ab7c,jaujkve6do,Male,50,"Some College, no degree",White,Yes,0,scotland,on
637fab4c67c0092b80075bfb,jire3f4pr3,Male,22,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,UK,on
5d30dfa68b1523000134878f,e7man2irap,Male,28,"Bachelors degree","Asian/Pacific Islander",Yes,0,Canada,on
5eee77689e63ac330681ffe9,6wbhsxq0zp,Female,42,"Graduate degree (Masters, Doctorate, etc.)",Black,Yes,0,"United Kingdom",on
631610af8e747093cd90e00d,o0vs8afe2n,Female,38,"High School Graduate",Other/unknown,Yes,0,"United Kingdom",on
5f1d635678812366e39f335f,xf8h6lozrc,Female,29,"Bachelors degree",White,Yes,0,UK,on
637f8322729ade58ec7229ba,9b7uys9mo4,Male,43,"Associates degree",White,Yes,0,UK,on
62989bceb016ff21a7781346,vstpkxsp8i,Male,24,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,England,on
5eee77689e63ac330681ffe9,6wbhsxq0zp,Female,42,"Graduate degree (Masters, Doctorate, etc.)",Black,Yes,0,"United Kingdom",on
5efa358d3b02ed8465b9a726,fazf7z2tgf,Female,48,"Bachelors degree",White,Yes,0,"United Kingdom",on
5ed8eb3d8074e940108fb095,lfsu2igstq,Female,45,"Some College, no degree",White,Yes,6,"United Kingdom",on
5bb20c4ce05c350001ef337e,0mkw678k1a,Female,67,"High School Graduate",White,Yes,"2 yrs","United Kingdom",on
5c1c2c51e2d9150001b5737e,bbo0i6vx7h,Female,42,"Associates degree",White,Yes,0,USA,on
5dab79a5525a7600139cd31e,u8013tk23u,Male,25,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,"United Kingdom",on
5f033543945c554f816f6ad7,igm1he10mx,Female,48,"Bachelors degree","Asian/Pacific Islander",Yes,0,"united kingdom",on
6137753896c9b6b5813a2432,wmyh58y0yl,Female,53,"Some College, no degree",White,Yes,0,"United Kingdom",on
5e37453bf269746d9e616f34,sp9vv738mn,Female,47,"Graduate degree (Masters, Doctorate, etc.)","Asian/Pacific Islander",Yes,0,uk,on
5c96bf93f6a32b0016d32f6b,8f399ferx7,Male,37,"Some College, no degree",White,Yes,0,Canada,on
