Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
000719536rln,fan,use,use,use,VERB,USA
000719536rln,fan,turn on,turn,turn,VERB,USA
000719536rln,fan,turn off,turn,turn,VERB,USA
000719536rln,fan,buy,buy,buy,VERB,USA
000719536rln,fan,sale,sale,sell,VERB,USA
000719536rln,fan,borrow,borrow,borrow,VERB,USA
000719536rln,ash,dump,dump,dump,VERB,USA
000719536rln,ash,blow,blow,blow,VERB,USA
000719536rln,ash,store,store,store,VERB,USA
000719536rln,pocketknife,use,use,use,VERB,USA
000719536rln,pocketknife,fold,fold,fold,VERB,USA
000719536rln,pocketknife,sale,sale,sell,VERB,USA
000719536rln,pocketknife,give,give,give,VERB,USA
000719536rln,pocketknife,sharpen,sharpen,sharpen,VERB,USA
000719536rln,pocketknife,gift,gift,gift,VERB,USA
000719536rln,pocketknife,buy,buy,buy,VERB,USA
000719536rln,tin,buy,buy,buy,VERB,USA
000719536rln,tin,store,store,store,VERB,USA
000719536rln,tin,sale,sale,sell,VERB,USA
000719536rln,tin,use,use,use,VERB,USA
000719536rln,tin,storage,storage,store,VERB,USA
000719536rln,songbook,buy,buy,buy,VERB,USA
000719536rln,songbook,sale,sale,sell,VERB,USA
000719536rln,songbook,use,use,use,VERB,USA
000719536rln,songbook,read,read,read,VERB,USA
000719536rln,songbook,play,play,play,VERB,USA
000719536rln,songbook,borrow,borrow,borrow,VERB,USA
000719536rln,skillet,cook,cook,cake,VERB,USA
000719536rln,skillet,grill,grill,grill,VERB,USA
000719536rln,skillet,bake,bake,bake,VERB,USA
000719536rln,skillet,fry,fry,fry,VERB,USA
000719536rln,skillet,buy,buy,buy,VERB,USA
000719536rln,skillet,sale ,sale,sell,VERB,USA
000719536rln,glassblower,create,create,create,VERB,USA
000719536rln,glassblower,sale,sale,sale,NOUN,USA
000719536rln,glassblower,buy,buy,buy,VERB,USA
000719536rln,cloverleaf,wish,wish,wish,VERB,USA
000719536rln,cloverleaf,find,find,find,VERB,USA
000719536rln,cloverleaf,feed animals,feed,feed,VERB,USA
000719536rln,cloverleaf,feed animals,animals,animal,NOUN,USA
000719536rln,hairnet,use,use,use,VERB,USA
000719536rln,hairnet,control hair,control,control,VERB,USA
000719536rln,hairnet,control hair,hair,hair,NOUN,USA
000719536rln,tinplate,to make cans for food,make,make,VERB,USA
000719536rln,tinplate,to make cans for food,cans,can,NOUN,USA
000719536rln,tinplate,to make cans for food,food,food,NOUN,USA
000719536rln,tinplate,drink,drink,drink,NOUN,USA
000719536rln,tinplate,machines,machines,machine,NOUN,USA
