Stimuli.Cue,affordance_parsed,word,lemma,POS,School
bookmarker,place in book,place,place,NOUN,UCONN
bookmarker,place in book,book,book,NOUN,UCONN
bookmarker,eat,eat,eat,VERB,UCONN
bookmarker,step on ,step,step on,VERB,UCONN
helmet,wear,wear,wear,VERB,UCONN
helmet,punch,punch,punch,VERB,UCONN
helmet,throw out,throw,throw,VERB,UCONN
omelette,eat,eat,eat,VERB,UCONN
omelette,cook,cook,cake,VERB,UCONN
omelette,put spice on ,put,put,VERB,UCONN
omelette,put spice on ,spice,spice,VERB,UCONN
ear,listen,listen,listen,VERB,UCONN
ear,touch ,touch,touch,VERB,UCONN
spreader,spread things,spread,spread,VERB,UCONN
spreader,spread things,things,thing,VERB,UCONN
spreader,look at ,look,look,VERB,UCONN
flooring,step on,step,step on,VERB,UCONN
flooring,sit on,sit,sit,VERB,UCONN
flooring,lay down ,lay,lay,VERB,UCONN
juice,drink,drink,drink,VERB,UCONN
juice,throw at your friend,throw,throw,VERB,UCONN
juice,throw at your friend,friend,friend,NOUN,UCONN
juice,spill ,spill,spill,VERB,UCONN
lounge,sit,sit,sit,VERB,UCONN
lounge,lay,lay,lay,VERB,UCONN
lounge,relax ,relax,relax,VERB,UCONN
beard,touch,touch,touch,VERB,UCONN
beard,feel,feel,feel,VERB,UCONN
beard,grow out ,grow,grow,VERB,UCONN
conditioner,put in hair,put,put,VERB,UCONN
conditioner,put in hair,hair,hair,NOUN,UCONN
conditioner,use in shower,use,use,VERB,UCONN
conditioner,use in shower,shower,shower,NOUN,UCONN
pharmacy,drive there,drive,drive,VERB,UCONN
pharmacy,buy things,buy,buy,VERB,UCONN
pharmacy,buy things,things,thing,NOUN,UCONN
children,play,play,play,VERB,UCONN
children,cuddle,cuddle,cuddle,VERB,UCONN
children,hug,hug,hug,VERB,UCONN
children,teach,teach,teach,VERB,UCONN
children,comfort,comfort,comfort,VERB,UCONN
fork,pick up food,pick,pick,VERB,UCONN
fork,pick up food,food,food,NOUN,UCONN
fork,poke something,poke,poke,VERB,UCONN
fork,poke something,something,something,PRON,UCONN
fork,scratch something,scratch,scratch,VERB,UCONN
fork,scratch something,something,something,PRON,UCONN
weed,pick it,pick,pick,VERB,UCONN
meat,eat it,eat,eat,VERB,UCONN
meat,cook it,cook,cake,VERB,UCONN
meat,serve it,serve,serve,VERB,UCONN
desk,use it,use,use,VERB,UCONN
desk,sit on it,sit,sit,VERB,UCONN
desk,put things on it,put,put,VERB,UCONN
desk,put things on it,things,thing,NOUN,UCONN
desk,do work on it,work,work,VERB,UCONN
desk,use it as a table,use,use,VERB,UCONN
desk,use it as a table,table,table,NOUN,UCONN
jeans,wear them,wear,wear,VERB,UCONN
jeans,donate them,donate,donate,VERB,UCONN
jeans,share them,share,share,NOUN,UCONN
jeans,rip them,rip,rip,VERB,UCONN
dividers,block something,block,block,VERB,UCONN
dividers,block something,something,something,PRON,UCONN
chiropractor,make your back feel better,make,make,VERB,UCONN
chiropractor,make your back feel better,back,back,ADV,UCONN
chiropractor,make your back feel better,feel,feel,VERB,UCONN
chiropractor,make your back feel better,better,better,VERB,UCONN
adult,help you learn,help,help,VERB,UCONN
adult,help you learn,learn,learn,VERB,UCONN
boots,wear them,wear,wear,VERB,UCONN
boots,hike in them,hike,hike,VERB,UCONN
boots,walk in them,walk,walk,VERB,UCONN
boots,run in them,run,run,VERB,UCONN
boots,protect you from bad weather,protect,protect,VERB,UCONN
boots,protect you from bad weather,bad,bad,ADJ,UCONN
boots,protect you from bad weather,weather,weather,NOUN,UCONN
cruiser,ride it,ride,ride,VERB,UCONN
shawl,cover up with it,cover,cover,VERB,UCONN
shawl,keep warm with it,keep,keep,VERB,UCONN
shawl,keep warm with it,warm,warm,VERB,UCONN
syringes,used medically,used,use,VERB,UCONN
syringes,used medically,medically,medically,ADV,UCONN
thesaurus,used to find new words,used,use,VERB,UCONN
thesaurus,used to find new words,find,find,VERB,UCONN
thesaurus,used to find new words,new,new,ADJ,UCONN
thesaurus,used to find new words,words,word,NOUN,UCONN
thesaurus,could be used as a hard surface to lean on,used,use,VERB,UCONN
thesaurus,could be used as a hard surface to lean on,hard,hard,ADJ,UCONN
thesaurus,could be used as a hard surface to lean on,surface,surface,NOUN,UCONN
thesaurus,could be used as a hard surface to lean on,lean,lean,ADJ,UCONN
thesaurus,a door stopped,door,door,NOUN,UCONN
thesaurus,a door stopped,stopped,stop,VERB,UCONN
blanket,to keep warm,keep,keep,VERB,UCONN
blanket,to keep warm,warm,warm,VERB,UCONN
blanket,to build a fort,build,build,VERB,UCONN
blanket,to build a fort,fort,fort,NOUN,UCONN
mouse,help work the computer ,help,help,VERB,UCONN
mouse,help work the computer ,work,work,VERB,UCONN
mouse,help work the computer ,computer,computer,NOUN,UCONN
log,make fire,make,make,VERB,UCONN
log,make fire,fire,fire,NOUN,UCONN
log,make a house with wood,make,make,VERB,UCONN
log,make a house with wood,house,house,NOUN,UCONN
log,make a house with wood,wood,wood,NOUN,UCONN
pants,wear them,wear,wear,VERB,UCONN
pants,share them,share,share,NOUN,UCONN
pants,wash them,wash,wash,VERB,UCONN
Mug,put beverages in,put,put,VERB,UCONN
Mug,put beverages in,beverages,beverag,NOUN,UCONN
Mug,use to trace a circle,use,use,VERB,UCONN
Mug,use to trace a circle,trace,trace,VERB,UCONN
Mug,use to trace a circle,circle,circle,NOUN,UCONN
pear,eat it,eat,eat,VERB,UCONN
pear,cut it,cut,cut,VERB,UCONN
pear,make other foods with it,make,make,VERB,UCONN
pear,make other foods with it,foods,food,NOUN,UCONN
pear,serve it,serve,serve,VERB,UCONN
mouth,eat,eat,eat,VERB,UCONN
mouth,speak,speak,speak,VERB,UCONN
mouth,drink,drink,drink,VERB,UCONN
mouth,kiss,kiss,kiss,NOUN,UCONN
brushes,brush hair,brush,brush,VERB,UCONN
brushes,brush hair,hair,hair,NOUN,UCONN
brushes,brush teeth,brush,brush,VERB,UCONN
brushes,brush teeth,teeth,tooth,NOUN,UCONN
brushes,brush snow off a car,brush,brush,VERB,UCONN
brushes,brush snow off a car,snow,snow,NOUN,UCONN
brushes,brush snow off a car,car,car,NOUN,UCONN
snow,shovel it,shovel,shovel,NOUN,UCONN
snow,play in it,play,play,VERB,UCONN
snow,make a snow man,make,make,VERB,UCONN
snow,make a snow man,snow,snow man,NOUN,UCONN
snow,make a now angle,make,make,VERB,UCONN
snow,make a now angle,now,now,ADV,UCONN
snow,make a now angle,angle,angle,NOUN,UCONN
snow,sled on it,sled,sl,VERB,UCONN
hallway,walk through it to get somewhere else,walk,walk,VERB,UCONN
hallway,walk through it to get somewhere else,get,get,VERB,UCONN
hallway,walk through it to get somewhere else,somewhere,somewhere,ADV,UCONN
hallway,walk through it to get somewhere else,else,else,ADJ,UCONN
soybean,eat it,eat,eat,VERB,UCONN
soy,bake with it,bake,bake,VERB,UCONN
soy,cook it,cook,cake,VERB,UCONN
soy,eat it,eat,eat,VERB,UCONN
soy,bite it,bite,bite,VERB,UCONN
soy,lick it,lick,lick,VERB,UCONN
soy,throw it,throw,throw,VERB,UCONN
soy,squish it,squish,squish,VERB,UCONN
soy,hit it,hit,hit,VERB,UCONN
fawn,look at it,look,look,VERB,UCONN
fawn,hunt it,hunt,hunt,VERB,UCONN
fawn,chase after it,chase,chase,VERB,UCONN
basement,live in it,live,live,VERB,UCONN
basement,hang out in it,hang,hang,VERB,UCONN
basement,exercise in it,exercise,exercise,VERB,UCONN
basement,work in it,work,work,VERB,UCONN
basement,play in it,play,play,VERB,UCONN
altar,get married at it,get,get,VERB,UCONN
altar,get married at it,married,marry,VERB,UCONN
altar,have a church ceremony,church,church,NOUN,UCONN
altar,have a church ceremony,ceremony,ceremony,NOUN,UCONN
breeches,wear them,wear,wear,VERB,UCONN
breeches,ride in them,ride,ride,VERB,UCONN
breeches,wash them,wash,wash,VERB,UCONN
shrimp,fry it,fry,fry,VERB,UCONN
shrimp,sautee it,saute,saute,VERB,UCONN
shrimp,boil it,boil,boil,VERB,UCONN
shrimp,eat it,eat,eat,VERB,UCONN
stationery,write on it,write,write,VERB,UCONN
stationery,stamp it,stamp,stamp,VERB,UCONN
stationery,mail it,mail,mail,VERB,UCONN
leash,attach your pet,attach,attach,VERB,UCONN
leash,attach your pet,pet,pet,NOUN,UCONN
leash,attach your child,attach,attach,VERB,UCONN
leash,attach your child,child,child,NOUN,UCONN
ship,go across the ocean,go,go,VERB,UCONN
ship,go across the ocean,across,across,ADP,UCONN
ship,go across the ocean,ocean,ocean,NOUN,UCONN
ship,go across a river,go,go,VERB,UCONN
ship,go across a river,across,across,ADP,UCONN
ship,go across a river,river,river,NOUN,UCONN
ship,go across a lake,go,go,VERB,UCONN
ship,go across a lake,across,across,ADP,UCONN
ship,go across a lake,lake,lake,NOUN,UCONN
teammate,work together,work,work,NOUN,UCONN
teammate,work together,together,together,ADV,UCONN
teammate,talk to,talk,talk,VERB,UCONN
teammate,play with,play,play,VERB,UCONN
teammate,help you,help,help,VERB,UCONN
frankfurter,eat it,eat,eat,VERB,UCONN
frankfurter,cook it,cook,cake,VERB,UCONN
frankfurter,cut it,cut,cut,VERB,UCONN
frankfurter,bite it,bite,bite,VERB,UCONN
brandy,drink it,drink,drink,VERB,UCONN
brandy,make drinks with,make,make,VERB,UCONN
brandy,make drinks with,drinks,drink,VERB,UCONN
steel,make objects out of,make,make,VERB,UCONN
steel,make objects out of,objects,object,VERB,UCONN
steel,melt it,melt,melt,VERB,UCONN
pouch,keep things in,keep,keep,VERB,UCONN
pouch,keep things in,things,thing,NOUN,UCONN
pouch,carry,carry,carry,VERB,UCONN
stairs,walk on,walk,walk,VERB,UCONN
stairs,run on,run,run,NOUN,UCONN
stairs,skip on,skip,skip,VERB,UCONN
stairs,slide down,slide,slide,VERB,UCONN
bunion,touch,touch,touch,VERB,UCONN
bunion,pick,pick,pick,VERB,UCONN
bunion,get removed,get,get,VERB,UCONN
bunion,get removed,removed,remove,VERB,UCONN
scab,pick at,pick,pick,VERB,UCONN
scab,peel off,peel,peel,VERB,UCONN
scab,pinch,pinch,pinch,VERB,UCONN
scab,touch,touch,touch,VERB,UCONN
pearl,make into a piece of jewelry,make,make,VERB,UCONN
pearl,make into a piece of jewelry,piece,piece,NOUN,UCONN
pearl,make into a piece of jewelry,jewelry,jewelry,NOUN,UCONN
pearl,hold ,hold,hold,VERB,UCONN
valve,open,open,open,VERB,UCONN
valve,close,close,close,VERB,UCONN
library,read books in,read,read,VERB,UCONN
library,read books in,books,book,NOUN,UCONN
library,sit in,sit,sit,VERB,UCONN
library,talk in,talk,talk,VERB,UCONN
library,do work in,work,work,VERB,UCONN
computer,search the internet,search,search,VERB,UCONN
computer,search the internet,internet,internet,NOUN,UCONN
computer,do homework,homework,homework,NOUN,UCONN
computer,shop,shop,shop,VERB,UCONN
computer,listen to music,listen,listen,VERB,UCONN
computer,listen to music,music,music,NOUN,UCONN
computer,play games,play,play,VERB,UCONN
computer,play games,games,game,NOUN,UCONN
computer,watch videos,watch,watch,VERB,UCONN
computer,watch videos,videos,video,NOUN,UCONN
computer,do math,math,math,NOUN,UCONN
computer,take pictures,take,take,VERB,UCONN
computer,take pictures,pictures,picture,NOUN,UCONN
computer,record voice memos,record,record,VERB,UCONN
computer,record voice memos,voice,voice,NOUN,UCONN
computer,record voice memos,memos,memo,NOUN,UCONN
chowder,eat,eat,eat,VERB,UCONN
chowder,throw out,throw,throw,VERB,UCONN
appendage,use to do actions,use,use,VERB,UCONN
appendage,use to do actions,actions,action,VERB,UCONN
dishwater,throw out,throw,throw,VERB,UCONN
dishwater,water plants,water,water,NOUN,UCONN
dishwater,water plants,plants,plant,NOUN,UCONN
entertainer,listen to them,listen,listen,VERB,UCONN
entertainer,watch them,watch,watch,VERB,UCONN
chicken,eat it,eat,eat,VERB,UCONN
chicken,have it as a pet,pet,pet,NOUN,UCONN
chicken,use it for it's eggs,use,use,VERB,UCONN
chicken,use it for it's eggs,eggs,egg,NOUN,UCONN
chicken,use it's feathers,use,use,VERB,UCONN
chicken,use it's feathers,feathers,feather,NOUN,UCONN
customer,talk to ,talk,talk,VERB,UCONN
shuffleboard,play a game,play,play,VERB,UCONN
shuffleboard,play a game,game,game,NOUN,UCONN
beetle,food,food,food,NOUN,UCONN
beetle,pet,pet,pet,VERB,UCONN
beetle,experimentation,experimentation,experimentation,VERB,UCONN
beetle,control other pest populations,control,control,VERB,UCONN
beetle,control other pest populations,pest,pest,VERB,UCONN
beetle,control other pest populations,populations,populations,NOUN,UCONN
privates,release bowel movements,release,release,VERB,UCONN
privates,release bowel movements,bowel,bowel movement,VERB,UCONN
privates,sexual intercourse,sexual,sexual,ADJ,UCONN
privates,sexual intercourse,intercourse,intercourse,VERB,UCONN
privates,reproduction,reproduction,reproduce,VERB,UCONN
ale,drink,drink,drink,VERB,UCONN
ale,intoxication,intoxication,intoxicate,VERB,UCONN
hanger,hang clothes,hang,hang,VERB,UCONN
hanger,hang clothes,clothes,clothes,NOUN,UCONN
hanger,hook objects,hook,hook,VERB,UCONN
hanger,hook objects,objects,object,VERB,UCONN
surveyor,survey objects,survey,survey,NOUN,UCONN
surveyor,survey objects,objects,object,VERB,UCONN
surveyor,survey situations,survey,survey,NOUN,UCONN
surveyor,survey situations,situations,situation,NOUN,UCONN
surveyor,survey problems,survey,survey,VERB,UCONN
surveyor,survey problems,problems,problem,NOUN,UCONN
jewel,decor,decor,decorate,VERB,UCONN
jewel,accessory,accessory,accessory,INTJ,UCONN
jewel,symbolize,symbolize,symbolize,VERB,UCONN
fauna,preserve ecosystem,preserve,preserve,VERB,UCONN
fauna,preserve ecosystem,ecosystem,ecosystem,NOUN,UCONN
fauna,attraction for people,attraction,attract,VERB,UCONN
fauna,attraction for people,people,people,NOUN,UCONN
cousin,talk to,talk,talk,VERB,UCONN
cousin,listen to,listen,listen,VERB,UCONN
cousin,keep company,keep,keep,VERB,UCONN
cousin,keep company,company,company,NOUN,UCONN
cousin,do things together,things,thing,NOUN,UCONN
cousin,do things together,together,together,ADV,UCONN
cousin,family,family,family,NOUN,UCONN
deliveryman,deliver things,deliver,deliver,VERB,UCONN
deliveryman,deliver things,things,thing,NOUN,UCONN
deliveryman,send things,send,send,VERB,UCONN
deliveryman,send things,things,thing,NOUN,UCONN
woods,habitat,habitat,habitat,NOUN,UCONN
woods,exploration,exploration,explore,VERB,UCONN
woods,setting,setting,set,NOUN,UCONN
buttocks,release bowel movements,release,release,VERB,UCONN
buttocks,release bowel movements,bowel,bowel movement,NOUN,UCONN
buttocks,sitting down,sitting,sit,VERB,UCONN
apple,eat,eat,eat,VERB,UCONN
apple,decor,decor,decorate,VERB,UCONN
apple,ingredient,ingredient,ingredient,NOUN,UCONN
waistband,measure waist,measure,measure,VERB,UCONN
waistband,measure waist,waist,waist,NOUN,UCONN
waistband,hold pants up,hold,hold,VERB,UCONN
waistband,hold pants up,pants,pants,NOUN,UCONN
waistband,fit pants to waist,fit,fit,VERB,UCONN
waistband,fit pants to waist,pants,pants,NOUN,UCONN
waistband,fit pants to waist,waist,waist,NOUN,UCONN
pendant,accessory,accessory,accessory,INTJ,UCONN
pendant,remembrance,remembrance,remember,VERB,UCONN
dog,pet,pet,pet,NOUN,UCONN
dog,hunting,hunting,hunt,VERB,UCONN
dog,herding,herding,herd,VERB,UCONN
dog,assistance to disabled,assistance,assist,VERB,UCONN
dog,assistance to disabled,disabled,disable,VERB,UCONN
dog,psychological stimulation,psychological,psychological,ADJ,UCONN
dog,psychological stimulation,stimulation,stimulate,VERB,UCONN
lemonade,drink,drink,drink,VERB,UCONN
lemonade,sell,sell,sell,VERB,UCONN
ointment,rub on skin,rub,rub,VERB,UCONN
ointment,rub on skin,skin,skin,NOUN,UCONN
ointment,improve skin condition,improve,improve,VERB,UCONN
ointment,improve skin condition,skin,skin,NOUN,UCONN
ointment,improve skin condition,condition,condition,NOUN,UCONN
bookcase,decor,decor,decorate,VERB,UCONN
bookcase,hold books,hold,hold,VERB,UCONN
bookcase,hold books,books,book,NOUN,UCONN
bookcase,hold objects,hold,hold,VERB,UCONN
bookcase,hold objects,objects,object,VERB,UCONN
bookcase,display objects,display,display,VERB,UCONN
bookcase,display objects,objects,object,VERB,UCONN
spectroscope,measure wavelength of light,measure,measure,VERB,UCONN
spectroscope,measure wavelength of light,wavelength,wavelength,NOUN,UCONN
spectroscope,measure wavelength of light,light,light,NOUN,UCONN
minnow,fish for,fish,fish,VERB,UCONN
minnow,food,food,food,NOUN,UCONN
tranquilizer,sedate,sedate,sedate,VERB,UCONN
tranquilizer,knock unconscious,knock,knock unconcious,VERB,UCONN
tranquilizer,knock unconscious,unconscious,unconscious,ADJ,UCONN
escalator,travel between levels,travel,travel,VERB,UCONN
escalator,travel between levels,levels,levels,NOUN,UCONN
matchbox,carry matches,carry,carry,VERB,UCONN
matchbox,carry matches,matches,match,VERB,UCONN
matchbox,light match,light,light,VERB,UCONN
matchbox,light match,match,match,NOUN,UCONN
matchbox,display branding,display,display,VERB,UCONN
matchbox,display branding,branding,brand,NOUN,UCONN
sirloin,food,food,food,NOUN,UCONN
carp,to fish,fish,fish,VERB,UCONN
carp,food,food,food,NOUN,UCONN
pocketbook,carry objects,carry,carry,VERB,UCONN
pocketbook,carry objects,objects,object,VERB,UCONN
pocketbook,accessory,accessory,accessory,INTJ,UCONN
pocketbook,symbol,symbol,symbol,NOUN,UCONN
husky,pet,pet,pet,VERB,UCONN
husky,pull sled,pull,pull,NOUN,UCONN
husky,pull sled,sled,sl,VERB,UCONN
husky,work in cold climates,work,work,VERB,UCONN
husky,work in cold climates,cold,cold,ADJ,UCONN
husky,work in cold climates,climates,climate,VERB,UCONN
dust,symbolize age,symbolize,symbolize,VERB,UCONN
dust,symbolize age,age,age,NOUN,UCONN
kettle,boil water,boil,boil,VERB,UCONN
kettle,boil water,water,water,NOUN,UCONN
kettle,pouring water,pouring,pour,VERB,UCONN
kettle,pouring water,water,water,NOUN,UCONN
passenger,carpooling,carpooling,carpool,NOUN,UCONN
passenger,directions,directions,direction,NOUN,UCONN
passenger,revenue,revenue,revenue,NOUN,UCONN
petal,bike,bike,bike,NOUN,UCONN
petal,picking off flower,picking,pick,VERB,UCONN
petal,picking off flower,flower,flower,NOUN,UCONN
petal,gas,gas,gas,NOUN,UCONN
petal,brake,brake,brake,VERB,UCONN
nightshirt,sleep,sleep,sleep,VERB,UCONN
nightshirt,clean,clean,clean,VERB,UCONN
nightshirt,wear,wear,wear,VERB,UCONN
corkscrew,decorate,decorate,decorate,VERB,UCONN
corkscrew,collect,collect,collect,VERB,UCONN
corkscrew,plug,plug,plug,VERB,UCONN
machine,clean,clean,clean,VERB,UCONN
machine,organize,organize,organize,VERB,UCONN
machine,assist,assist,assist,VERB,UCONN
cross,streets,streets,streets,NOUN,UCONN
cross,religious,religious,religious,ADJ,UCONN
javelin,sports,sports,sport,NOUN,UCONN
javelin,running,running,run,VERB,UCONN
javelin,throw,throw,throw,VERB,UCONN
gadget,play,play,play,VERB,UCONN
gadget,help,help,help,VERB,UCONN
politician,resource,resource,resource,NOUN,UCONN
politician,conversation,conversation,converse,VERB,UCONN
dinnerware,eat,eat,eat,VERB,UCONN
dinnerware,clean,clean,clean,VERB,UCONN
dinnerware,tool,tool,tool,NOUN,UCONN
cashier,transaction,transaction,transaction,VERB,UCONN
cashier,questions,questions,question,VERB,UCONN
farm,visit,visit,visit,VERB,UCONN
farm,work,work,work,VERB,UCONN
farm,play,play,play,VERB,UCONN
farm,pet,pet,pet,NOUN,UCONN
farm,clean,clean,clean,VERB,UCONN
duffel,storage,storage,store,VERB,UCONN
duffel,carrier,carrier,carrier,NOUN,UCONN
munitions,weapon,weapon,weapon,NOUN,UCONN
glider,flying,flying,flie,VERB,UCONN
glider,transportation,transportation,transport,VERB,UCONN
pony,ride,ride,ride,VERB,UCONN
pony,pet,pet,pet,VERB,UCONN
pony,clean,clean,clean,VERB,UCONN
pony,play,play,play,VERB,UCONN
cone,traffic,traffic,traffic,NOUN,UCONN
cone,holder,holder,hold,VERB,UCONN
cone,hat,hat,hat,VERB,UCONN
jurist,legal,legal,legal,ADJ,UCONN
jurist,decisions,decisions,decide,VERB,UCONN
streets,cross,cross,cross,VERB,UCONN
streets,walk,walk,walk,VERB,UCONN
streets,destinations,destinations,destination,NOUN,UCONN
streets,meeting,meeting,meet,VERB,UCONN
streets,playing,playing,play,VERB,UCONN
bullfrog,play,play,play,VERB,UCONN
bullfrog,watch,watch,watch,VERB,UCONN
bullfrog,pet,pet,pet,VERB,UCONN
bullfrog,feed,feed,feed,NOUN,UCONN
Taco,eat,eat,eat,VERB,UCONN
Taco,create,create,create,VERB,UCONN
farmer,advice,advice,advice,VERB,UCONN
farmer,information,information,inform,VERB,UCONN
farmer,crops,crops,crop,NOUN,UCONN
nutmeg,spice,spice,spice,VERB,UCONN
nutmeg,cooking,cooking,cook,VERB,UCONN
nutmeg,baking,baking,bake,VERB,UCONN
pajamas,sleep,sleep,sleep,VERB,UCONN
pajamas,fashion,fashion,fashion,NOUN,UCONN
guillotine,decapitation,decapitation,decapitate,VERB,UCONN
guillotine,death,death,death,NOUN,UCONN
pitcher,baseball,baseball,baseball,NOUN,UCONN
pitcher,drinks,drinks,drink,VERB,UCONN
pitcher,throwing,throwing,throw,VERB,UCONN
pitcher,catching,catching,catch,VERB,UCONN
lemon,drinks,drinks,drink,VERB,UCONN
lemon,food,food,food,NOUN,UCONN
cardboard,transportation,transportation,transport,VERB,UCONN
cardboard,crafts,crafts,craft,NOUN,UCONN
cardboard,carrier,carrier,carrier,NOUN,UCONN
guidebook,helpful,helpful,help,VERB,UCONN
guidebook,tips,tips,tip,VERB,UCONN
custodian,cleaning,cleaning,clean,VERB,UCONN
custodian,advice,advice,advice,NOUN,UCONN
handgun,death,death,death,NOUN,UCONN
handgun,shooting,shooting,shoot,VERB,UCONN
handgun,protection,protection,protect,VERB,UCONN
shampoo,washing,washing,wash,VERB,UCONN
shampoo,cleaning,cleaning,clean,VERB,UCONN
shampoo,lathering,lathering,lather,VERB,UCONN
dollhouse,playing,playing,play,VERB,UCONN
dollhouse,selling,selling,sell,VERB,UCONN
dollhouse,buying,buying,buy,VERB,UCONN
dollhouse,gifting,gifting,gift,VERB,UCONN
dollhouse,decorating,decorating,decorate,VERB,UCONN
grave,burying,burying,bury,VERB,UCONN
grave,grieving,grieving,grieve,VERB,UCONN
grave,memorializing,memorializing,memorialize,VERB,UCONN
grave,worshipping,worship,worship,VERB,UCONN
badge,wearing,wearing,wear,VERB,UCONN
badge,decorating,decorating,decorate,VERB,UCONN
badge,authorizing,authorizing,authorize,VERB,UCONN
badge,flaunting,flaunting,flaunt,VERB,UCONN
casket,memorializing,memorializing,memorialize,VERB,UCONN
casket,grieving,grieving,grieve,VERB,UCONN
casket,mourning,mourning,mourn,VERB,UCONN
rifle,shooting,shooting,shoot,VERB,UCONN
rifle,sport,sport,sport,NOUN,UCONN
rifle,hunting,hunting,hunt,VERB,UCONN
rifle,injuring,injuring,injur,VERB,UCONN
rifle,killing,killing,kill,VERB,UCONN
clove,spice,spice,spice,VERB,UCONN
clove,decorating,decorating,decorate,VERB,UCONN
clove,crafting,crafting,craft,VERB,UCONN
clove,cooking,cooking,cook,VERB,UCONN
clove,baking,baking,bake,VERB,UCONN
knuckles,punching,punching,punche,VERB,UCONN
knuckles,cracking,cracking,crack,VERB,UCONN
festival,celebrating,celebrating,celebrate,VERB,UCONN
festival,eating,eating,eat,VERB,UCONN
festival,socializing,socializing,socialize,VERB,UCONN
festival,promoting,promoting,promote,VERB,UCONN
festival,commemorating,commemorating,commemorat,VERB,UCONN
festival,showing off,showing,show,VERB,UCONN
festival,drinking,drinking,drink,VERB,UCONN
festival,dancing,dancing,dance,VERB,UCONN
festival,selling,selling,sell,VERB,UCONN
olive,eating,eating,eat,VERB,UCONN
olive,oil,oil,oil,NOUN,UCONN
olive,pickling,pickling,pickling,VERB,UCONN
olive,cooking,cooking,cook,VERB,UCONN
olive,stuffing,stuffing,stuff,VERB,UCONN
saddlebag,storing,storing,store,VERB,UCONN
saddlebag,selling,selling,sell,VERB,UCONN
saddlebag,buying,buying,buy,VERB,UCONN
ax,welding,welding,weld,VERB,UCONN
ax,throwing,throwing,throw,VERB,UCONN
ax,chopping,chopping,chop,VERB,UCONN
ax,sharpening,sharpening,sharpen,VERB,UCONN
ax,decoration,decoration,decorate,VERB,UCONN
container,storing,storing,store,VERB,UCONN
container,decorating,decorating,decorate,VERB,UCONN
container,organization,organization,organize,VERB,UCONN
container,preserving,preserving,preserve,VERB,UCONN
cab,riding,riding,ride,VERB,UCONN
cab,calling,calling,call,VERB,UCONN
cab,traveling,traveling,travel,VERB,UCONN
cab,business,business,business,NOUN,UCONN
apparel,fashion,fashion,fashion,VERB,UCONN
apparel,comfort,comfort,comfort,VERB,UCONN
apparel,wearing,wearing,wear,VERB,UCONN
apparel,covering,covering,cover,VERB,UCONN
apparel,flaunting,flaunting,flaunt,VERB,UCONN
apparel,selling,selling,sell,VERB,UCONN
apparel,buying,buying,buy,VERB,UCONN
apparel,merchandizing,merchandising,merchandise,NOUN,UCONN
apparel,promoting,promoting,promote,VERB,UCONN
apparel,donating,donating,donate,VERB,UCONN
apparel,upcycling,upcycle,upcycle,VERB,UCONN
apparel,folding,folding,fold,VERB,UCONN
apparel,cleaning,cleaning,clean,VERB,UCONN
apparel,drying,drying,dry,VERB,UCONN
mace,hitting,hitting,hit,VERB,UCONN
mace,fighting,fighting,fight,VERB,UCONN
mace,hunting,hunting,hunt,VERB,UCONN
mace,studying (archaeology),studying,study,VERB,UCONN
mace,studying (archaeology),archaeology,archaeology,VERB,UCONN
veranda,gazing,gazing,ga,VERB,UCONN
veranda,sitting,sitting,sit,VERB,UCONN
veranda,lounging,lounging,lounge,VERB,UCONN
veranda,socializing,socializing,socialize,VERB,UCONN
veranda,aesthetic architecture,aesthetic,aesthetic,ADJ,UCONN
veranda,aesthetic architecture,architecture,architecture,NOUN,UCONN
ceramics,shaping,shaping,shape,VERB,UCONN
ceramics,baking,baking,bake,VERB,UCONN
ceramics,crafting,crafting,craft,VERB,UCONN
ceramics,decorating,decorating,decorate,VERB,UCONN
ceramics,painting,painting,paint,VERB,UCONN
ceramics,eating,eating,eat,VERB,UCONN
ceramics,storing,storing,store,VERB,UCONN
castle,living,living,live,VERB,UCONN
castle,ruling,ruling,rule,VERB,UCONN
castle,meeting,meeting,meet,VERB,UCONN
castle,socializing,socializing,socialize,VERB,UCONN
castle,sleeping,sleeping,sleep,VERB,UCONN
castle,building,building,build,VERB,UCONN
castle,flaunting,flaunting,flaunt,VERB,UCONN
cooler,cooling,cooling,cool,VERB,UCONN
cooler,preserving,preserving,preserve,VERB,UCONN
cooler,storing,storing,store,VERB,UCONN
cooler,aesthetic appeal,aesthetic,aesthetic,ADJ,UCONN
cooler,aesthetic appeal,appeal,appeal,VERB,UCONN
pillow,fluffing,fluffing,fluff,VERB,UCONN
pillow,sleeping,sleeping,sleep,VERB,UCONN
pillow,decorating,decorating,decorate,VERB,UCONN
pillow,sitting,sitting,sit,VERB,UCONN
pillow,lounging,lounging,lounge,VERB,UCONN
washbasin,washing,washing,wash,VERB,UCONN
washbasin,storing dishes,storing,store,VERB,UCONN
washbasin,storing dishes,dishes,dish,NOUN,UCONN
washbasin,drinking,drinking,drink,VERB,UCONN
washbasin,water source,water,water,NOUN,UCONN
washbasin,water source,source,source,VERB,UCONN
bike,riding,riding,ride,VERB,UCONN
bike,playing,playing,play,VERB,UCONN
bike,traveling,traveling,travel,VERB,UCONN
bike,save on gas,save,save,VERB,UCONN
bike,save on gas,gas,gas,NOUN,UCONN
bike,hobby,hobby,hobby,NOUN,UCONN
