Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
customer,to buy things,buy,buy,VERB,UCONN
customer,to buy things,things,thing,NOUN,UCONN
shrimp,to cook,cook,cake,VERB,UCONN
shrimp,clean,clean,clean,VERB,UCONN
shrimp,to sail and find,sail,sail,VERB,UCONN
shrimp,to sail and find,find,find,VERB,UCONN
teammate,to collaborate,collaborate,collaborate,VERB,UCONN
teammate,build a friendship,build,build,NOUN,UCONN
teammate,build a friendship,friendship,friendship,VERB,UCONN
teammate,perform,perform,perform,VERB,UCONN
teammate,win,win,win,VERB,UCONN
teammate,lose,lose,lose,VERB,UCONN
valve,drain,drain,drain,VERB,UCONN
valve,drink,drink,drink,VERB,UCONN
valve,open,open,open,VERB,UCONN
valve,close,close,close,VERB,UCONN
altar,a situation,situation,situation,NOUN,UCONN
altar,an outcome,outcome,outcome,NOUN,UCONN
altar,a problem,problem,problem,NOUN,UCONN
appendage,to live,live,live,VERB,UCONN
leash,to control,control,control,VERB,UCONN
pouch,storage,storage,store,VERB,UCONN
library,to read,read,read,VERB,UCONN
library,to study,study,study,VERB,UCONN
library,to learn,learn,learn,VERB,UCONN
library,to understand,understand,understand,VERB,UCONN
library,to find,find,find,VERB,UCONN
dishwater,to reuse,reuse,reuse,VERB,UCONN
dishwater,to clean,clean,clean,VERB,UCONN
dishwater,to remove,remove,remove,VERB,UCONN
dishwater,to drain ,drain,drain,VERB,UCONN
chicken,to eat,eat,eat,VERB,UCONN
chicken,to capture,capture,capture,VERB,UCONN
chicken,to raise,raise,raise,VERB,UCONN
chicken,to feed,feed,feed,VERB,UCONN
entertainer,to entertain,entertain,entertain,VERB,UCONN
entertainer,to transfix,transfix,transfix,SYM,UCONN
entertainer,to engage an audience,engage,engage,VERB,UCONN
entertainer,to engage an audience,audience,audience,NOUN,UCONN
entertainer,to gain money,gain,gain,VERB,UCONN
entertainer,to gain money,money,money,NOUN,UCONN
soy,for milk,milk,milk,VERB,UCONN
soy,to drink,drink,drink,VERB,UCONN
soy,to eat,eat,eat,VERB,UCONN
steel,to build,build,build,NOUN,UCONN
steel,to clean,clean,clean,VERB,UCONN
stairs,to climb,climb,climb,VERB,UCONN
stairs,for access,access,access,VERB,UCONN
chowder,to eat,eat,eat,VERB,UCONN
computer,to search for information,search,search,VERB,UCONN
computer,to search for information,information,inform,VERB,UCONN
computer,to take notes,take,take,VERB,UCONN
computer,to take notes,notes,note,VERB,UCONN
computer,to explore,explore,explore,VERB,UCONN
computer,to carry,carry,carry,VERB,UCONN
