Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
W10124340_kg,rxm8xbkyv7,Female,19,High School Graduate,White,Yes,0,United States,on
w10139038_kgm,2h4ksgruln,Female,18,Associates degree,White,Yes,0,Unites States of America,on
w10116451,9x8o3dcdhs,Male,21,High School Graduate,Asian/Pacific Islander,Yes,2,Pakistan,on
w10138579_maf,kg37oc4qds,Female,19,"Some College, no degree",Black,Yes,0,United States of America,on
w10116451_AA,0nopqd9slk,Female,21,High School Graduate,Asian/Pacific Islander,Yes,2,Pakistan,on
W10111146_JJ,l8qmh66c6t,Female,18,"Some College, no degree",Black,Yes,0,The United States of America,on
w488621_kw,od9t29hffu,Female,19,"Some College, no degree",White,Yes,0,USA,on
w10042471,zqn62son7e,Female,20,Associates degree,Black,Yes,0,United States of America,on
W10112258__ejg,x3vz62dj9r,Female,19,"Some College, no degree",White,Yes,0,United States,on
w10126826HKH,nnzunlezrn,Female,18,"Some College, no degree",White,Yes,0,united states,on
w10126826_hkh,ac2nn6yeki,Female,18,"Some College, no degree",White,Yes,0,united states,on
W10157473_cnw,uipf5ssn62,Female,40,Associates degree,Black,Yes,0,United States,on
10117172LL,7dlbs92855,Female,18,High School Graduate,Black,Yes,0,United States,on
w10057028_nfg,uh9aok2iu1,Female,21,Associates degree,White,Yes,0,United States,on
10128215BC,d7dvbjrkfu,Female,18,"Some College, no degree",White,Yes,0,United States,on
w10078722GEC,rhhlp9dfom,Female,19,"Some College, no degree",White,Yes,0,United States,on
w10109361_ccp,mwtcnq4x38,Female,18,"Some College, no degree",Black,Yes,0,USA,on
w10106198ML,vn73th2z9c,Other,18,"Some College, no degree",White,Yes,0,United States of America,on
w10126653LEJ,rkk7ucovmu,Female,18,"Some College, no degree",White,Yes,0,United States of America,on
W927070_hlb,dbvyeuh17y,Other,29,Bachelors degree,White,Yes,0,United States ,on
w10062326CT,r9ys17ouai,Female,19,"Some College, no degree",White,Yes,0,US,on
w10161690,wb9tai4jpx,Male,19,Bachelors degree,Asian/Pacific Islander,Yes,5,Nepal,on
w10150573_KAJ,pomh9dpuyc,Female,39,Associates degree,White,Yes,0,United States,on
w10106244_aeg,ywkfmtenyb,Female,19,"Some College, no degree",Other/unknown,Yes,6-May,United States ,on
w10126620ZN,bkt7vid8v3,Female,18,"Some College, no degree",Black,Yes,0,United States,on
w10118390_eh,wknzyvsyyz,Female,18,High School Graduate,White,Yes,0,united states of america,on
W10080760_mns,ubrqctebpr,Female,21,"Some College, no degree",Black,Yes,0,usa,on
w10128066LC,6p90qsm8tf,Male,18,"Some College, no degree",White,Yes,0,north america,on
W10156412_WAGR,2xx2tv4q5u,Female,26,Associates degree,White,Yes,0,The United States of America,on
w10105143_saa,s9jl4fqb66,Female,27,Associates degree,White,Yes,0,United States,on
w958722_hnm,xbzhjo2gpw,Female,25,Associates degree,White,Yes,0,United States,on
w10012802_agb,d4prqipnu9,Other,23,"Some College, no degree",White,Yes,0,USA,on
w10105143_saa,1hzrdvh0a4,Female,27,Associates degree,White,Yes,0,United States,on
W10046339_cpw,o9ngx2ryp0,Female,18,"Some College, no degree",Black,Yes,0,US,on
w10073422_cas,pun7f217yy,Female,27,Associates degree,White,Yes,0,United States,on
w10068007_TGW,muuwxp9kfo,Female,21,Associates degree,White,Yes,0,United States,on
w10138102_rab,0mnyrr1001,Female,18,"Some College, no degree",White,Yes,0,United States,on
W10133954_jmc,1st2prgwl5,Female,19,"Some College, no degree",Black,Yes,0,United States,on
W10102414_kmj,6gdbx63r91,Female,20,Associates degree,White,Yes,0,United States,on
W10134033_KG,jcf0w8lg4v,Male,18,"Some College, no degree",Black,Yes,0,United States,on
w10112199NB,7t71yzk7pa,Female,20,"Some College, no degree",Black,Yes,0,United States,on
w10157282_HBR,3zzbjcl67j,Female,31,"Some College, no degree",White,Yes,0,United States,on
TEST2_3,dw160vycpv,Male,30,"Graduate degree (Masters, Doctorate, etc.)",White,Yes,0,WFLHKAFHLHL,on
w356259_BJM,hn961v2rnp,Male,38,Bachelors degree,Black,Yes,0,United States,on
w10143413cj,jf114on4bx,Female,19,High School Graduate,Black,Yes,0,United States,on
w10131115,jec48ihkiu,Female,18,"Some College, no degree",White,Yes,0,United States,on
w10078147WW,s67p9zffu9,Male,20,"Some College, no degree",White,Yes,0,United States,on
w10132867_LAA,grgmyq2tbk,Female,19,"Some College, no degree",White,Yes,0,United States,on
w10084840_ajw,90ll6eq690,Female,21,"Some College, no degree",White,Yes,0,United States,on
w10131115,r2znhsqlvw,Female,19,"Some College, no degree",White,Yes,0,United States,on
w10139513_JEH,79rhyqr4gl,Female,19,"Some College, no degree",White,Yes,0,United States of America,on
w10139706PM,nisdkwwvi8,Female,18,Bachelors degree,White,No,0,United States,on
w952976,3opndo884i,Female,26,Associates degree,White,Yes,0,United States,on
w10133134_lpc,63incecyts,Female,19,"Some College, no degree",White,Yes,0,United States,on
10019758GW,xwgp8ycbao,Female,21,"Some College, no degree",White,Yes,0,United States,on
w10134003_tp,ssffpxu8ha,Male,22,"Some College, no degree",White,Yes,6,Poland,on
w10079233,ahyav5s4uc,Female,19,High School Graduate,Other/unknown,Yes,0,united states,on
W10140356_aac,ljf89t0g8g,Female,18,"Some College, no degree",White,Yes,0,USA,on
w10134188andCC,phz8wjcunn,Female,19,"Some College, no degree",White,Yes,1,United States,on
w10114694_AGW,lt9jwdjg0u,Female,18,"Some College, no degree",White,Yes,0,United States,on
w10141933,sghup5qkda,Female,19,"Some College, no degree",Black,Yes,0,United States,on
W10033523_hfp,rolw2g6cnq,Female,21,Associates degree,White,Yes,0,united states,on
w10148301_JVK,v1hbbk4v4j,Female,18,"Some College, no degree",Black,Yes,0,United States,on
w10140814DO,7zlfsb6hgt,Female,18,"Some College, no degree",White,Yes,0,United States,on
w10121776DC,8ojl6qcmdt,Male,18,"Some College, no degree",Black,Yes,0,United States ,on
w10094549_teb,ou3448v02k,Female,20,"Some College, no degree",White,Yes,0,United States,on
w10057641NS,ktqy7e1b1l,Male,21,"Some College, no degree",Black,Yes,1,USA,on
w10136645A.J,cqsmvpwm4w,Female,19,"Some College, no degree",Black,Yes,1,Usa,on
w10114035_CB,z03sgodfgi,Male,20,"Some College, no degree",White,Yes,0,America,on
w10080075NH,qw4umfbq2l,Female,19,High School Graduate,Asian/Pacific Islander,Yes,0,United States,on
W10140968_hvd,phrazxmdwv,Other,18,"Some College, no degree",Black,Yes,0,United States,on
10133675MN,cors1khu4f,Male,19,High School Graduate,Black,Yes,0,United States,on
W10161566_TEN,zvbrcvbeh4,Female,26,Associates degree,White,Yes,0,United States,on
w10089472,rmet7z0v4p,Female,19,"Some College, no degree",Black,Yes,1,United States,on
w10146643DHG,f5bmk7a7um,Other,18,High School Graduate,Black,Yes,3,America,on
10160134,v1nsl4z2dz,Female,21,Associates degree,Black,Yes,0,United States,on
W10134011_ars,wm9fgcicmx,Female,19,"Some College, no degree",White,Yes,0,USA,on
10140669KDL,rg3wge8hdt,Male,18,High School Graduate,White,Yes,0,United States,on
