Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
54a9b72efdf99b57183eb640,Version 24,floor,jumping,jumping,jump,VERB
54a9b72efdf99b57183eb640,Version 24,floor,lying down,lying,lie,VERB
54a9b72efdf99b57183eb640,Version 24,smuggler,contraband,contraband,contraband,NOUN
54a9b72efdf99b57183eb640,Version 24,bong,passing around,around,around,ADV
54a9b72efdf99b57183eb640,Version 24,parcel,sending,sending,send,VERB
54a9b72efdf99b57183eb640,Version 24,wildlife,looking at,looking,look,VERB
54a9b72efdf99b57183eb640,Version 24,wildlife,studying,studying,study,VERB
54a9b72efdf99b57183eb640,Version 24,fir,keeping warm,keeping,keep,VERB
54a9b72efdf99b57183eb640,Version 24,cricket,playing,playing,play,VERB
54a9b72efdf99b57183eb640,Version 24,cricket,watching,watching,watch,VERB
54a9b72efdf99b57183eb640,Version 24,charcoal,drawing,drawing,drawe,VERB
54a9b72efdf99b57183eb640,Version 24,charcoal,making a mess,making,make,NOUN
54a9b72efdf99b57183eb640,Version 24,charcoal,making a mess,mess,mess,NOUN
54a9b72efdf99b57183eb640,Version 24,puck,hockey,hockey,hockey,NOUN
54a9b72efdf99b57183eb640,Version 24,puck,hitting,hitting,hit,VERB
54a9b72efdf99b57183eb640,Version 24,herb,smelling,smelling,smell,VERB
54a9b72efdf99b57183eb640,Version 24,herb,growing,growing,grow,VERB
54a9b72efdf99b57183eb640,Version 24,nightlight,safety,safety,safety,NOUN
54a9b72efdf99b57183eb640,Version 24,nightlight,marking the way,marking,marke,NOUN
54a9b72efdf99b57183eb640,Version 24,nightlight,marking the way,way,way,NOUN
54a9b72efdf99b57183eb640,Version 24,enemy,unsure,unsure,unsure,ADJ
54a9b72efdf99b57183eb640,Version 24,harp,playing,playing,play,VERB
54a9b72efdf99b57183eb640,Version 24,harp,looking at,looking,look,VERB
54a9b72efdf99b57183eb640,Version 24,harp,plucking,plucking,pluck,VERB
54a9b72efdf99b57183eb640,Version 24,hibiscus,drinking,drinking,drink,VERB
54a9b72efdf99b57183eb640,Version 24,hibiscus,eating,eating,eat,VERB
54a9b72efdf99b57183eb640,Version 24,hibiscus,smelling,smelling,smell,VERB
54a9b72efdf99b57183eb640,Version 24,sugar,eating,eating,eat,VERB
54a9b72efdf99b57183eb640,Version 24,sugar,cookies,cookies,cookie,NOUN
54a9b72efdf99b57183eb640,Version 24,gymnasium,working out,working,work,VERB
54a9b72efdf99b57183eb640,Version 24,gymnasium,gymnastics,gymnastics,gymnastic,NOUN
54a9b72efdf99b57183eb640,Version 24,gymnasium,eating lunch,eating,eat,VERB
54a9b72efdf99b57183eb640,Version 24,gymnasium,eating lunch,lunch,lunch,NOUN
54a9b72efdf99b57183eb640,Version 24,gymnasium,studying,studying,study,VERB
54a9b72efdf99b57183eb640,Version 24,giblets,throwing in the bin,throwing,throw,VERB
54a9b72efdf99b57183eb640,Version 24,giblets,throwing in the bin,bin,bin,NOUN
54a9b72efdf99b57183eb640,Version 24,artichoke,eating,eating,eat,VERB
54a9b72efdf99b57183eb640,Version 24,quarters,saving,saving,save,VERB
54a9b72efdf99b57183eb640,Version 24,shin,kicking,kicking,kick,VERB
54a9b72efdf99b57183eb640,Version 24,cactus,pricking finger,pricking,prick,VERB
54a9b72efdf99b57183eb640,Version 24,cactus,pricking finger,finger,finger,NOUN
54a9b72efdf99b57183eb640,Version 24,cactus,watering,watering,wate,VERB
54a9b72efdf99b57183eb640,Version 24,cactus,pruning,pruning,prun,VERB
54a9b72efdf99b57183eb640,Version 24,cactus,looking at,looking,look,VERB
54a9b72efdf99b57183eb640,Version 24,breast,feeding a baby,feeding,feeding,NOUN
54a9b72efdf99b57183eb640,Version 24,breast,feeding a baby,baby,baby,NOUN
54a9b72efdf99b57183eb640,Version 24,rock,look at,look,look,VERB
54a9b72efdf99b57183eb640,Version 24,rock,paint,paint,paint,VERB
54a9b72efdf99b57183eb640,Version 24,leotard,wear,wear,wear,VERB
54a9b72efdf99b57183eb640,Version 24,leotard,perform,perform,perform,VERB
54a9b72efdf99b57183eb640,Version 24,blueberry,eat,eat,eat,VERB
54a9b72efdf99b57183eb640,Version 24,blueberry,drink,drink,drink,NOUN
54a9b72efdf99b57183eb640,Version 24,woodpecker,watch,watch,watch,VERB
54a9b72efdf99b57183eb640,Version 24,woodpecker,listen,listen,listen,VERB
54a9b72efdf99b57183eb640,Version 24,woodpecker,follow,follow,follow,VERB
5b758de6d74fcb00010d7f0b,Version 7,pad,draw,draw,dree,VERB
5b758de6d74fcb00010d7f0b,Version 7,kilt,clothing ,clothing,clothing,NOUN
5b758de6d74fcb00010d7f0b,Version 7,mulch,food,food,food,NOUN
5b758de6d74fcb00010d7f0b,Version 7,motorboat,river,river,river,NOUN
5b758de6d74fcb00010d7f0b,Version 7,motorboat,vehicle ,vehicle,vehicle,NOUN
5b758de6d74fcb00010d7f0b,Version 7,eyelid,face,face,face,NOUN
5b758de6d74fcb00010d7f0b,Version 7,eyelid,eyes,eyes,eyes,NOUN
5b758de6d74fcb00010d7f0b,Version 7,eyelid,look,look,look,VERB
5b758de6d74fcb00010d7f0b,Version 7,radish,food,food,food,NOUN
5b758de6d74fcb00010d7f0b,Version 7,radish,vegetables ,vegetables,vegetables,NOUN
5b758de6d74fcb00010d7f0b,Version 7,funnel,kitchen,kitchen,kitchen,NOUN
5b758de6d74fcb00010d7f0b,Version 7,funnel,food,food,food,NOUN
5b758de6d74fcb00010d7f0b,Version 7,funnel,drink,drink,drink,NOUN
5b758de6d74fcb00010d7f0b,Version 7,daddy,person,person,person,NOUN
5b758de6d74fcb00010d7f0b,Version 7,daddy,child,child,child,NOUN
5b758de6d74fcb00010d7f0b,Version 7,daddy,human,human,human,ADJ
5b758de6d74fcb00010d7f0b,Version 7,eyebath,cotton wool,cotton,cotton,NOUN
5b758de6d74fcb00010d7f0b,Version 7,eyebath,cotton wool,wool,wool,INTJ
5b758de6d74fcb00010d7f0b,Version 7,eyebath,face ,face,face,NOUN
5b758de6d74fcb00010d7f0b,Version 7,suspender,clothing,clothing,clothing,NOUN
5b758de6d74fcb00010d7f0b,Version 7,suspender,legs ,legs,leg,NOUN
5b758de6d74fcb00010d7f0b,Version 7,peanut,eat,eat,eat,VERB
5b758de6d74fcb00010d7f0b,Version 7,peanut,prepare,prepare,prepare,VERB
5b758de6d74fcb00010d7f0b,Version 7,grandniece,family,family,family,NOUN
5b758de6d74fcb00010d7f0b,Version 7,grandniece,human ,human,human,ADJ
5b758de6d74fcb00010d7f0b,Version 7,cushion,seat,seat,seat,NOUN
5b758de6d74fcb00010d7f0b,Version 7,cushion,sofa,sofa,sofa,NOUN
5b758de6d74fcb00010d7f0b,Version 7,silk,clothing,clothing,clothing,NOUN
5b758de6d74fcb00010d7f0b,Version 7,silk,shoes ,shoes,shoe,VERB
5b758de6d74fcb00010d7f0b,Version 7,mucous,food,food,food,NOUN
5b758de6d74fcb00010d7f0b,Version 7,banquet,outfit,outfit,outfit,NOUN
5b758de6d74fcb00010d7f0b,Version 7,banquet,clothing ,clothing,clothing,NOUN
5b758de6d74fcb00010d7f0b,Version 7,pine,wood,wood,wood,NOUN
5b758de6d74fcb00010d7f0b,Version 7,pine,trees,trees,tree,NOUN
5b758de6d74fcb00010d7f0b,Version 7,person,human,human,human,ADJ
5b758de6d74fcb00010d7f0b,Version 7,medic,hospital,hospital,hospital,NOUN
5b758de6d74fcb00010d7f0b,Version 7,medic,ambulance ,ambulance,ambulance,NOUN
5b758de6d74fcb00010d7f0b,Version 7,salesman,shop,shop,shop,NOUN
5b758de6d74fcb00010d7f0b,Version 7,grapevine,french,french,french,ADJ
5b758de6d74fcb00010d7f0b,Version 7,grapevine,wine,wine,wine,NOUN
5b758de6d74fcb00010d7f0b,Version 7,people,family,family,family,NOUN
5b758de6d74fcb00010d7f0b,Version 7,controller,tv remote,tv,tv,X
5b758de6d74fcb00010d7f0b,Version 7,controller,tv remote,remote,remite,ADJ
5b758de6d74fcb00010d7f0b,Version 7,controller,game controller ,game,game,NOUN
5b758de6d74fcb00010d7f0b,Version 7,controller,game controller ,controller,controller,NOUN
5b758de6d74fcb00010d7f0b,Version 7,cheese,sandwich,sandwich,sandwich,NOUN
5b758de6d74fcb00010d7f0b,Version 7,cheese,crackers,crackers,cracker,NOUN
5b758de6d74fcb00010d7f0b,Version 7,tent,hill day,hill,hill,ADV
5b758de6d74fcb00010d7f0b,Version 7,tent,hill day,day,day,NOUN
5b758de6d74fcb00010d7f0b,Version 7,tent,glamping ,glamping,glamp,VERB
5b758de6d74fcb00010d7f0b,Version 7,goldfish,animals,animals,animal,NOUN
5b758de6d74fcb00010d7f0b,Version 7,goldfish,fish,fish,fish,NOUN
5b758de6d74fcb00010d7f0b,Version 7,store,shop,shop,shop,NOUN
5b758de6d74fcb00010d7f0b,Version 7,store,food,food,food,NOUN
5b758de6d74fcb00010d7f0b,Version 7,storeroom,shop,shop,shop,NOUN
5b758de6d74fcb00010d7f0b,Version 7,storeroom,office,office,office,NOUN
5c14e1972b16ba0001c94560,Version 20,oilcloth,tableclothes,tablecloths,tablecloth,NOUN
