Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
J00708575C.E,accessory,headband,headband,headband,NOUN,USA
J00708575C.E,accessory,jewelry,jewelry,jewelry,NOUN,USA
J00708575C.E,accessory,purse,purse,purse,NOUN,USA
J00708575C.E,accessory,scarf,scarf,scarf,NOUN,USA
J00708575C.E,accessory,wallets,wallets,wallets,NOUN,USA
J00711570_MRL,accordion,music,music,music,NOUN,USA
J00689728te,accountant,talk ,talk,talk,VERB,USA
IANB,actor,serotonin,serotonin,serotonin,NOUN,USA
j00722198,actress,job,job,job,NOUN,USA
j00705948_kaj,acupuncture,therapy,therapy,therapy,NOUN,USA
J00698744EM,adapter,using it,using,use,VERB,USA
j00696237dk,addict,drugs,drugs,drug,NOUN,USA
J00717242_ceb,aircraft,crash,crash,crash,VERB,USA
J00717242_ceb,aircraft,flying,flying,flie,VERB,USA
J00717242_ceb,aircraft,takeoff,takeoff,takeoff,VERB,USA
J00717242_ceb,aircraft,trade,trade,trade,VERB,USA
J00717242_ceb,aircraft,travel,travel,travel,VERB,USA
J00717962sdpr,airman,fly,fly,fly,VERB,USA
j00709656_end,album,display,display,display,VERB,USA
j00709656_end,album,listen,listen,listen,VERB,USA
aidanwhiteAB,alcohol,driving,driving,drive,VERB,USA
aidanwhiteAB,alcohol,partying,partying,party,VERB,USA
j719536rln,almanac,growing season,growing,grow,VERB,USA
j719536rln,almanac,growing season,season,season,NOUN,USA
j719536rln,almanac,hunting season,hunting,hunt,VERB,USA
j719536rln,almanac,hunting season,season,season,NOUN,USA
j719536rln,almanac,weather,weather,weather,NOUN,USA
J00692277_las,almond,count,count,count,VERB,USA
J00692277_las,almond,eat,eat,eat,VERB,USA
J00692277_las,almond,smash,smash,smash,VERB,USA
J00692277_las,almond,turn into butter,butter,butter,NOUN,USA
J00692277_las,almond,turn into butter,turn,turn,VERB,USA
J00715556CM,aluminum,cover,cover,cover,VERB,USA
J00715556CM,aluminum,cut,cut,cut,VERB,USA
J00715556CM,aluminum,fold,fold,fold,VERB,USA
J00717711_ACG,ammo,gun,gun,gun,NOUN,USA
J00717711_ACG,ammo,shooting,shooting,shoot,VERB,USA
J00709083_tsb,ammunition,loading guns,guns,gun,NOUN,USA
J00709083_tsb,ammunition,loading guns,loading,load,VERB,USA
J00709083_tsb,ammunition,shooting,shooting,shoot,VERB,USA
j719536rln,amphetamine,stay awake,stay,stay,VERB,USA
j719536rln,amphetamine,suppress appetite,appetite,appetite,NOUN,USA
j719536rln,amphetamine,suppress appetite,suppress,suppress,VERB,USA
j719536rln,amphetamine,to alter mood,alter,alter,NOUN,USA
j719536rln,amphetamine,to alter mood,mood,mood,NOUN,USA
j00696237dk,amulet,eggs food,eggs,egg,NOUN,USA
j00696237dk,amulet,eggs food,food,food,NOUN,USA
j00716025KSH,ankle,standing,standing,stand,VERB,USA
J00692559_srt,anklet,jewelry,jewelry,jewelry,NOUN,USA
J00724197_ALM,announcer,announce someone or something,announce,announce,VERB,USA
J00724197_ALM,announcer,announce someone or something,someone,someone,PRON,USA
J00724197_ALM,announcer,announce someone or something,something,something,PRON,USA
J00676222mlm,antennae,and cars,cars,cars,NOUN,USA
J00676222mlm,antennae,insects,insects,insects,NOUN,USA
J00676222mlm,antennae,on bugs,bugs,bug,NOUN,USA
J00715325AW,antibiotics,medicine,medicine,medicine,NOUN,USA
J00674295_ASG,antique,chair,chair,chair,NOUN,USA
J00674295_ASG,antique,china set,china,china,NOUN,USA
J00674295_ASG,antique,china set,set,set,VERB,USA
J00605047_jaf,antiques,buy,buy,buy,VERB,USA
J00605047_jaf,antiques,display,display,display,VERB,USA
J00605047_jaf,antiques,sell,sell,sell,VERB,USA
j00696237dk,anus,asshole,asshole,asshole,NOUN,USA
J00698744EM,appetizer,eating,eating,eat,VERB,USA
J00709993_mgs,appliance,use,use,use,VERB,USA
J00712873_tj,applicator,apply products,apply,apply,VERB,USA
J00712873_tj,applicator,apply products,products,product,NOUN,USA
J00712873_tj,applicator,scooping,scooping,scooping,VERB,USA
J00712873_tj,applicator,smoothing,smoothing,smoothing,PRON,USA
J00663767_RDH,appraiser,estimates,estimates,estimate,VERB,USA
J00663767_RDH,appraiser,judges,judges,judge,VERB,USA
J00663767_RDH,appraiser,judges,judges,judge,VERB,USA
J00663767_RDH,appraiser,judges,judges,judge,VERB,USA
J00663767_RDH,appraiser,judges,judges,judge,VERB,USA
J00663767_RDH,appraiser,makes calls,calls,call,VERB,USA
J00663767_RDH,appraiser,makes calls,makes,make,VERB,USA
J00696344_jbh,apprentice,learning,learning,learn,VERB,USA
J00717370_kmt,aquarium,admiring,admiring,admir,VERB,USA
J00717370_kmt,aquarium,interacting,interacting,interact,VERB,USA
J00717370_kmt,aquarium,learning,learning,learn,VERB,USA
