Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group,
5eb3138319f0500f2004d2e9,knob,to open door,open,open,VERB,Prolific,
5eb3138319f0500f2004d2e9,knob,to open door,door,door,VERB,Prolific,
5eb3138319f0500f2004d2e9,cannabis,illegal,illegal,illegal,ADJ,Prolific,
5eb3138319f0500f2004d2e9,cornflower,baking,baking,bake,VERB,Prolific,
5eb3138319f0500f2004d2e9,cornflower,sauces,sauces,sauce,NOUN,Prolific,
5eb3138319f0500f2004d2e9,orchid,pretty flower,pretty,pretty,ADV,Prolific,
5eb3138319f0500f2004d2e9,orchid,pretty flower,flower,flower,NOUN,Prolific,
5eb3138319f0500f2004d2e9,panties,underwear,underwear,underwear,ADJ,Prolific,
5eb3138319f0500f2004d2e9,gooseberry,jam,jam,jam,VERB,Prolific,
5eb3138319f0500f2004d2e9,gooseberry,fruit salad,fruit,fruit,NOUN,Prolific,
5eb3138319f0500f2004d2e9,gooseberry,fruit salad,salad,salad,NOUN,Prolific,
5eb3138319f0500f2004d2e9,bowl,breakfast,breakfast,breakfast,NOUN,Prolific,
5eb3138319f0500f2004d2e9,speedboat,fun,fun,fun,VERB,Prolific,
5eb3138319f0500f2004d2e9,speedboat,water,water,water,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,keep money in them,keep,keep,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,keep money in them,money,money,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,pay people,pay,pay,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,pay people,people,people,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,burn the money to start a fire,burn,burn,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,burn the money to start a fire,money,money,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,burn the money to start a fire,start,start,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,burn the money to start a fire,fire,fire,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,throw them at your enemies,throw,throw,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,throw them at your enemies,enemies,enemy,NOUN,Prolific,
5eb689102f6b360162363e02,moneybags,give them to your friends,give,give,VERB,Prolific,
5eb689102f6b360162363e02,moneybags,give them to your friends,friends,friend,NOUN,Prolific,
5eb689102f6b360162363e02,chaplain,it bugs me that so many of these words aren't objects,bugs,bug,NOUN,Prolific,
5eb689102f6b360162363e02,chaplain,it bugs me that so many of these words aren't objects,many,many,ADJ,Prolific,
5eb689102f6b360162363e02,chaplain,it bugs me that so many of these words aren't objects,words,word,NOUN,Prolific,
5eb689102f6b360162363e02,chaplain,it bugs me that so many of these words aren't objects,objects,object,VERB,Prolific,
5eb689102f6b360162363e02,chaplain,you could use him for wisdom i guess,use,use,VERB,Prolific,
5eb689102f6b360162363e02,chaplain,you could use him for wisdom i guess,wisdom,wisdom,X,Prolific,
5eb689102f6b360162363e02,chaplain,you could use him for wisdom i guess,guess,guess,VERB,Prolific,
5eb689102f6b360162363e02,ramp,to go up,go,go,VERB,Prolific,
5eb689102f6b360162363e02,ramp,to go down,go,go,VERB,Prolific,
5eb689102f6b360162363e02,ramp,wheelchair access,wheelchair,wheelchair,NOUN,Prolific,
5eb689102f6b360162363e02,ramp,wheelchair access,access,access,NOUN,Prolific,
5eb689102f6b360162363e02,deerskin,to make leather,make,make,VERB,Prolific,
5eb689102f6b360162363e02,deerskin,to make leather,leather,leather,NOUN,Prolific,
5eb689102f6b360162363e02,deerskin,make a rug,make,make,VERB,Prolific,
5eb689102f6b360162363e02,deerskin,make a rug,rug,rug,NOUN,Prolific,
5eb689102f6b360162363e02,deerskin,make clothing,make,make,VERB,Prolific,
5eb689102f6b360162363e02,deerskin,make clothing,clothing,clothing,NOUN,Prolific,
5eb689102f6b360162363e02,vendor,to vend,vend,vend,VERB,Prolific,
5eb689102f6b360162363e02,commode,to poo,poo,poo,VERB,Prolific,
5eb689102f6b360162363e02,antihistamine,for allergies,allergies,allergy,NOUN,Prolific,
5eb689102f6b360162363e02,bootlace,to lace your boots,lace,lace,NOUN,Prolific,
5eb689102f6b360162363e02,bootlace,to lace your boots,boots,boot,NOUN,Prolific,
5eb689102f6b360162363e02,bootlace,to strangle someone,strangle,strangle,VERB,Prolific,
5eb689102f6b360162363e02,bootlace,to strangle someone,someone,someone,PRON,Prolific,
5eb689102f6b360162363e02,bootlace,to fasten something to something else,fasten,fasten,VERB,Prolific,
5eb689102f6b360162363e02,bootlace,to fasten something to something else,something,something,PRON,Prolific,
5eb689102f6b360162363e02,bootlace,to fasten something to something else,something,something,PRON,Prolific,
5eb689102f6b360162363e02,bootlace,to fasten something to something else,else,else,ADJ,Prolific,
5eb689102f6b360162363e02,bootlace,to practice your knots,practice,practice,VERB,Prolific,
5eb689102f6b360162363e02,bootlace,to practice your knots,knots,knot,NOUN,Prolific,
5eb689102f6b360162363e02,tree,cut down for wood,cut,cut,VERB,Prolific,
5eb689102f6b360162363e02,tree,cut down for wood,wood,wood,NOUN,Prolific,
5eb689102f6b360162363e02,tree,climb,climb,climb,VERB,Prolific,
5eb689102f6b360162363e02,tree,build a tree house,build,build,VERB,Prolific,
5eb689102f6b360162363e02,tree,build a tree house,tree,tree,NOUN,Prolific,
5eb689102f6b360162363e02,tree,build a tree house,house,house,NOUN,Prolific,
5eb689102f6b360162363e02,tree,hang a swing,hang,hang,VERB,Prolific,
5eb689102f6b360162363e02,tree,hang a swing,swing,swing,VERB,Prolific,
5eb689102f6b360162363e02,tree,shelter from the rain,shelter,shelter,VERB,Prolific,
5eb689102f6b360162363e02,tree,shelter from the rain,rain,rain,NOUN,Prolific,
5eb689102f6b360162363e02,tree,put up a birdhouse,put,put,VERB,Prolific,
5eb689102f6b360162363e02,tree,put up a birdhouse,birdhouse,birdhouse,NOUN,Prolific,
5eb689102f6b360162363e02,tree,hide behind,hide,hide,VERB,Prolific,
5eb689102f6b360162363e02,tree,hide behind,behind,behind,ADP,Prolific,
5eb689102f6b360162363e02,hairbrush,brush hair,brush,brush,VERB,Prolific,
5eb689102f6b360162363e02,hairbrush,brush hair,hair,hair,NOUN,Prolific,
5eb689102f6b360162363e02,hairbrush,use as a pretend microphone,use,use,VERB,Prolific,
5eb689102f6b360162363e02,hairbrush,use as a pretend microphone,pretend,pretend,VERB,Prolific,
5eb689102f6b360162363e02,hairbrush,use as a pretend microphone,microphone,microphone,VERB,Prolific,
5eb689102f6b360162363e02,portfolio,to show off your art,show,show,VERB,Prolific,
5eb689102f6b360162363e02,portfolio,to show off your art,art,art,NOUN,Prolific,
5eb689102f6b360162363e02,ashes,to douse a fire,douse,douse,VERB,Prolific,
5eb689102f6b360162363e02,ashes,to douse a fire,fire,fire,NOUN,Prolific,
5eb689102f6b360162363e02,ashes,you can scatter them,can,can,AUX,Prolific,
5eb689102f6b360162363e02,ashes,you can scatter them,scatter,scatter,VERB,Prolific,
5eb689102f6b360162363e02,envelope,to send letters,send,send,VERB,Prolific,
5eb689102f6b360162363e02,envelope,to send letters,letters,letter,NOUN,Prolific,
5eb689102f6b360162363e02,envelope,to start a fire,start,start,VERB,Prolific,
5eb689102f6b360162363e02,envelope,to start a fire,fire,fire,VERB,Prolific,
5eb689102f6b360162363e02,tooth,biting,biting,bite,VERB,Prolific,
5eb689102f6b360162363e02,tooth,chewing,chewing,chew,VERB,Prolific,
5eb689102f6b360162363e02,tooth,gift for fairies,gift,gift,NOUN,Prolific,
5eb689102f6b360162363e02,tooth,gift for fairies,fairies,fairy,NOUN,Prolific,
5eb689102f6b360162363e02,fluid,drink,drink,drink,VERB,Prolific,
5eb689102f6b360162363e02,fluid,cool down,cool,cool,ADJ,Prolific,
5eb689102f6b360162363e02,fluid,wash in,wash,wash,VERB,Prolific,
5eb689102f6b360162363e02,fluid,cook with,cook,cook,VERB,Prolific,
5eb689102f6b360162363e02,cornfield,to farm corn,farm,farm,VERB,Prolific,
5eb689102f6b360162363e02,cornfield,to farm corn,corn,corn,NOUN,Prolific,
5eb689102f6b360162363e02,carnival,have fun,fun,fun,NOUN,Prolific,
5eb689102f6b360162363e02,carnival,win prizes,win,win,VERB,Prolific,
5eb689102f6b360162363e02,carnival,win prizes,prizes,prize,NOUN,Prolific,
5eb689102f6b360162363e02,carnival,eat food,eat,eat,VERB,Prolific,
5eb689102f6b360162363e02,carnival,eat food,food,food,NOUN,Prolific,
5eb689102f6b360162363e02,woman,another non-object,another,another,DET,Prolific,
5eb689102f6b360162363e02,woman,another non-object,object,object,ADV,Prolific,
5eb689102f6b360162363e02,woman,go on dates,go,go,VERB,Prolific,
5eb689102f6b360162363e02,woman,go on dates,dates,date,NOUN,Prolific,
5eb689102f6b360162363e02,woman,hang out,hang,hang,VERB,Prolific,
5eb689102f6b360162363e02,woman,chat with,chat,chat,VERB,Prolific,
5eb689102f6b360162363e02,woman,work together,work,work,NOUN,Prolific,
5eb689102f6b360162363e02,woman,work together,together,together,ADV,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,can,can,AUX,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,help,help,VERB,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,dress,dress,NOUN,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,decorate,decorate,VERB,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,stuff,stuff,NOUN,Prolific,
5eb689102f6b360162363e02,woman,she can help me dress and decorate and all the stuff i'm bad at,bad,bad,ADJ,Prolific,
5eb689102f6b360162363e02,woman,cook pancakes for or with,cook,cook,VERB,Prolific,
5eb689102f6b360162363e02,woman,cook pancakes for or with,pancakes,pancake,NOUN,Prolific,
5eb689102f6b360162363e02,woman,have sex,sex,sex,VERB,Prolific,
5eb689102f6b360162363e02,woman,get married,get,get,VERB,Prolific,
5eb689102f6b360162363e02,woman,get married,married,marry,VERB,Prolific,
5eb689102f6b360162363e02,woman,make a baby,make,make,VERB,Prolific,
5eb689102f6b360162363e02,woman,make a baby,baby,baby,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,use them for unconditional love,use,use,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,use them for unconditional love,unconditional,unconditional,ADJ,Prolific,
5eb689102f6b360162363e02,grandparent,use them for unconditional love,love,love,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,acquire snacks,acquire,acquire,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,acquire snacks,snacks,snack,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,gain useful life insights,gain,gain,VERB,Prolific,
5eb689102f6b360162363e02,grandparent,gain useful life insights,useful,useful,ADJ,Prolific,
5eb689102f6b360162363e02,grandparent,gain useful life insights,life,life,NOUN,Prolific,
5eb689102f6b360162363e02,grandparent,gain useful life insights,insights,insight,VERB,Prolific,
5eb689102f6b360162363e02,tomb,bury someone,bury,bury,VERB,Prolific,
5eb689102f6b360162363e02,tomb,bury someone,someone,someone,PRON,Prolific,
5eb689102f6b360162363e02,fossil,display in a museum,display,display,VERB,Prolific,
5eb689102f6b360162363e02,fossil,display in a museum,museum,museum,NOUN,Prolific,
5eb689102f6b360162363e02,cracker,eat it,eat,eat,VERB,Prolific,
5eb689102f6b360162363e02,stallion,ride,ride,ride,VERB,Prolific,
5eb689102f6b360162363e02,stallion,breed,breed,breed,VERB,Prolific,
5eb689102f6b360162363e02,label,label things,label,label,VERB,Prolific,
5eb689102f6b360162363e02,label,label things,things,thing,NOUN,Prolific,
5eb689102f6b360162363e02,crypt,bury your dead,bury,bury,VERB,Prolific,
5eb689102f6b360162363e02,crypt,bury your dead,dead,dead,ADJ,Prolific,
5eb689102f6b360162363e02,tightrope,balance,balance,balance,VERB,Prolific,
5eb689102f6b360162363e02,beefcake,admire,admire,admire,VERB,Prolific,
5eb689102f6b360162363e02,flashlight,light your way at night,light,light,VERB,Prolific,
5eb689102f6b360162363e02,flashlight,light your way at night,way,way,NOUN,Prolific,
5eb689102f6b360162363e02,flashlight,light your way at night,night,night,NOUN,Prolific,
5eb689102f6b360162363e02,flashlight,useful in a power cut,useful,useful,ADJ,Prolific,
5eb689102f6b360162363e02,flashlight,useful in a power cut,power,power,NOUN,Prolific,
5eb689102f6b360162363e02,flashlight,useful in a power cut,cut,cut,VERB,Prolific,
5eb689102f6b360162363e02,Donut,eat it,eat,eat,VERB,Prolific,
5eb689102f6b360162363e02,Donut,share with people,share,share,VERB,Prolific,
5eb689102f6b360162363e02,Donut,share with people,people,people,NOUN,Prolific,
5ee5483b1dfa3b0ded826eee,pimento,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pimento,use as ingredient,use,use,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pimento,use as ingredient,ingredient,ingredient,NOUN,Prolific,
5ee5483b1dfa3b0ded826eee,pimento,smell,smell,smell,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,baby,hold,hold,hold,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,baby,put to sleep,put,put,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,baby,put to sleep,sleep,sleep,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,baby,shake,shake,shake,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,nun,learn from,learn,learn,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pumpkin,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pumpkin,cook with,cook,cook,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pumpkin,decorate,decorate,decorate,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pumpkin,carve,carve,carve,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,undercoat,wear,wear,wear,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,undercoat,hang,hang,hang,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,iron,mine,mine,mine,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,iron,wear,wear,wear,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,iron,build with,build,build,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,crotch,touch,touch,touch,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,crotch,sniff,sniff,sniff,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,punchbowl,put liquid inside,put,put,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,punchbowl,put liquid inside,liquid,liquid,AUX,Prolific,
5ee5483b1dfa3b0ded826eee,punchbowl,put liquid inside,inside,inside,ADV,Prolific,
5ee5483b1dfa3b0ded826eee,punchbowl,balance,balance,balance,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,punchbowl,display,display,display,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,pigtail,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bookend,organise with,organize,organize,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bookend,throw,throw,throw,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,marksman,learn from,learn,learn,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,marksman,hire,hire,hire,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,clergy,learn from,learn,learn,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,clergy,pray with,pray,pray,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,photograph,look at,look,look,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,photograph,take,take,take,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,photograph,burn,burn,burn,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,portrait,draw,draw,dree,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,portrait,paint,paint,paint,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,portrait,look at,look,look,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,jukebox,listen,listen,listen,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,jukebox,turn on,turn,turn,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,costumer,hire,hire,hire,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,brisket,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,brisket,smell,smell,smell,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,nail,cut,cut,cut,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,nail,drill,drill,drill,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,homemaker,hire,hire,hire,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,homemaker,pay,pay,pay,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,headset,listen,listen,listen,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,headset,carry,carry,carry,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,headset,break,break,break,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,nameplate,display,display,display,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bamboo,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bamboo,chew,chew,chew,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bamboo,grow,grow,grow,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,thumbnail,read,read,read,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,thumbnail,view,view,view,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,shingles,cure,cure,cure,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,ketchup,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,ketchup,taste,taste,taste,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,ketchup,try,try,try,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,ketchup,pour,pour,pour,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,scallion,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,scallion,cook,cook,cook,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,foodstuff,eat,eat,eat,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,foodstuff,smell,smell,smell,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,foodstuff,present,present,present,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,foodstuff,bring,bring,bring,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,mouthwash,gargle,gargle,gargle,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,mop,clean,clean,clean,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,mop,carry,carry,carry,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,mop,hold,hold,hold,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bank,borrow,borrow,borrow,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bank,go to,go,go,VERB,Prolific,
5ee5483b1dfa3b0ded826eee,bank,purchase,purchase,purchase,VERB,Prolific,
60358d6b8447dceb12366db6,stream,environment,environment,environment,NOUN,Prolific,
60358d6b8447dceb12366db6,stream,water,water,water,NOUN,Prolific,
60358d6b8447dceb12366db6,comforter,blanket,blanket,blanket,NOUN,Prolific,
60358d6b8447dceb12366db6,keepsake,memories,memories,memory,VERB,Prolific,
60358d6b8447dceb12366db6,chest,protects organs,protects,protect,VERB,Prolific,
60358d6b8447dceb12366db6,chest,protects organs,organs,organ,NOUN,Prolific,
60358d6b8447dceb12366db6,newt,pet,pet,pet,VERB,Prolific,
60358d6b8447dceb12366db6,comb,brush hair,brush,brush,VERB,Prolific,
60358d6b8447dceb12366db6,comb,brush hair,hair,hair,NOUN,Prolific,
60358d6b8447dceb12366db6,longbow,shoot,shoot,shoot,VERB,Prolific,
60358d6b8447dceb12366db6,animal,pets,pets,pet,VERB,Prolific,
60358d6b8447dceb12366db6,animal,food,food,food,NOUN,Prolific,
60358d6b8447dceb12366db6,animal,entertainment,entertainment,entertain,VERB,Prolific,
60358d6b8447dceb12366db6,floorboard,fire wood,fire,fire,VERB,Prolific,
60358d6b8447dceb12366db6,floorboard,fire wood,wood,wood,NOUN,Prolific,
60358d6b8447dceb12366db6,floorboard,flooring,flooring,floor,VERB,Prolific,
60358d6b8447dceb12366db6,mink,clothing,clothing,clothing,NOUN,Prolific,
60358d6b8447dceb12366db6,secretary,admin,admin,admin,ADJ,Prolific,
60358d6b8447dceb12366db6,secretary,help,help,help,VERB,Prolific,
60358d6b8447dceb12366db6,tortoise,pet,pet,pet,VERB,Prolific,
60358d6b8447dceb12366db6,harpsichord,musical instrument,musical,music,VERB,Prolific,
60358d6b8447dceb12366db6,harpsichord,musical instrument,instrument,instrument,NOUN,Prolific,
60358d6b8447dceb12366db6,handkerchief,wipe,wipe,wipe,VERB,Prolific,
60358d6b8447dceb12366db6,handkerchief,blow,blow,blow,VERB,Prolific,
60358d6b8447dceb12366db6,radiologist,medical,medical,medical,ADJ,Prolific,
60358d6b8447dceb12366db6,headrest,rest,rest,rest,VERB,Prolific,
60358d6b8447dceb12366db6,confetti,party,party,party,VERB,Prolific,
60358d6b8447dceb12366db6,confetti,litter,litter,litter,VERB,Prolific,
60358d6b8447dceb12366db6,duckweed,plant,plant,plant,VERB,Prolific,
60358d6b8447dceb12366db6,kit,tools,tools,tool,NOUN,Prolific,
60358d6b8447dceb12366db6,kit,useful,useful,useful,ADJ,Prolific,
60358d6b8447dceb12366db6,sled,snow,snow,snow,NOUN,Prolific,
60358d6b8447dceb12366db6,gate,contains things,contains,contain,VERB,Prolific,
60358d6b8447dceb12366db6,gate,contains things,things,thing,NOUN,Prolific,
60358d6b8447dceb12366db6,gate,protection,protection,protect,VERB,Prolific,
60358d6b8447dceb12366db6,gate,security,security,security,VERB,Prolific,
60358d6b8447dceb12366db6,loin,meat,meat,meat,NOUN,Prolific,
60358d6b8447dceb12366db6,loin,food,food,food,NOUN,Prolific,
60358d6b8447dceb12366db6,newspaper,information,information,inform,VERB,Prolific,
60358d6b8447dceb12366db6,newspaper,news,news,news,VERB,Prolific,
60358d6b8447dceb12366db6,newspaper,fire material,fire,fire,VERB,Prolific,
60358d6b8447dceb12366db6,newspaper,fire material,material,material,NOUN,Prolific,
60358d6b8447dceb12366db6,axle,tool,tool,tool,NOUN,Prolific,
60358d6b8447dceb12366db6,pot,flower pot,flower,flower,NOUN,Prolific,
60358d6b8447dceb12366db6,pot,flower pot,pot,pot,NOUN,Prolific,
60358d6b8447dceb12366db6,pot,storage,storage,store,VERB,Prolific,
60358d6b8447dceb12366db6,pot,decoration,decoration,decorate,VERB,Prolific,
60358d6b8447dceb12366db6,spear,weapon,weapon,weapon,VERB,Prolific,
60358d6b8447dceb12366db6,spear,hunting tool,hunting,hunt,VERB,Prolific,
60358d6b8447dceb12366db6,spear,hunting tool,tool,tool,NOUN,Prolific,
60358d6b8447dceb12366db6,firstborn,heir,heir,heir,NOUN,Prolific,
60358d6b8447dceb12366db6,hamster,pet,pet,pet,VERB,Prolific,
60358d6b8447dceb12366db6,hamster,entertainment,entertainment,entertain,VERB,Prolific,
60358d6b8447dceb12366db6,pet,entertainment,entertainment,entertain,VERB,Prolific,
60358d6b8447dceb12366db6,apron,clothes protection,clothes,clothes,NOUN,Prolific,
60358d6b8447dceb12366db6,apron,clothes protection,protection,protect,VERB,Prolific,
60358d6b8447dceb12366db6,apron,outfit,outfit,outfit,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,southerner,to laugh with,laugh,laugh,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,southerner,make fun of,make,make,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,southerner,make fun of,fun,fun,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,southerner,to visit,visit,visit,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to feel affection,feel,feel,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to feel affection,affection,affection,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to love,love,love,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to want,want,want,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to spend time with,spend,spend,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,mistress,to spend time with,time,time,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to gain money,gain,gain,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to gain money,money,money,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to sell,sell,sell,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to feel wealthy,feel,feel,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to feel wealthy,wealthy,wealthy,ADJ,Prolific,
604c00d2b7b5f4d3e08b067f,treasure,to wear,wear,wear,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,cut the grass,cut,cut,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,cut the grass,grass,grass,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,trim the hedges,trim,trim,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,trim the hedges,hedges,hedge,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,make the garden look nicer,make,make,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,make the garden look nicer,garden,garden,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,make the garden look nicer,look,look,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,gardener,make the garden look nicer,nicer,nicer,ADJ,Prolific,
604c00d2b7b5f4d3e08b067f,remote,turn the tv off,turn,turn,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,remote,turn the tv on,turn,turn,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,remote,throw it at someone to get someone's attention,throw,throw,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,remote,throw it at someone to get someone's attention,someone,someone,PRON,Prolific,
604c00d2b7b5f4d3e08b067f,remote,throw it at someone to get someone's attention,get,get,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,remote,throw it at someone to get someone's attention,attention,attention,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,remote,doorstop,doorstop,doorstop,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make someone feel good,make,make,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make someone feel good,someone,someone,PRON,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make someone feel good,feel,feel,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make someone feel good,good,good,ADJ,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,brighten up the room,brighten,brighten,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,brighten up the room,room,room,NOUN,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make you feel good,make,make,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make you feel good,feel,feel,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,make you feel good,good,good,ADJ,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,cheer someone up,cheer,cheer,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,bouquet,cheer someone up,someone,someone,PRON,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,scare someone,scare,scare,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,scare someone,someone,someone,PRON,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,keep someone away from something,keep,keep,VERB,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,keep someone away from something,someone,someone,PRON,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,keep someone away from something,away,away,ADV,Prolific,
604c00d2b7b5f4d3e08b067f,arachnid,keep someone away from something,something,something,PRON,Prolific,
