Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
20296454PJ,excavator,construction ,construction,construction,NOUN,MSU Texas
20296454PJ,eggplant,cooking,cooking,cook,VERB,MSU Texas
20296454PJ,shelter,sleeping,sleeping,sleep,VERB,MSU Texas
20296454PJ,shelter,reading,reading,read,VERB,MSU Texas
20296454PJ,shelter,class,class,class,NOUN,MSU Texas
20296454PJ,shelter,showering,showering,shower,VERB,MSU Texas
20296454PJ,stick,crafts,crafts,craft,NOUN,MSU Texas
20296454PJ,stick,fetch with dog,fetch,fetch,VERB,MSU Texas
20296454PJ,stick,fetch with dog,dog,dog,NOUN,MSU Texas
20296454PJ,stick,digging,digging,dig,VERB,MSU Texas
20296454PJ,drug,substance abuse,substance,substance,NOUN,MSU Texas
20296454PJ,drug,substance abuse,abuse,abuse,NOUN,MSU Texas
20296454PJ,case,used by police,used,use,VERB,MSU Texas
20296454PJ,case,used by police,police,police,NOUN,MSU Texas
20296454PJ,case,used as briefcase ,used,use,VERB,MSU Texas
20296454PJ,case,used as briefcase ,briefcase,briefcase,NOUN,MSU Texas
20296454PJ,torchlight,used as a light,used,use,VERB,MSU Texas
20296454PJ,torchlight,used as a light,light,light,NOUN,MSU Texas
20296454PJ,motel,sleep,sleep,sleep,VERB,MSU Texas
20296454PJ,pantry,to keep food,keep,keep,VERB,MSU Texas
20296454PJ,pantry,to keep food,food,food,NOUN,MSU Texas
20296454PJ,plum,to eat,eat,eat,VERB,MSU Texas
20296454PJ,plum,make jelly,make,make,VERB,MSU Texas
20296454PJ,plum,make jelly,jelly,jelly,ADV,MSU Texas
20296454PJ,roll,eat,eat,eat,VERB,MSU Texas
20296454PJ,phalanges,everything ,everything,everything,PRON,MSU Texas
20296454PJ,accordion,make music,make,make,VERB,MSU Texas
20296454PJ,accordion,make music,music,music,NOUN,MSU Texas
20296454PJ,beef,eat,eat,eat,VERB,MSU Texas
20296454PJ,body,everything ,everything,everything,PRON,MSU Texas
