Stimuli.Cue,affordance_parsed,word,lemma,POS,Source,,
neckwear,show off,show,show,VERB,Hope,,
neckwear,lanyard,lanyard,lanyard,NOUN,Hope,,
finger,point,point,point,NOUN,Hope,,
finger,squish,squish,squish,VERB,Hope,,
finger,pinch,pinch,pinch,NOUN,Hope,,
finger,bend,bend,bend,NOUN,Hope,,
finger,wiggle,wiggle,wiggle,VERB,Hope,,
icing,eat it,eat,eat,VERB,Hope,,
icing,decorate,decorate,decorate,VERB,Hope,,
icing,make,make,make,VERB,Hope,,
icing,buy,buy,buy,VERB,Hope,,
icing,sell,sell,sell,VERB,Hope,,
soles,walk,walk,walk,VERB,Hope,,
opium,overdose,overdose,overdose,PRON,Hope,,
opium,buy,buy,buy,VERB,Hope,,
opium,sell,sell,sell,VERB,Hope,,
Food,eat,eat,eat,VERB,Hope,,
Food,buy,buy,buy,VERB,Hope,,
Food,sell,sell,sell,VERB,Hope,,
Food,throw away,throw,throw,VERB,Hope,,
Food,throw away,away,away,ADV,Hope,,
Food,make,make,make,VERB,Hope,,
Food,give,give,give,VERB,Hope,,
eyedrop,eyes,eyes,eyes,NOUN,Hope,,
staff,support,support,support,VERB,Hope,,
bleacher,sitting,sitting,sit,VERB,Hope,,
bleacher,standing,standing,stand,VERB,Hope,,
bleacher,walking on,walking,walk,VERB,Hope,,
canteen,drinking,drinking,drink,VERB,Hope,,
canteen,camping,camping,camp,VERB,Hope,,
epidermis,skin,skin,skin,NOUN,Hope,,
epidermis,body,body,body,NOUN,Hope,,
gyroscope,looking,looking,look,VERB,Hope,,
gyroscope,searching,searching,search,VERB,Hope,,
gyroscope,research,research,research,VERB,Hope,,
newspaperman,worker,worker,worker,NOUN,Hope,,
buckle,protection,protection,protect,VERB,Hope,,
buckle,safe,safe,safe,ADJ,Hope,,
bedspread,sleeping,sleeping,sleep,VERB,Hope,,
bedspread,sitting,sitting,sit,VERB,Hope,,
bedspread,laying,laying,lay,VERB,Hope,,
signpost,direction,direction,direct,VERB,Hope,,
signpost,help,help,help,VERB,Hope,,
bat,hitting,hitting,hit,VERB,Hope,,
bat,playing,playing,play,VERB,Hope,,
straitjacket,wearing,wearing,wear,VERB,Hope,,
trombone,using,using,use,VERB,Hope,,
trombone,playing,playing,play,VERB,Hope,,
oilcan,using,using,use,VERB,Hope,,
tank,holding,holding,hold,VERB,Hope,,
tank,using,using,use,VERB,Hope,,
tank,saving,saving,save,VERB,Hope,,
walker,using,using,use,VERB,Hope,,
walker,guidance,guidance,guidance,NOUN,Hope,,
pie,eating,eating,eat,VERB,Hope,,
pie,baking,baking,bake,VERB,Hope,,
goldsmith,worker,worker,worker,NOUN,Hope,,
sushi,eating,eating,eat,VERB,Hope,,
sushi,making,making,make,VERB,Hope,,
sushi,cooking,cooking,cook,VERB,Hope,,
salad,eating,eating,eat,VERB,Hope,,
salad,making,making,make,VERB,Hope,,
salad,cooking,cooking,cook,VERB,Hope,,
salad,saving,saving,save,VERB,Hope,,
stopwatch,looking at time,looking,look,VERB,Hope,,
stopwatch,looking at time,time,time,NOUN,Hope,,
stopwatch,races,races,race,VERB,Hope,,
makeup,using,using,use,VERB,Hope,,
makeup,smashing,smashing,smashe,VERB,Hope,,
denims,wearing,wearing,wear,VERB,Hope,,
denims,use,use,use,VERB,Hope,,
denims,thrift,thrift,thrift,NOUN,Hope,,
acorn,collecting,collecting,collect,VERB,Hope,,
acorn,using,using,use,VERB,Hope,,
dance,moving,moving,move,VERB,Hope,,
chaplain,talk to,talk,talk,VERB,Hope,,
chaplain,learn from,learn,learn,VERB,Hope,,
vendor,buy food,buy,buy,VERB,Hope,,
vendor,buy food,food,food,NOUN,Hope,,
vendor,talk to,talk,talk,VERB,Hope,,
vendor,ask about food,ask,ask,VERB,Hope,,
vendor,ask about food,food,food,NOUN,Hope,,
vendor,support,support,support,VERB,Hope,,
tomb,as gravestone,gravestone,gravestone,NOUN,Hope,,
antihistamine,lessen allergies,lessen,lessen,ADV,Hope,,
antihistamine,lessen allergies,allergies,allergy,NOUN,Hope,,
antihistamine,lessen rashes,lessen,lessen,ADV,Hope,,
antihistamine,lessen rashes,rashes,rash,NOUN,Hope,,
antihistamine,lessen sores,lessen,lessen,ADV,Hope,,
antihistamine,lessen sores,sores,sore,NOUN,Hope,,
tightrope,walk on,walk,walk,VERB,Hope,,
tightrope,as a jump rope,jump,jump,VERB,Hope,,
tightrope,as a jump rope,rope,rope,NOUN,Hope,,
tightrope,as a regular rope,regular,regular,ADJ,Hope,,
tightrope,as a regular rope,rope,rope,NOUN,Hope,,
fossil,in museum,museum,museum,NOUN,Hope,,
fossil,in house,house,house,NOUN,Hope,,
fossil,as decoration,decoration,decorate,VERB,Hope,,
fossil,to study,study,study,VERB,Hope,,
fossil,study time periods ,study,study,NOUN,Hope,,
fossil,study time periods ,time,time,NOUN,Hope,,
fossil,study time periods ,periods,period,NOUN,Hope,,
moneybags,to hold money,hold,hold,VERB,Hope,,
moneybags,to hold money,money,money,NOUN,Hope,,
moneybags,to hold anything,hold,hold,VERB,Hope,,
moneybags,to hold anything,anything,anything,PRON,Hope,,
moneybags,decoration,decoration,decorate,VERB,Hope,,
cornfield,corn maze,corn,corn,NOUN,Hope,,
cornfield,corn maze,maze,maze,NOUN,Hope,,
cornfield,hiding spot,hiding,hi,VERB,Hope,,
cornfield,hiding spot,spot,spot,NOUN,Hope,,
cornfield,shade,shade,shade,VERB,Hope,,
cornfield,to grow corn,grow,grow,VERB,Hope,,
cornfield,to grow corn,corn,corn,NOUN,Hope,,
cornfield,play in ,play,play,VERB,Hope,,
fluid,drink,drink,drink,VERB,Hope,,
fluid,swim in,swim,swim,VERB,Hope,,
fluid,cook with,cook,cake,VERB,Hope,,
grandparent,love,love,love,VERB,Hope,,
grandparent,hug,hug,hug,VERB,Hope,,
grandparent,talk to,talk,talk,VERB,Hope,,
grandparent,read with,read,read,VERB,Hope,,
grandparent,bake with,bake,bake,VERB,Hope,,
cracker,eat,eat,eat,VERB,Hope,,
cracker,throw at someone,throw,throw,VERB,Hope,,
cracker,throw at someone,someone,someone,PRON,Hope,,
cracker,cook with,cook,cake,VERB,Hope,,
label,to label something correctly,label,label,NOUN,Hope,,
label,to label something correctly,something,something,PRON,Hope,,
label,to label something correctly,correctly,correctly,ADV,Hope,,
label,label something incorrectly,label,label,NOUN,Hope,,
label,label something incorrectly,something,something,PRON,Hope,,
label,label something incorrectly,incorrectly,incorrectly,ADV,Hope,,
label,as a joke,joke,joke,NOUN,Hope,,
label,decoration,decoration,decorate,VERB,Hope,,
label,tell you what an object is,tell,tell,VERB,Hope,,
label,tell you what an object is,object,object,ADV,Hope,,
envelope,send mail,send,send,VERB,Hope,,
envelope,send mail,mail,mail,NOUN,Hope,,
envelope,put letters in,put,put,VERB,Hope,,
envelope,put letters in,letters,letter,NOUN,Hope,,
envelope,store things in,store,store,VERB,Hope,,
envelope,store things in,things,thing,NOUN,Hope,,
envelope,open when letters,open,open,VERB,Hope,,
envelope,open when letters,letters,letter,NOUN,Hope,,
envelope,hide papers,hide,hide,NOUN,Hope,,
envelope,hide papers,papers,papers,NOUN,Hope,,
Donut,eat,eat,eat,VERB,Hope,,
Donut,donut run,donuts,donut,NOUN,Hope,,
Donut,donut run,run,run,NOUN,Hope,,
Donut,motivation,motivation,motivation,NOUN,Hope,,
carnival,to have fun,fun,fun,NOUN,Hope,,
ashes,bury them,bury,bury,VERB,Hope,,
ashes,put in a jar,put,put,VERB,Hope,,
ashes,put in a jar,jar,jar,NOUN,Hope,,
ashes,(decoration),decoration,decorate,VERB,Hope,,
ashes,spread somewhere,spread,spread,NOUN,Hope,,
ashes,spread somewhere,somewhere,somewhere,ADV,Hope,,
ashes,put in jewlery,put,put,VERB,Hope,,
ashes,put in jewlery,jewelry,jewelry,NOUN,Hope,,
hairbrush,brush hair,brush,brush,VERB,Hope,,
hairbrush,brush hair,hair,hair,NOUN,Hope,,
hairbrush,hit someone,hit,hit,VERB,Hope,,
hairbrush,hit someone,someone,someone,PRON,Hope,,
hairbrush,self defense,self,self,NOUN,Hope,,
hairbrush,self defense,defense,defend,VERB,Hope,,
hairbrush,as a microphone,microphone,microphone,NOUN,Hope,,
tree,climb,climb,climb,VERB,Hope,,
tree,sleep under,sleep,sleep,VERB,Hope,,
tree,hang up a hammock,hang,hang,VERB,Hope,,
tree,hang up a hammock,hammock,hammock,NOUN,Hope,,
tree,run around,run,run,VERB,Hope,,
tree,run around,around,around,ADV,Hope,,
tree,tie a dog leash to,tie,tie,VERB,Hope,,
tree,tie a dog leash to,dog,dog,NOUN,Hope,,
tree,tie a dog leash to,leash,leash,NOUN,Hope,,
tree,do a handstand against,handstand,handstand,NOUN,Hope,,
tree,hang a swing from,hang,hang,VERB,Hope,,
tree,hang a swing from,swing,swing,VERB,Hope,,
stallion,ride on,ride,ride,VERB,Hope,,
stallion,breed ,breed,breed,VERB,Hope,,
tooth,eat with,eat,eat,VERB,Hope,,
tooth,decoration,decoration,decorate,VERB,Hope,,
tooth,trade for money,trade,trade,VERB,Hope,,
tooth,trade for money,money,money,NOUN,Hope,,
portfolio,put papers in,put,put,VERB,Hope,,
portfolio,put papers in,papers,papers,NOUN,Hope,,
portfolio,put art work in,put,put,VERB,Hope,,
portfolio,put art work in,art,art,NOUN,Hope,,
portfolio,put art work in,work,work,NOUN,Hope,,
portfolio,show off artwork,show,show,VERB,Hope,,
portfolio,show off artwork,artwork,artwork,NOUN,Hope,,
deerskin,make clothes with,make,make,VERB,Hope,,
deerskin,make clothes with,clothes,clothes,NOUN,Hope,,
flashlight,to see in the dark,see,see,VERB,Hope,,
flashlight,to see in the dark,dark,dark,ADJ,Hope,,
flashlight,hit someone with,hit,hit,VERB,Hope,,
flashlight,hit someone with,someone,someone,PRON,Hope,,
bootlace,tie your shoe,tie,tie,VERB,Hope,,
bootlace,tie your shoe,shoe,shoe,NOUN,Hope,,
bootlace,tie your boots,tie,tie,VERB,Hope,,
bootlace,tie your boots,boots,boot,NOUN,Hope,,
bootlace,tie anything,tie,tie,VERB,Hope,,
bootlace,tie anything,anything,anything,PRON,Hope,,
bootlace,use as a string,use,use,VERB,Hope,,
bootlace,use as a string,string,str,VERB,Hope,,
bootlace,decoration,decoration,decorate,VERB,Hope,,
ramp,go up,go,go,VERB,Hope,,
ramp,roll down,roll,roll,VERB,Hope,,
beefcake,eat?,eat,eat,VERB,Hope,,
diner,meal,meal,meal,NOUN,Hope,,
boyfriend,friend,friend,friend,NOUN,Hope,,
boyfriend,trust,trust,trust,VERB,Hope,,
sword,weapon,weapon,weapon,NOUN,Hope,,
sword,defense,defense,defense,NOUN,Hope,,
sword,attack ,attack,attack,VERB,Hope,,
remote,use for control,use,use,VERB,Hope,,
remote,use for control,control,control,VERB,Hope,,
remote,click buttons,click,click,VERB,Hope,,
remote,click buttons,buttons,button,NOUN,Hope,,
drainpipe,getting rid of waste,getting,get,VERB,Hope,,
drainpipe,getting rid of waste,rid,rid,ADJ,Hope,,
drainpipe,getting rid of waste,waste,waste,NOUN,Hope,,
drainpipe,flow,flow,flow,VERB,Hope,,
paper,fold,fold,fold,VERB,Hope,,
paper,cut,cut,cut,VERB,Hope,,
paper,print,print,print,VERB,Hope,,
paper,crunch,crunch,crunch,VERB,Hope,,
paper,rip,rip,rip,VERB,Hope,,
antenna,connection,connection,connection,NOUN,Hope,,
antenna,reaching a signal ,reaching,reach,VERB,Hope,,
antenna,reaching a signal ,signal,signal,NOUN,Hope,,
interviewer,ask questions,ask,ask,VERB,Hope,,
interviewer,ask questions,questions,question,VERB,Hope,,
interviewer,find out answers,find,find,VERB,Hope,,
interviewer,find out answers,answers,answer,VERB,Hope,,
interviewer,learn information ,learn,learn,VERB,Hope,,
interviewer,learn information ,information,information,NOUN,Hope,,
vitamin,take it,take,take,VERB,Hope,,
vitamin,regulate your body,regulate,regulate,VERB,Hope,,
vitamin,regulate your body,body,body,NOUN,Hope,,
vitamin,give to those who are sick,give,give,VERB,Hope,,
vitamin,give to those who are sick,sick,sick,ADJ,Hope,,
mixer,blend things ,blend,blend,VERB,Hope,,
mixer,blend things ,things,thing,NOUN,Hope,,
pompom,cheer,cheer,cheer,VERB,Hope,,
pompom,dance around,dance,dance,VERB,Hope,,
pompom,dance around,around,around,ADV,Hope,,
broth,soup,soup,soup,NOUN,Hope,,
broth,cooking,cooking,cook,VERB,Hope,,
footpad,place to put your foot,place,place,VERB,Hope,,
footpad,place to put your foot,put,put,VERB,Hope,,
footpad,place to put your foot,foot,foot,NOUN,Hope,,
footpad,resting spot,resting,rest,VERB,Hope,,
footpad,resting spot,spot,spot,NOUN,Hope,,
gardener,to tend plants ,tend,tend,VERB,Hope,,
gardener,to tend plants ,plants,plant,NOUN,Hope,,
southerner,someone to know,someone,someone,PRON,Hope,,
southerner,someone to know,know,know,VERB,Hope,,
cornbread,eat,eat,eat,VERB,Hope,,
bouquet,decoration ,decoration,decorate,VERB,Hope,,
treasure,store it,store,store,VERB,Hope,,
treasure,take its worth,take,take,VERB,Hope,,
treasure,take its worth,worth,worth,ADJ,Hope,,
arachnid,get rid of them,get,get,VERB,Hope,,
arachnid,get rid of them,rid,rid,ADJ,Hope,,
arachnid,maybe a pet,maybe,maybe,ADV,Hope,,
arachnid,maybe a pet,pet,pet,NOUN,Hope,,
golfer,go golfing,go,go,VERB,Hope,,
golfer,go golfing,golfing,golf,VERB,Hope,,
golfer,learn from the game from them,learn,learn,VERB,Hope,,
golfer,learn from the game from them,game,game,NOUN,Hope,,
quarter,devide things,decide,decide,VERB,Hope,,
quarter,devide things,things,thing,NOUN,Hope,,
mistress,a lady,lady,lady,NOUN,Hope,,
handclasp,use it on your hand,use,use,VERB,Hope,,
handclasp,use it on your hand,hand,hand,NOUN,Hope,,
flute,to make music,make,make,VERB,Hope,,
flute,to make music,music,music,NOUN,Hope,,
saleswoman,to sell things,sell,sell,VERB,Hope,,
saleswoman,to sell things,things,thing,NOUN,Hope,,
muscle,contract,contract,contract,VERB,Hope,,
muscle,to carry things,carry,carry,VERB,Hope,,
muscle,to carry things,things,thing,NOUN,Hope,,
muscle,preform movements ,preform,perform,VERB,Hope,,
muscle,preform movements ,movements,move,VERB,Hope,,
pump,to move water or other things,move,move,VERB,Hope,,
pump,to move water or other things,water,water,NOUN,Hope,,
pump,to move water or other things,things,thing,NOUN,Hope,,
pump,tool,tool,tool,NOUN,Hope,,
chairman,help with a business ,help,help,VERB,Hope,,
chairman,help with a business ,business,business,NOUN,Hope,,
washbowl,wash items ,wash,wash,VERB,Hope,,
washbowl,wash items ,items,item,NOUN,Hope,,
intercom,talk,talk,talk,VERB,Hope,,
intercom,report,report,report,VERB,Hope,,
fondue,eat,eat,eat,VERB,Hope,,
fondue,spread,spread,spread,VERB,Hope,,
fondue,melt,melt,melt,VERB,Hope,,
fondue,smelly,smelly,smelly,ADV,Hope,,
townsfolk,country,country,country,NOUN,Hope,,
townsfolk,people,people,people,NOUN,Hope,,
scythe,lick,lick,lick,VERB,Hope,,
gambler,money,money,money,NOUN,Hope,,
gambler,spending,spending,spend,VERB,Hope,,
gambler,winning,winning,win,VERB,Hope,,
subway,eat,eat,eat,VERB,Hope,,
subway,footlong,footlong,footlong,NOUN,Hope,,
subway,toppings,toppings,topping,NOUN,Hope,,
subway,good,good,good,ADJ,Hope,,
electronics,play,play,play,VERB,Hope,,
electronics,work,work,work,NOUN,Hope,,
electronics,light,light,light,NOUN,Hope,,
flagpole,raise,raise,raise,VERB,Hope,,
flagpole,lower,lower,lower,ADJ,Hope,,
billfold,fold,fold,fold,VERB,Hope,,
appliance,cook,cook,cake,VERB,Hope,,
appliance,heat,heat,heat,VERB,Hope,,
appliance,wash,wash,wash,VERB,Hope,,
mothball,kill,kill,kill,VERB,Hope,,
mothball,prevent,prevent,prevent,VERB,Hope,,
cherry,eat,eat,eat,VERB,Hope,,
cherry,tasty,tasty,tasty,NOUN,Hope,,
cherry,suck,suck,suck,VERB,Hope,,
cherry,pop,pop,pop,VERB,Hope,,
kaleidoscope,monitor,monitor,monitor,VERB,Hope,,
kaleidoscope,see,see,see,VERB,Hope,,
kaleidoscope,analyze,analyze,analyze,VERB,Hope,,
housekeeper,clean,clean,clean,VERB,Hope,,
housekeeper,sweep,sweep,sweep,VERB,Hope,,
housekeeper,vacuum,vacuum,vacuum,VERB,Hope,,
apricot,eat,eat,eat,VERB,Hope,,
apricot,slurp,slurp,slurp,VERB,Hope,,
apricot,yummy,yummy,yummy,INTJ,Hope,,
father,absent,absent,absent,NOUN,Hope,,
breastbone,strong,strong,strong,ADJ,Hope,,
breastbone,bone,bone,bone,NOUN,Hope,,
breastbone,chest,chest,chest,NOUN,Hope,,
fridge,cold,cold,cold,ADJ,Hope,,
fridge,preserve,preserve,preserve,VERB,Hope,,
fridge,dark,dark,dark,ADJ,Hope,,
fridge,dry,dry,dry,ADJ,Hope,,
receipts,read,read,read,VERB,Hope,,
receipts,keep,keep,keep,VERB,Hope,,
receipts,return,return,return,VERB,Hope,,
bug,eat,eat,eat,VERB,Hope,,
bug,kill,kill,kill,VERB,Hope,,
bug,pest,pest,pest,ADJ,Hope,,
bug,smash,smash,smash,VERB,Hope,,
bug,csquash,squash,squash,VERB,Hope,,
bunkmate,friend,friend,friend,NOUN,Hope,,
bunkmate,funny,funny,funny,ADJ,Hope,,
bunkmate,annoying,annoying,annoy,ADJ,Hope,,
foxhound,hunt,hunt,hunt,VERB,Hope,,
foxhound,skin,skin,skin,NOUN,Hope,,
foxhound,kill,kill,kill,VERB,Hope,,
lingerie,sexy,sexy,sexy,INTJ,Hope,,
Grasshopper,jump,jump,jump,VERB,Hope,,
Grasshopper,hop,hop,hop,VERB,Hope,,
Grasshopper,green,green,green,ADJ,Hope,,
sedative,sleep,sleep,sleep,VERB,Hope,,
sedative,enduce,induce,induce,VERB,Hope,,
marshmallow,eat,eat,eat,VERB,Hope,,
marshmallow,sweet,sweet,sweet,ADJ,Hope,,
marshmallow,sugar,sugar,sugar,NOUN,Hope,,
marshmallow,sticky,sticky,sticky,NOUN,Hope,,
skin,melanin,melanin,melanin,NOUN,Hope,,
skin,dry,dry,dry,ADJ,Hope,,
skin,rash,rash,rash,INTJ,Hope,,
skin,itchy,itchy,itch,VERB,Hope,,
skin,freckles,freckles,freckle,NOUN,Hope,,
washer,wash?,wash,wash,VERB,Hope,,
ink,to write,write,write,VERB,Hope,,
ink,draw,draw,dree,VERB,Hope,,
ink,pour,pour,pour,VERB,Hope,,
ink,splatter,splatter,splatter,VERB,Hope,,
ink,dye something,dye,dye,VERB,Hope,,
ink,dye something,something,something,PRON,Hope,,
ink,print text or images on paper,print,print,VERB,Hope,,
ink,print text or images on paper,text,text,NOUN,Hope,,
ink,print text or images on paper,images,image,NOUN,Hope,,
ink,print text or images on paper,paper,paper,NOUN,Hope,,
chambermaid,clean,clean,clean,VERB,Hope,,
skateboarder,tricks,tricks,trick,VERB,Hope,,
skateboarder,learn a sport,learn,learn,VERB,Hope,,
skateboarder,learn a sport,sport,sport,NOUN,Hope,,
flesh,leather,leather,leather,NOUN,Hope,,
flesh,protect,protect,protect,VERB,Hope,,
flesh,eaten,eaten,eat,VERB,Hope,,
matchstick,burn,burn,burn,VERB,Hope,,
matchstick,ignite,ignite,ignite,VERB,Hope,,
matchstick,light,light,light,NOUN,Hope,,
matchstick,smoke,smoke,smoke,NOUN,Hope,,
matchstick,to see in the dark,see,see,VERB,Hope,,
matchstick,to see in the dark,dark,dark,ADJ,Hope,,
house,to live,live,live,VERB,Hope,,
house,sleep,sleep,sleep,VERB,Hope,,
house,clean,clean,clean,VERB,Hope,,
house,to be protected,protected,protect,VERB,Hope,,
house,relax,relax,relax,VERB,Hope,,
crisps,eat,eat,eat,VERB,Hope,,
crisps,crushed,crushed,crush,VERB,Hope,,
crisps,chewed,chewed,chew,VERB,Hope,,
tower,defense,defense,defend,VERB,Hope,,
tower,beauty,beauty,beauty,NOUN,Hope,,
traveler,explore,explore,explore,VERB,Hope,,
traveler,learn,learn,learn,VERB,Hope,,
harpist,to enjoy music,enjoy,enjoy,VERB,Hope,,
harpist,to enjoy music,music,music,NOUN,Hope,,
harpist,to relax,relax,relax,NOUN,Hope,,
mailbag,hold mail,hold,hold,VERB,Hope,,
mailbag,hold mail,mail,mail,NOUN,Hope,,
mailbag,transport goods,transport,transport,VERB,Hope,,
mailbag,transport goods,goods,goods,NOUN,Hope,,
mailbag,carry everything,carry,carry,VERB,Hope,,
mailbag,carry everything,everything,everything,PRON,Hope,,
mailbag,represent company,represent,represent,VERB,Hope,,
mailbag,represent company,company,company,NOUN,Hope,,
genitals,sexual intercourse,sexual,sex,VERB,Hope,,
genitals,sexual intercourse,intercourse,intercourse,VERB,Hope,,
genitals,menstrual cycle,menstrual,menstrual,ADJ,Hope,,
genitals,menstrual cycle,cycle,cycle,NOUN,Hope,,
ass,transportation,transportation,transport,VERB,Hope,,
manhole,to prevent accidents,prevent,prevent,VERB,Hope,,
manhole,to prevent accidents,accidents,accident,NOUN,Hope,,
dart,throw,throw,throw,VERB,Hope,,
dart,break,break,break,VERB,Hope,,
dart,puncture,puncture,puncture,VERB,Hope,,
dart,scratch,scratch,scratch,VERB,Hope,,
dart,drop,drop,drop,VERB,Hope,,
comic,reading,reading,read,VERB,Hope,,
comic,relaxing,relaxing,relax,VERB,Hope,,
clubhouse,dancing,dancing,dance,VERB,Hope,,
clubhouse,socializing,socializing,socialize,VERB,Hope,,
clubhouse,drinking,drinking,drink,VERB,Hope,,
clubhouse,jumping,jumping,jump,VERB,Hope,,
clubhouse,laughing,laughing,laugh,VERB,Hope,,
poncho,to wear,wear,wear,VERB,Hope,,
buttermilk,cooking,cooking,cook,VERB,Hope,,
buttermilk,poured,poured,pour,VERB,Hope,,
buttermilk,mixed,mixed,mix,VERB,Hope,,
garden,to grow,grow,grow,VERB,Hope,,
garden,eat,eat,eat,VERB,Hope,,
garden,cut,cut,cut,VERB,Hope,,
garden,pick,pick,pick,VERB,Hope,,
swamp,grow,grow,grow,VERB,Hope,,
swamp,document,document,document,NOUN,Hope,,
honey,mixed,mixed,mix,VERB,Hope,,
honey,eaten,eaten,eat,VERB,Hope,,
honey,poured,poured,pour,VERB,Hope,,
viewfinder,to locate,locate,locate,VERB,Hope,,
viewfinder,to focus,focus,focus,VERB,Hope,,
viewfinder,to take a photo,take,take,VERB,Hope,,
viewfinder,to take a photo,photo,photo,VERB,Hope,,
tote,to hold,hold,hold,VERB,Hope,,
tote,carry,carry,carry,VERB,Hope,,
tote,fashion,fashion,fashion,NOUN,Hope,,
butter,mixed,mixed,mix,VERB,Hope,,
butter,cut,cut,cut,VERB,Hope,,
butter,smooshed,smoosh,smoosh,VERB,Hope,,
butter,melted,melted,melt,VERB,Hope,,
butter,softened,softened,soften,VERB,Hope,,
butter,cooled ,cooled,cool,VERB,Hope,,
ceramic,thrown,thrown,throw,VERB,Hope,,
ceramic,break,break,break,VERB,Hope,,
ceramic,to hold,hold,hold,VERB,Hope,,
ceramic,decoration,decoration,decorate,VERB,Hope,,
recruiter,gathering,gathering,gather,VERB,Hope,,
recruiter,sports,sports,sport,NOUN,Hope,,
recruiter,searching,searching,search,VERB,Hope,,
chopsticks,eating,eating,eat,VERB,Hope,,
chopsticks,hair accessory,hair,hair,NOUN,Hope,,
chopsticks,hair accessory,accessory,accessory,INTJ,Hope,,
chopsticks,picking up,picking,pick,VERB,Hope,,
chopsticks,grabbing,grabbing,grab,VERB,Hope,,
eggbeater,to beat eggs,beat,beat,VERB,Hope,,
eggbeater,to beat eggs,eggs,egg,NOUN,Hope,,
eggbeater,mixing,mixing,mix,VERB,Hope,,
eggbeater,stirring,stirring,stirr,VERB,Hope,,
seaplane,flying,flying,flie,VERB,Hope,,
seaplane,landing in water,landing,land,VERB,Hope,,
seaplane,landing in water,water,water,NOUN,Hope,,
seaplane,traveling ,traveling,travel,VERB,Hope,,
cassette,music,music,music,NOUN,Hope,,
cassette,decoration,decoration,decorate,VERB,Hope,,
cassette,recording,recording,record,VERB,Hope,,
cassette,audio,audio,audio,INTJ,Hope,,
cassette,video,video,video,NOUN,Hope,,
cassette,replaying,replaying,replay,VERB,Hope,,
saffron,seasoning,seasoning,season,VERB,Hope,,
saffron,flavoring,flavoring,flavor,VERB,Hope,,
saffron,coloring,coloring,color,VERB,Hope,,
marionette,toy,toy,toy,NOUN,Hope,,
marionette,decoration,decoration,decorate,VERB,Hope,,
marionette,collectable,collectible,collect,VERB,Hope,,
marionette,puppeting ,puppet,puppet,VERB,Hope,,
whiskers,sensing,sensing,sense,VERB,Hope,,
whiskers,feeling,feeling,feel,VERB,Hope,,
whiskers,touching,touching,touch,VERB,Hope,,
cubical,work,work,work,NOUN,Hope,,
cubical,personal space,personal,personal,ADJ,Hope,,
cubical,personal space,space,space,NOUN,Hope,,
cubical,separation ,separation,separate,VERB,Hope,,
dartboard,playing darts,playing,play,VERB,Hope,,
dartboard,playing darts,darts,dart,NOUN,Hope,,
dartboard,games,games,game,NOUN,Hope,,
dartboard,party,party,party,NOUN,Hope,,
puppy,joy,joy,joy,NOUN,Hope,,
puppy,happiness,happiness,happiness,NOUN,Hope,,
puppy,family,family,family,NOUN,Hope,,
puppy,love,love,love,NOUN,Hope,,
drawer,storing,storing,store,VERB,Hope,,
drawer,holding,holding,hold,VERB,Hope,,
drawer,clothes,clothes,clothes,NOUN,Hope,,
drawer,food,food,food,NOUN,Hope,,
drawer,utensils,utensils,utensil,NOUN,Hope,,
drawer,supplies,supplies,supplies,NOUN,Hope,,
drawer,tools,tools,tool,NOUN,Hope,,
drawer,drinks,drinks,drink,VERB,Hope,,
drawer,bathroom items,bathroom,bathroom,NOUN,Hope,,
drawer,bathroom items,items,item,NOUN,Hope,,
streetwalker,solicits,solicits,solicit,VERB,Hope,,
shoelace,tying things,tying,tie,VERB,Hope,,
shoelace,tying things,things,thing,NOUN,Hope,,
shoelace,tightening your shoes,tightening,tightene,VERB,Hope,,
shoelace,tightening your shoes,shoes,shoe,VERB,Hope,,
shoelace,belt,belt,belt,NOUN,Hope,,
shoelace,as a rope ,rope,rope,NOUN,Hope,,
dancer,entertainment,entertainment,entertainment,NOUN,Hope,,
dancer,fun,fun,fun,NOUN,Hope,,
chinchilla,love,love,love,NOUN,Hope,,
chinchilla,joy,joy,joy,NOUN,Hope,,
chinchilla,happiness,happiness,happiness,NOUN,Hope,,
chinchilla,companion,companion,companion,NOUN,Hope,,
puppet,entertainment,entertainment,entertainment,NOUN,Hope,,
puppet,kids,kids,kid,NOUN,Hope,,
puppet,decoration,decoration,decorate,VERB,Hope,,
puppet,act,act,act,VERB,Hope,,
puppet,toy,toy,toy,NOUN,Hope,,
loo,the bathroom,bathroom,bathroom,NOUN,Hope,,
loo,peeing,peeing,pee,VERB,Hope,,
loo,washing hands,washing,wash,VERB,Hope,,
loo,washing hands,hands,hand,NOUN,Hope,,
loo,showering,showering,showere,VERB,Hope,,
advisor,for help,help,help,VERB,Hope,,
advisor,for advice,advice,advice,NOUN,Hope,,
advisor,to ask questions,ask,ask,VERB,Hope,,
advisor,to ask questions,questions,question,NOUN,Hope,,
kiwi,food,food,food,NOUN,Hope,,
kiwi,baking,baking,bake,VERB,Hope,,
kiwi,dishes,dishes,dish,NOUN,Hope,,
kiwi,plate,plate,plate,NOUN,Hope,,
drawers,food,food,food,NOUN,Hope,,
drawers,clothes,clothes,clothes,NOUN,Hope,,
drawers,bathroom items,bathroom,bathroom,NOUN,Hope,,
drawers,bathroom items,items,item,NOUN,Hope,,
drawers,utensils,utensils,utensil,NOUN,Hope,,
drawers,tools,tools,tool,NOUN,Hope,,
drawers,supplies,supplies,supplies,NOUN,Hope,,
peacock,entertainment,entertainment,entertainment,NOUN,Hope,,
