Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
w10078147WW,rook,throw at someone,throw,throw,VERB,USM
w10078147WW,rook,throw at someone,someone,someone,PRON,USM
w10078147WW,rook,step on it,step,step on,VERB,USM
w10078147WW,rook,swallow,swallow,swallow,VERB,USM
w10078147WW,soy,drink,drink,drink,VERB,USM
w10078147WW,pouch,store items in,store,store,VERB,USM
w10078147WW,pouch,store items in,items,item,NOUN,USM
w10078147WW,pouch,put around your person,put,put,VERB,USM
w10078147WW,pouch,put around your person,around,around,ADV,USM
w10078147WW,pouch,put around your person,person,person,NOUN,USM
w10078147WW,colt,pet,pet,pet,VERB,USM
w10078147WW,colt,smack,smack,smack,VERB,USM
w10078147WW,colt,train,train,train,VERB,USM
w10078147WW,colt,feed,feed,feed,VERB,USM
w10078147WW,colt,play with,play,play,VERB,USM
w10078147WW,chicken,eat,eat,eat,VERB,USM
w10078147WW,chicken,cook with,cook,cake,VERB,USM
w10078147WW,chicken,get eggs from,get,get,VERB,USM
w10078147WW,chicken,get eggs from,eggs,egg,NOUN,USM
w10078147WW,chicken,butcher,butcher,butcher,NOUN,USM
w10078147WW,chicken,mess with,mess,mess,NOUN,USM
w10078147WW,chicken,chase it,chase,chase,VERB,USM
w10078147WW,frankfurter,eat,eat,eat,VERB,USM
w10078147WW,frankfurter,cook with,cook,cake,VERB,USM
w10078147WW,pearl,buy,buy,buy,VERB,USM
w10078147WW,pearl,sell,sell,sell,VERB,USM
w10078147WW,pearl,turn it into jewelry,turn,turn,VERB,USM
w10078147WW,pearl,turn it into jewelry,jewelry,jewelry,NOUN,USM
w10078147WW,pearl,steal,steal,steal,NOUN,USM
w10078147WW,pearl,swallow,swallow,swallow,VERB,USM
w10078147WW,pearl,discover,discover,discover,VERB,USM
w10078147WW,pearl,lose,lose,lose,VERB,USM
w10078147WW,pearl,give to someone,give,give,VERB,USM
w10078147WW,pearl,give to someone,someone,someone,PRON,USM
w10078147WW,computer,watch videos on,watch,watch,VERB,USM
w10078147WW,computer,watch videos on,videos,video,NOUN,USM
w10078147WW,computer,take studies on,take,take,VERB,USM
w10078147WW,computer,take studies on,studies,study,NOUN,USM
w10078147WW,computer,take tests on,take,take,VERB,USM
w10078147WW,computer,take tests on,tests,test,NOUN,USM
w10078147WW,computer,download movies,download,download,NOUN,USM
w10078147WW,computer,download movies,movies,movie,NOUN,USM
w10078147WW,computer,browse the internet,browse,browse,VERB,USM
w10078147WW,computer,browse the internet,internet,internet,NOUN,USM
w10078147WW,computer,do schoolwork,schoolwork,schoolwork,NOUN,USM
w10078147WW,computer,check the time,check,check,VERB,USM
w10078147WW,computer,check the time,time,time,NOUN,USM
w10078147WW,computer,check the date,check,check,VERB,USM
w10078147WW,computer,check the date,date,date,NOUN,USM
w10078147WW,computer,play video games,play,play,VERB,USM
w10078147WW,computer,play video games,video,video,NOUN,USM
w10078147WW,computer,play video games,games,game,NOUN,USM
w10078147WW,computer,read books,read,read,VERB,USM
w10078147WW,computer,read books,books,book,NOUN,USM
w10078147WW,stairs,walk up,walk,walk,VERB,USM
w10078147WW,stairs,walk down,walk,walk,VERB,USM
w10078147WW,stairs,fall down,fall,fall,VERB,USM
w10078147WW,appendage,grab things,grab,grab,VERB,USM
w10078147WW,appendage,grab things,things,thing,NOUN,USM
w10078147WW,appendage,kick things,kick,kick,VERB,USM
w10078147WW,appendage,kick things,things,thing,NOUN,USM
w10078147WW,appendage,move,move,move,VERB,USM
w10078147WW,appendage,defend yourself,defend,defend,VERB,USM
w10078147WW,altar,pray,pray,pray,VERB,USM
w10078147WW,altar,stand next to,stand,stand,VERB,USM
w10078147WW,altar,stand next to,next,next,ADV,USM
w10078147WW,altar,look at,look,look,VERB,USM
w10079233,fist,punch,punch,punch,VERB,USM
w10079233,fist,hit,hit,hit,VERB,USM
w10079233,scarf,wrapped,wrapped,wrap,VERB,USM
w10079233,scarf,worn,worn,wear,VERB,USM
w10079233,scarf,dropped,dropped,drop,VERB,USM
w10079233,machete,cutting,cutting,cut,VERB,USM
w10079233,machete,throwing,throwing,throw,VERB,USM
w10079233,machete,dropping,dropping,drop,VERB,USM
w10079233,wood,cutting,cutting,cut,VERB,USM
w10079233,wood,dropping,dropping,drop,VERB,USM
w10079233,wood,burning',burning,burn,VERB,USM
w10079233,windshield,cleaned,cleaned,clean,VERB,USM
w10079233,windshield,wiped,wiped,wip,VERB,USM
w10079233,windshield,broken,broken,break,VERB,USM
w10079233,cob,eaten,eaten,eat,VERB,USM
w10079233,cob,cut,cut,cut,VERB,USM
w10079233,cob,boiled,boiled,boil,VERB,USM
w10079233,kidney,cleansing,cleansing,cleanse,VERB,USM
w10079233,kidney,cut out,cut,cut,VERB,USM
w10079233,cardigan,worn,worn,wear,VERB,USM
w10079233,cardigan,thrown,thrown,throw,VERB,USM
w10079233,cardigan,given,given,give,VERB,USM
w10079233,chalk,write,write,write,VERB,USM
w10079233,chalk,eat,eat,eat,VERB,USM
w10079233,chalk,break,break,break,VERB,USM
w10079233,toaster,burn,burn,burn,VERB,USM
w10079233,toaster,toast,toast,toast,VERB,USM
w10079233,toaster,turn on,turn,turn,VERB,USM
w10079233,ocean,swim,swim,swim,VERB,USM
w10079233,ocean,living,living,live,VERB,USM
w10079233,ocean,feeding,feeding,feed,VERB,USM
w10079233,tweezer,plucking,plucking,pluck,VERB,USM
w10079233,tweezer,popping,popping,pop,VERB,USM
w10079233,barrel,throwing,throwing,throw,VERB,USM
w10079233,barrel,hiding,hiding,hi,VERB,USM
w10079233,barrel,breaking,breaking,break,VERB,USM
w10079233,tractor,riding,riding,ride,VERB,USM
w10079233,tractor,driving,driving,drive,VERB,USM
w10079233,ladybug,sitting,sitting,sit,VERB,USM
w10079233,ladybug,flying,flying,flie,VERB,USM
w10079233,tag,playing,playing,play,VERB,USM
w10079233,tag,tearing,tearing,tear,VERB,USM
w10079233,lollipop,licking,licking,lick,VERB,USM
w10079233,lollipop,sucking,sucking,suck,VERB,USM
w10079233,lollipop,biting,biting,bite,VERB,USM
w10079233,stroller,rolling,rolling,roll,VERB,USM
w10079233,carpenter,fix,fix,fix,VERB,USM
w10079233,carpenter,clean,clean,clean,VERB,USM
w10079233,carpenter,make,make,make,VERB,USM
w10079233,wheel,turn,turn,turn,VERB,USM
w10079233,wheel,drive,drive,drive,VERB,USM
w10079233,hall,walk,walk,walk,VERB,USM
w10079233,hall,slide,slide,slide,VERB,USM
w10079233,sex,gender,gender,gender,NOUN,USM
w10079233,sex,intimacy,intimacy,intimacy,VERB,USM
w10079233,canoe,row,row,row,VERB,USM
w10079233,pupil,dialate,dilate,dilate,VERB,USM
w10079233,pupil,child,child,child,NOUN,USM
w10080075NH,ribbon,tie it,tie,tie,VERB,USM
w10080075NH,ribbon,cut it,cut,cut,VERB,USM
w10080075NH,windsock,indicate speed,indicate,indicate,VERB,USM
w10080075NH,windsock,indicate speed,speed,speed,NOUN,USM
w10080075NH,windsock,thrown,thrown,throw,VERB,USM
w10080075NH,limeade,drink,drink,drink,VERB,USM
w10080075NH,limeade,spill,spill,spill,VERB,USM
w10080075NH,limeade,throw,throw,throw,VERB,USM
w10080075NH,garter,throw,throw,throw,VERB,USM
w10080075NH,garter,wear it,wear,wear,VERB,USM
w10080075NH,tavern,drink,drink,drink,VERB,USM
w10080075NH,tavern,eat,eat,eat,VERB,USM
w10080075NH,bonnet,wear,wear,wear,VERB,USM
w10080075NH,bonnet,cut,cut,cut,VERB,USM
w10080075NH,bonnet,throw,throw,throw,VERB,USM
w10080075NH,bonnet,tie,tie,tie,VERB,USM
w10080075NH,rug,sit on,sit,sit,VERB,USM
w10080075NH,rug,play on,play,play,VERB,USM
w10080075NH,rug,read,read,read,VERB,USM
w10080075NH,rug,sleep,sleep,sleep,VERB,USM
w10080075NH,kiss,eat,eat,eat,VERB,USM
w10080075NH,drawstring,cut,cut,cut,VERB,USM
w10080075NH,drawstring,tie,tie,tie,VERB,USM
w10080075NH,silverware,eat with it,eat,eat,VERB,USM
w10080075NH,silverware,bend it,bend,bend,VERB,USM
w10080075NH,silverware,cut it,cut,cut,VERB,USM
w10080075NH,mirror,look at yourself,look,look,VERB,USM
w10080075NH,mirror,break it,break,break,VERB,USM
w10080075NH,mirror,wobble it,wobble,wobble,VERB,USM
w10080075NH,cop,for emergencies,emergencies,emergency,NOUN,USM
w10080075NH,butcher,cut meat,cut,cut,VERB,USM
w10080075NH,butcher,cut meat,meat,meat,NOUN,USM
w10080075NH,butcher,get meat,get,get,VERB,USM
w10080075NH,butcher,get meat,meat,meat,NOUN,USM
w10080075NH,gymnast,bend,bend,bend,VERB,USM
w10080075NH,gymnast,flip,flip,flip,VERB,USM
w10080075NH,gymnast,extend,extend,extend,VERB,USM
w10080075NH,bully,hit,hit,hit,VERB,USM
w10080075NH,bully,shove,shove,shove,VERB,USM
w10080075NH,dresser,for clothes,clothes,clothes,NOUN,USM
w10080075NH,dresser,to organzie,organize,organize,VERB,USM
w10080075NH,sugarcane,baking,baking,bake,VERB,USM
w10080075NH,sugarcane,cooking,cooking,cook,VERB,USM
w10080075NH,plantain,baking,baking,bake,VERB,USM
w10080075NH,plantain,cooking,cooking,cook,VERB,USM
w10080075NH,goddaughter,family,family,family,NOUN,USM
w10080075NH,sphincter,bend,bend,bend,VERB,USM
w10080075NH,sphincter,stretch,stretch,stretch,VERB,USM
w10080075NH,mousse,in your hair,hair,hair,NOUN,USM
w10080075NH,mousse,to keep things in place,keep,keep,VERB,USM
w10080075NH,mousse,to keep things in place,things,thing,NOUN,USM
w10080075NH,mousse,to keep things in place,place,place,NOUN,USM
w10080075NH,pretzel,eat,eat,eat,VERB,USM
w10080075NH,pretzel,cut,cut,cut,VERB,USM
w10080075NH,pretzel,squish,squish,squish,VERB,USM
w10080075NH,pretzel,dip,dip,dip,VERB,USM
w10080075NH,urn,keep a loved one,keep,keep,VERB,USM
w10080075NH,urn,keep a loved one,loved,love,VERB,USM
w10080075NH,urn,keep a loved one,one,one,NUM,USM
w10080075NH,turkey,eat,eat,eat,VERB,USM
w10080075NH,friend,support,support,support,VERB,USM
w10080075NH,bookbinder,to keep books together,keep,keep,VERB,USM
w10080075NH,bookbinder,to keep books together,books,book,NOUN,USM
w10080075NH,bookbinder,to keep books together,together,together,ADV,USM
w10080075NH,colleague,ask for help,ask,ask,VERB,USM
w10080075NH,colleague,ask for help,help,help,VERB,USM
w10080075NH,colleague,support,support,support,VERB,USM
w10080075NH,turnstile,break,break,break,VERB,USM
w10080075NH,turnstile,traffic,traffic,traffic,NOUN,USM
w10080075NH,roadster,drive,drive,drive,VERB,USM
w10080075NH,roadster,crash,crash,crash,VERB,USM
w10080075NH,cigarette,burn,burn,burn,VERB,USM
w10080075NH,cigarette,smoke,smoke,smoke,VERB,USM
W10080559_SS,bullfrog,dissection,dissection,dissect,VERB,USM
W10080559_SS,bullfrog,pet,pet,pet,VERB,USM
W10080559_SS,gadget,playing,playing,play,VERB,USM
W10080559_SS,gadget,cooking,cooking,cook,VERB,USM
W10080559_SS,gadget,gaming,gaming,game,VERB,USM
W10080559_SS,gadget,building,building,building,NOUN,USM
W10080559_SS,gadget,constructing,constructing,construct,VERB,USM
W10080559_SS,gadget,eating,eating,eat,VERB,USM
W10080559_SS,gadget,learning,learning,learn,VERB,USM
W10080559_SS,cross,church,church,church,NOUN,USM
W10080559_SS,cross,necklace,necklace,necklace,NOUN,USM
W10080559_SS,cross,intersections,intersections,intersection,NOUN,USM
W10080559_SS,duffel,luggage,luggage,luggage,NOUN,USM
W10080559_SS,cone,ice cream,ice,ice cream,NOUN,USM
W10080559_SS,cone,parking lot,parking,parking lot,NOUN,USM
W10080559_SS,cone,3d shape,shape,shape,NOUN,USM
W10080559_SS,javelin,track and field,track,track,NOUN,USM
W10080559_SS,javelin,track and field,field,field,NOUN,USM
W10080559_SS,nutmeg,cooking,cooking,cook,VERB,USM
W10080559_SS,nutmeg,spices,spices,spice,VERB,USM
W10080559_SS,nutmeg,baking,baking,bake,VERB,USM
W10080559_SS,nutmeg,pesticide,pesticide,pesticide,VERB,USM
W10080559_SS,streets,driving,driving,drive,VERB,USM
W10080559_SS,streets,bike riding,bike,bike,VERB,USM
W10080559_SS,streets,bike riding,riding,ride,VERB,USM
W10080559_SS,streets,running,running,run,VERB,USM
W10080559_SS,streets,skateboarding,skateboarding,skateboard,VERB,USM
W10080559_SS,streets,rollerskating,rollerskating,rollerskat,VERB,USM
W10080559_SS,glider,paragliding,paragliding,paraglide,VERB,USM
W10080559_SS,glider,plane diving,plane,plane,NOUN,USM
W10080559_SS,glider,plane diving,diving,dive,VERB,USM
W10080559_SS,glider,plane,plane,plane,NOUN,USM
W10080559_SS,glider,sugar glider,sugar,sugar,NOUN,USM
W10080559_SS,glider,sugar glider,glider,glider,NOUN,USM
W10080559_SS,corkscrew,wine bottle,wine,wine,NOUN,USM
W10080559_SS,corkscrew,wine bottle,bottle,bottle,NOUN,USM
W10080559_SS,corkscrew,tool,tool,tool,VERB,USM
W10080559_SS,corkscrew,virus,virus,virus,NOUN,USM
W10080559_SS,corkscrew,noodle,noodle,noodle,NOUN,USM
W10080559_SS,jurist,jury duty,jury,jury,NOUN,USM
W10080559_SS,jurist,jury duty,duty,duty,NOUN,USM
W10080559_SS,jurist,courtroom,courtroom,courtroom,NOUN,USM
W10080559_SS,jurist,judge,judge,judge,NOUN,USM
W10080559_SS,Taco,food,food,food,NOUN,USM
W10080559_SS,pony,ponytail,ponytail,ponytail,NOUN,USM
W10080559_SS,pony,animal,animal,animal,NOUN,USM
W10080559_SS,pony,horse,horse,horse,NOUN,USM
W10080559_SS,pony,one-trick pony,one,one,NUM,USM
W10080559_SS,pony,one-trick pony,trick,trick,NOUN,USM
W10080559_SS,pony,one-trick pony,pony,pony,NOUN,USM
W10080559_SS,farm,verb,verb,verb,X,USM
W10080559_SS,guidebook,maps,maps,map,NOUN,USM
W10080559_SS,guidebook,instructions,instructions,instruct,VERB,USM
W10080559_SS,guidebook,recipes,recipes,recipe,NOUN,USM
W10080559_SS,farmer,fieldworker,fieldworker,fieldworker,NOUN,USM
W10080559_SS,farmer,cattleman,cattleman,cattleman,NOUN,USM
W10080559_SS,farmer,herder,herder,herd,VERB,USM
W10080559_SS,farmer,planter,planter,plant,VERB,USM
W10080559_SS,guillotine,weapon,weapon,weapon,VERB,USM
W10080559_SS,guillotine,punishment,punishment,punish,VERB,USM
W10080559_SS,custodian,janitor,janitor,janitor,NOUN,USM
W10080559_SS,custodian,custody,custody,custody,NOUN,USM
W10080559_SS,custodian,parent-figure,parent,parent,NOUN,USM
W10080559_SS,custodian,parent-figure,figure,figure,VERB,USM
W10080559_SS,politician,lawyer,lawyer,lawyer,NOUN,USM
W10080559_SS,politician,president,president,president,PROPN,USM
W10080559_SS,politician,governor,governor,governor,NOUN,USM
W10080559_SS,politician,senator,senator,senator,NOUN,USM
W10080559_SS,politician,mayor,mayor,mayor,NOUN,USM
W10080559_SS,politician,representative,representative,represent,VERB,USM
W10080559_SS,politician,lobbyist,lobbyist,lobby,VERB,USM
W10080559_SS,cardboard,paper,paper,paper,NOUN,USM
W10080559_SS,cardboard,color,color,color,VERB,USM
W10080559_SS,cardboard,boxes,boxes,box,NOUN,USM
W10080559_SS,cardboard,houses,houses,house,NOUN,USM
W10080559_SS,machine,printer,printer,printer,NOUN,USM
W10080559_SS,machine,ice cream machine,ice,ice cream,NOUN,USM
W10080559_SS,machine,ice cream machine,machine,machine,NOUN,USM
W10080559_SS,machine,snowball machine,snowball,snowball,NOUN,USM
W10080559_SS,machine,snowball machine,machine,machine,NOUN,USM
W10080559_SS,machine,computer,computer,computer,NOUN,USM
W10080559_SS,machine,gun,gun,gun,NOUN,USM
W10080559_SS,machine,exercise machine,exercise,exercise,NOUN,USM
W10080559_SS,machine,exercise machine,machine,machine,NOUN,USM
W10080559_SS,machine,stapler,stapler,stapler,NOUN,USM
W10080559_SS,handgun,shooting,shooting,shoot,NOUN,USM
W10080559_SS,dinnerware,eating,eating,eat,VERB,USM
W10080559_SS,dinnerware,dishes,dishes,dish,NOUN,USM
W10080559_SS,dinnerware,cutting,cutting,cut,VERB,USM
W10080559_SS,dinnerware,cooking,cooking,cook,NOUN,USM
W10080559_SS,nightshirt,sleeping,sleeping,sleep,VERB,USM
W10080559_SS,pajamas,sleeping,sleeping,sleep,VERB,USM
W10080559_SS,pajamas,pajama party,pajama,pajama,NOUN,USM
W10080559_SS,pajamas,pajama party,party,party,NOUN,USM
W10080559_SS,petal,flower,flower,flower,NOUN,USM
W10080559_SS,lemon,lemonade,lemonade,lemonade,NOUN,USM
W10080559_SS,lemon,lemon meringue pie,lemon,lemon,NOUN,USM
W10080559_SS,lemon,lemon meringue pie,meringue,meringue,NOUN,USM
W10080559_SS,lemon,lemon meringue pie,pie,pie,NOUN,USM
W10080559_SS,lemon,cleaning,cleaning,clean,VERB,USM
W10080559_SS,lemon,smoothie,smoothie,smoothie,VERB,USM
W10080559_SS,lemon,eating,eating,eat,VERB,USM
W10080559_SS,lemon,remedies,remedies,remedy,VERB,USM
W10080559_SS,pitcher,baseball,baseball,baseball,NOUN,USM
W10080559_SS,pitcher,lemonade,lemonade,lemonade,NOUN,USM
w10083877_dzw,body,body building,body,body,NOUN,USM
w10083877_dzw,body,body building,building,building,NOUN,USM
w10083877_dzw,body,moving,moving,move,VERB,USM
w10083877_dzw,body,surviving,surviving,survive,VERB,USM
w10083877_dzw,body,doing actions,actions,action,NOUN,USM
w10083877_dzw,drug,consume,consume,consume,VERB,USM
w10083877_dzw,drug,treat illness,treat,treat,VERB,USM
w10083877_dzw,drug,treat illness,illness,illness,NOUN,USM
w10083877_dzw,drug,grind into powder,grind,grind,VERB,USM
w10083877_dzw,drug,grind into powder,powder,powder,NOUN,USM
w10083877_dzw,creek,play in,play,play,VERB,USM
w10083877_dzw,creek,fishing,fishing,fish,VERB,USM
w10083877_dzw,creek,looking at,looking,look,VERB,USM
w10083877_dzw,accordion,play it,play,play,VERB,USM
w10083877_dzw,accordion,buy it,buy,buy,VERB,USM
w10083877_dzw,arrow,shoot it,shoot,shoot,VERB,USM
w10083877_dzw,arrow,directions,directions,direction,VERB,USM
w10083877_dzw,arrow,pointing,pointing,point,VERB,USM
w10083877_dzw,torchlight,light up an area,light,light,VERB,USM
w10083877_dzw,torchlight,light up an area,area,area,NOUN,USM
w10083877_dzw,torchlight,light something on fire,light,light,VERB,USM
w10083877_dzw,torchlight,light something on fire,something,something,PRON,USM
w10083877_dzw,torchlight,light something on fire,fire,fire,VERB,USM
w10083877_dzw,strongbox,store something,store,store,VERB,USM
w10083877_dzw,strongbox,store something,something,something,PRON,USM
w10083877_dzw,tailcoat,wear,wear,wear,VERB,USM
w10083877_dzw,tailcoat,stored,stored,store,VERB,USM
w10083877_dzw,tailcoat,bought,bought,buy,VERB,USM
w10083877_dzw,tailcoat,rented,rented,rent,VERB,USM
w10083877_dzw,case,hold something,hold,hold,VERB,USM
w10083877_dzw,case,hold something,something,something,PRON,USM
w10083877_dzw,case,walk with,walk,walk,VERB,USM
w10083877_dzw,case,transport items,transport,transport,VERB,USM
w10083877_dzw,case,transport items,items,item,NOUN,USM
w10083877_dzw,plum,eat it,eat,eat,VERB,USM
w10083877_dzw,plum,turn into juice,turn,turn,VERB,USM
w10083877_dzw,plum,turn into juice,juice,juice,NOUN,USM
w10083877_dzw,plum,given to animals,given,give,VERB,USM
w10083877_dzw,plum,given to animals,animals,animal,NOUN,USM
w10083877_dzw,roll,eaten,eaten,eat,VERB,USM
w10083877_dzw,roll,fed to something,fed,feed,VERB,USM
w10083877_dzw,roll,fed to something,something,something,PRON,USM
w10083877_dzw,roll,discarded,discarded,discard,VERB,USM
w10083877_dzw,stick,construction,construction,construct,VERB,USM
w10083877_dzw,stick,play with it,play,play,VERB,USM
w10083877_dzw,stick,used in a fire,used,use,VERB,USM
w10083877_dzw,stick,used in a fire,fire,fire,NOUN,USM
w10083877_dzw,avocado,eat it,eat,eat,VERB,USM
w10083877_dzw,avocado,guacamole,guacamole,guacamole,VERB,USM
w10083877_dzw,avocado,turned to oil,turned,turn,VERB,USM
w10083877_dzw,avocado,turned to oil,oil,oil,NOUN,USM
w10083877_dzw,avocado,used as animal feed,used,use,VERB,USM
w10083877_dzw,avocado,used as animal feed,animal,animal,NOUN,USM
w10083877_dzw,avocado,used as animal feed,feed,feed,VERB,USM
w10083877_dzw,shelter,live in,live,live,VERB,USM
w10083877_dzw,shelter,protect stuff,protect,protect,VERB,USM
w10083877_dzw,shelter,protect stuff,stuff,stuff,NOUN,USM
w10083877_dzw,shelter,build it,build,build,VERB,USM
w10083877_dzw,shelter,buy it,buy,buy,VERB,USM
w10083877_dzw,phalanges,movement,movement,move,VERB,USM
w10083877_dzw,seating,sit on,sit,sit,VERB,USM
w10083877_dzw,seating,stand on,stand,stand,VERB,USM
w10083877_dzw,seating,put something on,put,put,VERB,USM
w10083877_dzw,seating,put something on,something,something,PRON,USM
w10083877_dzw,motel,stay the night,stay,stay,VERB,USM
w10083877_dzw,motel,stay the night,night,night,NOUN,USM
w10083877_dzw,motel,intimate actions,intimate,sex,VERB,USM
w10083877_dzw,motel,intimate actions,actions,action,NOUN,USM
w10083877_dzw,linoleum,look at,look,look,VERB,USM
w10083877_dzw,linoleum,cover surface,cover,cover,VERB,USM
w10083877_dzw,linoleum,cover surface,surface,surface,NOUN,USM
w10083877_dzw,eggplant,eat it,eat,eat,VERB,USM
w10083877_dzw,eggplant,used in recipes,used,use,VERB,USM
w10083877_dzw,eggplant,used in recipes,recipes,recipe,NOUN,USM
w10083877_dzw,eggplant,animals can eat it,animals,animal,NOUN,USM
w10083877_dzw,eggplant,animals can eat it,can,can,AUX,USM
w10083877_dzw,eggplant,animals can eat it,eat,eat,VERB,USM
w10083877_dzw,client,help,help,help,VERB,USM
w10083877_dzw,client,give product,give,give,VERB,USM
w10083877_dzw,client,give product,product,product,NOUN,USM
w10083877_dzw,client,give service,give,give,VERB,USM
w10083877_dzw,client,give service,service,service,NOUN,USM
w10083877_dzw,groundsman,maintain ground,maintain,maintain,VERB,USM
w10083877_dzw,groundsman,maintain ground,ground,ground,NOUN,USM
w10083877_dzw,groundsman,landscaping,landscaping,landscape,VERB,USM
w10083877_dzw,groundsman,lawn care,lawn,lawncare,VERB,USM
w10083877_dzw,illustrator,be hired,hired,hi,VERB,USM
w10083877_dzw,illustrator,make art,make,make,VERB,USM
w10083877_dzw,illustrator,make art,art,art,VERB,USM
w10083877_dzw,illustrator,make animation,make,make,VERB,USM
w10083877_dzw,illustrator,make animation,animation,animate,VERB,USM
w10083877_dzw,pantry,hold food,hold,hold,VERB,USM
w10083877_dzw,pantry,hold food,food,food,NOUN,USM
w10083877_dzw,pantry,hold drinks,hold,hold,VERB,USM
w10083877_dzw,pantry,hold drinks,drinks,drink,VERB,USM
w10083877_dzw,pantry,store general things,store,store,VERB,USM
w10083877_dzw,pantry,store general things,general,general,ADJ,USM
w10083877_dzw,pantry,store general things,things,thing,NOUN,USM
w10083877_dzw,beef,eat,eat,eat,VERB,USM
w10083877_dzw,beef,cook,cook,cake,VERB,USM
w10083877_dzw,beef,grill,grill,grill,VERB,USM
w10083877_dzw,beef,prepare,prepare,prepare,VERB,USM
w10083877_dzw,matter,anything,anything,anything,PRON,USM
w10083877_dzw,fruit,eat,eat,eat,VERB,USM
w10083877_dzw,fruit,turn into juice,turn,turn,VERB,USM
w10083877_dzw,fruit,turn into juice,juice,juice,VERB,USM
w10083877_dzw,fruit,turn into pulp,turn,turn,VERB,USM
w10083877_dzw,fruit,turn into pulp,pulp,pulp,NOUN,USM
w10083877_dzw,fruit,decompose,decompose,decompose,VERB,USM
w10083877_dzw,excavator,dig up land,dig,dig,VERB,USM
w10083877_dzw,excavator,dig up land,land,land,NOUN,USM
w10083877_dzw,excavator,fill in land,fill,fill,VERB,USM
w10083877_dzw,excavator,fill in land,land,land,NOUN,USM
w10083877_dzw,excavator,transport land,transport,transport,VERB,USM
w10083877_dzw,excavator,transport land,land,land,NOUN,USM
w10083877_dzw,paperback,read,read,read,VERB,USM
w10083877_dzw,paperback,write,write,write,VERB,USM
w10083877_dzw,paperback,burn,burn,burn,VERB,USM
w10083877_dzw,hoe,till land,till,till,VERB,USM
w10083877_dzw,hoe,till land,land,land,NOUN,USM
w10083877_dzw,hoe,dig,dig,dig,VERB,USM
w10083877_dzw,hoe,cut things,cut,cut,VERB,USM
w10083877_dzw,hoe,cut things,things,thing,NOUN,USM
w10083877_dzw,ashcan,hold ash,hold,hold,VERB,USM
w10083877_dzw,ashcan,hold ash,ash,ash,INTJ,USM
w10083877_dzw,ashcan,hold other things,hold,hold,VERB,USM
w10083877_dzw,ashcan,hold other things,things,thing,NOUN,USM
w10084423_JCS,mulch,laid out,laid,lay out,VERB,USM
w10084423_JCS,mulch,stepped on,stepped,step,VERB,USM
w10084423_JCS,motorboat,ridden on,ridden,ride,VERB,USM
w10084423_JCS,motorboat,fixed,fixed,fix,VERB,USM
w10084423_JCS,motorboat,bought,bought,buy,VERB,USM
w10084423_JCS,salesman,talk to,talk,talk,VERB,USM
w10084423_JCS,salesman,do business with,business,business,VERB,USM
w10084423_JCS,silk,wear it,wear,wear,VERB,USM
w10084423_JCS,silk,steam it,steam,steam,VERB,USM
w10084423_JCS,silk,buy it,buy,buy,VERB,USM
w10084423_JCS,kilt,wear it,wear,wear,VERB,USM
w10084423_JCS,kilt,give it away,give,give,VERB,USM
w10084423_JCS,kilt,give it away,away,away,ADV,USM
w10084423_JCS,radish,eat it,eat,eat,VERB,USM
w10084423_JCS,radish,throw it,throw,throw,VERB,USM
w10084423_JCS,radish,plant it,plant,plant,VERB,USM
w10084423_JCS,mucous,blow it into tissue,blow,blow,VERB,USM
w10084423_JCS,mucous,blow it into tissue,tissue,tissue,NOUN,USM
w10084423_JCS,funnel,drink out of it,drink,drink,VERB,USM
w10084423_JCS,funnel,pour something through it,pour,pour,VERB,USM
w10084423_JCS,funnel,pour something through it,something,something,PRON,USM
w10084423_JCS,conductor,heat it,heat,heat,VERB,USM
w10084423_JCS,conductor,plug it in,plug,plug,VERB,USM
w10084423_JCS,daddy,get money,get,get,VERB,USM
w10084423_JCS,daddy,get money,money,money,NOUN,USM
w10084423_JCS,daddy,get food,get,get,VERB,USM
w10084423_JCS,daddy,get food,food,food,NOUN,USM
w10084423_JCS,daddy,hang out with,hang,hang,VERB,USM
w10084423_JCS,daddy,visit,visit,visit,VERB,USM
w10084423_JCS,people,talk,talk,talk,VERB,USM
w10084423_JCS,people,walk,walk,walk,VERB,USM
w10084423_JCS,people,work,work,work,VERB,USM
w10084423_JCS,people,and play,play,play,VERB,USM
w10084423_JCS,cushion,sit on,sit,sit,VERB,USM
w10084423_JCS,cushion,lay on,lay,lay,VERB,USM
w10084423_JCS,cheese,grate it,grate,grate,VERB,USM
w10084423_JCS,cheese,sprinkle it,sprinkle,sprinkle,VERB,USM
w10084423_JCS,cheese,season it,season,season,VERB,USM
w10084423_JCS,cheese,melt it,melt,melt,VERB,USM
w10084423_JCS,eyebath,bathe eyes?,bathe,bathe,VERB,USM
w10084423_JCS,eyebath,bathe eyes?,eyes,eyes,NOUN,USM
w10084423_JCS,grapevine,climb it,climb,climb,VERB,USM
w10084423_JCS,grapevine,destroy it,destroy,destroy,VERB,USM
w10084423_JCS,person,talk,talk,talk,VERB,USM
w10084423_JCS,person,walk,walk,walk,VERB,USM
w10084423_JCS,person,work,work,work,VERB,USM
w10084423_JCS,banquet,eat,eat,eat,VERB,USM
w10084423_JCS,banquet,celebrate,celebrate,celebrate,VERB,USM
w10084423_JCS,tent,sleep in,sleep,sleep,VERB,USM
w10084423_JCS,tent,shelter,shelter,shelter,VERB,USM
