Participant id,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth
5e73fc27257569377493feaa,,24,Male,Mixed,United States
60f9faa8b4f2d75b782f6b03,,22,Female,White,Canada
5b0c690b444cef0001ca5904,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
62e301547b1843587f6b0827,,61,Female,White,United Kingdom
5f7636517eea510aeb2e8433,,40,Female,Black,Nigeria
5c7d5481cad0dc0016e57135,,23,Female,White,Canada
5e8a5b46ec9b336fda76f6f1,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5fbc69b5610c1913f3041a2c,,24,Female,White,United Kingdom
595d3afcdd044900012ce78a,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5adef952f6b58c0001fa755b,,57,Male,White,United Kingdom
590819e205fbfc000147720c,,35,Male,White,Canada
5ee683596f9b570626faa11c,,42,Male,DATA_EXPIRED,United Kingdom
5e6473fbc15dbe1f71eea95b,,41,Female,White,Canada
598caf6833481c000164d13d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
55bd6a44fdf99b4c1b12562d,,50,Female,White,United Kingdom
5deb0be47d91c323213e752b,,33,Female,Mixed,Canada
605c99894d3cf9d2357b6e9d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5c44b3fe1bbffd0001014286,,29,Male,Asian,United Kingdom
5bef31aa059b3200010715dc,,34,Female,White,United Kingdom
63497bee2c05c226b4fee197,,41,Male,White,United Kingdom
5caa534a19731a00190bb935,,55,Male,White,Canada
5ef1f7026343e20b931a0cb0,,36,Female,White,Canada
607ee7232fb723e021ea8bd5,,37,Male,White,Canada
5daa828510839e0016aa193b,,21,Female,Asian,Canada
5ba345bcf07414000106135e,,62,Male,White,United States
60461bfeeac81b04cf62f7a6,,61,Female,White,Malawi
5b47e287bc06c90001f8b67d,,38,Male,White,United Kingdom
62e154b0682e270b4acdf5ee,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5b82d4fda284bc000193094c,,32,Male,Asian,United Kingdom
60dde2ff13e618a56c234c03,,23,Female,DATA_EXPIRED,United Kingdom
6115ca11bf5a859436615c5f,,56,Male,White,Canada
5e73fc27257569377493feaa,,26,Male,Mixed,United States
60f9faa8b4f2d75b782f6b03,,23,Female,White,Canada
5b0c690b444cef0001ca5904,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
62e301547b1843587f6b0827,,62,Female,White,United Kingdom
5f7636517eea510aeb2e8433,,41,Female,Black,Nigeria
5c7d5481cad0dc0016e57135,,25,Female,White,Canada
595d3afcdd044900012ce78a,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5fbc69b5610c1913f3041a2c,,25,Female,White,United Kingdom
5e8a5b46ec9b336fda76f6f1,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
590819e205fbfc000147720c,,36,Male,White,Canada
5adef952f6b58c0001fa755b,,59,Male,White,United Kingdom
5ee683596f9b570626faa11c,,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
5e6473fbc15dbe1f71eea95b,,43,Female,White,Canada
598caf6833481c000164d13d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
55bd6a44fdf99b4c1b12562d,,52,Female,White,United Kingdom
5deb0be47d91c323213e752b,,34,Female,Mixed,Canada
605c99894d3cf9d2357b6e9d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5c44b3fe1bbffd0001014286,,30,Male,Asian,United Kingdom
5bef31aa059b3200010715dc,,35,Female,White,United Kingdom
63497bee2c05c226b4fee197,,43,Male,White,United Kingdom
5ef1f7026343e20b931a0cb0,,37,Female,White,Canada
5caa534a19731a00190bb935,,57,Male,White,Canada
607ee7232fb723e021ea8bd5,,38,Male,White,Canada
5daa828510839e0016aa193b,,22,Female,Asian,Canada
5ba345bcf07414000106135e,,63,Male,White,United States
60461bfeeac81b04cf62f7a6,,62,Female,White,Malawi
5b47e287bc06c90001f8b67d,,39,Male,White,United Kingdom
62e154b0682e270b4acdf5ee,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5b82d4fda284bc000193094c,,33,Male,Asian,United Kingdom
60dde2ff13e618a56c234c03,,24,Female,White,United Kingdom
6115ca11bf5a859436615c5f,,57,Male,White,Canada
