Participant id,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth
6334a8022f05d63c1f898896,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f59188c9cf2841129cd5138,,23,Female,White,United States
613f9c6b2446969ad74a1054,,21,Female,White,United States
60fd1fd2b71ce21f7ee6e870,,20,Female,White,Canada
63d05806e94c60eb89e4d3f5,,37,Male,Black,Nigeria
60fe08403e9ef3ae2739fe19,,25,Female,White,United States
5bc0941074e76c00019e9479,,56,Male,White,United Kingdom
5bbbf217a83521000173d9df,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
600b99d5f5699b21a92970f2,,26,Female,Mixed,United Kingdom
5b369180fbc98a0001a93ed0,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5cafc17ace1fa80017a20d6b,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5a5bed3a76d1c60001ab3c4c,,31,Male,White,Canada
5702c03e68c641000e0d754d,,51,Male,White,United Kingdom
63d007388da4ef5b301762f9,,25,Male,Asian,United States
63039f41fa5c21d483996be2,,42,Male,White,United Kingdom
5f1594065b06710629a4c197,,29,Male,White,United Kingdom
5f31bed06988170de9437634,,20,Female,Asian,United Kingdom
5f582a0071a90f3972ee9a09,,48,Male,White,United Kingdom
5c8ee6c36ca70b0001fe979d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5c4d8d706b23ab0001a34af2,,27,Female,White,United Kingdom
62e234304cf51f62d5ee3e48,,57,Male,White,United Kingdom
6334a8022f05d63c1f898896,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f59188c9cf2841129cd5138,,25,Female,White,United States
613f9c6b2446969ad74a1054,,22,Female,White,United States
60fd1fd2b71ce21f7ee6e870,,21,Female,White,Canada
63d05806e94c60eb89e4d3f5,,39,Male,Black,Nigeria
60fe08403e9ef3ae2739fe19,,26,Female,White,United States
5bc0941074e76c00019e9479,,57,Male,White,United Kingdom
5bbbf217a83521000173d9df,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
600b99d5f5699b21a92970f2,,27,Female,Mixed,United Kingdom
5b369180fbc98a0001a93ed0,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5cafc17ace1fa80017a20d6b,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5a5bed3a76d1c60001ab3c4c,,32,Male,White,Canada
5702c03e68c641000e0d754d,,52,Male,White,United Kingdom
63d007388da4ef5b301762f9,,26,Male,Asian,United States
63039f41fa5c21d483996be2,,43,Male,White,United Kingdom
5f1594065b06710629a4c197,,30,Male,White,United Kingdom
5f31bed06988170de9437634,,22,Female,Asian,United Kingdom
5c8ee6c36ca70b0001fe979d,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f582a0071a90f3972ee9a09,,49,Male,White,United Kingdom
5c4d8d706b23ab0001a34af2,,28,Female,White,United Kingdom
62e234304cf51f62d5ee3e48,,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
