"Username","Trial","Condition.Number","Condition.Notes","Stimuli.Cue","Procedure.Item","Procedure.Max.Time","Procedure.Min.Time","Response.RT","Response.RTfirst","Response.RTlast","affordance","affordance_corrected"
"W10026398_TH",28,22,"List 97","package",2909,"-","-",9675,1494,7293,"open","open"
"W10026398_TH",28,22,"List 97","package",2909,"-","-",9675,1494,7293,"throw","throw"
"W10026398_TH",29,22,"List 97","voter",2896,"-","-",20414,16281,18953,"pick","pick"
"W10026398_TH",30,22,"List 97","walrus",2911,"-","-",13431,1884,11704,"eat","eat"
"W10026398_TH",30,22,"List 97","walrus",2911,"-","-",13431,1884,11704,"step","step"
"W10026398_TH",30,22,"List 97","walrus",2911,"-","-",13431,1884,11704,"on","on"
"W10026398_TH",31,22,"List 97","brush",2897,"-","-",20769,2316,17160,"clean","clean"
"W10026398_TH",31,22,"List 97","brush",2897,"-","-",20769,2316,17160,"teeth","teeth"
"W10026398_TH",31,22,"List 97","brush",2897,"-","-",20769,2316,17160,"smooth","smooth"
"W10026398_TH",31,22,"List 97","brush",2897,"-","-",20769,2316,17160,"hair","hair"
"W10026398_TH",31,22,"List 97","brush",2897,"-","-",20769,2316,17160,"out","out"
"W10026398_TH",32,22,"List 97","athlete",2900,"-","-",15504,2157,11455,"run","run"
"W10026398_TH",32,22,"List 97","athlete",2900,"-","-",15504,2157,11455,"jump","jump"
"W10026398_TH",32,22,"List 97","athlete",2900,"-","-",15504,2157,11455,"swim","swim"
"W10026398_TH",33,22,"List 97","calves",2901,"-","-",8194,2749,6849,"feel","feel"
"W10026398_TH",33,22,"List 97","calves",2901,"-","-",8194,2749,6849,"build","build"
"W10026398_TH",34,22,"List 97","mathematician",2894,"-","-",12451,4599,11218,"guess","guess"
"W10026398_TH",34,22,"List 97","mathematician",2894,"-","-",12451,4599,11218,"smart","smart"
"W10026398_TH",35,22,"List 97","hug",2910,"-","-",5900,1925,4996,"touch","touch"
"W10026398_TH",35,22,"List 97","hug",2910,"-","-",5900,1925,4996,"smell","smell"
"W10026398_TH",36,22,"List 97","marigold",2891,"-","-",11051,2535,9666,"pick","pick"
"W10026398_TH",36,22,"List 97","marigold",2891,"-","-",11051,2535,9666,"smell","smell"
"W10026398_TH",36,22,"List 97","marigold",2891,"-","-",11051,2535,9666,"give","give"
"W10026398_TH",37,22,"List 97","saloonkeeper",2885,"-","-",13110,5753,11452,"visit","visit"
"W10026398_TH",37,22,"List 97","saloonkeeper",2885,"-","-",13110,5753,11452,"pay","pay"
"W10026398_TH",38,22,"List 97","passerby",2908,"-","-",7365,3490,4098,"look","look"
"W10026398_TH",39,22,"List 97","workroom",2905,"-","-",6282,2384,4928,"smell","smell"
"W10026398_TH",40,22,"List 97","manure",2899,"-","-",15898,1801,15187,"smell","smell"
"W10026398_TH",40,22,"List 97","manure",2899,"-","-",15898,1801,15187,"use","use"
"W10026398_TH",40,22,"List 97","manure",2899,"-","-",15898,1801,15187,"for","for"
"W10026398_TH",40,22,"List 97","manure",2899,"-","-",15898,1801,15187,"plants","plants"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"live","live"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"in","in"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"shelter","shelter"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"sit","sit"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"under","under"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"make","make"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"dinner","dinner"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"in","in"
"w10026441_mcl",11,16,"List 91","wigwam",2711,"-","-",45039,21430,43615,"sleep","sleep"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"exercise","exercise"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"practice","practice"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"wear","wear"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"as","as"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"shoe","shoe"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"encouragement","encouragement"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"talk","talk"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"to","to"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"make","make"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"health","health"
"w10026441_mcl",12,16,"List 91","trainer",2729,"-","-",44243,3313,42236,"plans","plans"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"run","run"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"away","away"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"from","from"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"swim","swim"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"with","with"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"pet","pet"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"feed","feed"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"see","see"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"at","at"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"zoo","zoo"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"find","find"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"in","in"
"w10026441_mcl",13,16,"List 91","crocodile",2725,"-","-",67703,1922,65787,"swamp","swamp"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"see","see"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"at","at"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"circus","circus"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"fly","fly"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"gymnastics","gymnastics"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"cartwheel","cartwheel"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"fly","fly"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"in","in"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"air","air"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"tightrope","tightrope"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"swing","swing"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"on","on"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"ropes","ropes"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"wear","wear"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"costumes","costumes"
"w10026441_mcl",14,16,"List 91","acrobat",2706,"-","-",50096,1394,49172,"entertain","entertain"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"family","family"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"member","member"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"argue","argue"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"love","love"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"eat","eat"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"dinner","dinner"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"with","with"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"go","go"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"to","to"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"school","school"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"with","with"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"share","share"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"parents","parents"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"share","share"
"w10026441_mcl",15,16,"List 91","stepsister",2714,"-","-",30614,3160,29501,"house","house"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"dye","dye"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"hair","hair"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"cut","cut"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"hair","hair"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"curl","curl"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"hair","hair"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"wash","wash"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"hair","hair"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"talk","talk"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"with","with"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"give","give"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"tip","tip"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"sweep","sweep"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"salon","salon"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"wax","wax"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"eyebrows","eyebrows"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"schedule","schedule"
"w10026441_mcl",16,16,"List 91","hairstylist",2712,"-","-",109427,29757,109080,"appointments","appointments"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"listen","listen"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"to","to"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"music","music"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"play","play"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"on","on"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"record","record"
"w10026441_mcl",17,16,"List 91","record",2726,"-","-",29807,2396,28032,"player","player"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"kill","kill"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"flys","fly"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"scoot","scoot"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"things","things"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"under","under"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"couch","couch"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"swat","swat"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"people","people"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"scratch","scratch"
"w10026441_mcl",18,16,"List 91","flyswatter",2727,"-","-",50249,1980,49306,"back","back"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"paint","paint"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"toes","toes"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"massage","massage"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"feet","feet"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"exfoliate","exfoliate"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"feet","feet"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"wash","wash"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"feet","feet"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"dry","dry"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"feet","feet"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"trim","trim"
"w10026441_mcl",19,16,"List 91","pedicurist",2717,"-","-",29463,3418,28532,"nails","nails"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"keep","keep"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"arms","arms"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"warm","warm"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"wipe","wipe"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"face","face"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"wipe","wipe"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"hands","hands"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"keep","keep"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"hands","hands"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"warm","warm"
"w10026441_mcl",20,16,"List 91","shirtsleeve",2703,"-","-",35933,3371,32682,"fold","fold"
"w10026441_mcl",21,16,"List 91","gin",2718,"-","-",18987,1610,17737,"drink","drink"
"w10026441_mcl",21,16,"List 91","gin",2718,"-","-",18987,1610,17737,"mix","mix"
"w10026441_mcl",21,16,"List 91","gin",2718,"-","-",18987,1610,17737,"bake","bake"
"w10026441_mcl",21,16,"List 91","gin",2718,"-","-",18987,1610,17737,"cook","cook"
"w10026441_mcl",22,16,"List 91","blackhead",2721,"-","-",34279,1332,23034,"pop","pop"
"w10026441_mcl",22,16,"List 91","blackhead",2721,"-","-",34279,1332,23034,"squeeze","squeeze"
"w10026441_mcl",22,16,"List 91","blackhead",2721,"-","-",34279,1332,23034,"remove","remove"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"cook","cook"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"clean","clean"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"take","take"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"care","care"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"of","of"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"kids","kids"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"plant","plant"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"flowers","flowers"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"make","make"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"dinner","dinner"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"stay","stay"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"at","at"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"home","home"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"grocery","grocery"
"w10026441_mcl",23,16,"List 91","housewife",2730,"-","-",149305,1565,128587,"shop","shop"
"w10026441_mcl",24,16,"List 91","goulash",2713,"-","-",18327,4279,17221,"eat","eat"
"w10026441_mcl",24,16,"List 91","goulash",2713,"-","-",18327,4279,17221,"cook","cook"
"w10026441_mcl",24,16,"List 91","goulash",2713,"-","-",18327,4279,17221,"serve","serve"
"w10026441_mcl",24,16,"List 91","goulash",2713,"-","-",18327,4279,17221,"burn","burn"
"w10026441_mcl",24,16,"List 91","goulash",2713,"-","-",18327,4279,17221,"share","share"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"drive","drive"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"go","go"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"to","to"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"work","work"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"live","live"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"in","in"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"wash","wash"
"w10026441_mcl",25,16,"List 91","car",2728,"-","-",15142,1444,13985,"repair","repair"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"live","live"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"work","work"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"medical","medical"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"appointments","appointments"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"get","get"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"married","married"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"have","have"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"kids","kids"
"w10026441_mcl",26,16,"List 91","midget",2709,"-","-",37191,3935,32721,"act","act"
"w10026441_mcl",27,16,"List 91","practitioner",2719,"-","-",40177,2068,37213,"doctor","doctor"
"w10026441_mcl",27,16,"List 91","practitioner",2719,"-","-",40177,2068,37213,"helper","helper"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"live","live"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"with","with"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"fight","fight"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"share","share"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"hang","hang"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"out","out"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"cook","cook"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"dinner","dinner"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"with","with"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"talk","talk"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"to","to"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"encourage","encourage"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"go","go"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"to","to"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"school","school"
"w10026441_mcl",28,16,"List 91","sister",2731,"-","-",38962,1757,37396,"with","with"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"trim","trim"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"grow","grow"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"style","style"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"catch","catch"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"crumbs","crumbs"
"w10026441_mcl",29,16,"List 91","moustache",2720,"-","-",22505,1911,21699,"disguise","disguise"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"hold","hold"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"clothes","clothes"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"hold","hold"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"clothespin","clothespin"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"hang","hang"
"w10026441_mcl",30,16,"List 91","clothesline",2705,"-","-",20001,2687,17516,"outside","outside"
"w10026441_mcl",31,16,"List 91","physiologist",2710,"-","-",23538,2046,21303,"work","work"
"w10026441_mcl",31,16,"List 91","physiologist",2710,"-","-",23538,2046,21303,"learn","learn"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"give","give"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"receive","receive"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"put","put"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"under","under"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"tree","tree"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"birthdays","birthdays"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"show","show"
"w10026441_mcl",32,16,"List 91","present",2722,"-","-",59106,1986,56289,"love","love"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"break","break"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"support","support"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"sit","sit"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"stand","stand"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"give","give"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"birth","birth"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"connect","connect"
"w10026441_mcl",33,16,"List 91","pelvis",2704,"-","-",39611,3320,35329,"spine","spine"
"w10026441_mcl",34,16,"List 91","nugget",2702,"-","-",18560,3415,16197,"eat","eat"
"w10026441_mcl",34,16,"List 91","nugget",2702,"-","-",18560,3415,16197,"(chicken)","(chicken)"
"w10026441_mcl",34,16,"List 91","nugget",2702,"-","-",18560,3415,16197,"sell","sell"
"w10026441_mcl",34,16,"List 91","nugget",2702,"-","-",18560,3415,16197,"buy","buy"
"w10026441_mcl",34,16,"List 91","nugget",2702,"-","-",18560,3415,16197,"cook","cook"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"break","break"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"window","window"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"hailstorm","hailstorm"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"freeze","freeze"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"throw","throw"
"w10026441_mcl",35,16,"List 91","hailstone",2723,"-","-",21882,1902,19886,"crush","crush"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"ride","ride"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"train","train"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"show","show"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"wash","wash"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"dry","dry"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"feed","feed"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"walk","walk"
"w10026441_mcl",36,16,"List 91","horse",2707,"-","-",26803,1390,25619,"trot","trot"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"wipe","wipe"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"nose","nose"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"blow","blow"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"nose","nose"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"clean","clean"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"up","up"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"spills","spills"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"squish","squish"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"bug","bug"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"use","use"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"as","as"
"w10026441_mcl",37,16,"List 91","kleenex",2724,"-","-",48588,1364,47345,"plate","plate"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"live","live"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"in","in"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"rent","rent"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"out","out"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"buy","buy"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"see","see"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"view","view"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"have","have"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"parties","parties"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"spend","spend"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"money","money"
"w10026441_mcl",38,16,"List 91","penthouse",2716,"-","-",26688,1673,18160,"on","on"
"w10026441_mcl",39,16,"List 91","chopstick",2708,"-","-",49314,1977,47510,"eat","eat"
