Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
sketchbook,draw pictures,draw,dree,VERB,Prolific
sketchbook,draw pictures,pictures,picture,NOUN,Prolific
crosswalk,walk on,walk,walk,VERB,Prolific
crosswalk,people crossing,people,people,NOUN,Prolific
crosswalk,people crossing,crossing,cross,VERB,Prolific
crosswalk,car drivers stop.,car,car,NOUN,Prolific
crosswalk,car drivers stop.,drivers,driver,NOUN,Prolific
crosswalk,car drivers stop.,stop,stop,VERB,Prolific
breasts,babies feed on,babies,baby,NOUN,Prolific
breasts,babies feed on,feed,feed,VERB,Prolific
breasts,lactating.,lactating,lactat,VERB,Prolific
cocoa,chocolate,chocolate,chocolate,NOUN,Prolific
cocoa,drinking chocolate,drinking,drink,VERB,Prolific
cocoa,drinking chocolate,chocolate,chocolate,NOUN,Prolific
cocoa,puddings.,puddings,pudding,NOUN,Prolific
buddy,go to the movies,go,go,VERB,Prolific
buddy,go to the movies,movies,movie,NOUN,Prolific
buddy,socialise with,socialize,socialize,VERB,Prolific
buddy,travel.,travel,travel,VERB,Prolific
tambourine,bang,bang,bang,VERB,Prolific
tambourine,rattle,rattle,rattle,VERB,Prolific
tambourine,tap,tap,tap,VERB,Prolific
jam,eat,eat,eat,VERB,Prolific
jam,flavour,flavor,flavor,VERB,Prolific
jam,bake.,bake,bake,VERB,Prolific
garage,put a car in,put,put,VERB,Prolific
garage,put a car in,car,car,NOUN,Prolific
garage,bikes,bikes,bike,NOUN,Prolific
garage,junk.,junk,junk,NOUN,Prolific
antennae,insects use them to sense,insects,insect,NOUN,Prolific
antennae,insects use them to sense,use,use,VERB,Prolific
antennae,insects use them to sense,sense,sense,NOUN,Prolific
antennae,used to recieve radio waves.,used,use,VERB,Prolific
antennae,used to recieve radio waves.,receive,receive,VERB,Prolific
antennae,used to recieve radio waves.,radio,radio,NOUN,Prolific
antennae,used to recieve radio waves.,waves,wave,NOUN,Prolific
novel,read,read,read,VERB,Prolific
novel,write,write,write,VERB,Prolific
novel,entertain.,entertain,entertain,VERB,Prolific
seedling,plant,plant,plant,VERB,Prolific
seedling,water,water,water,NOUN,Prolific
seedling,transplant.,transplant,transplant,VERB,Prolific
smock,wear,wear,wear,VERB,Prolific
smock,wash,wash,wash,VERB,Prolific
smock,mend.,mend,mend,VERB,Prolific
flapjack,eat,eat,eat,VERB,Prolific
flapjack,make,make,make,VERB,Prolific
flapjack,ice.,ice,ice,NOUN,Prolific
hashish,smoke,smoke,smoke,VERB,Prolific
hashish,relax.,relax,relax,VERB,Prolific
stepladder,climb,climb,climb,VERB,Prolific
stepladder,sit on,sit,sit,VERB,Prolific
stepladder,paint.,paint,paint,VERB,Prolific
firewood,burn,burn,burn,VERB,Prolific
firewood,chop,chop,chop,VERB,Prolific
firewood,store.,store,store,VERB,Prolific
neurologist,teach,teach,teach,VERB,Prolific
neurologist,heal,heal,heal,VERB,Prolific
neurologist,investigate.,investigate,investigate,VERB,Prolific
instructor,teach,teach,teach,VERB,Prolific
instructor,learn,learn,learn,VERB,Prolific
instructor,watch.,watch,watch,VERB,Prolific
craftsman,build,build,build,VERB,Prolific
craftsman,repair,repair,repair,VERB,Prolific
craftsman,extend.,extend,extend,VERB,Prolific
shack,build,build,build,VERB,Prolific
shack,live in,live,live,VERB,Prolific
shack,stay in,stay,stay,VERB,Prolific
shack,store things in.,store,store,VERB,Prolific
shack,store things in.,things,thing,NOUN,Prolific
dinner,prepare,prepare,prepare,VERB,Prolific
dinner,eat,eat,eat,VERB,Prolific
dinner,cook.,cook,cake,VERB,Prolific
poinsettia,look at,look,look,VERB,Prolific
poinsettia,plant,plant,plant,VERB,Prolific
poinsettia,water,water,water,NOUN,Prolific
poinsettia,feed.,feed,feed,VERB,Prolific
gem,look at,look,look,VERB,Prolific
gem,polish,polish,polish,VERB,Prolific
gem,wear.,wear,wear,VERB,Prolific
rodent,keep as a pet,keep,keep,VERB,Prolific
rodent,keep as a pet,pet,pet,NOUN,Prolific
rodent,feed,feed,feed,VERB,Prolific
rodent,water.,water,water,NOUN,Prolific
pastry,make,make,make,VERB,Prolific
pastry,bake,bake,bake,VERB,Prolific
pastry,eat.,eat,eat,VERB,Prolific
sedan,drive,drive,drive,VERB,Prolific
sedan,crash,crash,crash,VERB,Prolific
sedan,park,park,park,VERB,Prolific
sedan,put fuel in.,put,put,VERB,Prolific
sedan,put fuel in.,fuel,fuel,VERB,Prolific
skittle,polish,polish,polish,VERB,Prolific
skittle,throw a ball at.,throw,throw,VERB,Prolific
skittle,throw a ball at.,ball,ball,NOUN,Prolific
elbow,to use as a weapon,use,use,VERB,Prolific
elbow,to use as a weapon,weapon,weapon,VERB,Prolific
elbow,to strike with,strike,strike,VERB,Prolific
coleslaw,eat,eat,eat,VERB,Prolific
coleslaw,mix with other foods,mix,mix,VERB,Prolific
coleslaw,mix with other foods,foods,food,VERB,Prolific
chemicals,to change other things state,change,change,VERB,Prolific
chemicals,to change other things state,things,thing,NOUN,Prolific
chemicals,to change other things state,state,state,NOUN,Prolific
chemicals,paint strip,paint,paint,VERB,Prolific
chemicals,paint strip,strip,strip,VERB,Prolific
chemicals,clean,clean,clean,VERB,Prolific
suit,to wear,wear,wear,VERB,Prolific
suit,to sell,sell,sell,VERB,Prolific
suit,to burn,burn,burn,VERB,Prolific
belly,cuddle,cuddle,cuddle,VERB,Prolific
belly,love,love,love,VERB,Prolific
belly,sexy,sexy,sexy,INTJ,Prolific
hardware,computer storage,computer,computer,NOUN,Prolific
hardware,computer storage,storage,store,VERB,Prolific
hardware,furniture,furniture,furniture,NOUN,Prolific
hardware,scrap,scrap,scrap,VERB,Prolific
purse,buy,buy,buy,VERB,Prolific
purse,store,store,store,VERB,Prolific
purse,throw,throw,throw,VERB,Prolific
purse,give,give,give,VERB,Prolific
platter,plate,plate,plate,NOUN,Prolific
platter,food,food,food,NOUN,Prolific
platter,share,share,share,VERB,Prolific
orchard,apples,apples,apple,NOUN,Prolific
orchard,grow other items. ,grow,grow,VERB,Prolific
orchard,grow other items. ,items,item,NOUN,Prolific
veal,eat,eat,eat,VERB,Prolific
landscape,draw,draw,dree,VERB,Prolific
landscape,paint,paint,paint,VERB,Prolific
landscape,embrace photos,embrace,embrace,VERB,Prolific
landscape,embrace photos,photos,photo,NOUN,Prolific
landscape,share ,share,share,VERB,Prolific
strainer,fillter a sauce,filler,filter,VERB,Prolific
strainer,fillter a sauce,sauce,sauce,NOUN,Prolific
strainer,mix things with,mix,mix,VERB,Prolific
strainer,mix things with,things,thing,NOUN,Prolific
vessel,drink,drink,drink,VERB,Prolific
vessel,sail,sail,sail,VERB,Prolific
vessel,enjoy,enjoy,enjoy,VERB,Prolific
vessel,fight,fight,fight,VERB,Prolific
altarpiece,worship,worship,worship,VERB,Prolific
altarpiece,destroy,destroy,destroy,VERB,Prolific
altarpiece,rebuild,rebuild,rebuild,VERB,Prolific
saleslady,attractive,attractive,attractive,ADJ,Prolific
saleslady,girlgfriend,girlfriend,girlfriend,VERB,Prolific
saleslady,model,model,model,VERB,Prolific
saleslady,famous ,famous,famous,ADJ,Prolific
rancher,sauce,sauce,sauce,NOUN,Prolific
rancher,burgers,burgers,burgers,NOUN,Prolific
rancher,food,food,food,VERB,Prolific
goblet,drink,drink,drink,VERB,Prolific
goblet,ornament,ornament,ornament,VERB,Prolific
goblet,weapon,weapon,weapon,VERB,Prolific
goblet,trophy,trophy,trophy,VERB,Prolific
cane,weapon,weapon,weapon,VERB,Prolific
cane,toy,toy,toy,VERB,Prolific
cane,sex toy,sex,sex toy,VERB,Prolific
cane,gardening,gardening,garde,VERB,Prolific
wound,wound heal,heal,heal,VERB,Prolific
clay,make toys,make,make,VERB,Prolific
clay,make toys,toys,toy,NOUN,Prolific
clay,art,art,art,NOUN,Prolific
clay,dolls filler,dolls,doll,NOUN,Prolific
clay,dolls filler,filler,filler,NOUN,Prolific
token,money,money,money,NOUN,Prolific
token,weapon,weapon,weapon,NOUN,Prolific
token,weight,weight,weight,NOUN,Prolific
mayor,lord,lord,lord,NOUN,Prolific
bench,grow food,grow,grow,VERB,Prolific
bench,grow food,food,food,NOUN,Prolific
bench,plants,plants,plant,NOUN,Prolific
bench,fire wood,fire,fire,NOUN,Prolific
bench,fire wood,wood,wood,NOUN,Prolific
shell,decoration,decoration,decorate,VERB,Prolific
shell,design,design,design,VERB,Prolific
shell,food,food,food,NOUN,Prolific
asparagus,food,food,food,VERB,Prolific
asparagus,versatile,versatile,versatile,NOUN,Prolific
asparagus,eat.,eat,eat,VERB,Prolific
block,punch,punch,punch,VERB,Prolific
block,weapon,weapon,weapon,VERB,Prolific
block,fight,fight,fight,VERB,Prolific
tube,test tube,test,test tube,NOUN,Prolific
tube,fun hole,fun,fun,VERB,Prolific
tube,fun hole,hole,hole,NOUN,Prolific
duck,quack,quack,quack,VERB,Prolific
duck,food,food,food,VERB,Prolific
duck,pet,pet,pet,VERB,Prolific
duck,friend,friend,friend,VERB,Prolific
wrapper,tape,tape,tape,VERB,Prolific
wrapper,christmas,christmas,christmas,PROPN,Prolific
catwalk,lie,lie,lie,VERB,Prolific
catwalk,walk,walk,walk,VERB,Prolific
catwalk,trip,trip,trip,VERB,Prolific
catwalk,fall,fall,fall,VERB,Prolific
catwalk,parade,parade,parade,VERB,Prolific
radio,listen,listen,listen,VERB,Prolific
radio,drop,drop,drop,VERB,Prolific
radio,use,use,use,VERB,Prolific
radio,twiddle,twiddle,twiddle,VERB,Prolific
hamburger,eat,eat,eat,VERB,Prolific
hamburger,barbeque,barbecue,barbecue,VERB,Prolific
hamburger,vomit,vomit,vomit,VERB,Prolific
bathtub,bathe,bathe,bathe,VERB,Prolific
bathtub,clean,clean,clean,VERB,Prolific
bathtub,scrub,scrub,scrub,VERB,Prolific
bathtub,drown,drown,dry,VERB,Prolific
garb,wear,wear,wear,VERB,Prolific
dwarf,admire,admire,admire,VERB,Prolific
dwarf,dress,dress,dress,VERB,Prolific
dwarf,like,like,like,INTJ,Prolific
mum,love,love,love,VERB,Prolific
mum,care,care,care,VERB,Prolific
mum,look after,look,look,VERB,Prolific
mum,admire,admire,admire,VERB,Prolific
banister,slide,slide,slide,VERB,Prolific
banister,hold,hold,hold,VERB,Prolific
banister,paint,paint,paint,VERB,Prolific
trash,take out,take,take,VERB,Prolific
trash,add to,add,add,VERB,Prolific
rail,hold,hold,hold,VERB,Prolific
rail,guide,guide,guide,VERB,Prolific
rail,train run on,train,train,NOUN,Prolific
waitress,ask,ask,ask,VERB,Prolific
waitress,pay,pay,pay,VERB,Prolific
waitress,tip,tip,tip,VERB,Prolific
husband,love,love,love,VERB,Prolific
husband,care,care,care,VERB,Prolific
husband,look after,look,look,VERB,Prolific
hat,wear,wear,wear,VERB,Prolific
hat,step on,step,step on,VERB,Prolific
brooch,wear,wear,wear,VERB,Prolific
brooch,keep,keep,keep,VERB,Prolific
brooch,love,love,love,VERB,Prolific
needles,pin,pin,pin,VERB,Prolific
needles,sew,sew,sew,VERB,Prolific
needles,inject,inject,inject,VERB,Prolific
cupboard,store,store,store,VERB,Prolific
cupboard,hide,hide,hide,VERB,Prolific
cupboard,fill,fill,fill,VERB,Prolific
barkeep,drink,drink,drink,VERB,Prolific
lick,flick,flick,flick,VERB,Prolific
guestroom,sleep,sleep,sleep,VERB,Prolific
guestroom,relax,relax,relax,VERB,Prolific
guestroom,tidy,tidy,tidy,VERB,Prolific
guestroom,work,work,work,VERB,Prolific
crackers,pull,pull,pull,VERB,Prolific
crackers,eat,eat,eat,VERB,Prolific
crackers,throw,throw,throw,VERB,Prolific
icepick,use,use,use,VERB,Prolific
icepick,kill,kill,kill,VERB,Prolific
congresswoman,ask,ask,ask,VERB,Prolific
congresswoman,advise,advise,advise,VERB,Prolific
congresswoman,vote,vote,vote,VERB,Prolific
picnicker,sit,sit,sit,VERB,Prolific
picnicker,eat,eat,eat,VERB,Prolific
band,listen,listen,listen,VERB,Prolific
band,wrap,wrap,wrap,VERB,Prolific
band,wind,wind,wind,NOUN,Prolific
croquette,eat,eat,eat,VERB,Prolific
croquette,cook,cook,cake,VERB,Prolific
croquette,make,make,make,VERB,Prolific
jar,open,open,open,VERB,Prolific
jar,store,store,store,VERB,Prolific
jar,break,break,break,VERB,Prolific
rocker,sit,sit,sit,VERB,Prolific
rocker,listen to,listen,listen,VERB,Prolific
plaintiff,contest,contest,contest,VERB,Prolific
plaintiff,listen,listen,listen,VERB,Prolific
lace,sew,sew,sew,VERB,Prolific
lace,use,use,use,VERB,Prolific
lace,hide,hide,hide,VERB,Prolific
entree,eat,eat,eat,VERB,Prolific
entree,give,give,give,VERB,Prolific
bondsman,hired,hired,hi,VERB,Prolific
bondsman,used,used,use,VERB,Prolific
bondsman,bought,bought,buy,VERB,Prolific
molasses,eaten,eaten,eat,VERB,Prolific
molasses,stored,stored,store,VERB,Prolific
molasses,mixed,mixed,mix,VERB,Prolific
molasses,boiled,boiled,boil,VERB,Prolific
molasses,heated,heated,heate,VERB,Prolific
molasses,bought,bought,buy,VERB,Prolific
casserole,eaten,eaten,eat,VERB,Prolific
casserole,stored,stored,store,VERB,Prolific
casserole,cooked,cooked,cook,VERB,Prolific
casserole,frozen,frozen,freeze,VERB,Prolific
casserole,reheated,reheated,reheate,VERB,Prolific
casserole,sold,sold,sell,VERB,Prolific
casserole,shared,shared,share,VERB,Prolific
flatiron,pressed,pressed,press,VERB,Prolific
flatiron,heated,heated,heate,VERB,Prolific
flatiron,stored,stored,store,VERB,Prolific
flatiron,bought,bought,buy,VERB,Prolific
flatiron,sold,sold,sell,VERB,Prolific
flatiron,held,held,hold,VERB,Prolific
hibachi,heated,heated,heate,VERB,Prolific
hibachi,held,held,hold,VERB,Prolific
hibachi,stored,stored,store,VERB,Prolific
hibachi,boxed,boxed,box,VERB,Prolific
hibachi,gifted,gifted,gift,VERB,Prolific
hibachi,heated,heated,heate,VERB,Prolific
village,lived,lived,liv,VERB,Prolific
village,grown,grown,grow,VERB,Prolific
village,left,left,leave,VERB,Prolific
village,populated,populated,populate,VERB,Prolific
village,governed,governed,govern,VERB,Prolific
parakeet,bought,bought,buy,VERB,Prolific
parakeet,cared,cared,care,VERB,Prolific
parakeet,stroked,stroked,strok,VERB,Prolific
parakeet,held,held,hold,VERB,Prolific
parakeet,fed,fed,feed,VERB,Prolific
parakeet,flown,flown,flow,VERB,Prolific
mongoose,cared,cared,care,VERB,Prolific
mongoose,stroked,stroked,strok,VERB,Prolific
mongoose,held,held,hold,VERB,Prolific
pan,stored,stored,store,VERB,Prolific
pan,heated,heated,heate,VERB,Prolific
pan,stacked,stacked,stack,VERB,Prolific
pan,held,held,hold,VERB,Prolific
pan,dropped,dropped,drop,VERB,Prolific
pan,oiled,oiled,oil,VERB,Prolific
pan,cooked,cooked,cook,VERB,Prolific
pan,bought,bought,buy,VERB,Prolific
pan,sold,sold,sell,VERB,Prolific
raincoat,sold,sold,sell,VERB,Prolific
raincoat,bought,bought,buy,VERB,Prolific
raincoat,stored,stored,store,VERB,Prolific
raincoat,cleaned,cleaned,clean,VERB,Prolific
raincoat,presses,presses,press,NOUN,Prolific
raincoat,worn,worn,wear,VERB,Prolific
raincoat,hung,hung,hang,VERB,Prolific
dirt,cleaned,cleaned,clean,VERB,Prolific
dirt,washed,washed,washed,VERB,Prolific
dirt,held,held,hold,VERB,Prolific
dirt,wiped,wiped,wip,VERB,Prolific
dirt,scraped,scraped,scrape,VERB,Prolific
acupuncture,bought,bought,buy,VERB,Prolific
acupuncture,sold,sold,sell,VERB,Prolific
acupuncture,inserted,inserted,insert,VERB,Prolific
acupuncture,practiced,practiced,practice,VERB,Prolific
grandchild,held,held,hold,VERB,Prolific
grandchild,enjoyed,enjoyed,enjoy,VERB,Prolific
grandchild,loved,loved,love,VERB,Prolific
grandchild,cared,cared,care,VERB,Prolific
kettledrum,played,played,play,VERB,Prolific
kettledrum,stored,stored,store,VERB,Prolific
kettledrum,stacked,stacked,stack,VERB,Prolific
kettledrum,held,held,hold,VERB,Prolific
butt,held,held,hold,VERB,Prolific
butt,hit,hit,hit,VERB,Prolific
butt,clasped,clasped,clasp,VERB,Prolific
butt,gripped,gripped,grip,VERB,Prolific
butt,attached,attached,attach,VERB,Prolific
butt,detached,detached,detach,VERB,Prolific
butt,removed,removed,remove,VERB,Prolific
butt,touched,touched,touch,VERB,Prolific
crust,eaten,eaten,eat,VERB,Prolific
crust,removed,removed,remove,VERB,Prolific
crust,cut,cut,cut,VERB,Prolific
crust,sliced,sliced,slice,VERB,Prolific
crust,toasted,toasted,toast,VERB,Prolific
crust,removed,removed,remove,VERB,Prolific
crust,pulled,pulled,pull,VERB,Prolific
crust,baked,baked,bake,VERB,Prolific
crust,binned,binned,binn,VERB,Prolific
trigger,pulled,pulled,pull,VERB,Prolific
trigger,fired,fired,fi,VERB,Prolific
trigger,touched,touched,touch,VERB,Prolific
trigger,held,held,hold,VERB,Prolific
trigger,pressed,pressed,press,VERB,Prolific
trigger,gripped,gripped,grip,VERB,Prolific
trigger,pushed,pushed,push,VERB,Prolific
furnace,heated,heated,heate,VERB,Prolific
furnace,radiated,radiated,radiate,VERB,Prolific
furnace,repaired,repaired,repai,VERB,Prolific
stepdaughter,cared,cared,care,VERB,Prolific
stepdaughter,loved,loved,love,VERB,Prolific
stepdaughter,lived,lived,liv,VERB,Prolific
nut,eaten,eaten,eat,VERB,Prolific
nut,mixed,mixed,mix,VERB,Prolific
nut,stored,stored,store,VERB,Prolific
nut,skinned,skinned,skin,ADJ,Prolific
nut,toasted,toasted,toast,VERB,Prolific
nut,held,held,hold,VERB,Prolific
nut,binned,binned,binn,VERB,Prolific
nut,sliced,sliced,slice,VERB,Prolific
belt,worn,worn,wear,VERB,Prolific
belt,bought,bought,buy,VERB,Prolific
belt,sold,sold,sell,VERB,Prolific
belt,stored,stored,store,VERB,Prolific
belt,tightened,tightened,tightene,VERB,Prolific
belt,loosened,loosened,loose,VERB,Prolific
belt,holed,holed,hole,VERB,Prolific
belt,buckled,buckled,buckle,VERB,Prolific
teaspoonful,eaten,eaten,eat,VERB,Prolific
teaspoonful,mixed,mixed,mix,VERB,Prolific
teaspoonful,stirred,stirred,stir,VERB,Prolific
teaspoonful,measured,measured,measure,VERB,Prolific
taffy,eaten,eaten,eat,VERB,Prolific
taffy,pulled,pulled,pull,VERB,Prolific
taffy,stretched,stretched,stretch,VERB,Prolific
taffy,sold,sold,sell,VERB,Prolific
device,used,used,use,VERB,Prolific
device,electrified,electrified,electrify,VERB,Prolific
device,digitized,digitized,digitize,VERB,Prolific
device,charged,charged,charge,VERB,Prolific
device,held,held,hold,VERB,Prolific
device,dropped,dropped,drop,VERB,Prolific
corn,eaten,eaten,eat,VERB,Prolific
corn,toasted,toasted,toast,VERB,Prolific
corn,baked,baked,bake,VERB,Prolific
corn,mixed,mixed,mix,VERB,Prolific
billiards,played,played,play,VERB,Prolific
billiards,won,won,win,VERB,Prolific
billiards,lost,lost,lose,VERB,Prolific
mullets,worn,worn,wear,VERB,Prolific
mullets,cut,cut,cut,VERB,Prolific
mullets,styled,styled,sty,VERB,Prolific
mullets,shaved,shaved,shave,VERB,Prolific
mullets,dyed,dyed,dye,VERB,Prolific
mullets,gelled,gelled,gel,VERB,Prolific
mullets,shaved,shaved,shave,VERB,Prolific
apartments,bought,bought,buy,VERB,Prolific
apartments,sold,sold,sell,VERB,Prolific
apartments,rented,rented,rent,VERB,Prolific
apartments,lived,lived,liv,VERB,Prolific
apartments,flooded,flooded,floode,VERB,Prolific
apartments,damaged,damaged,damage,VERB,Prolific
apartments,shared,shared,share,VERB,Prolific
apartments,emptied,emptied,empty,VERB,Prolific
apartments,occupied,occupied,occupy,VERB,Prolific
apartments,populated,populated,populate,VERB,Prolific
apartments,closed,closed,close,VERB,Prolific
apartments,open,open,open,VERB,Prolific
apartments,furnished,furnished,furnish,VERB,Prolific
