"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","affordance_corrected"
"20302302bw",32,"Version 19","barley",547,"cooking","cooking"
"20302302bw",32,"Version 19","barley",547,"baking","baking"
"20302302bw",32,"Version 19","barley",547,"grinding","grinding"
"20302302bw",33,"Version 19","enamel",553,"remove","remove"
"20302302bw",34,"Version 19","switchblade",558,"stabbing","stabbing"
"20302302bw",34,"Version 19","switchblade",558,"cutting","cutting"
"20302302bw",34,"Version 19","switchblade",558,"slicing","slicing"
"20302302bw",34,"Version 19","switchblade",558,"fighting","fighting"
"20302302bw",35,"Version 19","woodcutter",561,"log splitting","log splitting"
"20302302bw",36,"Version 19","lantern",559,"light","light"
"20302302bw",36,"Version 19","lantern",559,"fire","fire"
"20302302bw",37,"Version 19","lubrication",550,"sex","sex"
"20302302bw",37,"Version 19","lubrication",550,"machines","machines"
"20302302bw",38,"Version 19","steak",555,"braising","braising"
"20302302bw",38,"Version 19","steak",555,"slicing","slicing"
"20302302bw",38,"Version 19","steak",555,"grinding","grinding"
"20302302bw",38,"Version 19","steak",555,"baking","baking"
"20302302bw",38,"Version 19","steak",555,"pan fry","pan fry"
"20302302bw",38,"Version 19","steak",555,"grilling","grilling"
"20302302bw",39,"Version 19","plaster",543,"cast","cast"
"20302302bw",39,"Version 19","plaster",543,"building","building"
"20304703CW",11,"Version 27","scythe",804,"death ","death "
"20304703CW",11,"Version 27","scythe",804,"decoration ","decoration "
"20304703CW",12,"Version 27","marshmallow",798,"hot chocolate","hot chocolate"
"20304703CW",12,"Version 27","marshmallow",798,"s'more","smores"
"20304703CW",12,"Version 27","marshmallow",798,"eating ","eating "
"20304703CW",13,"Version 27","foxhound",782,"pet ","pet "
"20304703CW",13,"Version 27","foxhound",782,"protection ","protection "
"20304703CW",13,"Version 27","foxhound",782,"guarding ","guarding "
"20304703CW",14,"Version 27","townsfolk",799,"communicating ","communicating "
"20304703CW",14,"Version 27","townsfolk",799,"running a town ","running a town "
"20304703CW",14,"Version 27","townsfolk",799,"building local economy ","building local economy "
"20304703CW",14,"Version 27","townsfolk",799,"local government ","local government "
"20304703CW",15,"Version 27","appliance",808,"kitchen ","kitchen "
"20304703CW",15,"Version 27","appliance",808,"bathroom ","bathroom "
"20304703CW",15,"Version 27","appliance",808,"laundry ","laundry "
"20304703CW",15,"Version 27","appliance",808,"cleaning ","cleaning "
"20304703CW",15,"Version 27","appliance",808,"to rules ","to rules "
"20304703CW",16,"Version 27","skin",790,"body","body"
"20304703CW",16,"Version 27","skin",790,"touch ","touch "
"20304703CW",16,"Version 27","skin",790,"massage ","massage "
"20304703CW",16,"Version 27","skin",790,"moisturize","moisturize"
"20304703CW",16,"Version 27","skin",790,"cleanse tattoo","cleanse tattoo"
"20304703CW",16,"Version 27","skin",790,"pierce ","pierce "
"20304703CW",16,"Version 27","skin",790,"wash","wash"
"20304703CW",16,"Version 27","skin",790,"shave ","shave "
"20304703CW",16,"Version 27","skin",790,"protect organs ","protect organs "
"20304703CW",17,"Version 27","electronics",784,"play games ","play games "
"20304703CW",17,"Version 27","electronics",784,"communicate ","communicate "
"20304703CW",17,"Version 27","electronics",784,"social medial ","social medial "
"20304703CW",17,"Version 27","electronics",784,"watch youtube ","watch you tube "
"20304703CW",17,"Version 27","electronics",784,"read news ","read news "
"20304703CW",17,"Version 27","electronics",784,"text ","text "
"20304703CW",17,"Version 27","electronics",784,"search things ","search things "
"20304703CW",19,"Version 27","daiquiri",800,"drink ","drink "
"20304703CW",19,"Version 27","daiquiri",800,"make","make"
"20304703CW",20,"Version 27","apricot",809,"on bread ","on bread "
"20304703CW",20,"Version 27","apricot",809,"to eat ","to eat "
"20304703CW",24,"Version 27","fondue",795,"to eat ","to eat "
"20304703CW",24,"Version 27","fondue",795,"dip with chips ","dip with chips "
"20304703CW",24,"Version 27","fondue",795,"dip with bread ","dip with bread "
"20304703CW",25,"Version 27","sedative",801,"to sleep ","to sleep "
"20304703CW",25,"Version 27","sedative",801,"calm pain ","calm pain "
"20304703CW",25,"Version 27","sedative",801,"induce coma","induce coma"
"20304703CW",26,"Version 27","cherry",805,"on a milkshake ","on a milkshake "
"20304703CW",26,"Version 27","cherry",805,"give something flavor ","give something flavor "
"20304703CW",26,"Version 27","cherry",805,"eat ","eat "
"20304703CW",27,"Version 27","bug",788,"kill bug ","kill bug "
"20304703CW",27,"Version 27","bug",788,"eat ","eat "
"20304703CW",28,"Version 27","gambler",793,"at a ca","at a ca"
"20304703CW",29,"Version 27","father",789,"for children ","for children "
"20304703CW",29,"Version 27","father",789,"spend time ","spend time "
"20304703CW",29,"Version 27","father",789,"get money ","get money "
"20304703CW",30,"Version 27","lingerie",791,"for significant other ","for significant other "
"20304703CW",30,"Version 27","lingerie",791,"wear ","wear "
"20304703CW",30,"Version 27","lingerie",791,"try on ","try on "
"20304703CW",30,"Version 27","lingerie",791,"myself ","myself "
"20304703CW",30,"Version 27","lingerie",791,"as undergarments ","as undergarments "
"20304703CW",31,"Version 27","fridge",787,"to store food ","to store food "
"20304703CW",31,"Version 27","fridge",787,"preserve milk ","preserve milk "
"20304703CW",31,"Version 27","fridge",787,"organize food ","organize food "
"20304703CW",31,"Version 27","fridge",787,"cool food ","cool food "
"20304703CW",32,"Version 27","receipts",796,"track money ","track money "
"20304703CW",32,"Version 27","receipts",796,"to return things ","to return things "
"20304703CW",32,"Version 27","receipts",796,"m","m"
"20304703CW",33,"Version 27","kaleidoscope",785,"change perception","change perception"
"20304703CW",34,"Version 27","housekeeper",802,"cleaning ","cleaning "
"20304703CW",34,"Version 27","housekeeper",802,"orginizong ","organization "
"20304703CW",34,"Version 27","housekeeper",802,"keep things orderly","keep things orderly"
"20304703CW",35,"Version 27","bum",783,"sit on ","sit on "
"20304703CW",35,"Version 27","bum",783,"lay on ","lay on "
"20304703CW",35,"Version 27","bum",783,"massage ","massage "
"20304703CW",35,"Version 27","bum",783,"slap ","slap "
"20304703CW",35,"Version 27","bum",783,"grab","grab"
"20304703CW",36,"Version 27","intercom",810,"to speak to crowds ","to speak to crowds "
"20304703CW",36,"Version 27","intercom",810,"yell into ","yell into "
"20304703CW",36,"Version 27","intercom",810,"play music ","play music "
"20304703CW",36,"Version 27","intercom",810,"connect missing people to love ones","connect missing people to love ones"
"20304703CW",37,"Version 27","bunkmate",792,"talk to ","talk to "
"20304703CW",37,"Version 27","bunkmate",792,"sleep with","sleep with"
"20304703CW",38,"Version 27","mothball",797,"keep away snakes ","keep away snakes "
"20304703CW",38,"Version 27","mothball",797,"keep away bugs","keep away bugs"
"20304703CW",39,"Version 27","flagpole",803,"to hang flag","to hang flag"
"20304703CW",40,"Version 27","subway",806,"transportation","transportation"
"20305967AO",11,"Version 47","gate",1389,"open","open"
"20305967AO",11,"Version 47","gate",1389,"close","close"
"20305967AO",11,"Version 47","gate",1389,"keep out","keep out"
"20305967AO",11,"Version 47","gate",1389,"protect within","protect within"
"20305967AO",11,"Version 47","gate",1389,"castle","castle"
"20305967AO",11,"Version 47","gate",1389,"protection","protection"
"20305967AO",12,"Version 47","apron",1386,"protect clothing","protect clothing"
"20305967AO",12,"Version 47","apron",1386,"various colors","various colors"
"20305967AO",12,"Version 47","apron",1386,"protection","protection"
"20305967AO",12,"Version 47","apron",1386,"cooking","cooking"
"20305967AO",12,"Version 47","apron",1386,"baking","baking"
"20305967AO",13,"Version 47","duckweed",1409,"aquamarine","aquamarine"
"20305967AO",13,"Version 47","duckweed",1409,"plant life","plant life"
"20305967AO",13,"Version 47","duckweed",1409,"ecology","ecology"
"20305967AO",13,"Version 47","duckweed",1409,"nature","nature"
"20305967AO",14,"Version 47","keepsake",1401,"time","time"
"20305967AO",15,"Version 47","hamster",1391,"animal","animal"
"20305967AO",15,"Version 47","hamster",1391,"caged","caged"
"20305967AO",15,"Version 47","hamster",1391,"pet","pet"
"20305967AO",15,"Version 47","hamster",1391,"active","active"
"20305967AO",16,"Version 47","mink",1382,"lashes","lashes"
"20305967AO",17,"Version 47","longbow",1402,"archery","archery"
"20305967AO",18,"Version 47","tortoise",1403,"fancy name for turtle","fancy name for turtle"
"20305967AO",18,"Version 47","tortoise",1403,"slow","slow"
"20305967AO",18,"Version 47","tortoise",1403,"nature","nature"
"20305967AO",19,"Version 47","chest",1404,"thoracic","thoracic"
"20305967AO",19,"Version 47","chest",1404,"cavity","cavity"
"20305967AO",19,"Version 47","chest",1404,"lungs","lungs"
"20305967AO",19,"Version 47","chest",1404,"heart","heart"
"20305967AO",19,"Version 47","chest",1404,"major superior organs ","major superior organs "
"20305967AO",20,"Version 47","axle",1399,"axe","axe"
"20305967AO",21,"Version 47","sled",1393,"snowing","snowing"
"20305967AO",21,"Version 47","sled",1393,"sledding","sledding"
"20305967AO",21,"Version 47","sled",1393,"winter vacation activity","winter vacation activity"
"20305967AO",22,"Version 47","confetti",1390,"birthday","birthday"
"20305967AO",22,"Version 47","confetti",1390,"surprise parties","surprise parties"
"20305967AO",22,"Version 47","confetti",1390,"special occasions","special occasions"
"20305967AO",22,"Version 47","confetti",1390,"various colors","various colors"
"20305967AO",23,"Version 47","comb",1388,"hair","hair"
"20305967AO",23,"Version 47","comb",1388,"not for 4c hair","not for 4c hair"
"20305967AO",23,"Version 47","comb",1388,"detangle","de-tangle"
"20305967AO",23,"Version 47","comb",1388,"brush out","brush out"
"20305967AO",24,"Version 47","harpsichord",1387,"huh","huh"
"20305967AO",25,"Version 47","newt",1397,"physics","physics"
"20305967AO",25,"Version 47","newt",1397,"chemistry reference maybe","chemistry reference maybe"
"20305967AO",26,"Version 47","radiologist",1400,"x rays","x rays"
"20305967AO",26,"Version 47","radiologist",1400,"specialist","specialist"
"20305967AO",26,"Version 47","radiologist",1400,"health science technicians","health science technicians"
"20305967AO",26,"Version 47","radiologist",1400,"important","important"
"20305967AO",26,"Version 47","radiologist",1400,"diagnosis","diagnosis"
"20305967AO",27,"Version 47","secretary",1406,"assistant","assistant"
"20305967AO",27,"Version 47","secretary",1406,"record keeping","record keeping"
"20305967AO",27,"Version 47","secretary",1406,"file organizers","file organizers"
"20305967AO",28,"Version 47","headrest",1396,"sleep","sleep"
"20305967AO",28,"Version 47","headrest",1396,"pillow","pillow"
"20305967AO",28,"Version 47","headrest",1396,"shoulder massager","shoulder massage"
"20305967AO",29,"Version 47","newspaper",1407,"to read back in the day","to read back in the day"
"20305967AO",29,"Version 47","newspaper",1407,"artwork material","artwork material"
"20305967AO",29,"Version 47","newspaper",1407,"not used anymore","not used anymore"
"20305967AO",30,"Version 47","firstborn",1395,"special ones","special ones"
"20305967AO",30,"Version 47","firstborn",1395,"caretakers","caretakers"
"20305967AO",30,"Version 47","firstborn",1395,"more stressed out emotionally","more stressed out emotionally"
"20305967AO",30,"Version 47","firstborn",1395,"spoiled","spoiled"
"20305967AO",31,"Version 47","pot",1384,"cooking","cooking"
"20305967AO",31,"Version 47","pot",1384,"boiling","boiling"
"20305967AO",32,"Version 47","kit",1405,"various subjects","various subjects"
"20305967AO",32,"Version 47","kit",1405,"nails","nails"
"20305967AO",32,"Version 47","kit",1405,"crochet","crochet"
"20305967AO",32,"Version 47","kit",1405,"surgical","surgical"
"20305967AO",33,"Version 47","floorboard",1398,"..",".."
"20305967AO",34,"Version 47","spear",1383,"sharp","sharp"
"20305967AO",34,"Version 47","spear",1383,"renaissance","renaissance"
"20305967AO",35,"Version 47","handkerchief",1411,"allergies","allergies"
"20305967AO",35,"Version 47","handkerchief",1411,"on the go","on the go"
"20305967AO",35,"Version 47","handkerchief",1411,"very useful","very useful"
"20305967AO",36,"Version 47","animal",1408,"ravenous","ravenous"
"20305967AO",36,"Version 47","animal",1408,"annoying","annoying"
"20305967AO",36,"Version 47","animal",1408,"useful","useful"
"20305967AO",36,"Version 47","animal",1408,"carnivorous","carnivorous"
"20305967AO",36,"Version 47","animal",1408,"sometimes okay","sometimes okay"
"20305967AO",37,"Version 47","pet",1385,"annoying","annoying"
"20305967AO",37,"Version 47","pet",1385,"various types","various types"
"20305967AO",38,"Version 47","loin",1394,"..",".."
"20305967AO",39,"Version 47","comforter",1410,"sleep","sleep"
"20305967AO",39,"Version 47","comforter",1410,"comfortable","comfortable"
"20305967AO",39,"Version 47","comforter",1410,"various colors","various colors"
"20305967AO",39,"Version 47","comforter",1410,"stylish","stylish"
"20305967AO",40,"Version 47","stream",1392,"water","water"
"20305967AO",40,"Version 47","stream",1392,"river","river"
"20305967AO",40,"Version 47","stream",1392,"type of ocean","type of ocean"
"20306722SG",11,"Version 6","blindfold",168,"hiding","hiding"
"20306722SG",11,"Version 6","blindfold",168,"guessing","guessing"
"20306722SG",11,"Version 6","blindfold",168,"leading","leading"
"20306722SG",11,"Version 6","blindfold",168,"playing a game ","playing a game "
"20306722SG",11,"Version 6","blindfold",168,"testing","testing"
"20306722SG",11,"Version 6","blindfold",168,"trusting","trusting"
"20306722SG",12,"Version 6","footballer",166,"athlete","athlete"
"20306722SG",12,"Version 6","footballer",166,"big","big"
"20306722SG",12,"Version 6","footballer",166,"athletic","athletic"
"20306722SG",12,"Version 6","footballer",166,"skilled","skilled"
"20306722SG",12,"Version 6","footballer",166,"crafted","crafted"
"20306722SG",12,"Version 6","footballer",166,"responsible","responsible"
"20306722SG",12,"Version 6","footballer",166,"leadership","leadership"
"20306722SG",13,"Version 6","crystal",171,"rock ","rock "
"20306722SG",13,"Version 6","crystal",171,"witchcraft","witchcraft"
"20306722SG",13,"Version 6","crystal",171,"jewelry","jewelry"
"20306722SG",13,"Version 6","crystal",171,"décor ","dï¿½cor "
"20306722SG",14,"Version 6","van",164,"kidnapping","kidnapping"
"20306722SG",14,"Version 6","van",164,"travel","travel"
"20306722SG",14,"Version 6","van",164,"family ","family "
"20306722SG",14,"Version 6","van",164,"large capacity","large capacity"
"20306722SG",16,"Version 6","chinaware",159,"decoration","decoration"
"20306722SG",16,"Version 6","chinaware",159,"eating ","eating "
"20306722SG",16,"Version 6","chinaware",159,"drinking","drinking"
"20306722SG",16,"Version 6","chinaware",159,"antique","antique"
"20306722SG",16,"Version 6","chinaware",159,"plating ","plating "
"20306722SG",18,"Version 6","tabasco",174,"seasoning","seasoning"
"20306722SG",18,"Version 6","tabasco",174,"sauce","sauce"
"20306722SG",18,"Version 6","tabasco",174,"hot","hot"
"20306722SG",18,"Version 6","tabasco",174,"spicy","spicy"
"20306722SG",19,"Version 6","bicep",152,"strong","strong"
"20306722SG",19,"Version 6","bicep",152,"weights","weights"
"20306722SG",19,"Version 6","bicep",152,"muscle","muscle"
"20306722SG",19,"Version 6","bicep",152,"grown","grown"
"20306722SG",19,"Version 6","bicep",152,"strengthened","strengthened"
"20306722SG",19,"Version 6","bicep",152,"arm","arm"
"20306722SG",19,"Version 6","bicep",152,"curls ","curls "
"20306722SG",20,"Version 6","screw",153,"building","building"
"20306722SG",20,"Version 6","screw",153,"stabilize","stabilize"
"20306722SG",20,"Version 6","screw",153,"nails","nails"
"20306722SG",20,"Version 6","screw",153,"round","round"
"20306722SG",20,"Version 6","screw",153,"silver","silver"
"20306722SG",20,"Version 6","screw",153,"driver","driver"
"20306722SG",21,"Version 6","wand",170,"witch","witch"
"20306722SG",21,"Version 6","wand",170,"harry potter","harry potter"
"20306722SG",21,"Version 6","wand",170,"wizard ","wizard "
"20306722SG",21,"Version 6","wand",170,"magic","magic"
"20306722SG",22,"Version 6","ginger",179,"cookie","cookie"
"20306722SG",22,"Version 6","ginger",179,"hair color","hair color"
"20306722SG",22,"Version 6","ginger",179,"irish","irish"
"20306722SG",23,"Version 6","scale",176,"weight","weight"
"20306722SG",23,"Version 6","scale",176,"measure","measure"
"20306722SG",23,"Version 6","scale",176,"grams","grams"
"20306722SG",23,"Version 6","scale",176,"pounds","pounds"
"20306722SG",23,"Version 6","scale",176,"kilos","kilos"
"20306722SG",24,"Version 6","bathe",157,"bathtub","bathtub"
"20306722SG",24,"Version 6","bathe",157,"shower","shower"
"20306722SG",24,"Version 6","bathe",157,"cleaning","cleaning"
"20306722SG",24,"Version 6","bathe",157,"wet","wet"
"20306722SG",24,"Version 6","bathe",157,"shampoo","shampoo"
"20306722SG",24,"Version 6","bathe",157,"soap","soap"
"20306722SG",24,"Version 6","bathe",157,"conditioner","conditioner"
"20306722SG",24,"Version 6","bathe",157,"steamy","steamy"
"20306722SG",24,"Version 6","bathe",157,"hot ","hot "
"20306722SG",24,"Version 6","bathe",157,"bubbles","bubbles"
"20306722SG",24,"Version 6","bathe",157,"candles","candles"
"20306722SG",25,"Version 6","balcony",177,"lights","lights"
"20306722SG",25,"Version 6","balcony",177,"view ","view "
"20306722SG",25,"Version 6","balcony",177,"city","city"
"20306722SG",25,"Version 6","balcony",177,"high","high"
"20306722SG",26,"Version 6","whisky",175,"drink","drink"
"20306722SG",26,"Version 6","whisky",175,"alcohol ","alcohol "
"20306722SG",26,"Version 6","whisky",175,"crown","crown"
"20306722SG",26,"Version 6","whisky",175,"brown ","brown "
"20306722SG",26,"Version 6","whisky",175,"warm","warm"
"20306722SG",26,"Version 6","whisky",175,"tennessee","tennessee"
"20306722SG",27,"Version 6","tofu",181,"food","food"
"20306722SG",27,"Version 6","tofu",181,"asian","asian"
"20306722SG",27,"Version 6","tofu",181,"fake meat","fake meat"
"20306722SG",27,"Version 6","tofu",181,"soybean","soybean"
"20306722SG",28,"Version 6","tinfoil",156,"cooking","cooking"
"20306722SG",28,"Version 6","tinfoil",156,"covering","covering"
"20306722SG",28,"Version 6","tinfoil",156,"conductor ","conductor "
"20306722SG",28,"Version 6","tinfoil",156,"silver","silver"
"20306722SG",29,"Version 6","canvass",178,"painting","painting"
"20306722SG",29,"Version 6","canvass",178,"looking","looking"
"20306722SG",29,"Version 6","canvass",178,"education","education"
"20306722SG",29,"Version 6","canvass",178,"website","website"
"20306722SG",30,"Version 6","bird",172,"animal","animal"
"20306722SG",30,"Version 6","bird",172,"fly","fly"
"20306722SG",30,"Version 6","bird",172,"sky","sky"
"20306722SG",30,"Version 6","bird",172,"eagle","eagle"
"20306722SG",30,"Version 6","bird",172,"wings","wings"
"20306722SG",30,"Version 6","bird",172,"black","black"
"20306722SG",31,"Version 6","harvest",169,"thanksgiving","thanksgiving"
"20306722SG",31,"Version 6","harvest",169,"farming","farming"
"20306722SG",31,"Version 6","harvest",169,"collecting","collecting"
"20306722SG",31,"Version 6","harvest",169,"pilgrims ","pilgrims "
"20306722SG",31,"Version 6","harvest",169,"accquiring","acquire"
"20306722SG",32,"Version 6","family",154,"mom","mom"
"20306722SG",32,"Version 6","family",154,"dad","dad"
"20306722SG",32,"Version 6","family",154,"sister","sister"
"20306722SG",32,"Version 6","family",154,"brother","brother"
"20306722SG",32,"Version 6","family",154,"love","love"
"20306722SG",34,"Version 6","berry",180,"blue","blue"
"20306722SG",34,"Version 6","berry",180,"fruit","fruit"
"20306722SG",34,"Version 6","berry",180,"black","black"
"20306722SG",34,"Version 6","berry",180,"straw","straw"
"20306722SG",34,"Version 6","berry",180,"sweet ","sweet "
"20306722SG",34,"Version 6","berry",180,"tart","tart"
"20306722SG",34,"Version 6","berry",180,"ripe","ripe"
"20306722SG",36,"Version 6","snowfall",167,"cold","cold"
"20306722SG",36,"Version 6","snowfall",167,"christmas","christmas"
"20306722SG",36,"Version 6","snowfall",167,"winter","winter"
"20306722SG",36,"Version 6","snowfall",167,"snowflakes","snowflakes"
"20306722SG",36,"Version 6","snowfall",167,"snow globes","snow globes"
"20306722SG",37,"Version 6","physician",162,"doctor","doctor"
"20306722SG",37,"Version 6","physician",162,"pills","pills"
"20306722SG",37,"Version 6","physician",162,"help ","help "
"20306722SG",37,"Version 6","physician",162,"medicine","medicine"
"20306722SG",37,"Version 6","physician",162,"educated","educated"
"20306722SG",38,"Version 6","desert",161,"hot","hot"
"20306722SG",38,"Version 6","desert",161,"sand ","sand "
"20306722SG",38,"Version 6","desert",161,"brown","brown"
"20306722SG",38,"Version 6","desert",161,"land","land"
"20306722SG",39,"Version 6","ticket",165,"speeding","speeding"
"20306722SG",39,"Version 6","ticket",165,"parking","parking"
"20306722SG",39,"Version 6","ticket",165,"fine","fine"
"20306722SG",39,"Version 6","ticket",165,"money","money"
"20306722SG",39,"Version 6","ticket",165,"police","police"
"20306722SG",40,"Version 6","myself",163,"female","female"
"20306722SG",40,"Version 6","myself",163,"athletic","athletic"
"20306722SG",40,"Version 6","myself",163,"tall","tall"
"20306722SG",40,"Version 6","myself",163,"active","active"
"20306722SG",40,"Version 6","myself",163,"livley","lively"
"20310228LF",11,"Version 54","ferryboat",1594,"travel","travel"
"20310228LF",11,"Version 54","ferryboat",1594,"tour","tour"
"20310228LF",11,"Version 54","ferryboat",1594,"live","live"
"20310228LF",11,"Version 54","ferryboat",1594,"transport","transport"
"20310228LF",12,"Version 54","headboard",1611,"bed","bed"
"20310228LF",12,"Version 54","headboard",1611,"decoration","decoration"
"20310228LF",13,"Version 54","crayfish",1593,"eaten","eaten"
"20310228LF",13,"Version 54","crayfish",1593,"boiled","boiled"
"20310228LF",13,"Version 54","crayfish",1593,"bait","bait"
"20310228LF",13,"Version 54","crayfish",1593,"cracked","cracked"
"20310228LF",14,"Version 54","cranberry",1621,"eaten","eaten"
"20310228LF",14,"Version 54","cranberry",1621,"smashed","smashed"
"20310228LF",14,"Version 54","cranberry",1621,"sauce","sauce"
"20310228LF",14,"Version 54","cranberry",1621,"decorate ","decorate "
"20310228LF",15,"Version 54","videotape",1615,"watch","watch"
"20310228LF",15,"Version 54","videotape",1615,"decoration","decoration"
"20310228LF",15,"Version 54","videotape",1615,"preservation ","preservation "
"20310228LF",16,"Version 54","flamethrower",1612,"cook","cook"
"20310228LF",16,"Version 54","flamethrower",1612,"performance","performance"
"20310228LF",16,"Version 54","flamethrower",1612,"protection","protection"
"20310228LF",17,"Version 54","coffeepot",1613,"hold liquid","hold liquid"
"20310228LF",17,"Version 54","coffeepot",1613,"decoration","decoration"
"20310228LF",17,"Version 54","coffeepot",1613,"vase","vase"
"20310228LF",18,"Version 54","windbreaker",1600,"worn","worn"
"20310228LF",19,"Version 54","groceries",1598,"eaten","eaten"
"20310228LF",19,"Version 54","groceries",1598,"decoration","decoration"
"20310228LF",19,"Version 54","groceries",1598,"cleaning","cleaning"
"20310228LF",20,"Version 54","plug",1609,"electricity","electricity"
"20310228LF",20,"Version 54","plug",1609,"drugs ","drugs "
"20310228LF",22,"Version 54","handball",1608,"thrown","thrown"
"20310228LF",22,"Version 54","handball",1608,"kicked ","kicked "
"20310228LF",23,"Version 54","tapestry",1614,"hung","hung"
"20310228LF",23,"Version 54","tapestry",1614,"decoration","decoration"
"20310228LF",23,"Version 54","tapestry",1614,"clothes ","clothes "
"20310228LF",24,"Version 54","counselor",1601,"talked to","talked to"
"20310228LF",25,"Version 54","pecan",1596,"cooking","cooking"
"20310228LF",25,"Version 54","pecan",1596,"eaten","eaten"
"20310228LF",26,"Version 54","mushroom",1592,"cooked","cooked"
"20310228LF",26,"Version 54","mushroom",1592,"eaten","eaten"
"20310228LF",26,"Version 54","mushroom",1592,"planted","planted"
"20310228LF",28,"Version 54","hammer",1618,"thrown","thrown"
"20310228LF",28,"Version 54","hammer",1618,"hit","hit"
"20310228LF",28,"Version 54","hammer",1618,"decoration","decoration"
"20310228LF",28,"Version 54","hammer",1618,"smash","smash"
"20310228LF",28,"Version 54","hammer",1618,"break","break"
"20310228LF",29,"Version 54","stencil",1610,"color","color"
"20310228LF",30,"Version 54","eyeglass",1599,"look through","look through"
"20310228LF",30,"Version 54","eyeglass",1599,"decoration","decoration"
"20310228LF",31,"Version 54","icebox",1597,"keep things cool","keep things cool"
"20310228LF",32,"Version 54","trophy",1602,"displayed","displayed"
"20310228LF",33,"Version 54","diamond",1619,"ring","ring"
"20310228LF",33,"Version 54","diamond",1619,"cutting","cutting"
"20310228LF",33,"Version 54","diamond",1619,"jewelry","jewelry"
"20310228LF",33,"Version 54","diamond",1619,"decoration","decoration"
"20310228LF",33,"Version 54","diamond",1619,"money ","money "
"20310228LF",34,"Version 54","ankle",1620,"walking","walking"
