"Username","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","word","lemma","POS"
"beagraves","Version 58","whisker","BOI","stir","stir","stir","NOUN"
"beagraves","Version 58","squeegee","BOI","wipe","wipe","wipe","INTJ"
"beagraves","Version 58","bulldozer","BOI","dig","dig","dig","X"
"beagraves","Version 58","bulldozer","BOI","move large objects","move","move","VERB"
"beagraves","Version 58","bulldozer","BOI","move large objects","large","large","ADJ"
"beagraves","Version 58","bulldozer","BOI","move large objects","objects","object","VERB"
"beagraves","Version 58","tabloid","BOI","read","read","read","VERB"
"beagraves","Version 58","newsboy","BOI","deliver","deliver","deliver","VERB"
"beagraves","Version 58","hen","BOI","lay eggs","lay","lay","VERB"
"beagraves","Version 58","hen","BOI","lay eggs","eggs","egg","NOUN"
"beagraves","Version 58","crouton","BOI","add flavor","add","add","VERB"
"beagraves","Version 58","crouton","BOI","add flavor","flavor","flavor","NOUN"
"beagraves","Version 58","crouton","BOI","crunch","crunch","crunch","NOUN"
"beagraves","Version 58","crouton","BOI","eat","eat","eat","VERB"
"beagraves","Version 58","guitarist","BOI","play","play","play","VERB"
"beagraves","Version 58","guitarist","BOI","teach","teach","teach","NOUN"
"beagraves","Version 58","sideburns","BOI","style hair","style","style","NOUN"
"beagraves","Version 58","sideburns","BOI","style hair","hair","hair","NOUN"
"beagraves","Version 58","tailor","BOI","size","size","size","NOUN"
"beagraves","Version 58","tailor","BOI","measurements","measurements","measurement","NOUN"
"beagraves","Version 58","shoe","BOI","put on","put","put","VERB"
"beagraves","Version 58","shoe","BOI","take off","take","take","VERB"
"beagraves","Version 58","examiner","BOI","take information","take","take","VERB"
"beagraves","Version 58","examiner","BOI","take information","information","information","NOUN"
"egn2122EGN","Version 70","furnishings","BOI","chair","chair","chair","NOUN"
"egn2122EGN","Version 70","furnishings","BOI","table","table","table","NOUN"
"egn2122EGN","Version 70","furnishings","BOI","couch","couch","couch","NOUN"
"egn2122EGN","Version 70","furnishings","BOI","lamp","lamp","lamp","NOUN"
"egn2122EGN","Version 70","camera","BOI","picture","picture","picture","NOUN"
"egn2122EGN","Version 70","caterpillar","BOI","butterfly","butterfly","butterfly","NOUN"
"egn2122EGN","Version 70","captain","BOI","lead boat","lead","lead","VERB"
"egn2122EGN","Version 70","captain","BOI","lead boat","boat","boat","NOUN"
"egn2122EGN","Version 70","greyhound","BOI","dog","dog","dog","NOUN"
"egn2122EGN","Version 70","wall","BOI","cinderblock","cinderblock","cinderblock","NOUN"
"IANB","Version 99","springboard","BOI","gymnastics","gymnastics","gymnastic","NOUN"
"IANB","Version 99","tar","BOI","roadwork","roadwork","roadwork","NOUN"
"IANB","Version 99","forefinger","BOI","tying shoes","tying","tie","VERB"
"IANB","Version 99","forefinger","BOI","tying shoes","shoes","shoe","VERB"
"IANB","Version 99","vaseline","BOI","skin repair","skin","skin","NOUN"
"IANB","Version 99","vaseline","BOI","skin repair","repair","repair","NOUN"
"IANB","Version 99","thyme","BOI","cooking","cooking","cook","NOUN"
"IANB","Version 99","plant","BOI","cure depression","cure","cure","NOUN"
"IANB","Version 99","plant","BOI","cure depression","depression","depression","NOUN"
"IANB","Version 99","rat","BOI","cure depression","cure","cure","NOUN"
"IANB","Version 99","rat","BOI","cure depression","depression","depression","NOUN"
"IANB","Version 99","aunt","BOI","family member","family","family","NOUN"
"IANB","Version 99","aunt","BOI","family member","member","member","NOUN"
"IANB","Version 99","calender","BOI","know the date","know","know","VERB"
"IANB","Version 99","calender","BOI","know the date","date","date","NOUN"
"IANB","Version 99","armpit","BOI","armpit farts","armpit","armpit","NOUN"
"IANB","Version 99","armpit","BOI","armpit farts","farts","fart","NOUN"
"IANB","Version 99","horseradish","BOI","cooking","cooking","cook","NOUN"
"IANB","Version 99","toast","BOI","eating","eating","eat","VERB"
"IANB","Version 99","employer","BOI","money","money","money","NOUN"
"IANB","Version 99","bomb","BOI","terrorism","terrorism","terrorism","NOUN"
"IANB","Version 99","cattle","BOI","producing milk","producing","produce","VERB"
"IANB","Version 99","cattle","BOI","producing milk","milk","milk","NOUN"
"IANB","Version 99","doughnut","BOI","eating","eating","eat","VERB"
"IANB","Version 99","flour","BOI","cooking","cooking","cook","NOUN"
"IANB","Version 99","builder","BOI","wall","wall","wall","NOUN"
"IANB","Version 99","river","BOI","water source","water","water","NOUN"
"IANB","Version 99","river","BOI","water source","source","source","NOUN"
"IANB","Version 99","building","BOI","living","living","live","NOUN"
"IANB","Version 99","mitt","BOI","keep warm","keep","keep","VERB"
"IANB","Version 99","mitt","BOI","keep warm","warm","warm","ADJ"
"IANB","Version 99","concert","BOI","serotonin ","serotonin","serotonin","NOUN"
"IANB","Version 99","horseman","BOI","ride a horse","ride","ride","NOUN"
"IANB","Version 99","horseman","BOI","ride a horse","horse","horse","NOUN"
"IANB","Version 99","recorder","BOI","music production","music","music","NOUN"
"IANB","Version 99","recorder","BOI","music production","production","production","NOUN"
"IANB","Version 99","stall","BOI","privacy","privacy","privacy","NOUN"
"IANB","Version 99","actor","BOI","serotonin","serotonin","serotonin","NOUN"
"IANB","Version 99","contraceptive","BOI","no kids","kids","kid","NOUN"
"J00557817DPD","Version 89","garb","BOI","wear","wear","wear","VERB"
"J00557817DPD","Version 89","garb","BOI","dress","dress","dress","NOUN"
"J00557817DPD","Version 89","waitress","BOI","serve","serve","serve","VERB"
"J00557817DPD","Version 89","waitress","BOI","pay","pay","pay","VERB"
"J00557817DPD","Version 89","plaintiff","BOI","decide","decide","decide","VERB"
"J00557817DPD","Version 89","plaintiff","BOI","choose","choose","choose","NOUN"
"J00557817DPD","Version 89","plaintiff","BOI","debate","debate","debate","NOUN"
"J00557817DPD","Version 89","plaintiff","BOI","argue","argue","argue","VERB"
"J00557817DPD","Version 89","hat","BOI","wear","wear","wear","VERB"
"J00557817DPD","Version 89","hat","BOI","fold","fold","fold","VERB"
"J00557817DPD","Version 89","hat","BOI","throw","throw","throw","INTJ"
"J00557817DPD","Version 89","jar","BOI","open","open","open","ADJ"
"J00557817DPD","Version 89","jar","BOI","close","close","close","ADJ"
"J00557817DPD","Version 89","jar","BOI","contain","contain","contain","NOUN"
"J00557817DPD","Version 89","entree","BOI","eat","eat","eat","VERB"
"J00557817DPD","Version 89","entree","BOI","cook","cook","cake","VERB"
"J00557817DPD","Version 89","entree","BOI","serve","serve","serve","VERB"
"J00557817DPD","Version 89","entree","BOI","microwave","microwave","microwave","NOUN"
"J00557817DPD","Version 89","congresswoman","BOI","vote","vote","vote","NOUN"
"J00557817DPD","Version 89","congresswoman","BOI","debate","debate","debate","NOUN"
"J00557817DPD","Version 89","croquette","BOI","cook","cook","cake","VERB"
"J00557817DPD","Version 89","croquette","BOI","eat","eat","eat","VERB"
"J00557817DPD","Version 89","croquette","BOI","serve","serve","serve","VERB"
"J00557817DPD","Version 89","croquette","BOI","bake","bake","bake","VERB"
"J00557817DPD","Version 89","croquette","BOI","fry","fry","fry","NOUN"
"J00557817DPD","Version 89","trash","BOI","throw","throw","throw","INTJ"
"J00557817DPD","Version 89","trash","BOI","dispose","dispose","dispose","NOUN"
"J00557817DPD","Version 89","lick","BOI","tongue","tongue","tongue","NOUN"
"J00557817DPD","Version 89","lick","BOI","eat","eat","eat","VERB"
"J00557817DPD","Version 89","lick","BOI","kiss","kiss","kiss","NOUN"
"J00557817DPD","Version 89","guestroom","BOI","sleep","sleep","sleep","NOUN"
"J00557817DPD","Version 89","guestroom","BOI","relax","relax","relax","NOUN"
"J00557817DPD","Version 89","guestroom","BOI","hide","hide","hide","NOUN"
"J00557817DPD","Version 89","brooch","BOI","wear","wear","wear","VERB"
"J00557817DPD","Version 89","brooch","BOI","polish","polish","polish","NOUN"
"J00557817DPD","Version 89","brooch","BOI","adorn","adorn","adorn","NOUN"
"J00557817DPD","Version 89","band","BOI","wear","wear","wear","VERB"
"J00557817DPD","Version 89","band","BOI","play","play","play","VERB"
"J00557817DPD","Version 89","rocker","BOI","rock","rock","rock","NOUN"
"J00557817DPD","Version 89","rocker","BOI","sway","sway","sway","INTJ"
"J00557817DPD","Version 89","rocker","BOI","sleep","sleep","sleep","NOUN"
"J00557817DPD","Version 89","rocker","BOI","sit","sit","sit","VERB"
"J00557817DPD","Version 89","catwalk","BOI","walk","walk","walk","VERB"
"J00557817DPD","Version 89","catwalk","BOI","travel","travel","travel","NOUN"
"J00557817DPD","Version 89","catwalk","BOI","observe","observe","observe","ADJ"
"J00557817DPD","Version 89","lace","BOI","tie","tie","tie","NOUN"
"J00557817DPD","Version 89","lace","BOI","wrap","wrap","wrap","NOUN"
"J00557817DPD","Version 89","husband","BOI","work","work","work","NOUN"
"J00557817DPD","Version 89","husband","BOI","cook","cook","cake","VERB"
"J00557817DPD","Version 89","husband","BOI","clean","clean","clean","ADJ"
"J00557817DPD","Version 89","husband","BOI","serve","serve","serve","VERB"
"J00557817DPD","Version 89","husband","BOI","marry","marry","marry","INTJ"
"J00557817DPD","Version 89","hamburger","BOI","eat","eat","eat","VERB"
"J00557817DPD","Version 89","hamburger","BOI","cook","cook","cake","VERB"
"J00557817DPD","Version 89","hamburger","BOI","fry","fry","fry","NOUN"
"J00557817DPD","Version 89","radio","BOI","listen","listen","listen","VERB"
"J00557817DPD","Version 89","crackers","BOI","eat","eat","eat","VERB"
"J00557817DPD","Version 89","crackers","BOI","bake","bake","bake","VERB"
"J00557817DPD","Version 89","crackers","BOI","dip","dip","dip","NOUN"
"J00557817DPD","Version 89","needles","BOI","poke","poke","poke","INTJ"
"J00557817DPD","Version 89","needles","BOI","prod","prod","prod","NOUN"
"J00557817DPD","Version 89","needles","BOI","stick","stick","stick","NOUN"
"J00557817DPD","Version 89","needles","BOI","jab","jab","jab","X"
"J00557817DPD","Version 89","bathtub","BOI","bathe","bathe","bato","NOUN"
"J00557817DPD","Version 89","bathtub","BOI","relax","relax","relax","NOUN"
"J00557817DPD","Version 89","rail","BOI","hold","hold","hold","INTJ"
"J00557817DPD","Version 89","rail","BOI","support","support","support","NOUN"
"J00557817DPD","Version 89","rail","BOI","walk","walk","walk","VERB"
"J00557817DPD","Version 89","dwarf","BOI","fight","fight","fight","NOUN"
"J00557817DPD","Version 89","cupboard","BOI","store","store","store","NOUN"
"J00557817DPD","Version 89","cupboard","BOI","stow","stow","stow","NOUN"
"J00557817DPD","Version 89","picnicker","BOI","unwind","unwind","unwind","INTJ"
"J00557817DPD","Version 89","picnicker","BOI","recreation","recreation","recreation","NOUN"
"J00557817DPD","Version 89","icepick","BOI","serve drinks","serve","serve","VERB"
"J00557817DPD","Version 89","icepick","BOI","serve drinks","drinks","drink","NOUN"
"J00557817DPD","Version 89","icepick","BOI","climb","climb","climb","VERB"
"J00557817DPD","Version 89","mum","BOI","mother","mother","mother","NOUN"
"J00557817DPD","Version 89","mum","BOI","parent","parent","parent","NOUN"
"J00557817DPD","Version 89","mum","BOI","foster","foster","foster","NOUN"
"J00557817DPD","Version 89","barkeep","BOI","serve","serve","serve","VERB"
"J00557817DPD","Version 89","barkeep","BOI","tend","tend","tend","VERB"
"J00557817DPD","Version 89","barkeep","BOI","accompany","accompany","accompany","NOUN"
"J00557817DPD","Version 89","banister","BOI","rail","rail","rail","NOUN"
"J00557817DPD","Version 89","banister","BOI","support","support","support","NOUN"
"J00557817DPD","Version 89","banister","BOI","walk","walk","walk","VERB"
"J00605047_jaf","Version 5","eyepiece","BOI","cover","cover","cover","NOUN"
"J00605047_jaf","Version 5","eyepiece","BOI","read through","read","read","VERB"
"J00605047_jaf","Version 5","eyepiece","BOI","protect with","protect","protect","VERB"
"J00605047_jaf","Version 5","postman","BOI","delivers","delivers","deliver","NOUN"
"J00605047_jaf","Version 5","postman","BOI","talk to","talk","talk","VERB"
"J00605047_jaf","Version 5","postman","BOI","greet","greet","greet","X"
"J00605047_jaf","Version 5","postman","BOI","give","give","give","VERB"
"J00605047_jaf","Version 5","postman","BOI","take","take","take","VERB"
"J00605047_jaf","Version 5","worker","BOI","work","work","work","NOUN"
"J00605047_jaf","Version 5","worker","BOI","enforce rules","enforce","enforce","NOUN"
"J00605047_jaf","Version 5","worker","BOI","enforce rules","rules","rule","NOUN"
"J00605047_jaf","Version 5","worker","BOI","complete job","complete","complete","ADJ"
"J00605047_jaf","Version 5","worker","BOI","complete job","job","job","NOUN"
"J00605047_jaf","Version 5","worker","BOI","start job","start","start","VERB"
"J00605047_jaf","Version 5","worker","BOI","start job","job","job","NOUN"
"J00605047_jaf","Version 5","doll","BOI","play","play","play","VERB"
"J00605047_jaf","Version 5","doll","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","doll","BOI","catch","catch","catch","VERB"
"J00605047_jaf","Version 5","doll","BOI","destroy","destroy","destroy","VERB"
"J00605047_jaf","Version 5","doll","BOI","create","create","create","VERB"
"J00605047_jaf","Version 5","powderpuff","BOI","watch","watch","watch","VERB"
"J00605047_jaf","Version 5","powderpuff","BOI","listen","listen","listen","VERB"
"J00605047_jaf","Version 5","cabbage","BOI","eat","eat","eat","VERB"
"J00605047_jaf","Version 5","cabbage","BOI","cook","cook","cake","VERB"
"J00605047_jaf","Version 5","cabbage","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","cabbage","BOI","catch","catch","catch","VERB"
"J00605047_jaf","Version 5","cabbage","BOI","destroy","destroy","destroy","VERB"
"J00605047_jaf","Version 5","cabbage","BOI","smash","smash","smash","INTJ"
"J00605047_jaf","Version 5","cabbage","BOI","burn","burn","burn","VERB"
"J00605047_jaf","Version 5","wristlet","BOI","wear","wear","wear","VERB"
"J00605047_jaf","Version 5","medication","BOI","take","take","take","VERB"
"J00605047_jaf","Version 5","medication","BOI","give","give","give","VERB"
"J00605047_jaf","Version 5","medication","BOI","consume","consume","consume","NOUN"
"J00605047_jaf","Version 5","medication","BOI","make","make","make","VERB"
"J00605047_jaf","Version 5","medication","BOI","destroy","destroy","destroy","VERB"
"J00605047_jaf","Version 5","crutch","BOI","use","use","use","VERB"
"J00605047_jaf","Version 5","crutch","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","crutch","BOI","catch","catch","catch","VERB"
"J00605047_jaf","Version 5","crutch","BOI","break","break","break","NOUN"
"J00605047_jaf","Version 5","cedar","BOI","cut","cut","cut","VERB"
"J00605047_jaf","Version 5","cedar","BOI","burn","burn","burn","VERB"
"J00605047_jaf","Version 5","cedar","BOI","create","create","create","VERB"
"J00605047_jaf","Version 5","cedar","BOI","destroy","destroy","destroy","VERB"
"J00605047_jaf","Version 5","cedar","BOI","plant","plant","plant","NOUN"
"J00605047_jaf","Version 5","cedar","BOI","consume","consume","consume","NOUN"
"J00605047_jaf","Version 5","sheepskin","BOI","wear","wear","wear","VERB"
"J00605047_jaf","Version 5","sheepskin","BOI","process","process","process","NOUN"
"J00605047_jaf","Version 5","sheepskin","BOI","tear","tear","tear","NOUN"
"J00605047_jaf","Version 5","bazooka","BOI","shoot","shoot","shoot","NOUN"
"J00605047_jaf","Version 5","bazooka","BOI","lean on","lean","lean","ADJ"
"J00605047_jaf","Version 5","bazooka","BOI","sit on","sit","sit","VERB"
"J00605047_jaf","Version 5","prosecutor","BOI","work","work","work","NOUN"
"J00605047_jaf","Version 5","prosecutor","BOI","pay","pay","pay","VERB"
"J00605047_jaf","Version 5","prosecutor","BOI","receive help","receive","receive","VERB"
"J00605047_jaf","Version 5","prosecutor","BOI","receive help","help","help","VERB"
"J00605047_jaf","Version 5","sandbank","BOI","stand","stand","stand","VERB"
"J00605047_jaf","Version 5","sandbank","BOI","slide","slide","slide","VERB"
"J00605047_jaf","Version 5","sandbank","BOI","sit","sit","sit","VERB"
"J00605047_jaf","Version 5","tranquilizers","BOI","shoot","shoot","shoot","NOUN"
"J00605047_jaf","Version 5","tranquilizers","BOI","take","take","take","VERB"
"J00605047_jaf","Version 5","pedal","BOI","push","push","push","INTJ"
"J00605047_jaf","Version 5","pedal","BOI","stand","stand","stand","VERB"
"J00605047_jaf","Version 5","woodwork","BOI","learn","learn","learn","VERB"
"J00605047_jaf","Version 5","woodwork","BOI","create with","create","create","VERB"
"J00605047_jaf","Version 5","woodwork","BOI","carve","carve","carve","NOUN"
"J00605047_jaf","Version 5","copper","BOI","melt","melt","melt","NOUN"
"J00605047_jaf","Version 5","copper","BOI","mold","mold","mold","NOUN"
"J00605047_jaf","Version 5","copper","BOI","hit","hit","hit","VERB"
"J00605047_jaf","Version 5","copper","BOI","bend","bend","bend","NOUN"
"J00605047_jaf","Version 5","waste","BOI","burn","burn","burn","VERB"
"J00605047_jaf","Version 5","waste","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","waste","BOI","consume","consume","consume","NOUN"
"J00605047_jaf","Version 5","antiques","BOI","display","display","display","NOUN"
"J00605047_jaf","Version 5","antiques","BOI","sell","sell","sell","VERB"
"J00605047_jaf","Version 5","antiques","BOI","buy","buy","buy","VERB"
"J00605047_jaf","Version 5","figurine","BOI","sell","sell","sell","VERB"
"J00605047_jaf","Version 5","figurine","BOI","buy","buy","buy","VERB"
"J00605047_jaf","Version 5","figurine","BOI","break","break","break","NOUN"
"J00605047_jaf","Version 5","figurine","BOI","display","display","display","NOUN"
"J00605047_jaf","Version 5","Picture Frame","BOI","hang","hang","hang","VERB"
"J00605047_jaf","Version 5","Picture Frame","BOI","break","break","break","NOUN"
"J00605047_jaf","Version 5","Picture Frame","BOI","dispay","display","display","NOUN"
"J00605047_jaf","Version 5","paprika","BOI","cook with","cook","cake","VERB"
"J00605047_jaf","Version 5","keyhole","BOI","insert key","insert","insert","VERB"
"J00605047_jaf","Version 5","keyhole","BOI","insert key","key","key","ADJ"
"J00605047_jaf","Version 5","keyhole","BOI","look through","look","look","VERB"
"J00605047_jaf","Version 5","keyhole","BOI","pick","pick","pick","VERB"
"J00605047_jaf","Version 5","playsuit","BOI","wear","wear","wear","VERB"
"J00605047_jaf","Version 5","pomegranate","BOI","eat","eat","eat","VERB"
"J00605047_jaf","Version 5","pomegranate","BOI","smash","smash","smash","INTJ"
"J00605047_jaf","Version 5","pomegranate","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","pomegranate","BOI","catch","catch","catch","VERB"
"J00605047_jaf","Version 5","hoop","BOI","wear","wear","wear","VERB"
"J00605047_jaf","Version 5","hoop","BOI","break","break","break","NOUN"
"J00605047_jaf","Version 5","hoop","BOI","throw","throw","throw","INTJ"
"J00605047_jaf","Version 5","hoop","BOI","play with","play","play","VERB"
"J00643621_teg","Version 81","pear","BOI","you can use it to eat","can","can","AUX"
"J00643621_teg","Version 81","pear","BOI","you can use it to eat","use","use","VERB"
"J00643621_teg","Version 81","pear","BOI","you can use it to eat","eat","eat","VERB"
"J00643621_teg","Version 81","pear","BOI","to make a smoothie","make","make","VERB"
"J00643621_teg","Version 81","pear","BOI","to make a smoothie","smoothie","smoothie","NOUN"
"J00643621_teg","Version 81","pear","BOI","to take a picture with","take","take","VERB"
"J00643621_teg","Version 81","pear","BOI","to take a picture with","picture","picture","NOUN"
"J00643621_teg","Version 81","pear","BOI","and to use as a figure to paint.","use","use","VERB"
"J00643621_teg","Version 81","pear","BOI","and to use as a figure to paint.","figure","figure","VERB"
"J00643621_teg","Version 81","pear","BOI","and to use as a figure to paint.","paint","paint","VERB"
"J00643621_teg","Version 81","boots","BOI","you use boots to walk in","use","use","VERB"
"J00643621_teg","Version 81","boots","BOI","you use boots to walk in","boots","boot","NOUN"
"J00643621_teg","Version 81","boots","BOI","you use boots to walk in","walk","walk","VERB"
"J00643621_teg","Version 81","boots","BOI","dance in","dance","dance","NOUN"
"J00643621_teg","Version 81","boots","BOI","work in","work","work","NOUN"
"J00643621_teg","Version 81","boots","BOI","and entertain with.","entertain","entertain","ADJ"
"J00643621_teg","Version 81","pants","BOI","you wear them","wear","wear","VERB"
"J00643621_teg","Version 81","pants","BOI","you can use them to style","can","can","AUX"
"J00643621_teg","Version 81","pants","BOI","you can use them to style","use","use","VERB"
"J00643621_teg","Version 81","pants","BOI","you can use them to style","style","style","NOUN"
"J00643621_teg","Version 81","pants","BOI","to photograph","photograph","photograph","NOUN"
"J00643621_teg","Version 81","pants","BOI","and to make something else out of pants.","make","make","VERB"
"J00643621_teg","Version 81","pants","BOI","and to make something else out of pants.","something","something","PRON"
"J00643621_teg","Version 81","pants","BOI","and to make something else out of pants.","else","else","ADJ"
"J00643621_teg","Version 81","pants","BOI","and to make something else out of pants.","pants","pants","NOUN"
"J00643621_teg","Version 81","soybean","BOI","you use them to cook with","use","use","VERB"
"J00643621_teg","Version 81","soybean","BOI","you use them to cook with","cook","cake","VERB"
"J00643621_teg","Version 81","soybean","BOI","to eat","eat","eat","VERB"
"J00643621_teg","Version 81","soybean","BOI","and to grow.","grow","grow","VERB"
"J00643621_teg","Version 81","Mug","BOI","you use these to drink out of","use","use","VERB"
"J00643621_teg","Version 81","Mug","BOI","you use these to drink out of","drink","drink","NOUN"
"J00643621_teg","Version 81","Mug","BOI","use to put tools in","use","use","VERB"
"J00643621_teg","Version 81","Mug","BOI","use to put tools in","put","put","VERB"
"J00643621_teg","Version 81","Mug","BOI","use to put tools in","tools","tool","NOUN"
"J00643621_teg","Version 81","Mug","BOI","put various things in","put","put","VERB"
"J00643621_teg","Version 81","Mug","BOI","put various things in","various","various","ADJ"
"J00643621_teg","Version 81","Mug","BOI","put various things in","things","thing","NOUN"
"J00643621_teg","Version 81","Mug","BOI","you can use them to paint","can","can","AUX"
"J00643621_teg","Version 81","Mug","BOI","you can use them to paint","use","use","VERB"
"J00643621_teg","Version 81","Mug","BOI","you can use them to paint","paint","paint","VERB"
"J00643621_teg","Version 81","Mug","BOI","or do an arts and craft activity with.","arts","arts","NOUN"
"J00643621_teg","Version 81","Mug","BOI","or do an arts and craft activity with.","craft","craft","NOUN"
"J00643621_teg","Version 81","Mug","BOI","or do an arts and craft activity with.","activity","activity","NOUN"
"J00643621_teg","Version 81","guardsman","BOI","you use guardsman for the queen","use","use","VERB"
"J00643621_teg","Version 81","guardsman","BOI","you use guardsman for the queen","guardsman","guardsman","NOUN"
"J00643621_teg","Version 81","guardsman","BOI","you use guardsman for the queen","queen","queen","NOUN"
