"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"M20294769","Version 98","aluminum",2931,"used to cover stuff","stuff","stuff","NOUN"
"M20294769","Version 98","townspeople",2929,"people","people","people","NOUN"
"M20294769","Version 98","townspeople",2929,"city ","city","city","NOUN"
"M20294769","Version 98","harness",2914,"animals","animals","animal","NOUN"
"M20294769","Version 98","harness",2914,"restriction ","restriction","restriction","NOUN"
"M20294769","Version 98","hostel",2925,"captured","captured","capture","VERB"
"M20294769","Version 98","busman",2932,"driver","driver","driver","NOUN"
"M20294769","Version 98","busman",2932,"school bus","school","school","NOUN"
"M20294769","Version 98","busman",2932,"school bus","bus","bus","NOUN"
"M20294769","Version 98","cowhide",2923,"off a animal","animal","animal","NOUN"
"M20294769","Version 98","cowhide",2923,"cow rug ","cow","cow","NOUN"
"M20294769","Version 98","cowhide",2923,"cow rug ","rug","rug","NOUN"
"M20294769","Version 98","meteorologist",2936,"weather man","weather","weather","NOUN"
"M20294769","Version 98","meteorologist",2936,"weather man","man","man","NOUN"
"M20294769","Version 98","meteorologist",2936,"read weather ","read","read","VERB"
"M20294769","Version 98","meteorologist",2936,"read weather ","weather","weather","NOUN"
"M20294769","Version 98","astronaut",2920,"outter space","outer","outer","ADJ"
"M20294769","Version 98","astronaut",2920,"outter space","space","space","NOUN"
"M20294769","Version 98","astronaut",2920,"rocket ship","rocket","rocket","NOUN"
"M20294769","Version 98","astronaut",2920,"rocket ship","ship","ship","NOUN"
"M20294769","Version 98","nipple",2935,"part of persons body ","part","part","NOUN"
"M20294769","Version 98","nipple",2935,"part of persons body ","persons","person","NOUN"
"M20294769","Version 98","nipple",2935,"part of persons body ","body","body","NOUN"
"M20294769","Version 98","nipple",2935,"animals body ","animals","animal","NOUN"
"M20294769","Version 98","nipple",2935,"animals body ","body","body","NOUN"
"M20294769","Version 98","schoolwork",2919,"homework","homework","homework","NOUN"
"M20294769","Version 98","schoolwork",2919,"work in class ","work","work","NOUN"
"M20294769","Version 98","schoolwork",2919,"work in class ","class","class","NOUN"
"M20294769","Version 98","clothes",2940,"what we wear ","wear","wear","VERB"
"M20294769","Version 98","kale",2913,"food","food","food","NOUN"
"M20294769","Version 98","kale",2913,"healthy","healthy","healthy","ADJ"
"M20294769","Version 98","kale",2913,"green ","green","green","ADJ"
"M20294769","Version 98","knot",2917,"shoe knot","shoe","shoe","NOUN"
"M20294769","Version 98","knot",2917,"shoe knot","knot","knot","PART"
"M20294769","Version 98","knot",2917,"tie knots ","tie","tie","NOUN"
"M20294769","Version 98","knot",2917,"tie knots ","knots","knot","NOUN"
"M20294769","Version 98","gun",2924,"shooting","shooting","shoot","NOUN"
"M20294769","Version 98","gun",2924,"gun show","gun","gun","NOUN"
"M20294769","Version 98","gun",2924,"gun show","show","show","VERB"
"M20294769","Version 98","gun",2924,"police ","police","police","NOUN"
"M20294769","Version 98","wrestler",2921,"sport","sport","sport","NOUN"
"M20294769","Version 98","wrestler",2921,"athlete","athlete","athlete","X"
"M20294769","Version 98","wrestler",2921,"big ","big","big","ADJ"
"M20295725","Version 9","clay",264,"play","play","play","VERB"
"M20295725","Version 9","clay",264,"mold","mold","mold","NOUN"
"M20295725","Version 9","clay",264,"make","make","make","VERB"
"M20295725","Version 9","asparagus",252,"eat","eat","eat","VERB"
"M20295725","Version 9","asparagus",252,"serve","serve","serve","VERB"
"M20295725","Version 9","asparagus",252,"love","love","love","NOUN"
"M20295725","Version 9","purse",266,"use","use","use","VERB"
"M20295725","Version 9","purse",266,"carry","carry","carry","VERB"
"M20295725","Version 9","purse",266,"hold","hold","hold","INTJ"
"M20295725","Version 9","block",245,"play","play","play","VERB"
"M20295725","Version 9","block",245,"kid","kid","kid","NOUN"
"M20295725","Version 9","coleslaw",255,"eat","eat","eat","VERB"
"M20295725","Version 9","coleslaw",255,"serve","serve","serve","VERB"
"M20295725","Version 9","shell",262,"gas","gas","gas","NOUN"
"M20295725","Version 9","shell",262,"eat","eat","eat","VERB"
"M20295725","Version 9","shell",262,"send","send","send","VERB"
"M20295725","Version 9","saleslady",265,"listen","listen","listen","VERB"
"M20295725","Version 9","tyke",246,"send","send","send","VERB"
"M20295725","Version 9","elbow",259,"use","use","use","VERB"
"M20295725","Version 9","bench",243,"sit","sit","sit","VERB"
"M20295725","Version 9","orchard",271,"eat","eat","eat","VERB"
"M20295725","Version 9","wrapper",267,"use","use","use","VERB"
"M20295725","Version 9","duck",247,"walk","walk","walk","VERB"
"M20295725","Version 9","vessel",249,"work","work","work","NOUN"
"M20295725","Version 9","tube",248,"use","use","use","VERB"
"M20295725","Version 9","strainer",254,"use","use","use","VERB"
"M20295725","Version 9","mayor",242,"leader","leader","leader","NOUN"
"M20295725","Version 9","token",256,"game","game","game","NOUN"
"M20295725","Version 9","chemicals",260,"science","science","science","NOUN"
"M20295725","Version 9","wound",257,"hurt","hurt","hurt","VERB"
"M20295725","Version 9","platter",269,"serve","serve","serve","VERB"
"M20295725","Version 9","belly",251,"button","button","button","NOUN"
"M20295725","Version 9","suit",250,"tie","tie","tie","NOUN"
"M20295725","Version 9","suit",250,"wear","wear","wear","VERB"
"M20295725","Version 9","cane",258,"candy","candy","candy","NOUN"
"M20295725","Version 9","rancher",244,"barn","barn","barn","NOUN"
"M20295725","Version 9","goblet",263,"scared","scared","scared","ADJ"
"M20295725","Version 9","landscape",253,"worker","worker","worker","NOUN"
"M20295725","Version 9","hardware",268,"lowes","lowed","low","VERB"
"M20301552_caf","Version 99","plant",2964,"plant","plant","plant","NOUN"
"M20301552_caf","Version 99","plant",2964,"harvest","harvest","harvest","ADJ"
"M20301552_caf","Version 99","plant",2964,"trim","trim","trim","X"
"M20301552_caf","Version 99","plant",2964,"cut","cut","cut","VERB"
"M20301552_caf","Version 99","plant",2964,"view","view","view","NOUN"
"M20301552_caf","Version 99","building",2969,"offices","offices","office","NOUN"
"M20301552_caf","Version 99","building",2969,"entertainment","entertainment","entertainment","NOUN"
"M20301552_caf","Version 99","building",2969,"organizations","organizations","organizations","NOUN"
"M20301552_caf","Version 99","building",2969,"communities","communities","communities","NOUN"
"M20301552_caf","Version 99","building",2969,"gatherings","gatherings","gatherings","NOUN"
"M20301552_caf","Version 99","forefinger",2966,"touch","touch","touch","NOUN"
"M20301552_caf","Version 99","forefinger",2966,"flick","flick","flick","VERB"
"M20301552_caf","Version 99","forefinger",2966,"point","point","point","NOUN"
"M20301552_caf","Version 99","forefinger",2966,"scrape","scrape","scrape","NOUN"
"M20301552_caf","Version 99","forefinger",2966,"scratch","scratch","scratch","NOUN"
"M20301552_caf","Version 99","forefinger",2966,"hold an item","hold","hold","INTJ"
"M20301552_caf","Version 99","forefinger",2966,"hold an item","item","item","NOUN"
"M20301552_caf","Version 99","river",2948,"flow","flow","flow","VERB"
"M20301552_caf","Version 99","river",2948,"use for power","use","use","VERB"
"M20301552_caf","Version 99","river",2948,"use for power","power","power","NOUN"
"M20301552_caf","Version 99","river",2948,"water to drink","water","water","NOUN"
"M20301552_caf","Version 99","river",2948,"water to drink","drink","drink","NOUN"
"M20301552_caf","Version 99","river",2948,"water to wash","water","water","NOUN"
"M20301552_caf","Version 99","river",2948,"water to wash","wash","wash","INTJ"
"M20301552_caf","Version 99","river",2948,"water to fish","water","water","NOUN"
"M20301552_caf","Version 99","river",2948,"water to fish","fish","fish","NOUN"
"M20301552_caf","Version 99","flour",2947,"use for cooking","use","use","VERB"
"M20301552_caf","Version 99","flour",2947,"use for cooking","cooking","cook","NOUN"
"M20301552_caf","Version 99","employer",2945,"work","work","work","NOUN"
"M20301552_caf","Version 99","employer",2945,"boss others","boss","boss","NOUN"
"M20301552_caf","Version 99","employer",2945,"boss others","others","other","NOUN"
"M20301552_caf","Version 99","employer",2945,"pay employees","pay","pay","VERB"
"M20301552_caf","Version 99","employer",2945,"pay employees","employees","employee","NOUN"
"M20301552_caf","Version 99","employer",2945,"run business","run","run","NOUN"
"M20301552_caf","Version 99","employer",2945,"run business","business","business","NOUN"
"M20301552_caf","Version 99","mitt",2960,"catch","catch","catch","VERB"
"M20301552_caf","Version 99","mitt",2960,"remove things from oven","remove","remove","VERB"
"M20301552_caf","Version 99","mitt",2960,"remove things from oven","things","thing","NOUN"
"M20301552_caf","Version 99","mitt",2960,"remove things from oven","oven","oven","ADV"
"M20301552_caf","Version 99","calender",2946,"mark dates","mark","mark","NOUN"
"M20301552_caf","Version 99","calender",2946,"mark dates","dates","date","NOUN"
"M20301552_caf","Version 99","calender",2946,"know the date","know","know","VERB"
"M20301552_caf","Version 99","calender",2946,"know the date","date","date","NOUN"
"M20301552_caf","Version 99","calender",2946,"schedule events","schedule","schedule","NOUN"
"M20301552_caf","Version 99","calender",2946,"schedule events","events","event","NOUN"
"M20301552_caf","Version 99","toast",2954,"eat","eat","eat","VERB"
"M20301552_caf","Version 99","toast",2954,"propose at a gathering","propose","propose","VERB"
"M20301552_caf","Version 99","toast",2954,"propose at a gathering","gathering","gather","VERB"
"M20301552_caf","Version 99","builder",2955,"construct something","construct","construct","NOUN"
"M20301552_caf","Version 99","builder",2955,"construct something","something","something","PRON"
"M20301552_caf","Version 99","concert",2950,"play music","play","play","VERB"
"M20301552_caf","Version 99","concert",2950,"play music","music","music","NOUN"
"M20301552_caf","Version 99","concert",2950,"listen to music","listen","listen","VERB"
"M20301552_caf","Version 99","concert",2950,"listen to music","music","music","NOUN"
"M20301552_caf","Version 99","concert",2950,"hangout with friends/family","hangout","hangout","NOUN"
"M20301552_caf","Version 99","concert",2950,"hangout with friends/family","friends","friend","NOUN"
"M20301552_caf","Version 99","concert",2950,"hangout with friends/family","family","family","NOUN"
"M20301552_caf","Version 99","concert",2950,"drink","drink","drink","NOUN"
"M20301552_caf","Version 99","horseradish",2943,"eat","eat","eat","VERB"
"M20301552_caf","Version 99","horseradish",2943,"cook","cook","cake","VERB"
"M20301552_caf","Version 99","rat",2951,"study/use for studies","study","study","NOUN"
"M20301552_caf","Version 99","rat",2951,"study/use for studies","use","use","VERB"
"M20301552_caf","Version 99","rat",2951,"study/use for studies","studies","study","NOUN"
"M20301552_caf","Version 99","vaseline",2965,"chapped lips","chapped","chap","VERB"
"M20301552_caf","Version 99","vaseline",2965,"chapped lips","lips","lip","NOUN"
"M20301552_caf","Version 99","vaseline",2965,"grease/lubricate things","grease","grease","INTJ"
"M20301552_caf","Version 99","vaseline",2965,"grease/lubricate things","lubricate","lubricate","NOUN"
"M20301552_caf","Version 99","vaseline",2965,"grease/lubricate things","things","thing","NOUN"
"M20301552_caf","Version 99","doughnut",2967,"eat","eat","eat","VERB"
"M20301552_caf","Version 99","doughnut",2967,"give to someone else","give","give","VERB"
"M20301552_caf","Version 99","doughnut",2967,"give to someone else","someone","someone","PRON"
"M20301552_caf","Version 99","doughnut",2967,"give to someone else","else","else","ADJ"
"M20301552_caf","Version 99","horseman",2957,"ride the horse","ride","ride","NOUN"
"M20301552_caf","Version 99","horseman",2957,"ride the horse","horse","horse","NOUN"
"M20301552_caf","Version 99","horseman",2957,"train the horse","train","train","NOUN"
"M20301552_caf","Version 99","horseman",2957,"train the horse","horse","horse","NOUN"
"M20301552_caf","Version 99","horseman",2957,"feed/water the horse","feed","feed","NOUN"
"M20301552_caf","Version 99","horseman",2957,"feed/water the horse","water","water","NOUN"
"M20301552_caf","Version 99","horseman",2957,"feed/water the horse","horse","horse","NOUN"
"M20301552_caf","Version 99","recorder",2963,"tape an event/conversation ","tape","tape","NOUN"
"M20301552_caf","Version 99","recorder",2963,"tape an event/conversation ","event","event","NOUN"
"M20301552_caf","Version 99","recorder",2963,"tape an event/conversation ","conversation","conversation","NOUN"
"M20301552_caf","Version 99","stall",2956,"store something","store","store","NOUN"
"M20301552_caf","Version 99","stall",2956,"store something","something","something","PRON"
"M20301552_caf","Version 99","stall",2956,"restroom stall","restroom","restroom","NOUN"
"M20301552_caf","Version 99","stall",2956,"restroom stall","stall","stall","NOUN"
"M20301552_caf","Version 99","springboard",2944,"bounce","bounce","bounce","NOUN"
"M20301552_caf","Version 99","springboard",2944,"reduce impact","reduce","reduce","NOUN"
