Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
salt,preserving food,preserving,preserve,VERB,Prolific
salt,preserving food,food,food,NOUN,Prolific
salt,making saline solution,saline,make saline,VERB,Prolific
salt,making saline solution,solution,make solution,VERB,Prolific
salt,tanning leather,tanning,tanning,VERB,Prolific
salt,tanning leather,leather,leather,NOUN,Prolific
salt,flavouring food,flavoring,flavor,VERB,Prolific
salt,flavouring food,food,food,NOUN,Prolific
salt,killing slugs,killing,kill,VERB,Prolific
salt,killing slugs,slugs,slug,NOUN,Prolific
horseshoe,playing horseshoes,playing,play,VERB,Prolific
horseshoe,playing horseshoes,horseshoes,horseshoe,NOUN,Prolific
horseshoe,protecting horses hooves ,protecting,protect,VERB,Prolific
horseshoe,protecting horses hooves ,horses,horse,NOUN,Prolific
horseshoe,protecting horses hooves ,hooves,hoof,NOUN,Prolific
binoculars,train spotting,train,train,VERB,Prolific
binoculars,train spotting,spotting,spot,VERB,Prolific
binoculars,bird watching,bird,bird,NOUN,Prolific
binoculars,bird watching,watching,watch,VERB,Prolific
binoculars,spying,spying,spy,VERB,Prolific
binoculars,finding things,finding,find,VERB,Prolific
binoculars,finding things,things,thing,NOUN,Prolific
binoculars,setting things on fire,things,thing,NOUN,Prolific
binoculars,setting things on fire,fire,fire,VERB,Prolific
taxi,transportation,transportation,transport,VERB,Prolific
taxi,logistics(?),logistics,logistic,NOUN,Prolific
taxi,deliveries,deliveries,deliver,VERB,Prolific
taxi,safety,safety,safety,NOUN,Prolific
bulb,lighting rooms,lighting,light,VERB,Prolific
bulb,lighting rooms,rooms,room,NOUN,Prolific
bulb,illuminating dark areas,illuminating,illuminat,VERB,Prolific
bulb,illuminating dark areas,dark,dark,ADJ,Prolific
bulb,illuminating dark areas,areas,area,NOUN,Prolific
bulb,heating spaces (like enclosures for snakes),heating,heat,VERB,Prolific
bulb,heating spaces (like enclosures for snakes),spaces,space,NOUN,Prolific
bulb,heating spaces (like enclosures for snakes),like,like,INTJ,Prolific
bulb,heating spaces (like enclosures for snakes),enclosures,enclosure,NOUN,Prolific
bulb,heating spaces (like enclosures for snakes),snakes,snake,NOUN,Prolific
mammal,food,food,food,VERB,Prolific
mammal,companionship,companionship,companion,NOUN,Prolific
mammal,materials (leather,materials,materials,NOUN,Prolific
mammal,materials (leather,leather,leather,NOUN,Prolific
mammal,bones),bones,bone,NOUN,Prolific
brickwork,building walls,building,build,VERB,Prolific
brickwork,building walls,walls,wall,NOUN,Prolific
brickwork,building buildings,building,build,NOUN,Prolific
brickwork,building buildings,buildings,building,NOUN,Prolific
brickwork,used as a weapon,used,use,VERB,Prolific
brickwork,used as a weapon,weapon,weapon,VERB,Prolific
brickwork,doorstop,doorstop,doorstop,VERB,Prolific
brickwork,paper weight,paper,paper weight,VERB,Prolific
damsel,companionship,companionship,companion,VERB,Prolific
damsel,employment,employment,employ,VERB,Prolific
damsel,labour,labor,labor,NOUN,Prolific
cologne,removing smells,removing,remove,VERB,Prolific
cologne,removing smells,smells,smell,NOUN,Prolific
cologne,improving smells,improving,improve,VERB,Prolific
cologne,improving smells,smells,smell,NOUN,Prolific
cologne,blinding someone,blinding,blind,NOUN,Prolific
cologne,blinding someone,someone,someone,PRON,Prolific
cologne,starting a fire,starting,start,VERB,Prolific
cologne,starting a fire,fire,fire,VERB,Prolific
backgammon,play with,play,play,VERB,Prolific
suitcase,for storing things,storing,store,VERB,Prolific
suitcase,for storing things,things,thing,NOUN,Prolific
suitcase,sitting on,sitting,sit,VERB,Prolific
suitcase,riding down a slope,riding,ride,VERB,Prolific
suitcase,riding down a slope,slope,slope,VERB,Prolific
suitcase,as a weapon,weapon,weapon,VERB,Prolific
suitcase,as a fashion accessory ,fashion,fashion,NOUN,Prolific
suitcase,as a fashion accessory ,accessory,accessory,INTJ,Prolific
gift,to get closer to someone,get,get,VERB,Prolific
gift,to get closer to someone,closer,get closer,VERB,Prolific
gift,to get closer to someone,someone,someone,PRON,Prolific
gift,to appease someone,appease,appease,VERB,Prolific
gift,to appease someone,someone,someone,PRON,Prolific
gift,to say sorry to someone,say,say,VERB,Prolific
gift,to say sorry to someone,sorry,apologize,VERB,Prolific
gift,to say sorry to someone,someone,someone,PRON,Prolific
gift,to show love,show,show,VERB,Prolific
gift,to show love,love,love,VERB,Prolific
tepee,a home,home,home,ADV,Prolific
tepee,a shelter from weather,shelter,shelter,VERB,Prolific
tepee,a shelter from weather,weather,weather,NOUN,Prolific
tepee,a space for activities,space,space,NOUN,Prolific
tepee,a space for activities,activities,activity,NOUN,Prolific
tepee,as a decoration,decoration,decorate,VERB,Prolific
tepee,fuel on a fire,fuel,fuel,NOUN,Prolific
tepee,fuel on a fire,fire,fire,VERB,Prolific
dildo,masturbation,masturbation,masturbate,VERB,Prolific
dildo,pleasuring others,pleasuring,pleasure,VERB,Prolific
dildo,pleasuring others,others,other,NOUN,Prolific
dildo,scaring people away,scaring,scare,VERB,Prolific
dildo,scaring people away,people,people,NOUN,Prolific
dildo,scaring people away,away,away,ADV,Prolific
dildo,as a weapon,weapon,weapon,VERB,Prolific
dildo,decoration,decoration,decorate,VERB,Prolific
lei,as a gift,gift,gift,VERB,Prolific
lei,a decoration,decoration,decorate,VERB,Prolific
lei,a greeting,greeting,greet,VERB,Prolific
tricycle,transport,transport,transport,VERB,Prolific
tricycle,getting fitter,getting,get,VERB,Prolific
tricycle,getting fitter,fitter,fitness,VERB,Prolific
roommate,doing chores,chores,chore,VERB,Prolific
roommate,paying rent,paying,pay,VERB,Prolific
roommate,paying rent,rent,rent,VERB,Prolific
roommate,being a general dogsbody,general,general,ADJ,Prolific
roommate,for safety,safety,safety,VERB,Prolific
roommate,companionship,companionship,companion,VERB,Prolific
roommate,to lessen burdens,lessen,lessen burden,VERB,Prolific
roommate,to lessen burdens,burdens,lessen burden,VERB,Prolific
offspring,to use more of the worlds resources,use,use,VERB,Prolific
offspring,to use more of the worlds resources,worlds,worlds,NOUN,Prolific
offspring,to use more of the worlds resources,resources,resource,NOUN,Prolific
offspring,for fame,fame,fame,VERB,Prolific
offspring,for prestige,prestige,prestige,VERB,Prolific
offspring,for menial labour,menial,menial,ADJ,Prolific
offspring,for menial labour,labor,labor,VERB,Prolific
offspring,to lower your networth,lower,lower networth,VERB,Prolific
offspring,to lower your networth,networth,networth,NOUN,Prolific
nutcracker,cracking nuts,cracking,crack,VERB,Prolific
nutcracker,cracking nuts,nuts,nut,NOUN,Prolific
nutcracker,opening lobster,opening,open,VERB,Prolific
nutcracker,opening lobster,lobster,lobster,NOUN,Prolific
nutcracker,cracking open most crustaceans ,cracking,crack,VERB,Prolific
nutcracker,cracking open most crustaceans ,open,open,VERB,Prolific
nutcracker,cracking open most crustaceans ,crustaceans,crustacean,NOUN,Prolific
germ,to learn,learn,learn,VERB,Prolific
germ,to teach,teach,teach,VERB,Prolific
germ,making vaccines,vaccines,make vaccine,VERB,Prolific
germ,digesting,digesting,digest,VERB,Prolific
snail,food for animals,food,food,NOUN,Prolific
snail,food for animals,animals,animal,NOUN,Prolific
snail,a pet,pet,pet,NOUN,Prolific
snail,a companion,companion,companion,VERB,Prolific
snail,food,food,food,VERB,Prolific
snail,dissecting (teaching?) ,dissecting,dissect,VERB,Prolific
snail,dissecting (teaching?) ,teaching,teach,VERB,Prolific
bridegroom,a source for a new suit,source,source,NOUN,Prolific
bridegroom,a source for a new suit,new,new,ADJ,Prolific
bridegroom,a source for a new suit,suit,suit,NOUN,Prolific
bridegroom,companionship,companionship,companion,VERB,Prolific
bridegroom,an inspiration ,inspiration,inspire,VERB,Prolific
calipers,to measure,measure,measure,VERB,Prolific
calipers,to calculate body fat,calculate,calculate,VERB,Prolific
calipers,to calculate body fat,body,body,NOUN,Prolific
calipers,to calculate body fat,fat,fat,NOUN,Prolific
narcotics,for release,release,release,VERB,Prolific
narcotics,for fun,fun,fun,NOUN,Prolific
narcotics,for money,money,money,NOUN,Prolific
game,to entertain,entertain,entertain,VERB,Prolific
game,to learn,learn,learn,VERB,Prolific
game,to exercise,exercise,exercise,VERB,Prolific
game,to compete,compete,compete,VERB,Prolific
fedora,to shield from weather,shield,shield,VERB,Prolific
fedora,to shield from weather,weather,weather,NOUN,Prolific
fedora,as a fashion accessory,fashion,fashion,NOUN,Prolific
fedora,as a fashion accessory,accessory,accessorize,VERB,Prolific
fedora,as fuel,fuel,fuel,VERB,Prolific
fedora,for its materials,materials,materials,NOUN,Prolific
broccoli,to eat,eat,eat,VERB,Prolific
broccoli,for compost,compost,compost,VERB,Prolific
broccoli,to feed animals,feed,feed,VERB,Prolific
broccoli,to feed animals,animals,animal,NOUN,Prolific
train,to travel,travel,travel,NOUN,Prolific
train,transporting things,transporting,transport,VERB,Prolific
train,transporting things,things,thing,NOUN,Prolific
train,suicide,suicide,suicide,VERB,Prolific
train,for entertainment (trainspotters?),entertainment,entertain,VERB,Prolific
train,for entertainment (trainspotters?),trainspotters,trainspotter,VERB,Prolific
chairwoman,companionship,companionship,companion,VERB,Prolific
chairwoman,for a promotion,promotion,promotion,VERB,Prolific
bathtub,washing self,washing,wash,VERB,Prolific
bathtub,washing self,self,self,NOUN,Prolific
bathtub,washing clothes,washing,wash,VERB,Prolific
bathtub,washing clothes,clothes,clothes,NOUN,Prolific
bathtub,planter box,planter,planter,VERB,Prolific
bathtub,planter box,box,box,NOUN,Prolific
crackers,food,food,food,NOUN,Prolific
crackers,art,art,art,NOUN,Prolific
crackers,noise maker,noise,noise,VERB,Prolific
crackers,noise maker,maker,maker,NOUN,Prolific
husband,partner,partner,partner,NOUN,Prolific
husband,father,father,father,NOUN,Prolific
husband,helper,helper,help,VERB,Prolific
rail,guide,guide,guide,VERB,Prolific
rail,help getting down stairs,help,help,VERB,Prolific
rail,help getting down stairs,getting,get,VERB,Prolific
rail,help getting down stairs,stairs,stair,NOUN,Prolific
waitress,deliver food,deliver,deliver,VERB,Prolific
waitress,deliver food,food,food,NOUN,Prolific
waitress,accept payment,accept,accept,VERB,Prolific
waitress,accept payment,payment,payment,NOUN,Prolific
waitress,cleaning,cleaning,clean,VERB,Prolific
mum,friend,friend,friend,VERB,Prolific
mum,helper,helper,help,VERB,Prolific
congresswoman,passing bills,passing,pass,VERB,Prolific
congresswoman,passing bills,bills,bills,NOUN,Prolific
congresswoman,spokesperson,spokesperson,spokesperson,NOUN,Prolific
barkeep,deliver drinks,deliver,deliver,VERB,Prolific
barkeep,deliver drinks,drinks,drink,NOUN,Prolific
barkeep,accept payment,accept,accept,VERB,Prolific
barkeep,accept payment,payment,pay,VERB,Prolific
picnicker,food?,food,food,NOUN,Prolific
cupboard,storage,storage,store,VERB,Prolific
cupboard,hiding,hiding,hi,VERB,Prolific
rocker,musician,musician,music,VERB,Prolific
catwalk,bridge,bridge,bridge,VERB,Prolific
banister,railing,railing,rail,VERB,Prolific
banister,guide,guide,guide,VERB,Prolific
hat,coverage from rain,coverage,cover,VERB,Prolific
hat,coverage from rain,rain,rain,NOUN,Prolific
hat,keep head warm,keep,keep,VERB,Prolific
hat,keep head warm,head,head,NOUN,Prolific
hat,keep head warm,warm,entertainment,VERB,Prolific
hat,storage,storage,store,VERB,Prolific
trash,storage,storage,store,VERB,Prolific
trash,waste bin,waste,waste bin,NOUN,Prolific
trash,hiding something,hiding,hi,VERB,Prolific
trash,hiding something,something,something,PRON,Prolific
brooch,art,art,art,NOUN,Prolific
jar,noise maker,noise,noise,VERB,Prolific
jar,noise maker,maker,maker,NOUN,Prolific
jar,storage,storage,store,VERB,Prolific
icepick,weapon,weapon,weapon,VERB,Prolific
icepick,chiseling ice,chiseling,chisel,VERB,Prolific
icepick,chiseling ice,ice,ice,NOUN,Prolific
guestroom,bed,bed,bed,NOUN,Prolific
guestroom,hiding spot,hiding,hi,VERB,Prolific
guestroom,hiding spot,spot,spot,NOUN,Prolific
band,musician ,musician,musician,NOUN,Prolific
band,music,music,music,VERB,Prolific
band,holding things,holding,hold,VERB,Prolific
band,holding things,things,thing,NOUN,Prolific
entree,food,food,food,NOUN,Prolific
dwarf,short,short,short,ADJ,Prolific
dwarf,friend,friend,friend,VERB,Prolific
dwarf,helper,helper,help,VERB,Prolific
radio,entertainment,entertainment,entertain,VERB,Prolific
radio,music,music,music,VERB,Prolific
radio,news,news,news,VERB,Prolific
radio,ads,ads,ads,VERB,Prolific
garb,clothing,clothing,clothing,NOUN,Prolific
lick,feeling,feeling,feel,VERB,Prolific
lick,wet,wet,wet,VERB,Prolific
hamburger,food,food,food,NOUN,Prolific
croquette,food,food,food,NOUN,Prolific
needles,medicine,medicine,medicine,VERB,Prolific
needles,drugs,drugs,drug,NOUN,Prolific
lace,tie something,tie,tie,VERB,Prolific
lace,tie something,something,something,PRON,Prolific
plaintiff,court,court,court,NOUN,Prolific
footstool,put feet on it,put,put,VERB,Prolific
footstool,put feet on it,feet,foot,NOUN,Prolific
footstool,hold door open with it,hold,hold,VERB,Prolific
footstool,hold door open with it,door,door,NOUN,Prolific
footstool,hold door open with it,open,open,VERB,Prolific
footstool,put stuff on top of it,put,put,VERB,Prolific
footstool,put stuff on top of it,stuff,stuff,NOUN,Prolific
footstool,put stuff on top of it,top,top,ADJ,Prolific
footstool,stand on it,stand,stand,VERB,Prolific
handbag,put stuff in it,put,put,VERB,Prolific
handbag,put stuff in it,stuff,stuff,NOUN,Prolific
handbag,hit people with it,hit,hit,VERB,Prolific
handbag,hit people with it,people,people,NOUN,Prolific
vodka,drink it,drink,drink,VERB,Prolific
vodka,make a molotov cocktail,make,make,VERB,Prolific
vodka,make a molotov cocktail,cocktail,cocktail,VERB,Prolific
vodka,mix it,mix,mix,VERB,Prolific
vodka,give it to someone,give,give,VERB,Prolific
vodka,give it to someone,someone,someone,PRON,Prolific
residence,live in it?,live,live,VERB,Prolific
compass,use it to navigate,use,use,VERB,Prolific
compass,use it to navigate,navigate,navigate,VERB,Prolific
compass,use it as an aesthetic background object,use,use,VERB,Prolific
compass,use it as an aesthetic background object,aesthetic,aesthetic,ADJ,Prolific
compass,use it as an aesthetic background object,background,background,NOUN,Prolific
compass,use it as an aesthetic background object,object,object,ADV,Prolific
shortbread,eat it,eat,eat,VERB,Prolific
shortbread,feed it to someone or something else,feed,feed,VERB,Prolific
shortbread,feed it to someone or something else,someone,someone,PRON,Prolific
shortbread,feed it to someone or something else,something,something,PRON,Prolific
shortbread,feed it to someone or something else,else,else,ADJ,Prolific
cellophane,wrap stuff with it,wrap,wrap,VERB,Prolific
cellophane,wrap stuff with it,stuff,stuff,NOUN,Prolific
yearbook,look at it,look,look,VERB,Prolific
yearbook,put it on the shelf,put,put,VERB,Prolific
yearbook,put it on the shelf,shelf,shelf,NOUN,Prolific
yearbook,bin it,bin,bin,VERB,Prolific
yearbook,sell it?,sell,sell,VERB,Prolific
cradle,rock it,rock,rock,VERB,Prolific
cradle,do nothing with it,nothing,nothing,PRON,Prolific
cradle,put a child in it,put,put,VERB,Prolific
cradle,put a child in it,child,child,NOUN,Prolific
oregano,use it on food,use,use,VERB,Prolific
oregano,use it on food,food,food,NOUN,Prolific
oregano,throw it away,throw,throw,VERB,Prolific
oregano,throw it away,away,away,ADV,Prolific
pepper,put it on food,put,put,VERB,Prolific
pepper,put it on food,food,food,NOUN,Prolific
pepper,sniff it,sniff,sniff,VERB,Prolific
lyre,play music on it,play,play,VERB,Prolific
lyre,play music on it,music,music,VERB,Prolific
extinguisher,put fires out with it,put,put,VERB,Prolific
extinguisher,put fires out with it,fires,fire,VERB,Prolific
extinguisher,hold doors open with it,hold,hold,VERB,Prolific
extinguisher,hold doors open with it,doors,door,NOUN,Prolific
extinguisher,hold doors open with it,open,open,VERB,Prolific
extinguisher,use it as a weapon,use,use,VERB,Prolific
extinguisher,use it as a weapon,weapon,weapon,VERB,Prolific
headdress,put it on your head,put,put,VERB,Prolific
headdress,put it on your head,head,head,NOUN,Prolific
carpeting,put it on the floor,put,put,VERB,Prolific
carpeting,put it on the floor,floor,floor,NOUN,Prolific
carpeting,put it somewhere else,put,put,VERB,Prolific
carpeting,put it somewhere else,somewhere,somewhere,ADV,Prolific
carpeting,put it somewhere else,else,else,ADJ,Prolific
carpeting,use it to make something?,use,use,VERB,Prolific
carpeting,use it to make something?,make,make,VERB,Prolific
carpeting,use it to make something?,something,something,PRON,Prolific
glassware,use it to store stuff,use,use,VERB,Prolific
glassware,use it to store stuff,store,store,VERB,Prolific
glassware,use it to store stuff,stuff,stuff,NOUN,Prolific
glassware,put drink in it,put,put,VERB,Prolific
glassware,put drink in it,drink,drink,VERB,Prolific
glassware,throw it,throw,throw,VERB,Prolific
cabin,live in it,live,live,VERB,Prolific
cabin,put stuff in it,put,put,VERB,Prolific
cabin,put stuff in it,stuff,stuff,NOUN,Prolific
sauna,sit in it,sit,sit,VERB,Prolific
sauna,let other people sit in it.,let,let,VERB,Prolific
sauna,let other people sit in it.,people,people,NOUN,Prolific
sauna,let other people sit in it.,sit,sit,VERB,Prolific
pillar,support things with it,support,support,VERB,Prolific
pillar,support things with it,things,thing,NOUN,Prolific
cow,cage it,cage,cage,NOUN,Prolific
cow,feed it,feed,feed,NOUN,Prolific
cow,milk it,milk,milk,NOUN,Prolific
cow,eat it?,eat,eat,VERB,Prolific
beer,drink it,drink,drink,VERB,Prolific
beer,sell it,sell,sell,VERB,Prolific
beer,give it away,give,give,VERB,Prolific
beer,give it away,away,away,ADV,Prolific
beer,add it to food?,add,add,VERB,Prolific
beer,add it to food?,food,food,NOUN,Prolific
caviar,eat it,eat,eat,VERB,Prolific
caviar,give it to others,give,give,VERB,Prolific
caviar,give it to others,others,other,NOUN,Prolific
pliers,open stuff with it,open,open,VERB,Prolific
pliers,open stuff with it,stuff,stuff,NOUN,Prolific
watermelon,eat it,eat,eat,VERB,Prolific
watermelon,put rubber bands around it until it explodes,put,put,VERB,Prolific
watermelon,put rubber bands around it until it explodes,rubber,rubber band,NOUN,Prolific
watermelon,put rubber bands around it until it explodes,around,around,ADV,Prolific
watermelon,put rubber bands around it until it explodes,explodes,explode,VERB,Prolific
racehorse,enter it into races?,enter,enter,VERB,Prolific
racehorse,enter it into races?,races,race,VERB,Prolific
barricade,place it somewhere to prevent access,place,place,NOUN,Prolific
barricade,place it somewhere to prevent access,somewhere,somewhere,ADV,Prolific
barricade,place it somewhere to prevent access,prevent,prevent,VERB,Prolific
barricade,place it somewhere to prevent access,access,access,VERB,Prolific
ramp,drive on,drive,drive,VERB,Prolific
ramp,stand on,stand,stand,VERB,Prolific
ramp,walk on,walk,walk,VERB,Prolific
label,stick,stick,stick,VERB,Prolific
label,write on,write,write,VERB,Prolific
label,tear,tear,tear,VERB,Prolific
label,peel,peel,peel,VERB,Prolific
Donut,eat,eat,eat,VERB,Prolific
Donut,throw,throw,throw,VERB,Prolific
Donut,pick up,pick,pick,VERB,Prolific
tomb,engrave,engrave,engrave,VERB,Prolific
tomb,push,push,push,VERB,Prolific
chaplain,speak to,speak,speak,VERB,Prolific
deerskin,wear,wear,wear,VERB,Prolific
crypt,go inside,go,go,VERB,Prolific
crypt,go inside,inside,inside,ADV,Prolific
crypt,store things,store,store,VERB,Prolific
crypt,store things,things,thing,NOUN,Prolific
moneybags,pick up,pick,pick,VERB,Prolific
moneybags,throw,throw,throw,VERB,Prolific
stallion,ride,ride,ride,VERB,Prolific
bootlace,tie up,tie,tie,VERB,Prolific
fossil,smash,smash,smash,VERB,Prolific
fossil,pick up,pick,pick,VERB,Prolific
fossil,throw,throw,throw,VERB,Prolific
beefcake,eat,eat,eat,VERB,Prolific
fluid,drink,drink,drink,VERB,Prolific
fluid,wash,wash,wash,VERB,Prolific
vermouth,drink,drink,drink,VERB,Prolific
vermouth,make grapes,make,make,VERB,Prolific
vermouth,make grapes,grapes,grape,NOUN,Prolific
tree,touch,touch,touch,VERB,Prolific
tree,chop,chop,chop,VERB,Prolific
tree,set on fire,set,set,VERB,Prolific
tree,set on fire,fire,fire,VERB,Prolific
carnival,ride,ride,ride,VERB,Prolific
