Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
lasilver0515LAS,spinach,grow,grow,grow,VERB,MSU Texas
lasilver0515LAS,spinach,cook,cook,cook,VERB,MSU Texas
lasilver0515LAS,spinach,clean,clean,clean,VERB,MSU Texas
lasilver0515LAS,spinach,ship,ship,ship,VERB,MSU Texas
lasilver0515LAS,spinach,unpack,unpack,unpack,VERB,MSU Texas
lasilver0515LAS,spinach,package,package,package,VERB,MSU Texas
lasilver0515LAS,spinach,study,study,study,VERB,MSU Texas
M20248455C.W.,shed,storage,storage,storage,NOUN,MSU Texas
M20248455C.W.,shed,housing,housing,house,NOUN,MSU Texas
M20248455C.W.,shed,enclosure,enclosure,enclosure,NOUN,MSU Texas
M20248455C.W.,shed,greenhouse,greenhouse,greenhouse,NOUN,MSU Texas
M20248455C.W.,shed,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,shed,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,shed,demolish,demolish,demolish,VERB,MSU Texas
M20248455C.W.,shed,hide ,hide,hide,VERB,MSU Texas
M20248455C.W.,junk,throw away,throw,throw,VERB,MSU Texas
M20248455C.W.,junk,throw away,away,away,ADV,MSU Texas
M20248455C.W.,junk,keep,keep,keep,VERB,MSU Texas
M20248455C.W.,junk,collect,collect,collect,VERB,MSU Texas
M20248455C.W.,junk,store,store,store,NOUN,MSU Texas
M20248455C.W.,junk,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,junk,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,junk,repurpose,repurposed,repurpose,VERB,MSU Texas
M20248455C.W.,junk,restore,restore,restore,VERB,MSU Texas
M20248455C.W.,stool,sample,sample,sample,NOUN,MSU Texas
M20248455C.W.,stool,sit,sit,sit,VERB,MSU Texas
M20248455C.W.,stool,stand,stand,stand,VERB,MSU Texas
M20248455C.W.,stool,spin,spin,spin,VERB,MSU Texas
M20248455C.W.,stool,place,place,place,VERB,MSU Texas
M20248455C.W.,stool,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,stool,flush,flush,flush,VERB,MSU Texas
M20248455C.W.,stool,paint,paint,paint,VERB,MSU Texas
M20248455C.W.,stool,as small table,small,small,ADJ,MSU Texas
M20248455C.W.,stool,as small table,table,table,NOUN,MSU Texas
M20248455C.W.,stool,plant stand,plant,plant,NOUN,MSU Texas
M20248455C.W.,stool,plant stand,stand,stand,NOUN,MSU Texas
M20248455C.W.,stool,dissassemble,disassemble,disassemble,VERB,MSU Texas
M20248455C.W.,stool,repurpose,repurposed,repurpose,VERB,MSU Texas
M20248455C.W.,stool,restore,restore,restore,VERB,MSU Texas
M20248455C.W.,stool,refinish,refinish,refinish,VERB,MSU Texas
M20248455C.W.,stool,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,stool,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,carport,park,park,park,VERB,MSU Texas
M20248455C.W.,carport,protect,protect,protect,VERB,MSU Texas
M20248455C.W.,carport,shelter,shelter,shelter,NOUN,MSU Texas
M20248455C.W.,carport,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,carport,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,tutor,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,tutor,learn,learn,learn,VERB,MSU Texas
M20248455C.W.,tutor,talk to,talk,talk,VERB,MSU Texas
M20248455C.W.,tutor,listen to,listen,listen,VERB,MSU Texas
M20248455C.W.,tutor,study,study,study,VERB,MSU Texas
M20248455C.W.,tutor,date,date,date,VERB,MSU Texas
M20248455C.W.,tutor,eat with,eat,eat,VERB,MSU Texas
M20248455C.W.,tutor,pay,pay,pay,VERB,MSU Texas
M20248455C.W.,needlepoint,look at,look,look,VERB,MSU Texas
M20248455C.W.,needlepoint,create,create,create,VERB,MSU Texas
M20248455C.W.,needlepoint,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,needlepoint,dye,dye,dye,VERB,MSU Texas
M20248455C.W.,needlepoint,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,needlepoint,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,needlepoint,add to,add,add,VERB,MSU Texas
M20248455C.W.,needlepoint,make patches,make,make,VERB,MSU Texas
M20248455C.W.,needlepoint,make patches,patches,patch,NOUN,MSU Texas
M20248455C.W.,needlepoint,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,needlepoint,learn,learn,learn,VERB,MSU Texas
M20248455C.W.,puddle,splash,splash,splash,VERB,MSU Texas
M20248455C.W.,puddle,drain,drain,drain,VERB,MSU Texas
M20248455C.W.,puddle,drink,drink,drink,VERB,MSU Texas
M20248455C.W.,puddle,collect,collect,collect,VERB,MSU Texas
M20248455C.W.,puddle,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,puddle,study,study,study,VERB,MSU Texas
M20248455C.W.,puddle,research,research,research,VERB,MSU Texas
M20248455C.W.,puddle,soak,soak,soak,VERB,MSU Texas
M20248455C.W.,puddle,sit in,sit,sit,VERB,MSU Texas
M20248455C.W.,puddle,treat,treat,treat,VERB,MSU Texas
M20248455C.W.,puddle,photograph,photograph,photograph,NOUN,MSU Texas
M20248455C.W.,puddle,videograph,video,video,NOUN,MSU Texas
M20248455C.W.,puddle,dry up,dry,dry,VERB,MSU Texas
M20248455C.W.,puddle,fill in,fill,fill,VERB,MSU Texas
M20248455C.W.,peephole,spy,spy,spy,VERB,MSU Texas
M20248455C.W.,peephole,look through,look,look,VERB,MSU Texas
M20248455C.W.,peephole,pass notes,pass,pass,VERB,MSU Texas
M20248455C.W.,peephole,pass notes,notes,note,NOUN,MSU Texas
M20248455C.W.,peephole,talk through,talk,talk,VERB,MSU Texas
M20248455C.W.,peephole,blow through,blow,blow,VERB,MSU Texas
M20248455C.W.,peephole,breathe through,breathe,breahte,VERB,MSU Texas
M20248455C.W.,peephole,fill in,fill,fill,VERB,MSU Texas
M20248455C.W.,peephole,widen,widen,widen,VERB,MSU Texas
M20248455C.W.,drone,fly,fly,fly,VERB,MSU Texas
M20248455C.W.,drone,crash,crash,crash,VERB,MSU Texas
M20248455C.W.,drone,repair,repair,repair,VERB,MSU Texas
M20248455C.W.,drone,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,drone,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,drone,aerial footage,aerial,aerial,ADJ,MSU Texas
M20248455C.W.,drone,aerial footage,footage,footage,NOUN,MSU Texas
M20248455C.W.,drone,ship,ship,ship,VERB,MSU Texas
M20248455C.W.,drone,deliver,deliver,deliver,VERB,MSU Texas
M20248455C.W.,drone,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,drone,collect data,collect,collect,VERB,MSU Texas
M20248455C.W.,drone,collect data,data,data,NOUN,MSU Texas
M20248455C.W.,drone,spy,spy,spy,VERB,MSU Texas
M20248455C.W.,drone,relay information,relay,relay,VERB,MSU Texas
M20248455C.W.,drone,relay information,information,information,NOUN,MSU Texas
M20248455C.W.,dress,destroy,destroy,destroy,VERB,MSU Texas
M20248455C.W.,dress,repurpose,repurposed,repurpose,VERB,MSU Texas
M20248455C.W.,dress,wear,wear,wear,VERB,MSU Texas
M20248455C.W.,dress,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,dress,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,dress,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,dress,dye,dye,dye,VERB,MSU Texas
M20248455C.W.,dress,display,display,display,VERB,MSU Texas
M20248455C.W.,dress,political statement,political,political,ADJ,MSU Texas
M20248455C.W.,dress,political statement,statement,statement,NOUN,MSU Texas
M20248455C.W.,dress,take off,take,take,VERB,MSU Texas
M20248455C.W.,dress,model,model,model,VERB,MSU Texas
M20248455C.W.,dress,design,design,design,VERB,MSU Texas
M20248455C.W.,dress,tourniquet,tourniquet,tourniquet,NOUN,MSU Texas
M20248455C.W.,dress,soak up.,soak,soak,VERB,MSU Texas
M20248455C.W.,clipper,cut hair,cut,cut,VERB,MSU Texas
M20248455C.W.,clipper,cut hair,hair,hair,NOUN,MSU Texas
M20248455C.W.,clipper,dog grooming,dog,dog,NOUN,MSU Texas
M20248455C.W.,clipper,dog grooming,grooming,groom,VERB,MSU Texas
M20248455C.W.,clipper,shave beard,shave,shave,VERB,MSU Texas
M20248455C.W.,clipper,shave beard,beard,beard,NOUN,MSU Texas
M20248455C.W.,clipper,shave legs,shave,shave,VERB,MSU Texas
M20248455C.W.,clipper,shave legs,legs,leg,NOUN,MSU Texas
M20248455C.W.,clipper,manscape,manscape,manscape,VERB,MSU Texas
M20248455C.W.,clipper,make rugs,make,make,VERB,MSU Texas
M20248455C.W.,clipper,make rugs,rugs,rug,NOUN,MSU Texas
M20248455C.W.,clipper,shear sheep,shear,shear,VERB,MSU Texas
M20248455C.W.,clipper,shear sheep,sheep,sheep,NOUN,MSU Texas
M20248455C.W.,clipper,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,clipper,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,clipper,test,test,test,VERB,MSU Texas
M20248455C.W.,clipper,study,study,study,VERB,MSU Texas
M20248455C.W.,clipper,take apart,take,take,VERB,MSU Texas
M20248455C.W.,clipper,take apart,apart,apart,ADV,MSU Texas
M20248455C.W.,clipper,put back together,put,put,VERB,MSU Texas
M20248455C.W.,clipper,put back together,back,back,ADV,MSU Texas
M20248455C.W.,clipper,put back together,together,together,ADV,MSU Texas
M20248455C.W.,clipper,make noise,make,make,VERB,MSU Texas
M20248455C.W.,clipper,make noise,noise,noise,NOUN,MSU Texas
M20248455C.W.,parachute,jump from airplane,jump,jump,VERB,MSU Texas
M20248455C.W.,parachute,jump from airplane,airplane,airplane,NOUN,MSU Texas
M20248455C.W.,parachute,paraglide,paraglide,paraglide,VERB,MSU Texas
M20248455C.W.,parachute,as blanket,blanket,blanket,NOUN,MSU Texas
M20248455C.W.,parachute,to deliver,deliver,deliver,VERB,MSU Texas
M20248455C.W.,parachute,protect,protect,protect,VERB,MSU Texas
M20248455C.W.,parachute,provide shelter,provide,provide,VERB,MSU Texas
M20248455C.W.,parachute,provide shelter,shelter,shelter,NOUN,MSU Texas
M20248455C.W.,parachute,repurpose,repurposed,repurpose,VERB,MSU Texas
M20248455C.W.,parachute,destroy,destroy,destroy,VERB,MSU Texas
M20248455C.W.,parachute,glide,glide,glide,VERB,MSU Texas
M20248455C.W.,parachute,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,parachute,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,parachute,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,parachute,collect,collect,collect,VERB,MSU Texas
M20248455C.W.,boat,drive,drive,drive,VERB,MSU Texas
M20248455C.W.,boat,tug,tug,tug,NOUN,MSU Texas
M20248455C.W.,boat,ship,ship,ship,NOUN,MSU Texas
M20248455C.W.,boat,fish,fish,fish,VERB,MSU Texas
M20248455C.W.,boat,study,study,study,VERB,MSU Texas
M20248455C.W.,boat,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,boat,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,boat,landing strip,landing,land,NOUN,MSU Texas
M20248455C.W.,boat,landing strip,strip,strip,NOUN,MSU Texas
M20248455C.W.,boat,housing,housing,house,NOUN,MSU Texas
M20248455C.W.,boat,voyages,voyages,voyage,NOUN,MSU Texas
M20248455C.W.,boat,sailing,sailing,sail,VERB,MSU Texas
M20248455C.W.,boat,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,boat,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,boat,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,boat,repurpose,repurposed,repurpose,VERB,MSU Texas
M20248455C.W.,boat,collect,collect,collect,VERB,MSU Texas
M20248455C.W.,buckwheat,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,buckwheat,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,buckwheat,sow,sow,sow,VERB,MSU Texas
M20248455C.W.,buckwheat,grow,grow,grow,VERB,MSU Texas
M20248455C.W.,buckwheat,breed,breed,breed,VERB,MSU Texas
M20248455C.W.,buckwheat,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,buckwheat,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,buckwheat,make twine,make,make,VERB,MSU Texas
M20248455C.W.,buckwheat,make twine,twine,twine,NOUN,MSU Texas
M20248455C.W.,buckwheat,dry out,dry,dry,VERB,MSU Texas
M20248455C.W.,buckwheat,harvest,harvest,harvest,VERB,MSU Texas
M20248455C.W.,buckwheat,cultivate,cultivate,cultivate,VERB,MSU Texas
M20248455C.W.,buckwheat,make bales,make,make,VERB,MSU Texas
M20248455C.W.,buckwheat,make bales,bales,bale,NOUN,MSU Texas
M20248455C.W.,buckwheat,feed,feed,feed,VERB,MSU Texas
M20248455C.W.,buckwheat,eat,eat,eat,VERB,MSU Texas
M20248455C.W.,buckwheat,bedding,bedding,bed,NOUN,MSU Texas
M20248455C.W.,stockbroker,make money,make,make,VERB,MSU Texas
M20248455C.W.,stockbroker,make money,money,money,NOUN,MSU Texas
M20248455C.W.,stockbroker,lose money,lose,lose,VERB,MSU Texas
M20248455C.W.,stockbroker,lose money,money,money,NOUN,MSU Texas
M20248455C.W.,stockbroker,borrow money,borrow,borrow,VERB,MSU Texas
M20248455C.W.,stockbroker,borrow money,money,money,NOUN,MSU Texas
M20248455C.W.,stockbroker,learn from,learn,learn,VERB,MSU Texas
M20248455C.W.,stockbroker,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,stockbroker,work for,work,work,VERB,MSU Texas
M20248455C.W.,stockbroker,hire,hire,hire,VERB,MSU Texas
M20248455C.W.,stockbroker,steal,steal,steal,VERB,MSU Texas
M20248455C.W.,stockbroker,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,stockbroker,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,stockbroker,date,date,date,VERB,MSU Texas
M20248455C.W.,stockbroker,love,love,love,VERB,MSU Texas
M20248455C.W.,artist,buy from,buy,buy,VERB,MSU Texas
M20248455C.W.,artist,sell to,sell,sell,VERB,MSU Texas
M20248455C.W.,artist,date,date,date,VERB,MSU Texas
M20248455C.W.,artist,hire,hire,hire,VERB,MSU Texas
M20248455C.W.,artist,work for,work,work,VERB,MSU Texas
M20248455C.W.,artist,steal from,steal,steal,VERB,MSU Texas
M20248455C.W.,artist,gain inspiration,gain,gain,VERB,MSU Texas
M20248455C.W.,artist,gain inspiration,inspiration,inspiration,NOUN,MSU Texas
M20248455C.W.,artist,learn from,learn,learn,VERB,MSU Texas
M20248455C.W.,artist,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,diaphragm,inhale,inhale,inhale,VERB,MSU Texas
M20248455C.W.,diaphragm,exhale,exhale,exhale,VERB,MSU Texas
M20248455C.W.,diaphragm,research,research,research,VERB,MSU Texas
M20248455C.W.,diaphragm,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,diaphragm,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,diaphragm,remove,remove,remove,VERB,MSU Texas
M20248455C.W.,diaphragm,tranquilize,tranquilize,tranquilize,VERB,MSU Texas
M20248455C.W.,diaphragm,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,diaphragm,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,pumpernickel,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,pumpernickel,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,pumpernickel,eat,eat,eat,VERB,MSU Texas
M20248455C.W.,pumpernickel,toast,toast,toast,VERB,MSU Texas
M20248455C.W.,pumpernickel,dip with,dip,dip,VERB,MSU Texas
M20248455C.W.,pumpernickel,snack,snack,snack,NOUN,MSU Texas
M20248455C.W.,pumpernickel,feed,feed,feed,VERB,MSU Texas
M20248455C.W.,pumpernickel,study,study,study,VERB,MSU Texas
M20248455C.W.,pumpernickel,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,trunk,storage,storage,storage,NOUN,MSU Texas
M20248455C.W.,trunk,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,trunk,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,trunk,decorate,decorate,decorate,VERB,MSU Texas
M20248455C.W.,trunk,refurbis,refurbish,refurbish,VERB,MSU Texas
M20248455C.W.,trunk,refinish,refinish,refinish,VERB,MSU Texas
M20248455C.W.,trunk,restore,restore,restore,VERB,MSU Texas
M20248455C.W.,wigmaker,buy from,buy,buy,VERB,MSU Texas
M20248455C.W.,wigmaker,sell to,sell,sell,VERB,MSU Texas
M20248455C.W.,wigmaker,date,date,date,VERB,MSU Texas
M20248455C.W.,wigmaker,learn from,learn,learn,VERB,MSU Texas
M20248455C.W.,wigmaker,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,wigmaker,steal from,steal,steal,VERB,MSU Texas
M20248455C.W.,seawater,evaporate,evaporate,evaporate,VERB,MSU Texas
M20248455C.W.,seawater,cook with,cook,cake,VERB,MSU Texas
M20248455C.W.,seawater,filter,filter,filter,VERB,MSU Texas
M20248455C.W.,seawater,aquarium,aquarium,aquarium,NOUN,MSU Texas
M20248455C.W.,seawater,bathe in,bathe,bathe,VERB,MSU Texas
M20248455C.W.,seawater,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,seawater,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,seawater,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,seawater,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,rabbit,eat,eat,eat,VERB,MSU Texas
M20248455C.W.,rabbit,play with,play,play,VERB,MSU Texas
M20248455C.W.,rabbit,love,love,love,VERB,MSU Texas
M20248455C.W.,rabbit,companionship,companionship,companionship,NOUN,MSU Texas
M20248455C.W.,rabbit,fur,fur,fur,NOUN,MSU Texas
M20248455C.W.,rabbit,luck,luck,luck,NOUN,MSU Texas
M20248455C.W.,rabbit,breeding,breeding,breed,VERB,MSU Texas
M20248455C.W.,rabbit,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,rabbit,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,rabbit,care for,care,care,VERB,MSU Texas
M20248455C.W.,beach,picnic,picnic,picnic,NOUN,MSU Texas
M20248455C.W.,beach,date,date,date,NOUN,MSU Texas
M20248455C.W.,beach,walking,walking,walk,VERB,MSU Texas
M20248455C.W.,beach,running,running,run,VERB,MSU Texas
M20248455C.W.,beach,swimming,swimming,swim,VERB,MSU Texas
M20248455C.W.,beach,research,research,research,VERB,MSU Texas
M20248455C.W.,beach,tide pool observation,tide,tide,NOUN,MSU Texas
M20248455C.W.,beach,tide pool observation,pool,pool,NOUN,MSU Texas
M20248455C.W.,beach,tide pool observation,observation,observation,NOUN,MSU Texas
M20248455C.W.,beach,restore,restore,restore,VERB,MSU Texas
M20248455C.W.,beach,get sand,get,get,VERB,MSU Texas
M20248455C.W.,beach,get sand,sand,sand,NOUN,MSU Texas
M20248455C.W.,beach,get seawater,get,get,VERB,MSU Texas
M20248455C.W.,beach,get seawater,seawater,seawater,NOUN,MSU Texas
M20248455C.W.,beach,collect shells,collect,collect,VERB,MSU Texas
M20248455C.W.,beach,collect shells,shells,shell,NOUN,MSU Texas
M20248455C.W.,beach,go fishing,go,go,VERB,MSU Texas
M20248455C.W.,beach,go fishing,fishing,fish,VERB,MSU Texas
M20248455C.W.,beach,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,beach,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,beach,build on,build,build,VERB,MSU Texas
M20248455C.W.,shield,protect,protect,protect,VERB,MSU Texas
M20248455C.W.,shield,use as weapon,use,use,VERB,MSU Texas
M20248455C.W.,shield,use as weapon,weapon,weapon,NOUN,MSU Texas
M20248455C.W.,shield,use as saucer,use,use,VERB,MSU Texas
M20248455C.W.,shield,use as saucer,saucer,saucer,NOUN,MSU Texas
M20248455C.W.,shield,throw,throw,throw,VERB,MSU Texas
M20248455C.W.,shield,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,shield,sell ,sell,sell,VERB,MSU Texas
M20248455C.W.,clam,eat,eat,eat,VERB,MSU Texas
M20248455C.W.,clam,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,clam,research,research,research,VERB,MSU Texas
M20248455C.W.,clam,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,clam,remove,remove,remove,VERB,MSU Texas
M20248455C.W.,clam,dissassemble,disassemble,disassemble,VERB,MSU Texas
M20248455C.W.,clam,cook,cook,cook,VERB,MSU Texas
M20248455C.W.,clam,teach,teach,teach,VERB,MSU Texas
M20248455C.W.,clam,collect shell,collect,collect,VERB,MSU Texas
M20248455C.W.,clam,collect shell,shell,shell,NOUN,MSU Texas
M20248455C.W.,television,watch,watch,watch,VERB,MSU Texas
M20248455C.W.,television,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,television,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,television,research,research,research,VERB,MSU Texas
M20248455C.W.,television,experiment,experiment,experiment,VERB,MSU Texas
M20248455C.W.,television,dissassemble,disassemble,disassemble,VERB,MSU Texas
M20248455C.W.,television,reassemble,reassemble,reassemble,VERB,MSU Texas
M20248455C.W.,television,replace,replace,replace,VERB,MSU Texas
M20248455C.W.,television,advertise,advertise,advertise,VERB,MSU Texas
M20248455C.W.,television,broadcast,broadcast,broadcast,VERB,MSU Texas
M20248455C.W.,television,relay information,relay,relay,VERB,MSU Texas
M20248455C.W.,television,relay information,information,information,NOUN,MSU Texas
M20248455C.W.,boomerang,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,boomerang,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,boomerang,throw,throw,throw,VERB,MSU Texas
M20248455C.W.,boomerang,catch,catch,catch,VERB,MSU Texas
M20248455C.W.,boomerang,weaponize,weaponize,weaponize,VERB,MSU Texas
M20248455C.W.,mountainside,process,process,process,NOUN,MSU Texas
M20248455C.W.,mountainside,live on,live,live,VERB,MSU Texas
M20248455C.W.,mountainside,build on,build,build,VERB,MSU Texas
M20248455C.W.,mountainside,farm on,farm,farm,VERB,MSU Texas
M20248455C.W.,mountainside,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,mountainside,research,research,research,VERB,MSU Texas
M20248455C.W.,mountainside,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,mountainside,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,rosebush,grow,grow,grow,VERB,MSU Texas
M20248455C.W.,rosebush,observe,observe,observe,VERB,MSU Texas
M20248455C.W.,rosebush,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,rosebush,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,rosebush,display,display,display,VERB,MSU Texas
M20248455C.W.,rosebush,harvest,harvest,harvest,VERB,MSU Texas
M20248455C.W.,rosebush,collect,collect,collect,VERB,MSU Texas
M20248455C.W.,rosebush,landscape,landscape,landscape,VERB,MSU Texas
M20248455C.W.,rosebush,trim,trim,trim,VERB,MSU Texas
M20248455C.W.,nightstick,beat,beat,beat,VERB,MSU Texas
M20248455C.W.,nightstick,intimidate,intimidate,intimidate,VERB,MSU Texas
M20248455C.W.,nightstick,buy,buy,buy,VERB,MSU Texas
M20248455C.W.,nightstick,sell,sell,sell,VERB,MSU Texas
M20248455C.W.,nightstick,repurpose,repurposed,repurpose,VERB,MSU Texas
M20290865_PSJ,refrigerator,to put foods,put,put,VERB,MSU Texas
M20290865_PSJ,refrigerator,to put foods,foods,food,NOUN,MSU Texas
M20290865_PSJ,refrigerator,keep things cold,keep,keep,VERB,MSU Texas
M20290865_PSJ,refrigerator,keep things cold,things,thing,NOUN,MSU Texas
M20290865_PSJ,refrigerator,keep things cold,cold,cold,ADJ,MSU Texas
M20290865_PSJ,refrigerator,preserve perishables,preserve,preserve,VERB,MSU Texas
M20290865_PSJ,refrigerator,preserve perishables,perishables,perishable,NOUN,MSU Texas
M20290865_PSJ,keyboard,typing,typing,type,VERB,MSU Texas
M20290865_PSJ,money,paying bills,paying,pay,VERB,MSU Texas
M20290865_PSJ,money,paying bills,bills,bills,NOUN,MSU Texas
M20290865_PSJ,money,buying food,buying,buy,VERB,MSU Texas
M20290865_PSJ,money,buying food,food,food,NOUN,MSU Texas
M20290865_PSJ,money,helping the poor,helping,help,VERB,MSU Texas
M20290865_PSJ,money,helping the poor,poor,poor,ADJ,MSU Texas
M20290865_PSJ,grandma,watch after the kids,watch,watch,VERB,MSU Texas
M20290865_PSJ,grandma,watch after the kids,kids,kid,NOUN,MSU Texas
M20290865_PSJ,grandma,cook meals,cook,cook,VERB,MSU Texas
M20290865_PSJ,grandma,cook meals,meals,meal,NOUN,MSU Texas
M20290865_PSJ,grandma,ask for money ,ask,ask,VERB,MSU Texas
M20290865_PSJ,grandma,ask for money ,money,money,NOUN,MSU Texas
M20290865_PSJ,sibling,drive you places,drive,drive,VERB,MSU Texas
M20290865_PSJ,sibling,drive you places,places,place,NOUN,MSU Texas
M20290865_PSJ,sibling,makes you miserable,makes,make,VERB,MSU Texas
M20290865_PSJ,sibling,makes you miserable,miserable,miserable,ADJ,MSU Texas
M20290865_PSJ,sibling,buy you things,buy,buy,VERB,MSU Texas
M20290865_PSJ,sibling,buy you things,things,thing,NOUN,MSU Texas
M20290865_PSJ,newlyweds,have a wedding party,wedding,wed,NOUN,MSU Texas
M20290865_PSJ,newlyweds,have a wedding party,party,party,NOUN,MSU Texas
M20290865_PSJ,cake,eating,eating,eat,VERB,MSU Texas
M20290865_PSJ,cake,feeding,feeding,feed,VERB,MSU Texas
M20290865_PSJ,pooch,keep things n,keep,keep,VERB,MSU Texas
M20290865_PSJ,pooch,keep things n,things,thing,NOUN,MSU Texas
M20290865_PSJ,pooch,keep things n,n,not,X,MSU Texas
M20290865_PSJ,parachutist,take you safely on the parachute,take,take,VERB,MSU Texas
M20290865_PSJ,parachutist,take you safely on the parachute,safely,safely,ADV,MSU Texas
M20290865_PSJ,parachutist,take you safely on the parachute,parachute,parachute,NOUN,MSU Texas
M20290865_PSJ,cap,cover you head,cover,cover,VERB,MSU Texas
M20290865_PSJ,cap,cover you head,head,head,NOUN,MSU Texas
M20290865_PSJ,cap,protect you from the sun\,protect,protect,VERB,MSU Texas
M20290865_PSJ,cap,protect you from the sun\,sun,sun,NOUN,MSU Texas
M20290865_PSJ,slut,sex,sex,sex,NOUN,MSU Texas
M20290865_PSJ,tongs,pick up foods,pick,pick,VERB,MSU Texas
M20290865_PSJ,tongs,pick up foods,foods,food,NOUN,MSU Texas
M20290865_PSJ,essay,to give opinions on a topic,give,give,VERB,MSU Texas
M20290865_PSJ,essay,to give opinions on a topic,opinions,opinion,NOUN,MSU Texas
M20290865_PSJ,essay,to give opinions on a topic,topic,topic,NOUN,MSU Texas
M20290865_PSJ,lifeboat,keep you afloat on water,keep,keep,VERB,MSU Texas
M20290865_PSJ,lifeboat,keep you afloat on water,afloat,afloat,NOUN,MSU Texas
M20290865_PSJ,lifeboat,keep you afloat on water,water,water,NOUN,MSU Texas
M20290865_PSJ,lifeboat,keeps you from drowning,keeps,keep,VERB,MSU Texas
M20290865_PSJ,lifeboat,keeps you from drowning,drowning,drown,VERB,MSU Texas
M20290865_PSJ,investigator,finds out information,finds,find,VERB,MSU Texas
M20290865_PSJ,investigator,finds out information,information,information,NOUN,MSU Texas
M20290865_PSJ,investigator,figures out the bad gy,figures,figure,VERB,MSU Texas
M20290865_PSJ,investigator,figures out the bad gy,bad,bad,ADJ,MSU Texas
M20290865_PSJ,storekeeper,watches over the stores,watches,watch,VERB,MSU Texas
M20290865_PSJ,storekeeper,watches over the stores,stores,store,NOUN,MSU Texas
