"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"Hcs071604HCS",11,"Version 37","tummy","BOI","eat","eat"
"Hcs071604HCS",11,"Version 37","tummy","BOI","digest","digest"
"Hcs071604HCS",11,"Version 37","tummy","BOI","rub","rub"
"Hcs071604HCS",12,"Version 37","greenery","BOI","grass","grass"
"Hcs071604HCS",12,"Version 37","greenery","BOI","trees","trees"
"Hcs071604HCS",12,"Version 37","greenery","BOI","flowers","flowers"
"Hcs071604HCS",12,"Version 37","greenery","BOI","plants","plants"
"Hcs071604HCS",12,"Version 37","greenery","BOI","fake plants","fake plants"
"Hcs071604HCS",13,"Version 37","dressing","BOI","eat","eat"
"Hcs071604HCS",13,"Version 37","dressing","BOI","sauce","sauce"
"Hcs071604HCS",13,"Version 37","dressing","BOI","or to dress up ","or to dress up "
"Hcs071604HCS",14,"Version 37","handle","BOI","hold","hold"
"Hcs071604HCS",14,"Version 37","handle","BOI","carry","carry"
"Hcs071604HCS",14,"Version 37","handle","BOI","dispose of","dispose of"
"Hcs071604HCS",15,"Version 37","auto","BOI","fix","fix"
"Hcs071604HCS",15,"Version 37","auto","BOI","change","change"
"Hcs071604HCS",15,"Version 37","auto","BOI","make correct","make correct"
"Hcs071604HCS",15,"Version 37","auto","BOI","car","car"
"Hcs071604HCS",16,"Version 37","pistachio","BOI","eat","eat"
"Hcs071604HCS",16,"Version 37","pistachio","BOI","cook","cook"
"Hcs071604HCS",16,"Version 37","pistachio","BOI","give to birds","give to birds"
"Hcs071604HCS",17,"Version 37","lotion","BOI","to put on","to put on"
"Hcs071604HCS",17,"Version 37","lotion","BOI","moisturizer","moisturizer"
"Hcs071604HCS",17,"Version 37","lotion","BOI","soft skin","soft skin"
"Hcs071604HCS",18,"Version 37","tub","BOI","to take a bath","to take a bath"
"Hcs071604HCS",18,"Version 37","tub","BOI","clean things","clean things"
"Hcs071604HCS",18,"Version 37","tub","BOI","store things","store things"
"Hcs071604HCS",19,"Version 37","lamplight","BOI","for lighting","for lighting"
"Hcs071604HCS",19,"Version 37","lamplight","BOI","for warth","for an"
"Hcs071604HCS",20,"Version 37","rosary","BOI","praying","praying"
"Hcs071604HCS",20,"Version 37","rosary","BOI","worshiping ","worshiping "
"Hcs071604HCS",21,"Version 37","glue","BOI","to make things stick together","to make things stick together"
"Hcs071604HCS",21,"Version 37","glue","BOI","hold something in one place","hold something in one place"
"Hcs071604HCS",21,"Version 37","glue","BOI","put something where you want it","put something where you want it"
"Hcs071604HCS",22,"Version 37","vase","BOI","flowers","flowers"
"Hcs071604HCS",22,"Version 37","vase","BOI","water","water"
"Hcs071604HCS",23,"Version 37","kneecap","BOI","walking","walking"
"Hcs071604HCS",23,"Version 37","kneecap","BOI","running","running"
"Hcs071604HCS",23,"Version 37","kneecap","BOI","jumping","jumping"
"Hcs071604HCS",24,"Version 37","chair","BOI","sitting","sitting"
"Hcs071604HCS",24,"Version 37","chair","BOI","standing","standing"
"Hcs071604HCS",24,"Version 37","chair","BOI","resting","resting"
"Hcs071604HCS",25,"Version 37","forklift","BOI","to move heavy items","to move heavy items"
"Hcs071604HCS",25,"Version 37","forklift","BOI","put something heavy somewhere else ","put something heavy somewhere else "
"Hcs071604HCS",26,"Version 37","jet","BOI","fly","fly"
"Hcs071604HCS",26,"Version 37","jet","BOI","move","move"
"Hcs071604HCS",26,"Version 37","jet","BOI","air","air"
"Hcs071604HCS",27,"Version 37","scorecard","BOI","to see what you scored","to see what you scored"
"Hcs071604HCS",27,"Version 37","scorecard","BOI","to review your score","to review your score"
"Hcs071604HCS",28,"Version 37","toffee","BOI","eating","eating"
"Hcs071604HCS",28,"Version 37","toffee","BOI","making treats","making treats"
"Hcs071604HCS",29,"Version 37","jeweler","BOI","to make jewelry","to make jewelry"
"Hcs071604HCS",29,"Version 37","jeweler","BOI","sell jewelry","sell jewelry"
"Hcs071604HCS",30,"Version 37","critter","BOI","bugs","bugs"
"Hcs071604HCS",30,"Version 37","critter","BOI","rodents","rodents"
"Hcs071604HCS",30,"Version 37","critter","BOI","small animals","small animals"
"Hcs071604HCS",31,"Version 37","clover","BOI","plant","plant"
"Hcs071604HCS",31,"Version 37","clover","BOI","good luck","good luck"
"Hcs071604HCS",32,"Version 37","rag","BOI","cleaning","cleaning"
"Hcs071604HCS",32,"Version 37","rag","BOI","washing","washing"
"Hcs071604HCS",32,"Version 37","rag","BOI","bathing","bathing"
"Hcs071604HCS",33,"Version 37","stereo","BOI","music","music"
"Hcs071604HCS",33,"Version 37","stereo","BOI","news","news"
"Hcs071604HCS",33,"Version 37","stereo","BOI","podcast","podcast"
"Hcs071604HCS",34,"Version 37","mustard","BOI","eating","eating"
"Hcs071604HCS",34,"Version 37","mustard","BOI","condiment","condiment"
