Username,Condition.Description,Stimuli.Cue,Procedure.Item,affordance_parsed,word,lemma,POS,Group
20305967AO,Version 47,stream,1392,river,river,river,NOUN,MSU-TEXAS
20305967AO,Version 47,stream,1392,type of ocean,type,type,NOUN,MSU-TEXAS
20305967AO,Version 47,stream,1392,type of ocean,ocean,ocean,NOUN,MSU-TEXAS
20306722SG,Version 6,blindfold,168,hiding,hiding,hi,VERB,MSU-TEXAS
20306722SG,Version 6,blindfold,168,guessing,guessing,guess,VERB,MSU-TEXAS
20306722SG,Version 6,blindfold,168,leading,leading,lead,VERB,MSU-TEXAS
20306722SG,Version 6,blindfold,168,playing a game ,playing,play,VERB,MSU-TEXAS
20306722SG,Version 6,blindfold,168,playing a game ,game,game,NOUN,MSU-TEXAS
20306722SG,Version 6,blindfold,168,testing,testing,test,VERB,MSU-TEXAS
20306722SG,Version 6,blindfold,168,trusting,trusting,trust,VERB,MSU-TEXAS
20306722SG,Version 6,footballer,166,athlete,athlete,athlete,X,MSU-TEXAS
20306722SG,Version 6,footballer,166,big,big,big,ADJ,MSU-TEXAS
20306722SG,Version 6,footballer,166,athletic,athletic,athletic,ADJ,MSU-TEXAS
20306722SG,Version 6,footballer,166,skilled,skilled,skilled,ADJ,MSU-TEXAS
20306722SG,Version 6,footballer,166,crafted,crafted,craft,VERB,MSU-TEXAS
20306722SG,Version 6,footballer,166,responsible,responsible,responsible,ADJ,MSU-TEXAS
20306722SG,Version 6,footballer,166,leadership,leadership,leadership,NOUN,MSU-TEXAS
20306722SG,Version 6,crystal,171,rock ,rock,rock,NOUN,MSU-TEXAS
20306722SG,Version 6,crystal,171,witchcraft,witchcraft,witchcraft,NOUN,MSU-TEXAS
20306722SG,Version 6,crystal,171,jewelry,jewelry,jewelry,NOUN,MSU-TEXAS
20306722SG,Version 6,crystal,171,décor ,d,would,PROPN,MSU-TEXAS
20306722SG,Version 6,crystal,171,décor ,cor,decorate,VERB,MSU-TEXAS
20306722SG,Version 6,van,164,kidnapping,kidnapping,kidnapping,NOUN,MSU-TEXAS
20306722SG,Version 6,van,164,travel,travel,travel,VERB,MSU-TEXAS
20306722SG,Version 6,van,164,family ,family,family,NOUN,MSU-TEXAS
20306722SG,Version 6,van,164,large capacity,large,large,ADJ,MSU-TEXAS
20306722SG,Version 6,van,164,large capacity,capacity,capacity,NOUN,MSU-TEXAS
20306722SG,Version 6,chinaware,159,decoration,decoration,decorate,VERB,MSU-TEXAS
20306722SG,Version 6,chinaware,159,eating ,eating,eat,VERB,MSU-TEXAS
20306722SG,Version 6,chinaware,159,drinking,drinking,drink,VERB,MSU-TEXAS
20306722SG,Version 6,chinaware,159,antique,antique,antique,ADJ,MSU-TEXAS
20306722SG,Version 6,chinaware,159,plating ,plating,plate,VERB,MSU-TEXAS
20306722SG,Version 6,tabasco,174,seasoning,seasoning,season,VERB,MSU-TEXAS
20306722SG,Version 6,tabasco,174,sauce,sauce,sauce,NOUN,MSU-TEXAS
20306722SG,Version 6,tabasco,174,hot,hot,hot,ADJ,MSU-TEXAS
20306722SG,Version 6,tabasco,174,spicy,spicy,spicy,ADJ,MSU-TEXAS
20306722SG,Version 6,bicep,152,strong,strong,strong,ADJ,MSU-TEXAS
20306722SG,Version 6,bicep,152,weights,weights,weight,NOUN,MSU-TEXAS
20306722SG,Version 6,bicep,152,muscle,muscle,muscle,NOUN,MSU-TEXAS
20306722SG,Version 6,bicep,152,grown,grown,grow,VERB,MSU-TEXAS
20306722SG,Version 6,bicep,152,strengthened,strengthened,strengthen,VERB,MSU-TEXAS
20306722SG,Version 6,bicep,152,arm,arm,arm,X,MSU-TEXAS
20306722SG,Version 6,bicep,152,curls ,curls,curl,NOUN,MSU-TEXAS
20306722SG,Version 6,screw,153,building,building,build,VERB,MSU-TEXAS
20306722SG,Version 6,screw,153,stabilize,stabilize,stabilize,VERB,MSU-TEXAS
20306722SG,Version 6,screw,153,nails,nails,nail,NOUN,MSU-TEXAS
20306722SG,Version 6,screw,153,round,round,round,ADV,MSU-TEXAS
20306722SG,Version 6,screw,153,silver,silver,silver,NOUN,MSU-TEXAS
20306722SG,Version 6,screw,153,driver,driver,driver,NOUN,MSU-TEXAS
20306722SG,Version 6,wand,170,witch,witch,witch,NOUN,MSU-TEXAS
20306722SG,Version 6,wand,170,harry potter,harry,harry,INTJ,MSU-TEXAS
20306722SG,Version 6,wand,170,harry potter,potter,potter,NOUN,MSU-TEXAS
20306722SG,Version 6,wand,170,wizard ,wizard,wizard,X,MSU-TEXAS
20306722SG,Version 6,wand,170,magic,magic,magic,NOUN,MSU-TEXAS
20306722SG,Version 6,ginger,179,cookie,cookie,cookie,NOUN,MSU-TEXAS
20306722SG,Version 6,ginger,179,hair color,hair,hair,NOUN,MSU-TEXAS
20306722SG,Version 6,ginger,179,hair color,color,color,NOUN,MSU-TEXAS
20306722SG,Version 6,ginger,179,irish,irish,irish,ADJ,MSU-TEXAS
20306722SG,Version 6,scale,176,weight,weight,weight,NOUN,MSU-TEXAS
20306722SG,Version 6,scale,176,measure,measure,measure,VERB,MSU-TEXAS
20306722SG,Version 6,scale,176,grams,grams,gram,NOUN,MSU-TEXAS
20306722SG,Version 6,scale,176,pounds,pounds,pound,NOUN,MSU-TEXAS
20306722SG,Version 6,scale,176,kilos,kilos,kilo,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,bathtub,bathtub,bathtub,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,shower,shower,shower,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,cleaning,cleaning,clean,VERB,MSU-TEXAS
20306722SG,Version 6,bathe,157,wet,wet,wet,ADJ,MSU-TEXAS
20306722SG,Version 6,bathe,157,shampoo,shampoo,shampoo,VERB,MSU-TEXAS
20306722SG,Version 6,bathe,157,soap,soap,soap,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,conditioner,conditioner,conditioner,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,steamy,steamy,steamy,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,hot ,hot,hot,ADJ,MSU-TEXAS
20306722SG,Version 6,bathe,157,bubbles,bubbles,bubble,NOUN,MSU-TEXAS
20306722SG,Version 6,bathe,157,candles,candles,candle,NOUN,MSU-TEXAS
20306722SG,Version 6,balcony,177,lights,lights,light,NOUN,MSU-TEXAS
20306722SG,Version 6,balcony,177,view ,view,view,VERB,MSU-TEXAS
20306722SG,Version 6,balcony,177,city,city,city,NOUN,MSU-TEXAS
20306722SG,Version 6,balcony,177,high,high,high,INTJ,MSU-TEXAS
20306722SG,Version 6,whisky,175,drink,drink,drink,VERB,MSU-TEXAS
20306722SG,Version 6,whisky,175,alcohol ,alcohol,alcohol,NOUN,MSU-TEXAS
20306722SG,Version 6,whisky,175,crown,crown,crown,NOUN,MSU-TEXAS
20306722SG,Version 6,whisky,175,brown ,brown,brown,ADJ,MSU-TEXAS
20306722SG,Version 6,whisky,175,warm,warm,warm,ADJ,MSU-TEXAS
20306722SG,Version 6,whisky,175,tennessee,tennessee,tennessee,NOUN,MSU-TEXAS
20306722SG,Version 6,tofu,181,food,food,food,NOUN,MSU-TEXAS
20306722SG,Version 6,tofu,181,asian,asian,asian,ADJ,MSU-TEXAS
20306722SG,Version 6,tofu,181,fake meat,fake,fake,ADJ,MSU-TEXAS
20306722SG,Version 6,tofu,181,fake meat,meat,meat,NOUN,MSU-TEXAS
20306722SG,Version 6,tofu,181,soybean,soybean,soybean,ADJ,MSU-TEXAS
20306722SG,Version 6,tinfoil,156,cooking,cooking,cook,VERB,MSU-TEXAS
20306722SG,Version 6,tinfoil,156,covering,covering,cover,VERB,MSU-TEXAS
20306722SG,Version 6,tinfoil,156,conductor ,conductor,conduct,VERB,MSU-TEXAS
20306722SG,Version 6,tinfoil,156,silver,silver,silver,NOUN,MSU-TEXAS
20306722SG,Version 6,canvass,178,painting,painting,paint,VERB,MSU-TEXAS
20306722SG,Version 6,canvass,178,looking,looking,look,VERB,MSU-TEXAS
20306722SG,Version 6,canvass,178,education,education,educate,VERB,MSU-TEXAS
20306722SG,Version 6,canvass,178,website,website,website,NOUN,MSU-TEXAS
20306722SG,Version 6,bird,172,animal,animal,animal,NOUN,MSU-TEXAS
20306722SG,Version 6,bird,172,fly,fly,fly,VERB,MSU-TEXAS
20306722SG,Version 6,bird,172,sky,sky,sky,NOUN,MSU-TEXAS
20306722SG,Version 6,bird,172,eagle,eagle,eagle,NOUN,MSU-TEXAS
20306722SG,Version 6,bird,172,wings,wings,wing,NOUN,MSU-TEXAS
20306722SG,Version 6,bird,172,black,black,black,ADJ,MSU-TEXAS
20306722SG,Version 6,harvest,169,thanksgiving,thanksgiving,thanksgive,VERB,MSU-TEXAS
20306722SG,Version 6,harvest,169,farming,farming,farm,VERB,MSU-TEXAS
20306722SG,Version 6,harvest,169,collecting,collecting,collect,VERB,MSU-TEXAS
20306722SG,Version 6,harvest,169,pilgrims ,pilgrims,pilgrim,NOUN,MSU-TEXAS
20306722SG,Version 6,harvest,169,accquiring,acquire,acquire,VERB,MSU-TEXAS
20306722SG,Version 6,family,154,mom,mom,mom,X,MSU-TEXAS
20306722SG,Version 6,family,154,dad,dad,dad,NOUN,MSU-TEXAS
20306722SG,Version 6,family,154,sister,sister,sister,NOUN,MSU-TEXAS
20306722SG,Version 6,family,154,brother,brother,brother,NOUN,MSU-TEXAS
20306722SG,Version 6,family,154,love,love,love,VERB,MSU-TEXAS
20306722SG,Version 6,berry,180,blue,blue,blue,ADJ,MSU-TEXAS
20306722SG,Version 6,berry,180,fruit,fruit,fruit,NOUN,MSU-TEXAS
20306722SG,Version 6,berry,180,black,black,black,ADJ,MSU-TEXAS
20306722SG,Version 6,berry,180,straw,straw,straw,NOUN,MSU-TEXAS
20306722SG,Version 6,berry,180,sweet ,sweet,sweet,ADJ,MSU-TEXAS
20306722SG,Version 6,berry,180,tart,tart,tart,NOUN,MSU-TEXAS
20306722SG,Version 6,berry,180,ripe,ripe,ripe,NOUN,MSU-TEXAS
20306722SG,Version 6,snowfall,167,cold,cold,cold,ADJ,MSU-TEXAS
20306722SG,Version 6,snowfall,167,christmas,christmas,christmas,PROPN,MSU-TEXAS
20306722SG,Version 6,snowfall,167,winter,winter,winter,NOUN,MSU-TEXAS
20306722SG,Version 6,snowfall,167,snowflakes,snowflakes,snowflake,NOUN,MSU-TEXAS
20306722SG,Version 6,snowfall,167,snow globes,snow,snow,NOUN,MSU-TEXAS
20306722SG,Version 6,snowfall,167,snow globes,globes,globe,NOUN,MSU-TEXAS
20306722SG,Version 6,physician,162,doctor,doctor,doctor,NOUN,MSU-TEXAS
20306722SG,Version 6,physician,162,pills,pills,pill,NOUN,MSU-TEXAS
20306722SG,Version 6,physician,162,help ,help,help,VERB,MSU-TEXAS
20306722SG,Version 6,physician,162,medicine,medicine,medicine,NOUN,MSU-TEXAS
20306722SG,Version 6,physician,162,educated,educated,educate,VERB,MSU-TEXAS
20306722SG,Version 6,desert,161,hot,hot,hot,ADJ,MSU-TEXAS
20306722SG,Version 6,desert,161,sand ,sand,sand,NOUN,MSU-TEXAS
20306722SG,Version 6,desert,161,brown,brown,brown,ADJ,MSU-TEXAS
20306722SG,Version 6,desert,161,land,land,land,NOUN,MSU-TEXAS
20306722SG,Version 6,ticket,165,speeding,speeding,speed,NOUN,MSU-TEXAS
20306722SG,Version 6,ticket,165,parking,parking,parking,ADJ,MSU-TEXAS
20306722SG,Version 6,ticket,165,fine,fine,fine,ADJ,MSU-TEXAS
20306722SG,Version 6,ticket,165,money,money,money,NOUN,MSU-TEXAS
20306722SG,Version 6,ticket,165,police,police,police,NOUN,MSU-TEXAS
20306722SG,Version 6,myself,163,female,female,female,ADJ,MSU-TEXAS
20306722SG,Version 6,myself,163,athletic,athletic,athletic,ADJ,MSU-TEXAS
20306722SG,Version 6,myself,163,tall,tall,tall,ADJ,MSU-TEXAS
20306722SG,Version 6,myself,163,active,active,active,ADJ,MSU-TEXAS
20306722SG,Version 6,myself,163,livley,lively,lively,ADV,MSU-TEXAS
20310228LF,Version 54,ferryboat,1594,travel,travel,travel,VERB,MSU-TEXAS
20310228LF,Version 54,ferryboat,1594,tour,tour,tour,VERB,MSU-TEXAS
20310228LF,Version 54,ferryboat,1594,live,live,live,VERB,MSU-TEXAS
20310228LF,Version 54,ferryboat,1594,transport,transport,transport,VERB,MSU-TEXAS
20310228LF,Version 54,headboard,1611,bed,bed,bed,NOUN,MSU-TEXAS
20310228LF,Version 54,headboard,1611,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,crayfish,1593,eaten,eaten,eat,VERB,MSU-TEXAS
20310228LF,Version 54,crayfish,1593,boiled,boiled,boil,VERB,MSU-TEXAS
20310228LF,Version 54,crayfish,1593,bait,bait,bait,NOUN,MSU-TEXAS
20310228LF,Version 54,crayfish,1593,cracked,cracked,crack,VERB,MSU-TEXAS
20310228LF,Version 54,cranberry,1621,eaten,eaten,eat,VERB,MSU-TEXAS
20310228LF,Version 54,cranberry,1621,smashed,smashed,smash,VERB,MSU-TEXAS
20310228LF,Version 54,cranberry,1621,sauce,sauce,sauce,NOUN,MSU-TEXAS
20310228LF,Version 54,cranberry,1621,decorate ,decorate,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,videotape,1615,watch,watch,watch,VERB,MSU-TEXAS
20310228LF,Version 54,videotape,1615,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,videotape,1615,preservation ,preservation,preserve,VERB,MSU-TEXAS
20310228LF,Version 54,flamethrower,1612,cook,cook,cake,VERB,MSU-TEXAS
20310228LF,Version 54,flamethrower,1612,performance,performance,perform,VERB,MSU-TEXAS
20310228LF,Version 54,flamethrower,1612,protection,protection,protect,VERB,MSU-TEXAS
20310228LF,Version 54,coffeepot,1613,hold liquid,hold,hold,VERB,MSU-TEXAS
20310228LF,Version 54,coffeepot,1613,hold liquid,liquid,liquid,AUX,MSU-TEXAS
20310228LF,Version 54,coffeepot,1613,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,coffeepot,1613,vase,vase,vase,NOUN,MSU-TEXAS
20310228LF,Version 54,windbreaker,1600,worn,worn,wear,VERB,MSU-TEXAS
20310228LF,Version 54,groceries,1598,eaten,eaten,eat,VERB,MSU-TEXAS
20310228LF,Version 54,groceries,1598,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,groceries,1598,cleaning,cleaning,clean,VERB,MSU-TEXAS
20310228LF,Version 54,plug,1609,electricity,electricity,electricity,NOUN,MSU-TEXAS
20310228LF,Version 54,plug,1609,drugs ,drugs,drug,NOUN,MSU-TEXAS
20310228LF,Version 54,handball,1608,thrown,thrown,throw,VERB,MSU-TEXAS
20310228LF,Version 54,handball,1608,kicked ,kicked,kick,VERB,MSU-TEXAS
20310228LF,Version 54,tapestry,1614,hung,hung,hang,VERB,MSU-TEXAS
20310228LF,Version 54,tapestry,1614,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,tapestry,1614,clothes ,clothes,clothes,NOUN,MSU-TEXAS
20310228LF,Version 54,counselor,1601,talked to,talked,talk,VERB,MSU-TEXAS
20310228LF,Version 54,pecan,1596,cooking,cooking,cook,VERB,MSU-TEXAS
20310228LF,Version 54,pecan,1596,eaten,eaten,eat,VERB,MSU-TEXAS
20310228LF,Version 54,mushroom,1592,cooked,cooked,cook,VERB,MSU-TEXAS
20310228LF,Version 54,mushroom,1592,eaten,eaten,eat,VERB,MSU-TEXAS
20310228LF,Version 54,mushroom,1592,planted,planted,plan,VERB,MSU-TEXAS
20310228LF,Version 54,hammer,1618,thrown,thrown,throw,VERB,MSU-TEXAS
20310228LF,Version 54,hammer,1618,hit,hit,hit,VERB,MSU-TEXAS
20310228LF,Version 54,hammer,1618,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,hammer,1618,smash,smash,smash,VERB,MSU-TEXAS
20310228LF,Version 54,hammer,1618,break,break,break,VERB,MSU-TEXAS
20310228LF,Version 54,stencil,1610,color,color,color,NOUN,MSU-TEXAS
20310228LF,Version 54,eyeglass,1599,look through,look,look,VERB,MSU-TEXAS
20310228LF,Version 54,eyeglass,1599,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,icebox,1597,keep things cool,keep,keep,VERB,MSU-TEXAS
20310228LF,Version 54,icebox,1597,keep things cool,things,thing,NOUN,MSU-TEXAS
20310228LF,Version 54,icebox,1597,keep things cool,cool,cool,VERB,MSU-TEXAS
20310228LF,Version 54,trophy,1602,displayed,displayed,display,VERB,MSU-TEXAS
20310228LF,Version 54,diamond,1619,ring,ring,ring,NOUN,MSU-TEXAS
20310228LF,Version 54,diamond,1619,cutting,cutting,cut,VERB,MSU-TEXAS
20310228LF,Version 54,diamond,1619,jewelry,jewelry,jewelry,NOUN,MSU-TEXAS
20310228LF,Version 54,diamond,1619,decoration,decoration,decorate,VERB,MSU-TEXAS
20310228LF,Version 54,diamond,1619,money ,money,money,NOUN,MSU-TEXAS
20310228LF,Version 54,ankle,1620,walking,walking,walk,NOUN,MSU-TEXAS
20310228LF,Version 54,dad,1595,talking to,talking,talk,VERB,MSU-TEXAS
20310228LF,Version 54,dad,1595,money,money,money,NOUN,MSU-TEXAS
20310228LF,Version 54,dad,1595,love,love,love,VERB,MSU-TEXAS
20310228LF,Version 54,dad,1595,affection,affection,affection,NOUN,MSU-TEXAS
20310228LF,Version 54,receptacle,1603,holind thing,thing,thing,NOUN,MSU-TEXAS
20310228LF,Version 54,kiln,1606,making pottery ,making,make,VERB,MSU-TEXAS
20310228LF,Version 54,kiln,1606,making pottery ,pottery,pottery,NOUN,MSU-TEXAS
20310228LF,Version 54,lilly,1616,planted,planted,plan,VERB,MSU-TEXAS
20310228LF,Version 54,lilly,1616,display,display,display,VERB,MSU-TEXAS
20310228LF,Version 54,lilly,1616,pigment ,pigment,pigment,NOUN,MSU-TEXAS
20310228LF,Version 54,thermostat,1605,change temperature ,change,change,VERB,MSU-TEXAS
20310228LF,Version 54,thermostat,1605,change temperature ,temperature,temperature,NOUN,MSU-TEXAS
20310228LF,Version 54,den,1604,gathering,gathering,gather,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,to eat,eat,eat,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,to serve,serve,serve,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,cook it,cook,cake,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,test it,test,test,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,taste it,taste,taste,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,look at it,look,look,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,smell it,smell,smell,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,use it was bait,use,use,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,use it was bait,bait,bait,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,take it apart,take,take,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,take it apart,apart,apart,ADV,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,put it together ,put,put,VERB,MSU-TEXAS
20311420MP,Version 89,hamburger,2661,put it together ,together,together,ADV,MSU-TEXAS
20311420MP,Version 89,dwarf,2667,in a movie,movie,movie,NOUN,MSU-TEXAS
20311420MP,Version 89,dwarf,2667,wrestling,wrestling,wrestle,VERB,MSU-TEXAS
20311420MP,Version 89,dwarf,2667,in a story,story,story,NOUN,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to pick ice,pick,pick,VERB,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to pick ice,ice,ice,NOUN,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to hurt someone,hurt,hurt,VERB,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to hurt someone,someone,someone,PRON,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to get out of somewhere,get,get,VERB,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to get out of somewhere,somewhere,somewhere,ADV,MSU-TEXAS
20311420MP,Version 89,icepick,2658,to defend yourself,defend,defend,VERB,MSU-TEXAS
20311420MP,Version 89,trash,2664,throw away,throw,throw,VERB,MSU-TEXAS
20311420MP,Version 89,trash,2664,throw away,away,away,ADV,MSU-TEXAS
20311420MP,Version 89,trash,2664,collect,collect,collect,VERB,MSU-TEXAS
20311420MP,Version 89,trash,2664,recycle,recycle,recycle,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,to wear,wear,wear,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,collect,collect,collect,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,pass on,pass,pass,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,sell,sell,sell,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,make,make,make,VERB,MSU-TEXAS
20311420MP,Version 89,brooch,2665,pin ,pin,pin,NOUN,MSU-TEXAS
20311420MP,Version 89,band,2644,listen,listen,listen,VERB,MSU-TEXAS
20311420MP,Version 89,band,2644,preform,preform,preform,X,MSU-TEXAS
20311420MP,Version 89,band,2644,watch,watch,watch,VERB,MSU-TEXAS
20311420MP,Version 89,band,2644,make music,make,make,VERB,MSU-TEXAS
20311420MP,Version 89,band,2644,make music,music,music,NOUN,MSU-TEXAS
20311420MP,Version 89,lace,2642,to tie your shoe,tie,tie,VERB,MSU-TEXAS
20311420MP,Version 89,lace,2642,to tie your shoe,shoe,shoe,NOUN,MSU-TEXAS
20311420MP,Version 89,lace,2642,to make clothes,make,make,VERB,MSU-TEXAS
20311420MP,Version 89,lace,2642,to make clothes,clothes,clothes,NOUN,MSU-TEXAS
20311420MP,Version 89,lace,2642,to make decor,make,make,VERB,MSU-TEXAS
20311420MP,Version 89,lace,2642,to make decor,decor,decorate,VERB,MSU-TEXAS
20311420MP,Version 89,lick,2645,eat,eat,eat,VERB,MSU-TEXAS
20311420MP,Version 89,lick,2645,taste,taste,taste,VERB,MSU-TEXAS
20311420MP,Version 89,lick,2645,ice cream,ice,ice cream,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,dip,dip,dip,VERB,MSU-TEXAS
20311420MP,Version 89,crackers,2668,tuna,tuna,tuna,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,cheese,cheese,cheese,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,meat,meat,meat,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,salad,salad,salad,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,give away,give,give,VERB,MSU-TEXAS
20311420MP,Version 89,crackers,2668,give away,away,away,ADV,MSU-TEXAS
20311420MP,Version 89,crackers,2668,peanut butter ,peanut,peanut,NOUN,MSU-TEXAS
20311420MP,Version 89,crackers,2668,peanut butter ,butter,butter,NOUN,MSU-TEXAS
20311420MP,Version 89,mum,2647,homecoming,homecoming,homecom,VERB,MSU-TEXAS
20311420MP,Version 89,mum,2647,in a library,library,library,INTJ,MSU-TEXAS
20311420MP,Version 89,mum,2647,as decoration,decoration,decorate,VERB,MSU-TEXAS
20311420MP,Version 89,cupboard,2662,cups,cups,cup,NOUN,MSU-TEXAS
20311420MP,Version 89,cupboard,2662,plates,plates,plate,NOUN,MSU-TEXAS
20311420MP,Version 89,cupboard,2662,bowls,bowls,bowl,NOUN,MSU-TEXAS
20311420MP,Version 89,cupboard,2662,food,food,food,NOUN,MSU-TEXAS
20311420MP,Version 89,cupboard,2662,cans,cans,can,NOUN,MSU-TEXAS
20311420MP,Version 89,banister,2652,to advertise,advertise,advertise,VERB,MSU-TEXAS
20311420MP,Version 89,banister,2652,school,school,school,NOUN,MSU-TEXAS
20311420MP,Version 89,banister,2652,decoration,decoration,decorate,VERB,MSU-TEXAS
20311420MP,Version 89,banister,2652,spirit weeks,spirit,spirit,NOUN,MSU-TEXAS
20311420MP,Version 89,banister,2652,spirit weeks,weeks,week,NOUN,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,guests,guests,guest,NOUN,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,sleep,sleep,sleep,VERB,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,extra storage,extra,extra,ADJ,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,extra storage,storage,store,NOUN,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,bed and breakfasts ,bed,bed,NOUN,MSU-TEXAS
20311420MP,Version 89,guestroom,2643,bed and breakfasts ,breakfasts,breakfasts,NOUN,MSU-TEXAS
