"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"55cca8f81676ab000ff06ef1",11,"Version 16","meal","BOI","eat","eat"
"55cca8f81676ab000ff06ef1",12,"Version 16","fingernail","BOI","cut","cut"
"55cca8f81676ab000ff06ef1",12,"Version 16","fingernail","BOI","grow","grow"
"55cca8f81676ab000ff06ef1",12,"Version 16","fingernail","BOI","paint","paint"
"55cca8f81676ab000ff06ef1",13,"Version 16","flyswatter","BOI","kill a fly","kill a fly"
"55cca8f81676ab000ff06ef1",13,"Version 16","flyswatter","BOI","ping a ball","ping a ball"
"55cca8f81676ab000ff06ef1",14,"Version 16","derriere","BOI","sit","sit"
"55cca8f81676ab000ff06ef1",15,"Version 16","equipment","BOI","use it","use it"
"55cca8f81676ab000ff06ef1",15,"Version 16","equipment","BOI","store it","store it"
"55cca8f81676ab000ff06ef1",16,"Version 16","lunchroom","BOI","eat in it","eat in it"
"55cca8f81676ab000ff06ef1",16,"Version 16","lunchroom","BOI","have a nap","have a nap"
"55cca8f81676ab000ff06ef1",17,"Version 16","bedclothes","BOI","keep warm","keep warm"
"55cca8f81676ab000ff06ef1",17,"Version 16","bedclothes","BOI","decorative","decorative"
"55cca8f81676ab000ff06ef1",18,"Version 16","parsley","BOI","eat","eat"
"55cca8f81676ab000ff06ef1",18,"Version 16","parsley","BOI","decorate plate","decorate plate"
"55cca8f81676ab000ff06ef1",18,"Version 16","parsley","BOI","grow","grow"
"55cca8f81676ab000ff06ef1",19,"Version 16","booze","BOI","drink","drink"
"55cca8f81676ab000ff06ef1",20,"Version 16","ophthalmologist","BOI","visit them","visit them"
"55cca8f81676ab000ff06ef1",21,"Version 16","tissue","BOI","blow your nose","blow your nose"
"55cca8f81676ab000ff06ef1",21,"Version 16","tissue","BOI","wipe up a mess","wipe up a mess"
"55cca8f81676ab000ff06ef1",22,"Version 16","cheesecloth","BOI","strain something","strain something"
"55cca8f81676ab000ff06ef1",22,"Version 16","cheesecloth","BOI","sew","sew"
"55cca8f81676ab000ff06ef1",22,"Version 16","cheesecloth","BOI","wear","wear"
"55cca8f81676ab000ff06ef1",23,"Version 16","props","BOI","use in a play","use in a play"
"55cca8f81676ab000ff06ef1",24,"Version 16","moustache","BOI","decorate it","decorate it"
"55cca8f81676ab000ff06ef1",25,"Version 16","ukulele","BOI","play it","play it"
"55cca8f81676ab000ff06ef1",26,"Version 16","pimento","BOI","eat it","eat it"
"55cca8f81676ab000ff06ef1",28,"Version 16","leotard","BOI","wear it","wear it"
"55cca8f81676ab000ff06ef1",29,"Version 16","handcart","BOI","move things","move things"
"55cca8f81676ab000ff06ef1",29,"Version 16","handcart","BOI","stroe things","store things"
"55cca8f81676ab000ff06ef1",29,"Version 16","handcart","BOI","decorate it","decorate it"
"55cca8f81676ab000ff06ef1",30,"Version 16","horse","BOI","ride it","ride it"
"55cca8f81676ab000ff06ef1",30,"Version 16","horse","BOI","eat it","eat it"
"55cca8f81676ab000ff06ef1",32,"Version 16","pike","BOI","catch it","catch it"
"55cca8f81676ab000ff06ef1",32,"Version 16","pike","BOI","eat it","eat it"
"55cca8f81676ab000ff06ef1",33,"Version 16","penthouse","BOI","live in it","live in it"
"55cca8f81676ab000ff06ef1",33,"Version 16","penthouse","BOI","visit","visit"
"55cca8f81676ab000ff06ef1",33,"Version 16","penthouse","BOI","have a party","have a party"
"55cca8f81676ab000ff06ef1",34,"Version 16","eyewash","BOI","wash your eye","wash your eye"
"55cca8f81676ab000ff06ef1",35,"Version 16","pelvis","BOI","hold up your body","hold up your body"
"55cca8f81676ab000ff06ef1",36,"Version 16","paperweight","BOI","hold papers","hold papers"
"55cca8f81676ab000ff06ef1",36,"Version 16","paperweight","BOI","throw","throw"
"55cca8f81676ab000ff06ef1",36,"Version 16","paperweight","BOI","break a indow","break a an"
