"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"aidanwhiteAB",13,"Version 86","alcohol","BOI","driving","driving"
"aidanwhiteAB",13,"Version 86","alcohol","BOI","partying","partying"
"aidanwhiteAB",15,"Version 86","wrench","BOI","tightening","tightening"
"aidanwhiteAB",15,"Version 86","wrench","BOI","loosening","loosening"
"aidanwhiteAB",16,"Version 86","glitter","BOI","decorating","decorating"
"aidanwhiteAB",17,"Version 86","wax","BOI","burning","burning"
"aidanwhiteAB",18,"Version 86","riverboat","BOI","riding","riding"
"aidanwhiteAB",18,"Version 86","riverboat","BOI","living","living"
"aidanwhiteAB",21,"Version 86","assassin","BOI","killing","killing"
"aidanwhiteAB",22,"Version 86","forearm","BOI","extending","extending"
"aidanwhiteAB",23,"Version 86","chip","BOI","eating","eating"
"aidanwhiteAB",23,"Version 86","chip","BOI","playing","playing"
"aidanwhiteAB",24,"Version 86","boutique","BOI","shopping","shopping"
"aidanwhiteAB",25,"Version 86","searchlight","BOI","searching","searching"
"aidanwhiteAB",25,"Version 86","searchlight","BOI","illumination","illumination"
"aidanwhiteAB",26,"Version 86","barn","BOI","hiding","hiding"
"aidanwhiteAB",26,"Version 86","barn","BOI","sleeping","sleeping"
"aidanwhiteAB",26,"Version 86","barn","BOI","storing","storing"
"aidanwhiteAB",27,"Version 86","soldier","BOI","killing","killing"
"aidanwhiteAB",28,"Version 86","gumbo","BOI","eating","eating"
"aidanwhiteAB",30,"Version 86","fillet","BOI","eating","eating"
"aidanwhiteAB",31,"Version 86","toastmaster","BOI","toasting","toasting"
"aidanwhiteAB",32,"Version 86","snowman","BOI","fun","fun"
"aidanwhiteAB",34,"Version 86","football","BOI","throwing","throwing"
"aidanwhiteAB",34,"Version 86","football","BOI","kicking","kicking"
"aidanwhiteAB",34,"Version 86","football","BOI","sitting","sitting"
"aidanwhiteAB",35,"Version 86","taxpayer","BOI","paying","paying"
"aidanwhiteAB",35,"Version 86","taxpayer","BOI","dying","dying"
"aidanwhiteAB",36,"Version 86","sapling","BOI","growing","growing"
"aidanwhiteAB",37,"Version 86","crate","BOI","storing","storing"
"aidanwhiteAB",39,"Version 86","gravestone","BOI","marking","marking"
"aidanwhiteAB",39,"Version 86","gravestone","BOI","remebering","remembering"
"aidanwhiteAB",40,"Version 86","rainfall","BOI","watering","watering"
"beagraves",11,"Version 58","ground","BOI","walk on ","walk on "
"beagraves",12,"Version 58","jersey","BOI","wear","wear"
"beagraves",13,"Version 58","mullet","BOI","style hair","style hair"
"beagraves",14,"Version 58","shutter","BOI","open","open"
"beagraves",14,"Version 58","shutter","BOI","close","close"
"beagraves",15,"Version 58","robber","BOI","steal","steal"
"beagraves",16,"Version 58","tickler","BOI","make someone laugh","make someone laugh"
"beagraves",17,"Version 58","tulip","BOI","make flower arrangment","make flower arrangement"
"beagraves",17,"Version 58","tulip","BOI","give as gift","give as gift"
"beagraves",18,"Version 58","door","BOI","open","open"
"beagraves",18,"Version 58","door","BOI","close","close"
"beagraves",18,"Version 58","door","BOI","slam","slam"
"beagraves",18,"Version 58","door","BOI","shut","shut"
"beagraves",19,"Version 58","spices","BOI","add flavor","add flavor"
"beagraves",20,"Version 58","tampon","BOI","retain liquid","retain liquid"
"beagraves",20,"Version 58","tampon","BOI","plug ","plug "
"beagraves",21,"Version 58","supervisor","BOI","in charge","in charge"
"beagraves",22,"Version 58","postcard","BOI","send","send"
"beagraves",22,"Version 58","postcard","BOI","mail","mail"
"beagraves",23,"Version 58","sketch","BOI","drawing","drawing"
"beagraves",24,"Version 58","Wheelchair","BOI","aid handicap","aid handicap"
"beagraves",25,"Version 58","lozenge","BOI","suck","suck"
"beagraves",25,"Version 58","lozenge","BOI","chew","chew"
"beagraves",26,"Version 58","starch","BOI","thicken","thicken"
"beagraves",26,"Version 58","starch","BOI","soothe","soothe"
