Username,Stimuli.Cue,Procedure.Trial.Type,affordance_parsed,word,lemma,POS,Source
58d0632c2fc72000011f8c57,scanner,BOI,toy gun,gun,gun,NOUN,Prolific
58d0632c2fc72000011f8c57,scanner,BOI,learn about science,learn,learn,VERB,Prolific
58d0632c2fc72000011f8c57,scanner,BOI,learn about science,science,science,NOUN,Prolific
58d0632c2fc72000011f8c57,bus,BOI,travel,travel,travel,NOUN,Prolific
58d0632c2fc72000011f8c57,bus,BOI,socialize,socialize,socialize,NOUN,Prolific
58d0632c2fc72000011f8c57,bedclothes,BOI,keep warm,keep,keep,VERB,Prolific
58d0632c2fc72000011f8c57,bedclothes,BOI,keep warm,warm,warm,ADJ,Prolific
58d0632c2fc72000011f8c57,bedclothes,BOI,tie together as rope,tie,tie,NOUN,Prolific
58d0632c2fc72000011f8c57,bedclothes,BOI,tie together as rope,together,together,ADV,Prolific
58d0632c2fc72000011f8c57,bedclothes,BOI,tie together as rope,rope,rope,NOUN,Prolific
58d0632c2fc72000011f8c57,donkey,BOI,take a ride,take,take,VERB,Prolific
58d0632c2fc72000011f8c57,donkey,BOI,take a ride,ride,ride,NOUN,Prolific
58d0632c2fc72000011f8c57,donkey,BOI,feed,feed,feed,NOUN,Prolific
58d0632c2fc72000011f8c57,donkey,BOI,pull a load,pull,pull,NOUN,Prolific
58d0632c2fc72000011f8c57,donkey,BOI,pull a load,load,load,NOUN,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,wear,wear,wear,VERB,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,make a scarf,make,make,VERB,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,make a scarf,scarf,scarf,NOUN,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,make another garment,make,make,VERB,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,make another garment,another,another,DET,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,make another garment,garment,garment,NOUN,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,fancy dress,fancy,fancy,ADJ,Prolific
58d0632c2fc72000011f8c57,skirt,BOI,fancy dress,dress,dress,NOUN,Prolific
596e4932afd8a4000160f690,tugboat,BOI,riding,riding,ride,NOUN,Prolific
596e4932afd8a4000160f690,tugboat,BOI,carrying,carrying,carry,VERB,Prolific
596e4932afd8a4000160f690,gavel,BOI,court,court,court,NOUN,Prolific
596e4932afd8a4000160f690,gavel,BOI,instrument,instrument,instrument,NOUN,Prolific
596e4932afd8a4000160f690,opium,BOI,recreational use,recreational,recreational,ADJ,Prolific
596e4932afd8a4000160f690,opium,BOI,recreational use,use,use,VERB,Prolific
596e4932afd8a4000160f690,opium,BOI,medicinal,medicinal,medicinal,ADJ,Prolific
596e4932afd8a4000160f690,sneaker,BOI,to wear,wear,wear,VERB,Prolific
596e4932afd8a4000160f690,sneaker,BOI,to collect,collect,collect,NOUN,Prolific
596e4932afd8a4000160f690,maple,BOI,syrup,syrup,syrup,NOUN,Prolific
596e4932afd8a4000160f690,washstand,BOI,holding equipment,holding,hold,NOUN,Prolific
596e4932afd8a4000160f690,washstand,BOI,holding equipment,equipment,equipment,NOUN,Prolific
596e4932afd8a4000160f690,washstand,BOI,wash hands,wash,wash,INTJ,Prolific
596e4932afd8a4000160f690,washstand,BOI,wash hands,hands,hand,NOUN,Prolific
596e4932afd8a4000160f690,Leaf,BOI,aesthetics,aesthetics,aesthetic,NOUN,Prolific
596e4932afd8a4000160f690,Leaf,BOI,growing,growing,grow,VERB,Prolific
596e4932afd8a4000160f690,Food,BOI,eating,eating,eat,VERB,Prolific
596e4932afd8a4000160f690,icing,BOI,eating,eating,eat,VERB,Prolific
596e4932afd8a4000160f690,icing,BOI,desing,design,design,NOUN,Prolific
596e4932afd8a4000160f690,absinthe,BOI,drinking,drinking,drink,VERB,Prolific
596e4932afd8a4000160f690,absinthe,BOI,medicine,medicine,medicine,NOUN,Prolific
596e4932afd8a4000160f690,staff,BOI,walking,walking,walk,NOUN,Prolific
596e4932afd8a4000160f690,staff,BOI,collecting,collecting,collect,VERB,Prolific
596e4932afd8a4000160f690,finger,BOI,holding,holding,hold,NOUN,Prolific
596e4932afd8a4000160f690,finger,BOI,feeling,feeling,feel,NOUN,Prolific
596e4932afd8a4000160f690,lady,BOI,pleasure,pleasure,pleasure,NOUN,Prolific
596e4932afd8a4000160f690,sweetener,BOI,taste,taste,taste,VERB,Prolific
596e4932afd8a4000160f690,sweetener,BOI,avoiding other ways,avoiding,avoid,VERB,Prolific
596e4932afd8a4000160f690,sweetener,BOI,avoiding other ways,ways,way,NOUN,Prolific
596e4932afd8a4000160f690,abdomen,BOI,exercise,exercise,exercise,NOUN,Prolific
596e4932afd8a4000160f690,abdomen,BOI,shield ,shield,shield,NOUN,Prolific
596e4932afd8a4000160f690,lawyer,BOI,winning a case,winning,win,VERB,Prolific
596e4932afd8a4000160f690,lawyer,BOI,winning a case,case,case,NOUN,Prolific
596e4932afd8a4000160f690,neckwear,BOI,fashion,fashion,fashion,NOUN,Prolific
596e4932afd8a4000160f690,neckwear,BOI,warmth,warmth,warmth,NOUN,Prolific
596e4932afd8a4000160f690,eyedrop,BOI,medicinal purpose,medicinal,medicinal,ADJ,Prolific
596e4932afd8a4000160f690,eyedrop,BOI,medicinal purpose,purpose,purpose,VERB,Prolific
596e4932afd8a4000160f690,pillowcase,BOI,cleanliness,cleanliness,cleanliness,NOUN,Prolific
596e4932afd8a4000160f690,pillowcase,BOI,comfortability,comfort,comfort,NOUN,Prolific
596e4932afd8a4000160f690,latrine,BOI,defacation,defecate,defecate,NOUN,Prolific
596e4932afd8a4000160f690,fixture,BOI,timetable,timetable,timetable,NOUN,Prolific
596e4932afd8a4000160f690,doghouse,BOI,keeping a dog,keeping,keep,VERB,Prolific
596e4932afd8a4000160f690,doghouse,BOI,keeping a dog,dog,dog,NOUN,Prolific
596e4932afd8a4000160f690,scissor,BOI,cutting,cutting,cut,VERB,Prolific
596e4932afd8a4000160f690,scissor,BOI,self defense,self,self,NOUN,Prolific
596e4932afd8a4000160f690,scissor,BOI,self defense,defense,defense,NOUN,Prolific
596e4932afd8a4000160f690,pushcart,BOI,carrying things,carrying,carry,VERB,Prolific
596e4932afd8a4000160f690,pushcart,BOI,carrying things,things,thing,NOUN,Prolific
596e4932afd8a4000160f690,thumb,BOI,feeling,feeling,feel,NOUN,Prolific
596e4932afd8a4000160f690,thumb,BOI,holding,holding,hold,NOUN,Prolific
5a585915eedc320001426e89,mantle,BOI,put objects on,put,put,VERB,Prolific
5a585915eedc320001426e89,mantle,BOI,put objects on,objects,object,VERB,Prolific
5a585915eedc320001426e89,mantle,BOI,put above a fireplace,put,put,VERB,Prolific
5a585915eedc320001426e89,mantle,BOI,put above a fireplace,fireplace,fireplace,NOUN,Prolific
5a585915eedc320001426e89,wingman,BOI,provide support,provide,provide,VERB,Prolific
5a585915eedc320001426e89,wingman,BOI,provide support,support,support,NOUN,Prolific
5a585915eedc320001426e89,pharmacy,BOI,purchase medicines,purchase,purchase,INTJ,Prolific
5a585915eedc320001426e89,pharmacy,BOI,purchase medicines,medicines,medicine,NOUN,Prolific
5a585915eedc320001426e89,pharmacy,BOI,ask for advice,ask,ask,VERB,Prolific
5a585915eedc320001426e89,pharmacy,BOI,ask for advice,advice,advice,NOUN,Prolific
5a585915eedc320001426e89,pharmacy,BOI,get health checks,get,get,VERB,Prolific
5a585915eedc320001426e89,pharmacy,BOI,get health checks,health,health,NOUN,Prolific
5a585915eedc320001426e89,pharmacy,BOI,get health checks,checks,check,NOUN,Prolific
5a585915eedc320001426e89,souffle,BOI,eat it,eat,eat,VERB,Prolific
5a585915eedc320001426e89,sundae,BOI,eat it,eat,eat,VERB,Prolific
5a585915eedc320001426e89,femur,BOI,used for moving,used,use,VERB,Prolific
5a585915eedc320001426e89,femur,BOI,used for moving,moving,move,VERB,Prolific
5a585915eedc320001426e89,femur,BOI,supports the leg,supports,support,NOUN,Prolific
5a585915eedc320001426e89,femur,BOI,supports the leg,leg,leg,NOUN,Prolific
5a585915eedc320001426e89,lounge,BOI,for relaxing in,relaxing,relax,VERB,Prolific
5a585915eedc320001426e89,lounge,BOI,sleeping in,sleeping,sleep,NOUN,Prolific
5a585915eedc320001426e89,lounge,BOI,partying,partying,party,VERB,Prolific
5a585915eedc320001426e89,lounge,BOI,watch tv,watch,watch,VERB,Prolific
5a585915eedc320001426e89,lounge,BOI,watch tv,tv,tv,X,Prolific
5a585915eedc320001426e89,pasta,BOI,eat it,eat,eat,VERB,Prolific
5a585915eedc320001426e89,pasta,BOI,make meal out of,make,make,VERB,Prolific
5a585915eedc320001426e89,pasta,BOI,make meal out of,meal,meal,NOUN,Prolific
5a585915eedc320001426e89,pasta,BOI,use for crafts,use,use,VERB,Prolific
5a585915eedc320001426e89,pasta,BOI,use for crafts,crafts,craft,NOUN,Prolific
5a585915eedc320001426e89,leaves,BOI,use for compost,use,use,VERB,Prolific
5a585915eedc320001426e89,leaves,BOI,use for compost,compost,compost,VERB,Prolific
5a585915eedc320001426e89,leaves,BOI,make pictures,make,make,VERB,Prolific
5a585915eedc320001426e89,leaves,BOI,make pictures,pictures,picture,NOUN,Prolific
5a585915eedc320001426e89,flooring,BOI,for walking on,walking,walk,NOUN,Prolific
5a585915eedc320001426e89,flooring,BOI,to cover an uneven surface,cover,cover,NOUN,Prolific
5a585915eedc320001426e89,flooring,BOI,to cover an uneven surface,uneven,uneven,ADV,Prolific
5a585915eedc320001426e89,flooring,BOI,to cover an uneven surface,surface,surface,NOUN,Prolific
5a585915eedc320001426e89,cork,BOI,stopper for a bottle,stopper,stopper,NOUN,Prolific
5a585915eedc320001426e89,cork,BOI,stopper for a bottle,bottle,bottle,NOUN,Prolific
5a585915eedc320001426e89,beard,BOI,keep the face warm,keep,keep,VERB,Prolific
5a585915eedc320001426e89,beard,BOI,keep the face warm,face,face,NOUN,Prolific
5a585915eedc320001426e89,beard,BOI,keep the face warm,warm,warm,ADJ,Prolific
5a585915eedc320001426e89,beard,BOI,change appearance,change,change,NOUN,Prolific
5a585915eedc320001426e89,beard,BOI,change appearance,appearance,appearance,NOUN,Prolific
5a585915eedc320001426e89,wolfhound,BOI,as a pet,pet,pet,NOUN,Prolific
5a585915eedc320001426e89,wolfhound,BOI,for hunting,hunting,hunt,VERB,Prolific
5a585915eedc320001426e89,wolfhound,BOI,for sport,sport,sport,NOUN,Prolific
5a585915eedc320001426e89,bookmarker,BOI,to keep a page in a book,keep,keep,VERB,Prolific
5a585915eedc320001426e89,bookmarker,BOI,to keep a page in a book,page,page,NOUN,Prolific
5a585915eedc320001426e89,bookmarker,BOI,to keep a page in a book,book,book,NOUN,Prolific
5a585915eedc320001426e89,sharpener,BOI,the sharpen a pencil,sharpen,sharpen,NOUN,Prolific
5a585915eedc320001426e89,sharpener,BOI,the sharpen a pencil,pencil,pencil,NOUN,Prolific
5a585915eedc320001426e89,sharpener,BOI,to sharpen a make up pencil,sharpen,sharpen,NOUN,Prolific
5a585915eedc320001426e89,sharpener,BOI,to sharpen a make up pencil,make,make,VERB,Prolific
5a585915eedc320001426e89,sharpener,BOI,to sharpen a make up pencil,pencil,pencil,NOUN,Prolific
5a585915eedc320001426e89,scraper,BOI,to take wallpaper of a wall,take,take,VERB,Prolific
5a585915eedc320001426e89,scraper,BOI,to take wallpaper of a wall,wallpaper,wallpaper,NOUN,Prolific
5a585915eedc320001426e89,scraper,BOI,to take wallpaper of a wall,wall,wall,NOUN,Prolific
5a585915eedc320001426e89,scraper,BOI,to remove ice ,remove,remove,VERB,Prolific
5a585915eedc320001426e89,scraper,BOI,to remove ice ,ice,ice,NOUN,Prolific
5a585915eedc320001426e89,woodwind,BOI,use as an instrument,use,use,VERB,Prolific
5a585915eedc320001426e89,woodwind,BOI,use as an instrument,instrument,instrument,NOUN,Prolific
5a585915eedc320001426e89,woodwind,BOI,to blow through,blow,blow,VERB,Prolific
5a585915eedc320001426e89,scrotum,BOI,part of a human body,part,part,NOUN,Prolific
5a585915eedc320001426e89,scrotum,BOI,part of a human body,human,human,ADJ,Prolific
5a585915eedc320001426e89,scrotum,BOI,part of a human body,body,body,NOUN,Prolific
5a585915eedc320001426e89,pacemaker,BOI,keep a regular heart rhythm,keep,keep,VERB,Prolific
5a585915eedc320001426e89,pacemaker,BOI,keep a regular heart rhythm,regular,regular,ADJ,Prolific
5a585915eedc320001426e89,pacemaker,BOI,keep a regular heart rhythm,heart,heart,NOUN,Prolific
5a585915eedc320001426e89,pacemaker,BOI,keep a regular heart rhythm,rhythm,rhythm,NOUN,Prolific
5a585915eedc320001426e89,juice,BOI,to drink,drink,drink,NOUN,Prolific
5a585915eedc320001426e89,juice,BOI,to use in fruit salad,use,use,VERB,Prolific
5a585915eedc320001426e89,juice,BOI,to use in fruit salad,fruit,fruit,NOUN,Prolific
5a585915eedc320001426e89,juice,BOI,to use in fruit salad,salad,salad,NOUN,Prolific
5a585915eedc320001426e89,juice,BOI,as a mixer in a drink,mixer,mixer,NOUN,Prolific
5a585915eedc320001426e89,juice,BOI,as a mixer in a drink,drink,drink,NOUN,Prolific
5a585915eedc320001426e89,helmet,BOI,to protect the head,protect,protect,VERB,Prolific
5a585915eedc320001426e89,helmet,BOI,to protect the head,head,head,NOUN,Prolific
5a585915eedc320001426e89,helmet,BOI,to wear when riding a horse,wear,wear,VERB,Prolific
5a585915eedc320001426e89,helmet,BOI,to wear when riding a horse,riding,ride,NOUN,Prolific
5a585915eedc320001426e89,helmet,BOI,to wear when riding a horse,horse,horse,NOUN,Prolific
5a585915eedc320001426e89,helmet,BOI,wear when riding a bike,wear,wear,VERB,Prolific
5a585915eedc320001426e89,helmet,BOI,wear when riding a bike,riding,ride,NOUN,Prolific
5a585915eedc320001426e89,helmet,BOI,wear when riding a bike,bike,bike,NOUN,Prolific
5a585915eedc320001426e89,spreader,BOI,to spread things,spread,spread,NOUN,Prolific
5a585915eedc320001426e89,spreader,BOI,to spread things,things,thing,NOUN,Prolific
5a585915eedc320001426e89,bodybuilder,BOI,for strength,strength,strength,NOUN,Prolific
5a585915eedc320001426e89,conditioner,BOI,to soften hair,soften,soften,ADV,Prolific
5a585915eedc320001426e89,conditioner,BOI,to soften hair,hair,hair,NOUN,Prolific
5a585915eedc320001426e89,conditioner,BOI,to soften clothes,soften,soften,ADV,Prolific
5a585915eedc320001426e89,conditioner,BOI,to soften clothes,clothes,clothe,NOUN,Prolific
5a585915eedc320001426e89,detonator,BOI,to detonate things,detonate,detonate,VERB,Prolific
5a585915eedc320001426e89,detonator,BOI,to detonate things,things,thing,NOUN,Prolific
5a585915eedc320001426e89,omelette,BOI,for eating,eating,eat,VERB,Prolific
5a585915eedc320001426e89,ear,BOI,for hearing,hearing,hear,NOUN,Prolific
5a585915eedc320001426e89,ear,BOI,for wearing an earring,wearing,wear,VERB,Prolific
5a585915eedc320001426e89,ear,BOI,for wearing an earring,earring,earr,VERB,Prolific
5a585915eedc320001426e89,visor,BOI,to keep sun out of the eyes,keep,keep,VERB,Prolific
5a585915eedc320001426e89,visor,BOI,to keep sun out of the eyes,sun,sun,NOUN,Prolific
5a585915eedc320001426e89,visor,BOI,to keep sun out of the eyes,eyes,eyes,NOUN,Prolific
5a585915eedc320001426e89,lance,BOI,to pierce something,pierce,pierce,NOUN,Prolific
5a585915eedc320001426e89,lance,BOI,to pierce something,something,something,PRON,Prolific
5aad46cf811b2000016f6f3b,godfather,BOI,hug,hug,hug,X,Prolific
5aad46cf811b2000016f6f3b,godfather,BOI,talk to,talk,talk,VERB,Prolific
5aad46cf811b2000016f6f3b,godfather,BOI,respect,respect,respect,NOUN,Prolific
5aad46cf811b2000016f6f3b,godfather,BOI,ignore,ignore,ignore,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,cut,cut,cut,VERB,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,press,press,press,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,fry,fry,fry,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,boil,boil,boil,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,clear sinuses,clear,clear,ADJ,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,clear sinuses,sinuses,sinuse,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,chop,chop,chop,NOUN,Prolific
5aad46cf811b2000016f6f3b,garlic,BOI,mince,mince,mince,NOUN,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,fix something,fix,fix,VERB,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,fix something,something,something,PRON,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,make something,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,make something,something,something,PRON,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,decorate,decorate,decorate,VERB,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,adjust items,adjust,adjust,VERB,Prolific
5aad46cf811b2000016f6f3b,tool,BOI,adjust items,items,item,NOUN,Prolific
5aad46cf811b2000016f6f3b,ambulance,BOI,get in,get,get,VERB,Prolific
5aad46cf811b2000016f6f3b,ambulance,BOI,drive,drive,drive,VERB,Prolific
5aad46cf811b2000016f6f3b,ambulance,BOI,get out,get,get,VERB,Prolific
5aad46cf811b2000016f6f3b,broiler,BOI,cook,cook,cake,VERB,Prolific
5aad46cf811b2000016f6f3b,broiler,BOI,boil,boil,boil,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,prepare lunch,prepare,prepare,VERB,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,prepare lunch,lunch,lunch,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,serve lunch,serve,serve,VERB,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,serve lunch,lunch,lunch,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,eat lunch,eat,eat,VERB,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,eat lunch,lunch,lunch,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,meet friends,meet,meet,VERB,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,meet friends,friends,friend,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,socialize,socialize,socialize,NOUN,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,sell food,sell,sell,VERB,Prolific
5aad46cf811b2000016f6f3b,cafeteria,BOI,sell food,food,food,NOUN,Prolific
5aad46cf811b2000016f6f3b,lime,BOI,squeeze,squeeze,squeeze,NOUN,Prolific
5aad46cf811b2000016f6f3b,lime,BOI,grate,grate,grate,NOUN,Prolific
5aad46cf811b2000016f6f3b,lime,BOI,juice,juice,juice,NOUN,Prolific
5aad46cf811b2000016f6f3b,megaphone,BOI,talk,talk,talk,VERB,Prolific
5aad46cf811b2000016f6f3b,megaphone,BOI,make a anconucement,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,megaphone,BOI,make a anconucement,announcement,announcement,NOUN,Prolific
5aad46cf811b2000016f6f3b,larvae,BOI,grow,grow,grow,VERB,Prolific
5aad46cf811b2000016f6f3b,larvae,BOI,observe,observe,observe,ADJ,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,eat,eat,eat,VERB,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,cook,cook,cake,VERB,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,make sandwich,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,make sandwich,sandwich,sandwich,NOUN,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,add on pizza,add,add,VERB,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,add on pizza,pizza,pizza,NOUN,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,add in pasta,add,add,VERB,Prolific
5aad46cf811b2000016f6f3b,pastrami,BOI,add in pasta,pasta,pasta,NOUN,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,use on guitar,use,use,VERB,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,use on guitar,guitar,guitar,NOUN,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,shoelaces,shoelaces,shoelace,NOUN,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,fix something,fix,fix,VERB,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,fix something,something,something,PRON,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,help wrap a parcel,help,help,VERB,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,help wrap a parcel,wrap,wrap,NOUN,Prolific
5aad46cf811b2000016f6f3b,strings,BOI,help wrap a parcel,parcel,parcel,NOUN,Prolific
5aad46cf811b2000016f6f3b,hairline,BOI,grow,grow,grow,VERB,Prolific
5aad46cf811b2000016f6f3b,hairline,BOI,conceal,conceal,conceal,ADJ,Prolific
5aad46cf811b2000016f6f3b,hairline,BOI,style,style,style,NOUN,Prolific
5aad46cf811b2000016f6f3b,stilt,BOI,stand on,stand,stand,VERB,Prolific
5aad46cf811b2000016f6f3b,stilt,BOI,balance,balance,balance,NOUN,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,drive,drive,drive,VERB,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,hold items,hold,hold,INTJ,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,hold items,items,item,NOUN,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,give people lifts,give,give,VERB,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,give people lifts,people,people,NOUN,Prolific
5aad46cf811b2000016f6f3b,ford,BOI,give people lifts,lifts,lift,NOUN,Prolific
5aad46cf811b2000016f6f3b,asphalt,BOI,hold,hold,hold,INTJ,Prolific
5aad46cf811b2000016f6f3b,catapult,BOI,pull,pull,pull,NOUN,Prolific
5aad46cf811b2000016f6f3b,catapult,BOI,aim,aim,aim,NOUN,Prolific
5aad46cf811b2000016f6f3b,catapult,BOI,fire it,fire,fire,NOUN,Prolific
5aad46cf811b2000016f6f3b,catapult,BOI,hit a target,hit,hit,VERB,Prolific
5aad46cf811b2000016f6f3b,catapult,BOI,hit a target,target,target,NOUN,Prolific
5aad46cf811b2000016f6f3b,dormitory,BOI,live in,live,live,VERB,Prolific
5aad46cf811b2000016f6f3b,dormitory,BOI,visit,visit,visit,VERB,Prolific
5aad46cf811b2000016f6f3b,dormitory,BOI,eat,eat,eat,VERB,Prolific
5aad46cf811b2000016f6f3b,hinge,BOI,keep a door in place,keep,keep,VERB,Prolific
5aad46cf811b2000016f6f3b,hinge,BOI,keep a door in place,door,door,NOUN,Prolific
5aad46cf811b2000016f6f3b,hinge,BOI,keep a door in place,place,place,NOUN,Prolific
5aad46cf811b2000016f6f3b,hinge,BOI,open a door,open,open,ADJ,Prolific
5aad46cf811b2000016f6f3b,hinge,BOI,open a door,door,door,NOUN,Prolific
5aad46cf811b2000016f6f3b,guardhouse,BOI,stay in,stay,stay,VERB,Prolific
5aad46cf811b2000016f6f3b,guardhouse,BOI,rest for guards,rest,rest,VERB,Prolific
5aad46cf811b2000016f6f3b,guardhouse,BOI,rest for guards,guards,guard,NOUN,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,bake cakes,bake,bake,VERB,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,bake cakes,cakes,cake,NOUN,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,make sweets,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,make sweets,sweets,sweet,NOUN,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,add to ice cream ,add,add,VERB,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,add to ice cream ,ice,ice,NOUN,Prolific
5aad46cf811b2000016f6f3b,butterscotch,BOI,add to ice cream ,cream,cream,NOUN,Prolific
5aad46cf811b2000016f6f3b,liquor,BOI,drink,drink,drink,NOUN,Prolific
5aad46cf811b2000016f6f3b,liquor,BOI,store,store,store,NOUN,Prolific
5aad46cf811b2000016f6f3b,liquor,BOI,cook,cook,cake,VERB,Prolific
5aad46cf811b2000016f6f3b,backdoor,BOI,open,open,open,ADJ,Prolific
5aad46cf811b2000016f6f3b,cat,BOI,stroke,stroke,stroke,NOUN,Prolific
5aad46cf811b2000016f6f3b,cat,BOI,feed,feed,feed,NOUN,Prolific
5aad46cf811b2000016f6f3b,cat,BOI,cuddle,cuddle,cuddle,NOUN,Prolific
5aad46cf811b2000016f6f3b,cat,BOI,comfort,comfort,comfort,NOUN,Prolific
5aad46cf811b2000016f6f3b,cat,BOI,talk to ,talk,talk,VERB,Prolific
5aad46cf811b2000016f6f3b,sideboard,BOI,keep item steady,keep,keep,VERB,Prolific
5aad46cf811b2000016f6f3b,sideboard,BOI,keep item steady,item,item,NOUN,Prolific
5aad46cf811b2000016f6f3b,sideboard,BOI,keep item steady,steady,steady,ADJ,Prolific
5aad46cf811b2000016f6f3b,hotel,BOI,sleep in,sleep,sleep,NOUN,Prolific
5aad46cf811b2000016f6f3b,hotel,BOI,eat in,eat,eat,VERB,Prolific
5aad46cf811b2000016f6f3b,hotel,BOI,visit,visit,visit,VERB,Prolific
5aad46cf811b2000016f6f3b,hotel,BOI,have guests,guests,guest,NOUN,Prolific
5aad46cf811b2000016f6f3b,taillight,BOI,use to let others know where your going,use,use,VERB,Prolific
5aad46cf811b2000016f6f3b,taillight,BOI,use to let others know where your going,let,let,VERB,Prolific
5aad46cf811b2000016f6f3b,taillight,BOI,use to let others know where your going,others,other,NOUN,Prolific
5aad46cf811b2000016f6f3b,taillight,BOI,use to let others know where your going,know,know,VERB,Prolific
5aad46cf811b2000016f6f3b,taillight,BOI,use to let others know where your going,going,go,VERB,Prolific
5aad46cf811b2000016f6f3b,riverbank,BOI,hold water,hold,hold,INTJ,Prolific
5aad46cf811b2000016f6f3b,riverbank,BOI,hold water,water,water,NOUN,Prolific
5aad46cf811b2000016f6f3b,riverbank,BOI,help boats,help,help,VERB,Prolific
5aad46cf811b2000016f6f3b,riverbank,BOI,help boats,boats,boats,NOUN,Prolific
5aad46cf811b2000016f6f3b,bourbon,BOI,drink,drink,drink,NOUN,Prolific
5aad46cf811b2000016f6f3b,bourbon,BOI,use in cooking ,use,use,VERB,Prolific
5aad46cf811b2000016f6f3b,bourbon,BOI,use in cooking ,cooking,cook,NOUN,Prolific
5aad46cf811b2000016f6f3b,footboard,BOI,rest feet,rest,rest,VERB,Prolific
5aad46cf811b2000016f6f3b,footboard,BOI,rest feet,feet,foot,NOUN,Prolific
5aad46cf811b2000016f6f3b,footboard,BOI,paint feet,paint,paint,VERB,Prolific
5aad46cf811b2000016f6f3b,footboard,BOI,paint feet,feet,foot,NOUN,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,make jewelry,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,make jewelry,jewelry,jewelry,NOUN,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,make art,make,make,VERB,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,make art,art,art,NOUN,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,look at,look,look,VERB,Prolific
5aad46cf811b2000016f6f3b,opal,BOI,admire,admire,admire,NOUN,Prolific
5b1d8c8988ee7400012b2730,handrail,BOI,to swing from,swing,sw,NOUN,Prolific
5b1d8c8988ee7400012b2730,handrail,BOI,slide,slide,slide,VERB,Prolific
5b1d8c8988ee7400012b2730,handrail,BOI,pull yourself up stairs,pull,pull,NOUN,Prolific
5b1d8c8988ee7400012b2730,handrail,BOI,pull yourself up stairs,stairs,stair,NOUN,Prolific
5b1d8c8988ee7400012b2730,ladle,BOI,microphone,microphone,microphone,NOUN,Prolific
