Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
59b6e6ddb269ef00018018c6,munitions,fire from a gun,fire,fire,VERB,Prolific
59b6e6ddb269ef00018018c6,munitions,fire from a gun,gun,gun,NOUN,Prolific
59b6e6ddb269ef00018018c6,munitions,supply troops,supply,supply,VERB,Prolific
59b6e6ddb269ef00018018c6,munitions,supply troops,troops,troops,NOUN,Prolific
59b6e6ddb269ef00018018c6,aunt,keep her company,keep,keep,AUX,Prolific
59b6e6ddb269ef00018018c6,aunt,keep her company,company,company,VERB,Prolific
59b6e6ddb269ef00018018c6,aunt,talk to,talk,talk,VERB,Prolific
59b6e6ddb269ef00018018c6,aunt,discuss family history,discuss,discuss,VERB,Prolific
59b6e6ddb269ef00018018c6,aunt,discuss family history,family,family,NOUN,Prolific
59b6e6ddb269ef00018018c6,aunt,discuss family history,history,history,NOUN,Prolific
59b6e6ddb269ef00018018c6,fauna,watch,watch,watch,VERB,Prolific
59b6e6ddb269ef00018018c6,fauna,identify,identify,identify,VERB,Prolific
59b6e6ddb269ef00018018c6,fauna,feed,feed,feed,VERB,Prolific
59b6e6ddb269ef00018018c6,stirrup,control horses,control,control,VERB,Prolific
59b6e6ddb269ef00018018c6,stirrup,control horses,horses,horse,NOUN,Prolific
59b6e6ddb269ef00018018c6,stirrup,ornaments,ornaments,ornament,VERB,Prolific
59b6e6ddb269ef00018018c6,capacitor,smooth a circuit,smooth,smooth,VERB,Prolific
59b6e6ddb269ef00018018c6,capacitor,smooth a circuit,circuit,circuit,NOUN,Prolific
59b6e6ddb269ef00018018c6,capacitor,make a piece of art,make,make,AUX,Prolific
59b6e6ddb269ef00018018c6,capacitor,make a piece of art,piece,piece,NOUN,Prolific
59b6e6ddb269ef00018018c6,capacitor,make a piece of art,art,art,VERB,Prolific
59b6e6ddb269ef00018018c6,sod,use to pot plants,use,use,AUX,Prolific
59b6e6ddb269ef00018018c6,sod,use to pot plants,pot,pot,NOUN,Prolific
59b6e6ddb269ef00018018c6,sod,use to pot plants,plants,plant,NOUN,Prolific
59b6e6ddb269ef00018018c6,straightedge,draw a straight line,draw,dree,VERB,Prolific
59b6e6ddb269ef00018018c6,straightedge,draw a straight line,straight,straight,ADV,Prolific
59b6e6ddb269ef00018018c6,straightedge,draw a straight line,line,line,NOUN,Prolific
59b6e6ddb269ef00018018c6,straightedge,use to recover a lost object,use,use,AUX,Prolific
59b6e6ddb269ef00018018c6,straightedge,use to recover a lost object,recover,recover,VERB,Prolific
59b6e6ddb269ef00018018c6,straightedge,use to recover a lost object,lost,lose,ADJ,Prolific
59b6e6ddb269ef00018018c6,straightedge,use to recover a lost object,object,object,ADV,Prolific
59b6e6ddb269ef00018018c6,hailstone,try and avoid,try,try,VERB,Prolific
59b6e6ddb269ef00018018c6,hailstone,try and avoid,avoid,avoid,VERB,Prolific
59b6e6ddb269ef00018018c6,hailstone,study,study,study,NOUN,Prolific
59b6e6ddb269ef00018018c6,musket,shoot,shoot,shoot,VERB,Prolific
59b6e6ddb269ef00018018c6,musket,use as a starting gun,use,use,AUX,Prolific
59b6e6ddb269ef00018018c6,musket,use as a starting gun,starting,start,VERB,Prolific
59b6e6ddb269ef00018018c6,musket,use as a starting gun,gun,gun,NOUN,Prolific
59b6e6ddb269ef00018018c6,cashmere,knit into a jersey,knit,knit,VERB,Prolific
59b6e6ddb269ef00018018c6,cashmere,knit into a jersey,jersey,jersey,INTJ,Prolific
59b6e6ddb269ef00018018c6,cashmere,make table protectors,make,make,AUX,Prolific
59b6e6ddb269ef00018018c6,cashmere,make table protectors,table,table,NOUN,Prolific
59b6e6ddb269ef00018018c6,cashmere,make table protectors,protectors,protect,VERB,Prolific
