"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"59b6e6ddb269ef00018018c6",11,"Version 1","munitions","BOI","fire from a gun","fire from a gun"
"59b6e6ddb269ef00018018c6",11,"Version 1","munitions","BOI","supply troops","supply troops"
"59b6e6ddb269ef00018018c6",12,"Version 1","aunt","BOI","keep her company","keep her company"
"59b6e6ddb269ef00018018c6",12,"Version 1","aunt","BOI","talk to","talk to"
"59b6e6ddb269ef00018018c6",12,"Version 1","aunt","BOI","discuss family history","discuss family history"
"59b6e6ddb269ef00018018c6",13,"Version 1","fauna","BOI","watch","watch"
"59b6e6ddb269ef00018018c6",13,"Version 1","fauna","BOI","identify","identify"
"59b6e6ddb269ef00018018c6",13,"Version 1","fauna","BOI","feed","feed"
"59b6e6ddb269ef00018018c6",14,"Version 1","stirrup","BOI","control horses","control horses"
"59b6e6ddb269ef00018018c6",14,"Version 1","stirrup","BOI","ornaments","ornaments"
"59b6e6ddb269ef00018018c6",15,"Version 1","capacitor","BOI","smooth a circuit","smooth a circuit"
"59b6e6ddb269ef00018018c6",15,"Version 1","capacitor","BOI","make a piece of art","make a piece of art"
"59b6e6ddb269ef00018018c6",16,"Version 1","sod","BOI","use to pot plants","use to pot plants"
"59b6e6ddb269ef00018018c6",17,"Version 1","straightedge","BOI","draw a straight line","draw a straight line"
"59b6e6ddb269ef00018018c6",17,"Version 1","straightedge","BOI","use to recover a lost object","use to recover a lost object"
"59b6e6ddb269ef00018018c6",18,"Version 1","hailstone","BOI","try and avoid","try and avoid"
"59b6e6ddb269ef00018018c6",18,"Version 1","hailstone","BOI","study","study"
"59b6e6ddb269ef00018018c6",19,"Version 1","musket","BOI","shoot","shoot"
"59b6e6ddb269ef00018018c6",19,"Version 1","musket","BOI","use as a starting gun","use as a starting gun"
"59b6e6ddb269ef00018018c6",20,"Version 1","cashmere","BOI","knit into a jersey","knit into a jersey"
"59b6e6ddb269ef00018018c6",20,"Version 1","cashmere","BOI","make table protectors","make table protectors"
"59b6e6ddb269ef00018018c6",22,"Version 1","spool","BOI","wind thread onto","wind thread onto"
"59b6e6ddb269ef00018018c6",22,"Version 1","spool","BOI","load with paper in a printer","load with paper in a printer"
"59b6e6ddb269ef00018018c6",23,"Version 1","kiln","BOI","fire clay pots","fire clay pots"
"59b6e6ddb269ef00018018c6",23,"Version 1","kiln","BOI","bake cakes","bake cakes"
"59b6e6ddb269ef00018018c6",23,"Version 1","kiln","BOI","manufacture cement dust","manufacture cement dust"
