Cue,Answer,Shuffle,Stimuli Notes,Value
TREES,,Buffer,Buffer,1
BASEBALL,,Buffer,Buffer,2
PEANUT,,Buffer,Buffer,3
SCARE,,Buffer,Buffer,4
SPACE,,Buffer,Buffer,5
DELINQUENT,,ON,F,6
DIGESTION,,ON,F,7
WAGE,,ON,F,8
CHISEL,,ON,F,9
EDITOR,,ON,F,10
HORNET,,ON,F,11
BITTER,,ON,F,12
ROOT,,ON,F,13
SWAN,,ON,F,14
PAW,,ON,F,15
WAY,,ON,F,16
HYGIENE,,ON,F,17
BRIDGE,,ON,F,18
GEOLOGY,,ON,F,19
REVOLUTION,,ON,F,20
DISCUSSION,,ON,F,21
HERD,,ON,F,22
CREDIT,,ON,F,23
ORCHID,,ON,F,24
TUNA,,ON,F,25
FULL,,ON,B,26
DRINK,,ON,B,27
DARK,,ON,B,28
TAKE,,ON,B,29
HEIGHT,,ON,B,30
SENTENCE,,ON,B,31
BUG,,ON,B,32
MATH,,ON,B,33
LAW,,ON,B,34
GREAT,,ON,B,35
KEY,,ON,B,36
HOT,,ON,B,37
BALL,,ON,B,38
WORK,,ON,B,39
HUNGER,,ON,B,40
SLEEP,,ON,B,41
SMELL,,ON,B,42
CLOTHES,,ON,B,43
PLANE,,ON,B,44
FIRE,,ON,B,45
DUE,,ON,S,46
NUMBER,,ON,S,47
LOCATION,,ON,S,48
DUMP,,ON,S,49
TRIAL,,ON,S,50
ARCHITECTURE,,ON,S,51
GRILL,,ON,S,52
KIDNEY,,ON,S,53
BEGIN,,ON,S,54
BLOW,,ON,S,55
POP,,ON,S,56
WINE,,ON,S,57
BATHROOM,,ON,S,58
LETTUCE,,ON,S,59
SHOE,,ON,S,60
PAST,,ON,S,61
MEANING,,ON,S,62
HONEY,,ON,S,63
BABY,,ON,S,64
CIRCLE,,ON,S,65
PUSHER,,ON,U,66
DIETARY,,ON,U,67
PARK,,ON,U,68
LIFT,,ON,U,69
SOON,,ON,U,70
DISCOVER,,ON,U,71
DEATH,,ON,U,72
DEBATE,,ON,U,73
ARTERY,,ON,U,74
FIX,,ON,U,75
MACHINE,,ON,U,76
HAPPY,,ON,U,77
ALLOW,,ON,U,78
ART,,ON,U,79
STRONG,,ON,U,80
SUGAR,,ON,U,81
VALLEY,,ON,U,82
CASH,,ON,U,83
HIDE,,ON,U,84
KING,,ON,U,85
GEESE,,Buffer2,Buffer,86
SHERIFF,,Buffer2,Buffer,87
MALT,,Buffer2,Buffer,88
MOON,,Buffer2,Buffer,89
THING,,Buffer2,Buffer,90
CARROT,,Buffer3,Buffer,91
NOODLE,,Buffer3,Buffer,92
SHRIMP,,Buffer3,Buffer,93
ICE,,Buffer3,Buffer,94
CAMP,,Buffer3,Buffer,95
EXTENSION,,ON2,F,96
CLUE,,ON2,F,97
CACTUS,,ON2,F,98
SHOELACE,,ON2,F,99
DETECTIVE,,ON2,F,100
ADJOURN,,ON2,F,101
FURRY,,ON2,F,102
LITTER,,ON2,F,103
CHERRY,,ON2,F,104
SCALP,,ON2,F,105
DRIVER,,ON2,F,106
CHOP,,ON2,F,107
MULE,,ON2,F,108
