Username,Condition.Description,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group,
J00673035_JTJ,Version 51,deliverer,he could deliver your packages,packages,packages,NOUN,USA,
J00673035_JTJ,Version 51,deliverer,deliver food,deliver,deliver,VERB,USA,
J00673035_JTJ,Version 51,deliverer,deliver food,food,food,NOUN,USA,
J00673035_JTJ,Version 51,deliverer,move items from one place to the next,move,move,VERB,USA,
J00673035_JTJ,Version 51,deliverer,move items from one place to the next,items,item,NOUN,USA,
J00673035_JTJ,Version 51,deliverer,move items from one place to the next,one,one,NUM,USA,
J00673035_JTJ,Version 51,deliverer,move items from one place to the next,place,place,NOUN,USA,
J00673035_JTJ,Version 51,deliverer,move items from one place to the next,next,next,ADV,USA,
J00673035_JTJ,Version 51,onion,put it on a burger,put,put,VERB,USA,
J00673035_JTJ,Version 51,onion,put it on a burger,burger,burger,NOUN,USA,
J00673035_JTJ,Version 51,onion,chop it up,chop,chop,VERB,USA,
J00673035_JTJ,Version 51,onion,dice them,dice,dice,VERB,USA,
J00673035_JTJ,Version 51,girdle,wear it,wear,wear,VERB,USA,
J00673035_JTJ,Version 51,girdle,stretch it,stretch,stretch,NOUN,USA,
J00673035_JTJ,Version 51,girdle,wrap it around you,wrap,wrap,VERB,USA,
J00673035_JTJ,Version 51,girdle,wrap it around you,around,around,VERB,USA,
J00673035_JTJ,Version 51,girdle,shorten it,shorten,shorten,VERB,USA,
J00673035_JTJ,Version 51,girdle,fasten it,fasten,fasten,ADV,USA,
J00673035_JTJ,Version 51,cabdriver,deliver from point a to point b,deliver,deliver,VERB,USA,
J00673035_JTJ,Version 51,cabdriver,deliver from point a to point b,point,point,NOUN,USA,
J00673035_JTJ,Version 51,cabdriver,deliver from point a to point b,point,point,NOUN,USA,
J00673035_JTJ,Version 51,cabdriver,deliver from point a to point b,b,b,X,USA,
J00673035_JTJ,Version 51,cabdriver,pay them,pay,pay,VERB,USA,
J00673035_JTJ,Version 51,banjo,play it,play,play,VERB,USA,
J00673035_JTJ,Version 51,banjo,strum it,strum,strum,VERB,USA,
J00673035_JTJ,Version 51,banjo,harmonize,harmonize,harmonize,VERB,USA,
J00673035_JTJ,Version 51,banjo,practice,practice,practice,VERB,USA,
J00673035_JTJ,Version 51,playwright,make it write plays,make,make,VERB,USA,
J00673035_JTJ,Version 51,playwright,make it write plays,write,write,VERB,USA,
J00673035_JTJ,Version 51,playwright,make it write plays,plays,play,VERB,USA,
J00673035_JTJ,Version 51,glass,drink out of it,drink,drink,VERB,USA,
J00673035_JTJ,Version 51,glass,crack it,crack,crack,VERB,USA,
J00673035_JTJ,Version 51,glass,shatter it,shatter,shatter,VERB,USA,
J00673035_JTJ,Version 51,glass,cut with it,cut,cut,VERB,USA,
J00673035_JTJ,Version 51,glass,make it into a weapon,make,make,VERB,USA,
J00673035_JTJ,Version 51,glass,make it into a weapon,weapon,weapon,NOUN,USA,
J00673035_JTJ,Version 51,wheelbarrow,pick it up,pick,pick,VERB,USA,
J00673035_JTJ,Version 51,wheelbarrow,roll it,roll,roll,VERB,USA,
J00673035_JTJ,Version 51,wheelbarrow,move it,move,move,VERB,USA,
J00673035_JTJ,Version 51,wheelbarrow,drink from it,drink,drink,VERB,USA,
J00673035_JTJ,Version 51,poet,write,write,write,VERB,USA,
J00673035_JTJ,Version 51,poet,torture,torture,torture,NOUN,USA,
J00673035_JTJ,Version 51,poet,ruin,ruin,ruin,VERB,USA,
J00673035_JTJ,Version 51,poet,create,create,create,VERB,USA,
J00673035_JTJ,Version 51,staple,put two pieces of paper together,put,put,VERB,USA,
J00673035_JTJ,Version 51,staple,put two pieces of paper together,two,two,NUM,USA,
J00673035_JTJ,Version 51,staple,put two pieces of paper together,pieces,piece,NOUN,USA,
J00673035_JTJ,Version 51,staple,put two pieces of paper together,paper,paper,NOUN,USA,
J00673035_JTJ,Version 51,staple,put two pieces of paper together,together,together,ADV,USA,
J00673035_JTJ,Version 51,candle,light it,light,light,VERB,USA,
J00673035_JTJ,Version 51,candle,burn it,burn,burn,VERB,USA,
J00673035_JTJ,Version 51,candle,throw it,throw,throw,VERB,USA,
J00673035_JTJ,Version 51,candle,squash it,squash,squash,VERB,USA,
J00673035_JTJ,Version 51,chili,eat it,eat,eat,VERB,USA,
J00673035_JTJ,Version 51,chili,throw it,throw,throw,VERB,USA,
J00673035_JTJ,Version 51,chili,boil it,boil,boil,VERB,USA,
J00673035_JTJ,Version 51,chili,drop it,drop,drop,VERB,USA,
J00673035_JTJ,Version 51,chili,suck it,suck,suck,VERB,USA,
J00673035_JTJ,Version 51,chili,chew it,chew,chew,VERB,USA,
J00673035_JTJ,Version 51,chili,swallow it,swallow,swallow,VERB,USA,
J00673035_JTJ,Version 51,policeman,respect it,respect,respect,VERB,USA,
J00673035_JTJ,Version 51,policeman,disrespect it,disrespect,disrespect,VERB,USA,
J00673035_JTJ,Version 51,policeman,troll it,troll,troll,VERB,USA,
J00673035_JTJ,Version 51,policeman,listen to it,listen,listen,VERB,USA,
J00673035_JTJ,Version 51,policeman,laugh at it,laugh,laugh,VERB,USA,
J00673035_JTJ,Version 51,policeman,run from it,run,run,VERB,USA,
J00673035_JTJ,Version 51,key,twist it,twist,twist,VERB,USA,
J00673035_JTJ,Version 51,key,pull it,pull,pull,VERB,USA,
J00673035_JTJ,Version 51,key,poke it,poke,poke,VERB,USA,
J00673035_JTJ,Version 51,key,throw it,throw,throw,VERB,USA,
J00673035_JTJ,Version 51,key,insert it,insert,insert,VERB,USA,
J00673035_JTJ,Version 51,scapula,turn it into a weapon,turn,turn,VERB,USA,
J00673035_JTJ,Version 51,scapula,turn it into a weapon,weapon,weapon,NOUN,USA,
J00673035_JTJ,Version 51,scapula,beat it,beat,beat,VERB,USA,
J00673035_JTJ,Version 51,scapula,hurt it,hurt,hurt,VERB,USA,
J00673035_JTJ,Version 51,scapula,break it,break,break,VERB,USA,
J00673035_JTJ,Version 51,scapula,shatter it,shatter,shatter,VERB,USA,
J00673035_JTJ,Version 51,featherbed,lay on it,lay,lay,VERB,USA,
J00673035_JTJ,Version 51,featherbed,enjoy it,enjoy,enjoy,VERB,USA,
J00673035_JTJ,Version 51,featherbed,relax with it,relax,relax,VERB,USA,
J00673035_JTJ,Version 51,yarn,crochet,crochet,crochet,VERB,USA,
J00673035_JTJ,Version 51,yarn,create,create,create,VERB,USA,
J00673035_JTJ,Version 51,yarn,art,art,art,NOUN,USA,
J00673035_JTJ,Version 51,yarn,knead,knead,knead,VERB,USA,
J00673035_JTJ,Version 51,cider,drink it,drink,drink,VERB,USA,
J00673035_JTJ,Version 51,cider,eat it,eat,eat,VERB,USA,
J00673035_JTJ,Version 51,cider,pour it,pour,pour,VERB,USA,
J00673035_JTJ,Version 51,sofa,sit on it,sit,sit,VERB,USA,
J00673035_JTJ,Version 51,sofa,lay on it,lay,lay,VERB,USA,
J00673035_JTJ,Version 51,sofa,sleep on it,sleep,sleep,VERB,USA,
J00673035_JTJ,Version 51,sofa,work on it,work,work,VERB,USA,
J00673035_JTJ,Version 51,sofa,relax on it,relax,relax,VERB,USA,
J00673035_JTJ,Version 51,xylophone,play it,play,play,VERB,USA,
J00673035_JTJ,Version 51,xylophone,throw it,throw,throw,VERB,USA,
J00673035_JTJ,Version 51,xylophone,strap it up,strap,strap,VERB,USA,
J00673035_JTJ,Version 51,xylophone,march with it,march,march,VERB,USA,
J00673035_JTJ,Version 51,muffin,eat it,eat,eat,VERB,USA,
J00673035_JTJ,Version 51,muffin,enjoy it,enjoy,enjoy,VERB,USA,
J00673035_JTJ,Version 51,muffin,pick it apart,pick,pick,VERB,USA,
J00673035_JTJ,Version 51,muffin,pick it apart,apart,apart,ADV,USA,
J00673035_JTJ,Version 51,muffin,throw it,throw,throw,VERB,USA,
J00673035_JTJ,Version 51,muffin,bake it,bake,bake,VERB,USA,
J00673035_JTJ,Version 51,muffin,create it,create,create,VERB,USA,
J00673035_JTJ,Version 51,muffin,design it,design,design,VERB,USA,
J00673035_JTJ,Version 51,infant,set it down,set,set,VERB,USA,
J00673035_JTJ,Version 51,infant,raise it,raise,raise,VERB,USA,
J00673035_JTJ,Version 51,infant,watch it grow,watch,watch,VERB,USA,
J00673035_JTJ,Version 51,infant,watch it grow,grow,grow,VERB,USA,
J00673035_JTJ,Version 51,urinal,piss on it,piss,piss,VERB,USA,
J00673035_JTJ,Version 51,urinal,flush it,flush,flush,VERB,USA,
J00673035_JTJ,Version 51,urinal,watch it,watch,watch,VERB,USA,
J00673035_JTJ,Version 51,urinal,stand over it,stand,stand,VERB,USA,
J00673035_JTJ,Version 51,blackboard,write on it,write,write,VERB,USA,
J00673035_JTJ,Version 51,blackboard,erase it,erase,erase,VERB,USA,
j00686630_jj,Version 32,balm,sense,sense,sense,NOUN,USA,
j00686630_jj,Version 32,cloverleaf,fall,fall,fall,NOUN,USA,
j00686630_jj,Version 32,seed,plant,plant,plant,VERB,USA,
j00686630_jj,Version 32,ash,dump,dump,dump,VERB,USA,
j00686630_jj,Version 32,hairnet,wear,wear,wear,VERB,USA,
j00686630_jj,Version 32,powerboat,steer,steer,steer,VERB,USA,
j00686630_jj,Version 32,pumice,eat,eat,eat,VERB,USA,
j00686630_jj,Version 32,sprinter,run,run,run,NOUN,USA,
j00686630_jj,Version 32,rotisserie,cook,cook,cake,VERB,USA,
j00686630_jj,Version 32,songbook,write,write,write,VERB,USA,
j00686630_jj,Version 32,lodging,lodge,lodge,lodge,NOUN,USA,
j00686630_jj,Version 32,tin,contain,contain,contain,NOUN,USA,
j00686630_jj,Version 32,fan,cooling,cooling,cool,NOUN,USA,
j00686630_jj,Version 32,stairwell,walk up,walk,walk,VERB,USA,
j00686630_jj,Version 32,machinery,use,use,use,VERB,USA,
j00686630_jj,Version 32,artifact,read,read,read,VERB,USA,
j00686630_jj,Version 32,dollar,spend save,spend,spend,VERB,USA,
j00686630_jj,Version 32,dollar,spend save,save,save,VERB,USA,
j00686630_jj,Version 32,pimple,pop,pop,pop,VERB,USA,
j00686630_jj,Version 32,sidewalk,walk,walk,walk,VERB,USA,
j00686630_jj,Version 32,pocketknife,protection,protection,protect,VERB,USA,
j00686630_jj,Version 32,dessert,eat,eat,eat,VERB,USA,
j00686630_jj,Version 32,dessert,bake,bake,bake,VERB,USA,
j00686630_jj,Version 32,stretcher,use,use,use,VERB,USA,
j00686630_jj,Version 32,glassblower,contan,contain,contain,VERB,USA,
j00686630_jj,Version 32,skillet,cook,cook,cake,VERB,USA,
j00686630_jj,Version 32,summerhouse,vacation,vacation,vacation,NOUN,USA,
j00686630_jj,Version 32,trousers,wear,wear,wear,VERB,USA,
j00686630_jj,Version 32,bible,read,read,read,VERB,USA,
j00686630_jj,Version 32,bead,make,make,make,VERB,USA,
j00686630_jj,Version 32,tinplate,store,store,store,VERB,USA,
j00686630_jj,Version 32,costume,wear,wear,wear,VERB,USA,
J00688582_med,Version 46,scratches,bandage,bandage,bandage,VERB,USA,
J00688582_med,Version 46,scratches,clean,clean,clean,VERB,USA,
J00688582_med,Version 46,scratches,use a triple antibiotic on it,use,use,VERB,USA,
J00688582_med,Version 46,scratches,use a triple antibiotic on it,triple,triple,NOUN,USA,
J00688582_med,Version 46,scratches,use a triple antibiotic on it,antibiotic,antibiotic,ADJ,USA,
J00688582_med,Version 46,pump,transport,transport,transport,VERB,USA,
J00688582_med,Version 46,pump,move,move,move,VERB,USA,
J00688582_med,Version 46,gardener,plant plants,plant,plant,VERB,USA,
J00688582_med,Version 46,gardener,plant plants,plants,plant,VERB,USA,
J00688582_med,Version 46,gardener,use fertilizer,use,use,VERB,USA,
J00688582_med,Version 46,gardener,use fertilizer,fertilizer,fertilizer,NOUN,USA,
J00688582_med,Version 46,gardener,pot the plants,pot,pot,VERB,USA,
J00688582_med,Version 46,gardener,pot the plants,plants,plant,NOUN,USA,
J00688582_med,Version 46,gardener,water the plants,water,water,VERB,USA,
J00688582_med,Version 46,gardener,water the plants,plants,plant,NOUN,USA,
J00688582_med,Version 46,boyfriend,talk to,talk,talk,VERB,USA,
J00688582_med,Version 46,boyfriend,eat with,eat,eat,VERB,USA,
J00688582_med,Version 46,boyfriend,laugh with,laugh,laugh,VERB,USA,
J00688582_med,Version 46,boyfriend,ride in the car with,ride,ride,VERB,USA,
J00688582_med,Version 46,boyfriend,ride in the car with,car,car,NOUN,USA,
J00688582_med,Version 46,sword,slice,slice,slice,VERB,USA,
J00688582_med,Version 46,sword,chops,chops,chop,VERB,USA,
J00688582_med,Version 46,washbowl,wash dishes in,wash,wash,VERB,USA,
J00688582_med,Version 46,washbowl,wash dishes in,dishes,dish,NOUN,USA,
J00688582_med,Version 46,washbowl,wash hands in,wash,wash,VERB,USA,
J00688582_med,Version 46,washbowl,wash hands in,hands,hand,NOUN,USA,
J00688582_med,Version 46,diner,eat in,eat,eat,VERB,USA,
J00688582_med,Version 46,diner,talk in,talk,talk,VERB,USA,
J00688582_med,Version 46,diner,order food in,order,order,VERB,USA,
J00688582_med,Version 46,diner,order food in,food,food,NOUN,USA,
J00688582_med,Version 46,quarter,purchase something with,purchase,purchase,VERB,USA,
J00688582_med,Version 46,quarter,purchase something with,something,something,PRON,USA,
J00688582_med,Version 46,interviewer,talk to,talk,talk,VERB,USA,
J00688582_med,Version 46,interviewer,video,video,video,NOUN,USA,
J00688582_med,Version 46,muscle,allows you to lift heavier objects,allows,allow,NOUN,USA,
J00688582_med,Version 46,muscle,allows you to lift heavier objects,lift,lift,VERB,USA,
J00688582_med,Version 46,muscle,allows you to lift heavier objects,heavier,heavier,ADJ,USA,
J00688582_med,Version 46,muscle,allows you to lift heavier objects,objects,object,VERB,USA,
J00688582_med,Version 46,muscle,allows you to move around and do everyday tasks,allows,allow,NOUN,USA,
J00688582_med,Version 46,muscle,allows you to move around and do everyday tasks,move,move,VERB,USA,
J00688582_med,Version 46,muscle,allows you to move around and do everyday tasks,around,around,ADV,USA,
J00688582_med,Version 46,muscle,allows you to move around and do everyday tasks,everyday,everyday,INTJ,USA,
J00688582_med,Version 46,muscle,allows you to move around and do everyday tasks,tasks,task,NOUN,USA,
J00688582_med,Version 46,footpad,used to walk with,used,use,VERB,USA,
J00688582_med,Version 46,footpad,used to walk with,walk,walk,VERB,USA,
J00688582_med,Version 46,antenna,helps a radio receive signals,helps,help,VERB,USA,
J00688582_med,Version 46,antenna,helps a radio receive signals,radio,radio,NOUN,USA,
J00688582_med,Version 46,antenna,helps a radio receive signals,receive,receive,VERB,USA,
J00688582_med,Version 46,antenna,helps a radio receive signals,signals,signal,NOUN,USA,
J00688582_med,Version 46,mixer,create drinks and smoothies,create,create,VERB,USA,
J00688582_med,Version 46,mixer,create drinks and smoothies,drinks,drink,VERB,USA,
J00688582_med,Version 46,mixer,create drinks and smoothies,smoothies,smoothie,NOUN,USA,
J00688582_med,Version 46,southerner,someone who lives in the south with southern culture,someone,someone,PRON,USA,
J00688582_med,Version 46,southerner,someone who lives in the south with southern culture,lives,life,NOUN,USA,
J00688582_med,Version 46,southerner,someone who lives in the south with southern culture,south,south,ADV,USA,
J00688582_med,Version 46,southerner,someone who lives in the south with southern culture,southern,southern,ADJ,USA,
J00688582_med,Version 46,southerner,someone who lives in the south with southern culture,culture,culture,NOUN,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,used,use,VERB,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,boil,boil,VERB,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,vegetables,vegetables,NOUN,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,noodles,noodle,NOUN,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,create,create,VERB,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,soup,soup,NOUN,USA,
J00688582_med,Version 46,broth,used to boil vegetables or noodles in to create soup or other dishes,dishes,dish,NOUN,USA,
J00688582_med,Version 46,mistress,someone who's committing adultery ,someone,someone,PRON,USA,
J00688582_med,Version 46,mistress,someone who's committing adultery ,committing,commit,VERB,USA,
J00688582_med,Version 46,mistress,someone who's committing adultery ,adultery,adultery,NOUN,USA,
J00688582_med,Version 46,chairman,someone who is the head of a company,someone,someone,PRON,USA,
J00688582_med,Version 46,chairman,someone who is the head of a company,head,head,NOUN,USA,
J00688582_med,Version 46,chairman,someone who is the head of a company,company,company,NOUN,USA,
J00688582_med,Version 46,flute,can be played,can,can,AUX,USA,
J00688582_med,Version 46,flute,can be played,played,play,VERB,USA,
J00688582_med,Version 46,flute,listened to,listened,listen,VERB,USA,
J00688582_med,Version 46,vitamin,can be eaten or drank to receive nutrients,can,can,AUX,USA,
J00688582_med,Version 46,vitamin,can be eaten or drank to receive nutrients,eaten,eat,VERB,USA,
J00688582_med,Version 46,vitamin,can be eaten or drank to receive nutrients,drank,drink,VERB,USA,
J00688582_med,Version 46,vitamin,can be eaten or drank to receive nutrients,receive,receive,VERB,USA,
J00688582_med,Version 46,vitamin,can be eaten or drank to receive nutrients,nutrients,nutrient,NOUN,USA,
J00688582_med,Version 46,drainpipe,is used to carry fluid ,used,use,VERB,USA,
J00688582_med,Version 46,drainpipe,is used to carry fluid ,carry,carry,VERB,USA,
J00688582_med,Version 46,drainpipe,is used to carry fluid ,fluid,fluid,NOUN,USA,
J00688582_med,Version 46,bouquet,can be given as a gift,can,can,AUX,USA,
J00688582_med,Version 46,bouquet,can be given as a gift,given,give,VERB,USA,
J00688582_med,Version 46,bouquet,can be given as a gift,gift,gift,NOUN,USA,
J00688582_med,Version 46,bouquet,can be made,can,can,AUX,USA,
J00688582_med,Version 46,bouquet,can be made,made,make,VERB,USA,
J00688582_med,Version 46,paper,can be written on,can,can,AUX,USA,
J00688582_med,Version 46,paper,can be written on,written,write,VERB,USA,
J00688582_med,Version 46,paper,made into different shapes,made,make,VERB,USA,
J00688582_med,Version 46,paper,made into different shapes,different,different,ADJ,USA,
J00688582_med,Version 46,paper,made into different shapes,shapes,shape,NOUN,USA,
J00688582_med,Version 46,paper,cut into different shapes,cut,cut,VERB,USA,
J00688582_med,Version 46,paper,cut into different shapes,different,different,ADJ,USA,
J00688582_med,Version 46,paper,cut into different shapes,shapes,shape,NOUN,USA,
J00688582_med,Version 46,arachnid,can be stepped on,can,can,AUX,USA,
J00688582_med,Version 46,arachnid,can be stepped on,stepped,step,VERB,USA,
J00688582_med,Version 46,handclasp,way to hold hands together,way,way,NOUN,USA,
J00688582_med,Version 46,handclasp,way to hold hands together,hold,hold,VERB,USA,
J00688582_med,Version 46,handclasp,way to hold hands together,hands,hand,NOUN,USA,
J00688582_med,Version 46,handclasp,way to hold hands together,together,together,ADV,USA,
J00688582_med,Version 46,saleswoman,can be used to sell products to customers,can,can,AUX,USA,
J00688582_med,Version 46,saleswoman,can be used to sell products to customers,used,use,VERB,USA,
J00688582_med,Version 46,saleswoman,can be used to sell products to customers,sell,sell,VERB,USA,
J00688582_med,Version 46,saleswoman,can be used to sell products to customers,products,product,NOUN,USA,
J00688582_med,Version 46,saleswoman,can be used to sell products to customers,customers,customer,NOUN,USA,
J00688582_med,Version 46,saleswoman,can ask questions to,can,can,AUX,USA,
J00688582_med,Version 46,saleswoman,can ask questions to,ask,ask,VERB,USA,
J00688582_med,Version 46,saleswoman,can ask questions to,questions,question,NOUN,USA,
J00688582_med,Version 46,treasure,it can be sought for,can,can,AUX,USA,
J00688582_med,Version 46,treasure,it can be sought for,sought,seek,VERB,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,hits,hit,VERB,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,golf,golf,ADJ,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,ball,ball,NOUN,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,different,different,ADJ,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,kinds,kind,NOUN,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,golf,golf,NOUN,USA,
J00688582_med,Version 46,golfer,hits a golfball with different kinds of golf clubs,clubs,club,NOUN,USA,
J00688582_med,Version 46,pompom,used to shake at a sports game ,used,use,VERB,USA,
J00688582_med,Version 46,pompom,used to shake at a sports game ,shake,shake,VERB,USA,
J00688582_med,Version 46,pompom,used to shake at a sports game ,sports,sport,NOUN,USA,
J00688582_med,Version 46,pompom,used to shake at a sports game ,game,game,NOUN,USA,
J00688582_med,Version 46,remote,used to control a tv or other device,used,use,VERB,USA,
J00688582_med,Version 46,remote,used to control a tv or other device,control,control,NOUN,USA,
J00688582_med,Version 46,remote,used to control a tv or other device,tv,tv,X,USA,
J00688582_med,Version 46,remote,used to control a tv or other device,device,device,NOUN,USA,
J00688582_med,Version 46,cornbread,can be eaten,can,can,AUX,USA,
J00688582_med,Version 46,cornbread,can be eaten,eaten,eat,VERB,USA,
J00688582_med,Version 46,cornbread,can be baked,can,can,AUX,USA,
J00688582_med,Version 46,cornbread,can be baked,baked,bake,VERB,USA,
J00688582_med,Version 58,shoe,walk,walk,walk,VERB,USA,
J00688582_med,Version 58,shoe,throw,throw,throw,VERB,USA,
J00688582_med,Version 58,shoe,jump on,jump,jump,VERB,USA,
J00688582_med,Version 58,shoe,jump with,jump,jump,VERB,USA,
J00688582_med,Version 58,shoe,run with ,run,run,NOUN,USA,
J00688582_med,Version 58,tabloid,read,read,read,VERB,USA,
J00688582_med,Version 58,tabloid,buy,buy,buy,VERB,USA,
J00688582_med,Version 58,tabloid,throw away,throw,throw,VERB,USA,
J00688582_med,Version 58,tabloid,throw away,away,away,ADV,USA,
J00688582_med,Version 58,shutter,close,close,close,VERB,USA,
J00688582_med,Version 58,shutter,open,open,open,VERB,USA,
J00688582_med,Version 58,shutter,hide,hide,hide,NOUN,USA,
J00688582_med,Version 58,ground,walk on,walk,walk,VERB,USA,
J00688582_med,Version 58,ground,run on,run,run,NOUN,USA,
J00688582_med,Version 58,ground,jump on,jump,jump,VERB,USA,
J00688582_med,Version 58,ground,build on,build,build,VERB,USA,
J00688582_med,Version 58,ground,drive on,drive,drive,VERB,USA,
J00688582_med,Version 58,postcard,mail,mail,mail,NOUN,USA,
J00688582_med,Version 58,postcard,write on,write,write,VERB,USA,
J00688582_med,Version 58,postcard,give to,give,give,VERB,USA,
J00688582_med,Version 58,newsboy,pay,pay,pay,VERB,USA,
J00688582_med,Version 58,tailor,pay,pay,pay,VERB,USA,
J00688582_med,Version 58,tailor,cuts,cuts,cut,VERB,USA,
J00688582_med,Version 58,tailor,modifies,modifies,modify,VERB,USA,
J00688582_med,Version 58,tailor,sews,sews,sew,VERB,USA,
J00688582_med,Version 58,supervisor,directs,directs,direct,VERB,USA,
J00688582_med,Version 58,supervisor,supervises,supervises,supervise,VERB,USA,
J00688582_med,Version 58,supervisor,trains,trains,train,VERB,USA,
J00688582_med,Version 58,supervisor,explains,explains,explain,VERB,USA,
J00688582_med,Version 58,sideburns,shave,shave,shave,VERB,USA,
J00688582_med,Version 58,jersey,wear,wear,wear,VERB,USA,
J00688582_med,Version 58,crouton,eat,eat,eat,VERB,USA,
J00688582_med,Version 58,tickler,makes you laugh,makes,make,VERB,USA,
J00688582_med,Version 58,tickler,makes you laugh,laugh,laugh,VERB,USA,
J00688582_med,Version 58,examiner,judges,judges,judge,VERB,USA,
J00688582_med,Version 58,examiner,gives tests,gives,give,VERB,USA,
J00688582_med,Version 58,examiner,gives tests,tests,test,VERB,USA,
J00688582_med,Version 58,mullet,wear,wear,wear,VERB,USA,
J00688582_med,Version 58,mullet,cut,cut,cut,VERB,USA,
J00688582_med,Version 58,Wheelchair,get from one place to another,get,get,VERB,USA,
J00688582_med,Version 58,Wheelchair,get from one place to another,one,one,NUM,USA,
J00688582_med,Version 58,Wheelchair,get from one place to another,place,place,NOUN,USA,
J00688582_med,Version 58,Wheelchair,get from one place to another,another,another,DET,USA,
J00688582_med,Version 58,guitarist,plays music,plays,play,VERB,USA,
J00688582_med,Version 58,guitarist,plays music,music,music,NOUN,USA,
J00688582_med,Version 58,guitarist,able to listen to their music,able,able,ADJ,USA,
J00688582_med,Version 58,guitarist,able to listen to their music,listen,listen,VERB,USA,
J00688582_med,Version 58,guitarist,able to listen to their music,music,music,NOUN,USA,
J00688582_med,Version 58,hen,reproduces,reproduces,reproduce,VERB,USA,
J00688582_med,Version 58,door,open,open,open,VERB,USA,
J00688582_med,Version 58,door,close,close,close,VERB,USA,
J00688582_med,Version 58,door,hide,hide,hide,VERB,USA,
J00688582_med,Version 58,door,lock,lock,lock,NOUN,USA,
J00688582_med,Version 58,door,paint,paint,paint,VERB,USA,
J00688582_med,Version 58,door,cut,cut,cut,VERB,USA,
J00688582_med,Version 58,tulip,plant,plant,plant,NOUN,USA,
J00688582_med,Version 58,tulip,water,water,water,VERB,USA,
J00688582_med,Version 58,tulip,sell,sell,sell,VERB,USA,
J00688582_med,Version 58,sketch,draw ,draw,dree,VERB,USA,
J00688582_med,Version 58,starch,cook,cook,cake,VERB,USA,
J00688582_med,Version 58,starch,break down,break,break,VERB,USA,
J00688582_med,Version 58,starch,eat,eat,eat,VERB,USA,
J00688582_med,Version 58,squeegee,moves water or substances around,moves,move,NOUN,USA,
J00688582_med,Version 58,squeegee,moves water or substances around,water,water,NOUN,USA,
J00688582_med,Version 58,squeegee,moves water or substances around,substances,substance,NOUN,USA,
J00688582_med,Version 58,squeegee,moves water or substances around,around,around,ADV,USA,
J00688582_med,Version 58,spices,makes food have more flavor,makes,make,VERB,USA,
J00688582_med,Version 58,spices,makes food have more flavor,food,food,NOUN,USA,
J00688582_med,Version 58,spices,makes food have more flavor,flavor,flavor,NOUN,USA,
J00688582_med,Version 58,bulldozer,moves things around,moves,move,VERB,USA,
J00688582_med,Version 58,bulldozer,moves things around,things,thing,NOUN,USA,
J00688582_med,Version 58,bulldozer,moves things around,around,around,ADV,USA,
J00688582_med,Version 58,bulldozer,can scoop up rocks and mud and sand,can,can,AUX,USA,
J00688582_med,Version 58,bulldozer,can scoop up rocks and mud and sand,scoop,scoop,VERB,USA,
J00688582_med,Version 58,bulldozer,can scoop up rocks and mud and sand,rocks,rock,NOUN,USA,
J00688582_med,Version 58,bulldozer,can scoop up rocks and mud and sand,mud,mud,NOUN,USA,
J00688582_med,Version 58,bulldozer,can scoop up rocks and mud and sand,sand,sand,NOUN,USA,
J00688582_med,Version 58,whisker,allows animals to sense and feel with,allows,allow,NOUN,USA,
J00688582_med,Version 58,whisker,allows animals to sense and feel with,animals,animal,NOUN,USA,
J00688582_med,Version 58,whisker,allows animals to sense and feel with,sense,sense,NOUN,USA,
J00688582_med,Version 58,whisker,allows animals to sense and feel with,feel,feel,VERB,USA,
J00688582_med,Version 58,lozenge,eat,eat,eat,VERB,USA,
J00688582_med,Version 58,lozenge,throw,throw,throw,VERB,USA,
J00688582_med,Version 58,lozenge,melt,melt,melt,VERB,USA,
J00688582_med,Version 58,lozenge,crush,crush,crush,VERB,USA,
J00688582_med,Version 58,cleavage,show,show,show,VERB,USA,
J00688582_med,Version 58,robber,arrest,arrest,arrest,VERB,USA,
J00688582_med,Version 58,robber,beat up,beat,beat,VERB,USA,
J00688582_med,Version 58,receptionist,checks people in,checks,check,VERB,USA,
J00688582_med,Version 58,receptionist,checks people in,people,people,NOUN,USA,
J00688582_med,Version 58,receptionist,answers the phone,answers,answer,VERB,USA,
J00688582_med,Version 58,receptionist,answers the phone,phone,phone,NOUN,USA,
J00688582_med,Version 58,receptionist,checks emails,checks,check,VERB,USA,
J00688582_med,Version 58,receptionist,checks emails,emails,email,VERB,USA,
J00688716_taf,Version 28,mail,mailing,mailing,mail,VERB,USA,
