"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"M20248455C.W.","Version 22","stockbroker",650,"borrow money","borrow","borrow","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"borrow money","money","money","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"learn from","learn","learn","VERB"
"M20248455C.W.","Version 22","stockbroker",650,"teach","teach","teach","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"work for","work","work","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"hire","hire","hire","VERB"
"M20248455C.W.","Version 22","stockbroker",650,"steal","steal","steal","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","stockbroker",650,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","stockbroker",650,"date","date","date","NOUN"
"M20248455C.W.","Version 22","stockbroker",650,"love","love","love","NOUN"
"M20248455C.W.","Version 22","artist",652,"buy from","buy","buy","VERB"
"M20248455C.W.","Version 22","artist",652,"sell to","sell","sell","VERB"
"M20248455C.W.","Version 22","artist",652,"date","date","date","NOUN"
"M20248455C.W.","Version 22","artist",652,"hire","hire","hire","VERB"
"M20248455C.W.","Version 22","artist",652,"work for","work","work","NOUN"
"M20248455C.W.","Version 22","artist",652,"steal from","steal","steal","NOUN"
"M20248455C.W.","Version 22","artist",652,"gain inspiration","gain","gain","VERB"
"M20248455C.W.","Version 22","artist",652,"gain inspiration","inspiration","inspiration","NOUN"
"M20248455C.W.","Version 22","artist",652,"learn from","learn","learn","VERB"
"M20248455C.W.","Version 22","artist",652,"teach","teach","teach","NOUN"
"M20248455C.W.","Version 22","diaphragm",642,"inhale","inhale","inhale","NOUN"
"M20248455C.W.","Version 22","diaphragm",642,"exhale","exhale","exhale","NOUN"
"M20248455C.W.","Version 22","diaphragm",642,"research","research","research","NOUN"
"M20248455C.W.","Version 22","diaphragm",642,"observe","observe","observe","ADJ"
"M20248455C.W.","Version 22","diaphragm",642,"experiment","experiment","experiment","NOUN"
"M20248455C.W.","Version 22","diaphragm",642,"remove","remove","remove","VERB"
"M20248455C.W.","Version 22","diaphragm",642,"tranquilize","tranquilize","tranquilize","VERB"
"M20248455C.W.","Version 22","diaphragm",642,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","diaphragm",642,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","pumpernickel",647,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","pumpernickel",647,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","pumpernickel",647,"eat","eat","eat","VERB"
"M20248455C.W.","Version 22","pumpernickel",647,"toast","toast","toast","NOUN"
"M20248455C.W.","Version 22","pumpernickel",647,"dip with","dip","dip","NOUN"
"M20248455C.W.","Version 22","pumpernickel",647,"snack","snack","snack","NOUN"
"M20248455C.W.","Version 22","pumpernickel",647,"feed","feed","feed","NOUN"
"M20248455C.W.","Version 22","pumpernickel",647,"study","study","study","NOUN"
"M20248455C.W.","Version 22","pumpernickel",647,"experiment","experiment","experiment","NOUN"
"M20248455C.W.","Version 22","trunk",632,"storage","storage","storage","NOUN"
"M20248455C.W.","Version 22","trunk",632,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","trunk",632,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","trunk",632,"decorate","decorate","decorate","VERB"
"M20248455C.W.","Version 22","trunk",632,"refurbis","refurbish","refurbish","INTJ"
"M20248455C.W.","Version 22","trunk",632,"refinish","refinish","refinish","VERB"
"M20248455C.W.","Version 22","trunk",632,"restore","restore","restore","NOUN"
"M20248455C.W.","Version 22","wigmaker",646,"buy from","buy","buy","VERB"
"M20248455C.W.","Version 22","wigmaker",646,"sell to","sell","sell","VERB"
"M20248455C.W.","Version 22","wigmaker",646,"date","date","date","NOUN"
"M20248455C.W.","Version 22","wigmaker",646,"learn from","learn","learn","VERB"
"M20248455C.W.","Version 22","wigmaker",646,"teach","teach","teach","NOUN"
"M20248455C.W.","Version 22","wigmaker",646,"steal from","steal","steal","NOUN"
"M20248455C.W.","Version 22","seawater",634,"evaporate","evaporate","evaporate","ADJ"
"M20248455C.W.","Version 22","seawater",634,"cook with","cook","cake","VERB"
"M20248455C.W.","Version 22","seawater",634,"filter","filter","filter","NOUN"
"M20248455C.W.","Version 22","seawater",634,"aquarium","aquarium","aquarium","NOUN"
"M20248455C.W.","Version 22","seawater",634,"bathe in","bathe","bato","NOUN"
"M20248455C.W.","Version 22","seawater",634,"observe","observe","observe","ADJ"
"M20248455C.W.","Version 22","seawater",634,"experiment","experiment","experiment","NOUN"
"M20248455C.W.","Version 22","seawater",634,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","seawater",634,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","rabbit",643,"eat","eat","eat","VERB"
"M20248455C.W.","Version 22","rabbit",643,"play with","play","play","VERB"
"M20248455C.W.","Version 22","rabbit",643,"love","love","love","NOUN"
"M20248455C.W.","Version 22","rabbit",643,"companionship","companionship","companionship","NOUN"
"M20248455C.W.","Version 22","rabbit",643,"fur","fur","fur","NOUN"
"M20248455C.W.","Version 22","rabbit",643,"luck","luck","luck","NOUN"
"M20248455C.W.","Version 22","rabbit",643,"breeding","breeding","breed","NOUN"
"M20248455C.W.","Version 22","rabbit",643,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","rabbit",643,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","rabbit",643,"care for","care","care","NOUN"
"M20248455C.W.","Version 22","beach",638,"picnic","picnic","picnic","NOUN"
"M20248455C.W.","Version 22","beach",638,"date","date","date","NOUN"
"M20248455C.W.","Version 22","beach",638,"walking","walking","walk","NOUN"
"M20248455C.W.","Version 22","beach",638,"running","running","run","VERB"
"M20248455C.W.","Version 22","beach",638,"swimming","swimming","swimm","VERB"
"M20248455C.W.","Version 22","beach",638,"research","research","research","NOUN"
"M20248455C.W.","Version 22","beach",638,"tide pool observation","tide","tide","NOUN"
"M20248455C.W.","Version 22","beach",638,"tide pool observation","pool","pool","INTJ"
"M20248455C.W.","Version 22","beach",638,"tide pool observation","observation","observation","NOUN"
"M20248455C.W.","Version 22","beach",638,"restore","restore","restore","NOUN"
"M20248455C.W.","Version 22","beach",638,"get sand","get","get","VERB"
"M20248455C.W.","Version 22","beach",638,"get sand","sand","sand","NOUN"
"M20248455C.W.","Version 22","beach",638,"get seawater","get","get","VERB"
"M20248455C.W.","Version 22","beach",638,"get seawater","seawater","seawater","NOUN"
"M20248455C.W.","Version 22","beach",638,"collect shells","collect","collect","NOUN"
"M20248455C.W.","Version 22","beach",638,"collect shells","shells","shell","NOUN"
"M20248455C.W.","Version 22","beach",638,"go fishing","go","go","VERB"
"M20248455C.W.","Version 22","beach",638,"go fishing","fishing","fishing","NOUN"
"M20248455C.W.","Version 22","beach",638,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","beach",638,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","beach",638,"build on","build","build","NOUN"
"M20248455C.W.","Version 22","shield",648,"protect","protect","protect","VERB"
"M20248455C.W.","Version 22","shield",648,"use as weapon","use","use","VERB"
"M20248455C.W.","Version 22","shield",648,"use as weapon","weapon","weapon","NOUN"
"M20248455C.W.","Version 22","shield",648,"use as saucer","use","use","VERB"
"M20248455C.W.","Version 22","shield",648,"use as saucer","saucer","saucer","NOUN"
"M20248455C.W.","Version 22","shield",648,"throw","throw","throw","INTJ"
"M20248455C.W.","Version 22","shield",648,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","shield",648,"sell ","sell","sell","VERB"
"M20248455C.W.","Version 22","clam",658,"eat","eat","eat","VERB"
"M20248455C.W.","Version 22","clam",658,"observe","observe","observe","ADJ"
"M20248455C.W.","Version 22","clam",658,"research","research","research","NOUN"
"M20248455C.W.","Version 22","clam",658,"experiment","experiment","experiment","NOUN"
"M20248455C.W.","Version 22","clam",658,"remove","remove","remove","VERB"
"M20248455C.W.","Version 22","clam",658,"dissassemble","disassemble","disassemble","NOUN"
"M20248455C.W.","Version 22","clam",658,"cook","cook","cake","VERB"
"M20248455C.W.","Version 22","clam",658,"teach","teach","teach","NOUN"
"M20248455C.W.","Version 22","clam",658,"collect shell","collect","collect","NOUN"
"M20248455C.W.","Version 22","clam",658,"collect shell","shell","shell","NOUN"
"M20248455C.W.","Version 22","television",653,"watch","watch","watch","VERB"
"M20248455C.W.","Version 22","television",653,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","television",653,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","television",653,"research","research","research","NOUN"
"M20248455C.W.","Version 22","television",653,"experiment","experiment","experiment","NOUN"
"M20248455C.W.","Version 22","television",653,"dissassemble","disassemble","disassemble","NOUN"
"M20248455C.W.","Version 22","television",653,"reassemble","reassemble","reassemble","ADJ"
"M20248455C.W.","Version 22","television",653,"replace","replace","replace","VERB"
"M20248455C.W.","Version 22","television",653,"advertise","advertise","advertise","NOUN"
"M20248455C.W.","Version 22","television",653,"broadcast","broadcast","broadcast","NOUN"
"M20248455C.W.","Version 22","television",653,"relay information","relay","relay","NOUN"
"M20248455C.W.","Version 22","television",653,"relay information","information","information","NOUN"
"M20248455C.W.","Version 22","boomerang",649,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","boomerang",649,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","boomerang",649,"throw","throw","throw","INTJ"
"M20248455C.W.","Version 22","boomerang",649,"catch","catch","catch","VERB"
"M20248455C.W.","Version 22","boomerang",649,"weaponize","weaponize","weaponize","VERB"
"M20248455C.W.","Version 22","mountainside",636,"process","process","process","NOUN"
"M20248455C.W.","Version 22","mountainside",636,"live on","live","live","VERB"
"M20248455C.W.","Version 22","mountainside",636,"build on","build","build","NOUN"
"M20248455C.W.","Version 22","mountainside",636,"farm on","farm","farm","NOUN"
"M20248455C.W.","Version 22","mountainside",636,"observe","observe","observe","ADJ"
"M20248455C.W.","Version 22","mountainside",636,"research","research","research","NOUN"
"M20248455C.W.","Version 22","mountainside",636,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","mountainside",636,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","rosebush",655,"grow","grow","grow","VERB"
"M20248455C.W.","Version 22","rosebush",655,"observe","observe","observe","ADJ"
"M20248455C.W.","Version 22","rosebush",655,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","rosebush",655,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","rosebush",655,"display","display","display","NOUN"
"M20248455C.W.","Version 22","rosebush",655,"harvest","harvest","harvest","ADJ"
"M20248455C.W.","Version 22","rosebush",655,"collect","collect","collect","NOUN"
"M20248455C.W.","Version 22","rosebush",655,"landscape","landscape","landscape","NOUN"
"M20248455C.W.","Version 22","rosebush",655,"trim","trim","trim","X"
"M20248455C.W.","Version 22","nightstick",639,"beat","beat","beat","VERB"
"M20248455C.W.","Version 22","nightstick",639,"intimidate","intimidate","intimidate","NOUN"
"M20248455C.W.","Version 22","nightstick",639,"buy","buy","buy","VERB"
"M20248455C.W.","Version 22","nightstick",639,"sell","sell","sell","VERB"
"M20248455C.W.","Version 22","nightstick",639,"repurpose","repurposed","repurpose","VERB"
"M20290865_PSJ","Version 15","refrigerator",436,"to put foods","put","put","VERB"
"M20290865_PSJ","Version 15","refrigerator",436,"to put foods","foods","food","NOUN"
"M20290865_PSJ","Version 15","refrigerator",436,"keep things cold","keep","keep","VERB"
"M20290865_PSJ","Version 15","refrigerator",436,"keep things cold","things","thing","NOUN"
"M20290865_PSJ","Version 15","refrigerator",436,"keep things cold","cold","cold","ADJ"
"M20290865_PSJ","Version 15","refrigerator",436,"preserve perishables","preserve","preserve","VERB"
"M20290865_PSJ","Version 15","refrigerator",436,"preserve perishables","perishables","perishable","NOUN"
"M20290865_PSJ","Version 15","keyboard",446,"typing","typing","type","NOUN"
"M20290865_PSJ","Version 15","money",426,"paying bills","paying","pay","VERB"
"M20290865_PSJ","Version 15","money",426,"paying bills","bills","bills","NOUN"
"M20290865_PSJ","Version 15","money",426,"buying food","buying","buy","VERB"
"M20290865_PSJ","Version 15","money",426,"buying food","food","food","NOUN"
"M20290865_PSJ","Version 15","money",426,"helping the poor","helping","help","VERB"
"M20290865_PSJ","Version 15","money",426,"helping the poor","poor","poor","ADJ"
"M20290865_PSJ","Version 15","grandma",449,"watch after the kids","watch","watch","VERB"
"M20290865_PSJ","Version 15","grandma",449,"watch after the kids","kids","kid","NOUN"
"M20290865_PSJ","Version 15","grandma",449,"cook meals","cook","cake","VERB"
"M20290865_PSJ","Version 15","grandma",449,"cook meals","meals","meal","NOUN"
"M20290865_PSJ","Version 15","grandma",449,"ask for money ","ask","ask","VERB"
"M20290865_PSJ","Version 15","grandma",449,"ask for money ","money","money","NOUN"
"M20290865_PSJ","Version 15","sibling",425,"drive you places","drive","drive","VERB"
"M20290865_PSJ","Version 15","sibling",425,"drive you places","places","place","NOUN"
"M20290865_PSJ","Version 15","sibling",425,"makes you miserable","makes","make","VERB"
"M20290865_PSJ","Version 15","sibling",425,"makes you miserable","miserable","miserable","ADJ"
"M20290865_PSJ","Version 15","sibling",425,"buy you things","buy","buy","VERB"
"M20290865_PSJ","Version 15","sibling",425,"buy you things","things","thing","NOUN"
"M20290865_PSJ","Version 15","newlyweds",448,"have a wedding party","wedding","wedding","NOUN"
"M20290865_PSJ","Version 15","newlyweds",448,"have a wedding party","party","party","NOUN"
"M20290865_PSJ","Version 15","cake",441,"eating","eating","eat","VERB"
"M20290865_PSJ","Version 15","cake",441,"feeding","feeding","feeding","NOUN"
"M20290865_PSJ","Version 15","pooch",447,"keep things n","keep","keep","VERB"
"M20290865_PSJ","Version 15","pooch",447,"keep things n","things","thing","NOUN"
"M20290865_PSJ","Version 15","pooch",447,"keep things n","n","not","PART"
"M20290865_PSJ","Version 15","parachutist",438,"take you safely on the parachute","take","take","VERB"
"M20290865_PSJ","Version 15","parachutist",438,"take you safely on the parachute","safely","safely","ADV"
"M20290865_PSJ","Version 15","parachutist",438,"take you safely on the parachute","parachute","parachute","NOUN"
"M20290865_PSJ","Version 15","cap",428,"cover you head","cover","cover","NOUN"
"M20290865_PSJ","Version 15","cap",428,"cover you head","head","head","NOUN"
"M20290865_PSJ","Version 15","cap",428,"protect you from the sun\","protect","protect","VERB"
"M20290865_PSJ","Version 15","cap",428,"protect you from the sun\","sun","sun","NOUN"
"M20290865_PSJ","Version 15","slut",434,"sex","sex","sex","NOUN"
"M20290865_PSJ","Version 15","tongs",450,"pick up foods","pick","pick","VERB"
"M20290865_PSJ","Version 15","tongs",450,"pick up foods","foods","food","NOUN"
"M20290865_PSJ","Version 15","essay",440,"to give opinions on a topic","give","give","VERB"
"M20290865_PSJ","Version 15","essay",440,"to give opinions on a topic","opinions","opinion","NOUN"
"M20290865_PSJ","Version 15","essay",440,"to give opinions on a topic","topic","topic","X"
"M20290865_PSJ","Version 15","lifeboat",444,"keep you afloat on water","keep","keep","VERB"
"M20290865_PSJ","Version 15","lifeboat",444,"keep you afloat on water","afloat","afloat","NOUN"
"M20290865_PSJ","Version 15","lifeboat",444,"keep you afloat on water","water","water","NOUN"
"M20290865_PSJ","Version 15","lifeboat",444,"keeps you from drowning","keeps","keep","VERB"
"M20290865_PSJ","Version 15","lifeboat",444,"keeps you from drowning","drowning","drown","VERB"
"M20290865_PSJ","Version 15","investigator",423,"finds out information","finds","find","NOUN"
"M20290865_PSJ","Version 15","investigator",423,"finds out information","information","information","NOUN"
"M20290865_PSJ","Version 15","investigator",423,"figures out the bad gy","figures","figure","NOUN"
"M20290865_PSJ","Version 15","investigator",423,"figures out the bad gy","bad","bad","ADJ"
"M20290865_PSJ","Version 15","storekeeper",443,"watches over the stores","watches","watch","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"watches over the stores","stores","store","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"keeps items in the store neat and accessible","keeps","keep","VERB"
"M20290865_PSJ","Version 15","storekeeper",443,"keeps items in the store neat and accessible","items","item","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"keeps items in the store neat and accessible","store","store","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"keeps items in the store neat and accessible","neat","neat","X"
"M20290865_PSJ","Version 15","storekeeper",443,"keeps items in the store neat and accessible","accessible","accessible","ADJ"
"M20290865_PSJ","Version 15","storekeeper",443,"cashes out items","cashes","cash","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"cashes out items","items","item","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"removes security tags","removes","remove","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"removes security tags","security","security","NOUN"
"M20290865_PSJ","Version 15","storekeeper",443,"removes security tags","tags","tags","NOUN"
"M20290865_PSJ","Version 15","teapot",451,"heats water","heats","heats","NOUN"
"M20290865_PSJ","Version 15","teapot",451,"heats water","water","water","NOUN"
"M20290865_PSJ","Version 15","trapeze",429,"swing on","swing","sw","NOUN"
"M20290865_PSJ","Version 15","rod",439,"hang things on","hang","hang","VERB"
"M20290865_PSJ","Version 15","rod",439,"hang things on","things","thing","NOUN"
"M20290865_PSJ","Version 15","burger",445,"eat","eat","eat","VERB"
"M20290865_PSJ","Version 15","newsstand",427,"buys and sells newspapers ","buys","buy","ADJ"
"M20290865_PSJ","Version 15","newsstand",427,"buys and sells newspapers ","sells","sell","NOUN"
"M20290865_PSJ","Version 15","newsstand",427,"buys and sells newspapers ","newspapers","newspaper","NOUN"
"M20290865_PSJ","Version 15","newsstand",427,"sells snacks and drinks","sells","sell","NOUN"
"M20290865_PSJ","Version 15","newsstand",427,"sells snacks and drinks","snacks","snack","NOUN"
"M20290865_PSJ","Version 15","newsstand",427,"sells snacks and drinks","drinks","drink","NOUN"
"M20290865_PSJ","Version 15","oceanographer",431,"studies plants and animals in a marine environment ","studies","study","NOUN"
"M20290865_PSJ","Version 15","oceanographer",431,"studies plants and animals in a marine environment ","plants","plant","NOUN"
"M20290865_PSJ","Version 15","oceanographer",431,"studies plants and animals in a marine environment ","animals","animal","NOUN"
"M20290865_PSJ","Version 15","oceanographer",431,"studies plants and animals in a marine environment ","marine","marine","NOUN"
"M20290865_PSJ","Version 15","oceanographer",431,"studies plants and animals in a marine environment ","environment","environment","NOUN"
"M20290865_PSJ","Version 15","sundeck",422,"open space to go relax","open","open","ADJ"
"M20290865_PSJ","Version 15","sundeck",422,"open space to go relax","space","space","NOUN"
"M20290865_PSJ","Version 15","sundeck",422,"open space to go relax","go","go","VERB"
"M20290865_PSJ","Version 15","sundeck",422,"open space to go relax","relax","relax","NOUN"
"M20290865_PSJ","Version 15","claw",424,"pick things up","pick","pick","VERB"
"M20290865_PSJ","Version 15","claw",424,"pick things up","things","thing","NOUN"
"M20290865_PSJ","Version 15","claw",424,"scratch you","scratch","scratch","NOUN"
"M20290865_PSJ","Version 15","claw",424,"animals indicator if they are unsafe","animals","animal","NOUN"
"M20290865_PSJ","Version 15","claw",424,"animals indicator if they are unsafe","indicator","indicator","NOUN"
"M20290865_PSJ","Version 15","claw",424,"animals indicator if they are unsafe","unsafe","unsafe","ADJ"
"M20290865_PSJ","Version 15","restaurant",435,"to eat food in","eat","eat","VERB"
"M20290865_PSJ","Version 15","restaurant",435,"to eat food in","food","food","NOUN"
"M20290865_PSJ","Version 15","restaurant",435,"to buy food from","buy","buy","VERB"
"M20290865_PSJ","Version 15","restaurant",435,"to buy food from","food","food","NOUN"
"M20290865_PSJ","Version 15","restaurant",435,"cooks","cooks","cook","NOUN"
"M20290865_PSJ","Version 15","thermometer",430,"takes your temperature","takes","take","VERB"
"M20290865_PSJ","Version 15","thermometer",430,"takes your temperature","temperature","temperature","NOUN"
"M20290865_PSJ","Version 15","thermometer",430,"tests the temperature of food and water","tests","test","NOUN"
"M20290865_PSJ","Version 15","thermometer",430,"tests the temperature of food and water","temperature","temperature","NOUN"
"M20290865_PSJ","Version 15","thermometer",430,"tests the temperature of food and water","food","food","NOUN"
"M20290865_PSJ","Version 15","thermometer",430,"tests the temperature of food and water","water","water","NOUN"
"M20290865_PSJ","Version 15","apartment",432,"to live in","live","live","VERB"
"M20290865_PSJ","Version 15","corridor",442,"to walk in","walk","walk","VERB"
"M20290865_PSJ","Version 15","corridor",442,"to keep shoes","keep","keep","VERB"
"M20290865_PSJ","Version 15","corridor",442,"to keep shoes","shoes","shoe","VERB"
"M20290865_PSJ","Version 15","racket",437,"to hit balls with","hit","hit","VERB"
"M20290865_PSJ","Version 15","racket",437,"to hit balls with","balls","ball","NOUN"
"M20290865_PSJ","Version 15","flounder",433,"a fish in the ecosystem","fish","fish","NOUN"
"M20290865_PSJ","Version 15","flounder",433,"a fish in the ecosystem","ecosystem","ecosystem","NOUN"
"M20301206MU","Version 31","mansions",922,"live","live","live","VERB"
"M20301206MU","Version 31","mansions",922,"rent","rent","rent","VERB"
"M20301206MU","Version 31","mansions",922,"paint","paint","paint","VERB"
"M20301206MU","Version 31","mansions",922,"clean","clean","clean","ADJ"
"M20301206MU","Version 31","mansions",922,"events","events","event","NOUN"
"M20301206MU","Version 31","nightcaps",904,"sleep","sleep","sleep","NOUN"
"M20301206MU","Version 31","nightcaps",904,"rest","rest","rest","VERB"
"M20301206MU","Version 31","nightcaps",904,"night","night","night","NOUN"
"M20301206MU","Version 31","nightcaps",904,"put on","put","put","VERB"
"M20301206MU","Version 31","goatee",918,"cut","cut","cut","VERB"
"M20301206MU","Version 31","goatee",918,"grow out","grow","grow","VERB"
"M20301206MU","Version 31","goatee",918,"wear","wear","wear","VERB"
"M20301206MU","Version 31","goatee",918,"shave","shave","shave","NOUN"
"M20301206MU","Version 31","pub",923,"drink","drink","drink","NOUN"
"M20301206MU","Version 31","pub",923,"party","party","party","NOUN"
"M20301206MU","Version 31","pub",923,"bar","bar","bar","NOUN"
"M20301206MU","Version 31","pub",923,"friends","friends","friend","NOUN"
"M20301206MU","Version 31","latch",911,"hold on","hold","hold","INTJ"
"M20301206MU","Version 31","latch",911,"stay with it","stay","stay","VERB"
"M20301206MU","Version 31","drain",908,"eptmy out","empty","empty","ADJ"
"M20301206MU","Version 31","sailcloth",902,"sail","sail","sail","NOUN"
"M20301206MU","Version 31","sailcloth",902,"cut","cut","cut","VERB"
"M20301206MU","Version 31","sailcloth",902,"ride","ride","ride","NOUN"
"M20301206MU","Version 31","sailcloth",902,"wet","wet","wet","ADJ"
"M20301206MU","Version 31","sailcloth",902,"wind","wind","wind","NOUN"
"M20301206MU","Version 31","hairstyle",912,"parties","parties","party","NOUN"
"M20301206MU","Version 31","hairstyle",912,"hair","hair","hair","NOUN"
"M20301206MU","Version 31","hairstyle",912,"style","style","style","NOUN"
"M20301206MU","Version 31","hairstyle",912,"wear","wear","wear","VERB"
"M20301206MU","Version 31","hairstyle",912,"cut","cut","cut","VERB"
"M20301206MU","Version 31","hairstyle",912,"culr","curl","curl","NOUN"
"M20301206MU","Version 31","hairstyle",912,"straithen","straighten","straighten","ADV"
"M20301206MU","Version 31","daisy",929,"flower","flower","flower","NOUN"
"M20301206MU","Version 31","daisy",929,"paint","paint","paint","VERB"
"M20301206MU","Version 31","daisy",929,"wear","wear","wear","VERB"
"M20301206MU","Version 31","daisy",929,"cut","cut","cut","VERB"
"M20301206MU","Version 31","daisy",929,"give","give","give","VERB"
"M20301206MU","Version 31","compressor",924,"compose","compose","compose","VERB"
"M20301206MU","Version 31","incubator",913,"hold together","hold","hold","INTJ"
"M20301206MU","Version 31","incubator",913,"hold together","together","together","ADV"
"M20301206MU","Version 31","dentist",926,"clean","clean","clean","ADJ"
"M20301206MU","Version 31","folder",917,"hold","hold","hold","INTJ"
"M20301206MU","Version 31","chronometer",931,"watch","watch","watch","VERB"
"M20301206MU","Version 31","chronometer",931,"time","time","time","NOUN"
"M20301206MU","Version 31","chronometer",931,"space","space","space","NOUN"
"M20301206MU","Version 31","shrubbery",905,"cut","cut","cut","VERB"
"M20301206MU","Version 31","shrubbery",905,"trim","trim","trim","X"
"M20301206MU","Version 31","shrubbery",905,"short","short","short","ADJ"
"M20301206MU","Version 31","shrubbery",905,"fix","fix","fix","VERB"
"M20301206MU","Version 31","dynamite",927,"grow","grow","grow","VERB"
"M20301206MU","Version 31","tie",907,"close","close","close","ADJ"
"M20301206MU","Version 31","tie",907,"put together","put","put","VERB"
"M20301206MU","Version 31","tie",907,"put together","together","together","ADV"
"M20301206MU","Version 31","marmalade",916,"cut","cut","cut","VERB"
"M20301206MU","Version 31","marmalade",916,"ear","ear","ear","ADJ"
"M20301206MU","Version 31","marmalade",916,"drink","drink","drink","NOUN"
"M20301206MU","Version 31","marmalade",916,"mix","mix","mix","NOUN"
"M20301206MU","Version 31","memo",928,"clue","clue","clue","NOUN"
"M20301206MU","Version 31","memo",928,"saying","saying","say","VERB"
"M20301206MU","Version 31","memo",928,"statement","statement","statement","NOUN"
"M20301206MU","Version 31","prop",919,"thing","thing","thing","NOUN"
"M20301206MU","Version 31","prop",919,"object","object","object","ADV"
"M20301206MU","Version 31","wing",906,"fly","fly","fly","VERB"
"M20301206MU","Version 31","wing",906,"eat","eat","eat","VERB"
"M20301206MU","Version 31","wing",906,"cook","cook","cake","VERB"
"M20301206MU","Version 31","wing",906,"mix","mix","mix","NOUN"
"M20301206MU","Version 31","wing",906,"draw","draw","dree","VERB"
"M20301206MU","Version 31","crossword",921,"game","game","game","NOUN"
"M20301206MU","Version 31","crossword",921,"brain","brain","brain","NOUN"
"M20301206MU","Version 31","worm",920,"cut","cut","cut","VERB"
"M20301206MU","Version 31","worm",920,"eat","eat","eat","VERB"
"M20301206MU","Version 31","worm",920,"drink","drink","drink","NOUN"
"M20301206MU","Version 31","worm",920,"feed","feed","feed","NOUN"
"M20301206MU","Version 31","worm",920,"step on","step","step","NOUN"
"M20301206MU","Version 31","gravel",915,"drive on","drive","drive","VERB"
"M20301206MU","Version 31","gravel",915,"make","make","make","VERB"
"M20301206MU","Version 31","gravel",915,"cut","cut","cut","VERB"
"M20301206MU","Version 31","gravel",915,"shape","shape","shape","NOUN"
"M20301206MU","Version 31","theologian",914,"engages","engages","engage","NOUN"
"M20301206MU","Version 31","theologian",914,"learn","learn","learn","VERB"
"M20301206MU","Version 31","fiddle",930,"miss with","miss","miss","NOUN"
"M20301206MU","Version 31","fiddle",930,"bored","bored","bore","VERB"
"M20301206MU","Version 31","fiddle",930,"mix","mix","mix","NOUN"
"M20301206MU","Version 31","fiddle",930,"write","write","write","X"
"M20301206MU","Version 31","fiddle",930,"create","create","create","VERB"
"M20301206MU","Version 31","hurdle",909,"jump","jump","jump","VERB"
"M20301206MU","Version 31","hurdle",909,"rum","rum","rum","NOUN"
"M20301206MU","Version 31","hurdle",909,"stomp","stomp","stomp","NOUN"
"M20301206MU","Version 31","hurdle",909,"stop","stop","stop","VERB"
"M20301206MU","Version 31","hurdle",909,"trip","trip","trip","NOUN"
"M20301206MU","Version 31","hurdle",909,"jog","jog","jog","NOUN"
"M20301206MU","Version 31","hurdle",909,"sprint","sprint","sprint","NOUN"
"M20301206MU","Version 31","hurdle",909,"walk","walk","walk","VERB"
"M20301206MU","Version 31","outfit",925,"wear","wear","wear","VERB"
"M20301206MU","Version 31","outfit",925,"plan","plan","plan","NOUN"
"M20301206MU","Version 31","outfit",925,"make","make","make","VERB"
"M20301206MU","Version 31","outfit",925,"draw","draw","dree","VERB"
"M20301206MU","Version 31","outfit",925,"cut","cut","cut","VERB"
"M20301206MU","Version 31","outfit",925,"take","take","take","VERB"
"M20301206MU","Version 31","outfit",925,"picture","picture","picture","NOUN"
"M20301206MU","Version 31","outfit",925,"make","make","make","VERB"
"M20301206MU","Version 31","repairer",903,"fix","fix","fix","VERB"
