"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","drink out if","drink out if"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","drop","drop"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","shatter","shatter"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","wash","wash"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","glue","glue"
"w10096664_jer",11,"Version 52","teacup","BOI","USM","paint","paint"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","break","break"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","punch","punch"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","crack","crack"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","pop","pop"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","wash","wash"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","sanitize","sanitize"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","rub","rub"
"w10096664_jer",12,"Version 52","knuckles","BOI","USM","itch","itch"
"w10096664_jer",13,"Version 52","dermatologist","BOI","USM","visit","visit"
"w10096664_jer",13,"Version 52","dermatologist","BOI","USM","talk to","talk to"
"w10096664_jer",13,"Version 52","dermatologist","BOI","USM","pay","pay"
"w10096664_jer",13,"Version 52","dermatologist","BOI","USM","smile at","smile at"
"w10096664_jer",14,"Version 52","earthworm","BOI","USM","hold","hold"
"w10096664_jer",14,"Version 52","earthworm","BOI","USM","grab","grab"
"w10096664_jer",14,"Version 52","earthworm","BOI","USM","drop","drop"
"w10096664_jer",14,"Version 52","earthworm","BOI","USM","feed","feed"
"w10096664_jer",14,"Version 52","earthworm","BOI","USM","clean","clean"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","crush","crush"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","bite","bite"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","break","break"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","eat","eat"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","salt","salt"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","bake","bake"
"w10096664_jer",15,"Version 52","crackers","BOI","USM","butter","butter"
"w10096664_jer",16,"Version 52","strongbox","BOI","USM","open","open"
"w10096664_jer",16,"Version 52","strongbox","BOI","USM","lock","lock"
"w10096664_jer",16,"Version 52","strongbox","BOI","USM","drop","drop"
"w10096664_jer",16,"Version 52","strongbox","BOI","USM","paint","paint"
"w10096664_jer",17,"Version 52","potboiler","BOI","USM","use","use"
"w10096664_jer",17,"Version 52","potboiler","BOI","USM","fill","fill"
"w10096664_jer",17,"Version 52","potboiler","BOI","USM","heat","heat"
"w10096664_jer",17,"Version 52","potboiler","BOI","USM","knock over","knock over"
"w10096664_jer",18,"Version 52","altar","BOI","USM","light","light"
"w10096664_jer",18,"Version 52","altar","BOI","USM","clean","clean"
"w10096664_jer",18,"Version 52","altar","BOI","USM","decorate","decorate"
"w10096664_jer",18,"Version 52","altar","BOI","USM","cover","cover"
"w10096664_jer",19,"Version 52","waist","BOI","USM","hold","hold"
"w10096664_jer",19,"Version 52","waist","BOI","USM","grab","grab"
"w10096664_jer",19,"Version 52","waist","BOI","USM","belt","belt"
"w10096664_jer",19,"Version 52","waist","BOI","USM","cover","cover"
"w10096664_jer",19,"Version 52","waist","BOI","USM","tickle","tickle"
"w10096664_jer",20,"Version 52","grease","BOI","USM","fry","fry"
"w10096664_jer",20,"Version 52","grease","BOI","USM","dump","dump"
"w10096664_jer",20,"Version 52","grease","BOI","USM","pour","pour"
"w10096664_jer",20,"Version 52","grease","BOI","USM","filter","filter"
"w10096664_jer",20,"Version 52","grease","BOI","USM","cook with","cook with"
"w10096664_jer",21,"Version 52","godmother","BOI","USM","kiss","kiss"
"w10096664_jer",21,"Version 52","godmother","BOI","USM","hug","hug"
"w10096664_jer",21,"Version 52","godmother","BOI","USM","talk to","talk to"
"w10096664_jer",21,"Version 52","godmother","BOI","USM","laugh with","laugh with"
"w10096664_jer",21,"Version 52","godmother","BOI","USM","dance with","dance with"
"w10096664_jer",22,"Version 52","tourist","BOI","USM","wave","wave"
"w10096664_jer",22,"Version 52","tourist","BOI","USM","talk","talk"
"w10096664_jer",22,"Version 52","tourist","BOI","USM","teach","teach"
"w10096664_jer",22,"Version 52","tourist","BOI","USM","hug","hug"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","clean","clean"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","rip","rip"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","cut","cut"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","wash","wash"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","button","button"
"w10096664_jer",23,"Version 52","corduroy","BOI","USM","cover","cover"
"w10096664_jer",24,"Version 52","kleenex","BOI","USM","wipe","wipe"
"w10096664_jer",24,"Version 52","kleenex","BOI","USM","blow into","blow into"
"w10096664_jer",24,"Version 52","kleenex","BOI","USM","toss","toss"
"w10096664_jer",24,"Version 52","kleenex","BOI","USM","tear","tear"
"w10096664_jer",25,"Version 52","mistletoe","BOI","USM","hang","hang"
"w10096664_jer",25,"Version 52","mistletoe","BOI","USM","cut","cut"
"w10096664_jer",25,"Version 52","mistletoe","BOI","USM","burn","burn"
"w10096664_jer",25,"Version 52","mistletoe","BOI","USM","grow","grow"
"w10096664_jer",25,"Version 52","mistletoe","BOI","USM","kiss under","kiss under"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","wipe","wipe"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","clean","clean"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","cut","cut"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","paint","paint"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","bleach","bleach"
"w10096664_jer",26,"Version 52","baseboard","BOI","USM","scrape","scrape"
"w10096664_jer",27,"Version 52","guy","BOI","USM","marry","marry"
"w10096664_jer",27,"Version 52","guy","BOI","USM","hug","hug"
"w10096664_jer",27,"Version 52","guy","BOI","USM","kiss","kiss"
"w10096664_jer",27,"Version 52","guy","BOI","USM","talk to","talk to"
"w10096664_jer",27,"Version 52","guy","BOI","USM","dance with","dance with"
"w10096664_jer",27,"Version 52","guy","BOI","USM","date","date"
"w10096664_jer",27,"Version 52","guy","BOI","USM","dress","dress"
"w10096664_jer",27,"Version 52","guy","BOI","USM","feed","feed"
"w10096664_jer",28,"Version 52","milk","BOI","USM","drink","drink"
"w10096664_jer",28,"Version 52","milk","BOI","USM","pour","pour"
"w10096664_jer",28,"Version 52","milk","BOI","USM","boil","boil"
"w10096664_jer",28,"Version 52","milk","BOI","USM","dump","dump"
"w10096664_jer",28,"Version 52","milk","BOI","USM","filter","filter"
"w10096664_jer",28,"Version 52","milk","BOI","USM","mix","mix"
"w10096664_jer",29,"Version 52","cruiser","BOI","USM","drive","drive"
"w10096664_jer",29,"Version 52","cruiser","BOI","USM","race","race"
"w10096664_jer",29,"Version 52","cruiser","BOI","USM","wash","wash"
"w10096664_jer",29,"Version 52","cruiser","BOI","USM","decorate ","decorate "
"w10096664_jer",30,"Version 52","coffeepot","BOI","USM","clean","clean"
"w10096664_jer",30,"Version 52","coffeepot","BOI","USM","use","use"
"w10096664_jer",30,"Version 52","coffeepot","BOI","USM","wipe","wipe"
"w10096664_jer",30,"Version 52","coffeepot","BOI","USM","shatter","shatter"
"w10096664_jer",31,"Version 52","tomahawk","BOI","USM","throw","throw"
"w10096664_jer",31,"Version 52","tomahawk","BOI","USM","sharpen","sharpen"
"w10096664_jer",31,"Version 52","tomahawk","BOI","USM","wrap","wrap"
"w10096664_jer",31,"Version 52","tomahawk","BOI","USM","clean","clean"
"w10096664_jer",31,"Version 52","tomahawk","BOI","USM","gift","gift"
"w10096664_jer",32,"Version 52","whip","BOI","USM","crack","crack"
"w10096664_jer",32,"Version 52","whip","BOI","USM","wrap","wrap"
"w10096664_jer",32,"Version 52","whip","BOI","USM","clean","clean"
"w10096664_jer",32,"Version 52","whip","BOI","USM","break","break"
"w10096664_jer",33,"Version 52","percolator","BOI","USM","clean","clean"
"w10096664_jer",33,"Version 52","percolator","BOI","USM","scrub","scrub"
"w10096664_jer",33,"Version 52","percolator","BOI","USM","fill","fill"
"w10096664_jer",33,"Version 52","percolator","BOI","USM","use","use"
"w10096664_jer",33,"Version 52","percolator","BOI","USM","pour","pour"
"w10096664_jer",34,"Version 52","pharmacy","BOI","USM","visit","visit"
"w10096664_jer",34,"Version 52","pharmacy","BOI","USM","pay","pay"
"w10096664_jer",34,"Version 52","pharmacy","BOI","USM","drive through","drive through"
"w10096664_jer",34,"Version 52","pharmacy","BOI","USM","buy","buy"
"w10096664_jer",34,"Version 52","pharmacy","BOI","USM","sell","sell"
"w10096664_jer",35,"Version 52","washbasin","BOI","USM","clean","clean"
"w10096664_jer",35,"Version 52","washbasin","BOI","USM","bend","bend"
"w10096664_jer",35,"Version 52","washbasin","BOI","USM","use","use"
"w10096664_jer",35,"Version 52","washbasin","BOI","USM","paint","paint"
"w10096664_jer",35,"Version 52","washbasin","BOI","USM","shoot","shoot"
"w10096664_jer",36,"Version 52","pudding","BOI","USM","eat","eat"
"w10096664_jer",36,"Version 52","pudding","BOI","USM","mix","mix"
"w10096664_jer",36,"Version 52","pudding","BOI","USM","cook","cook"
"w10096664_jer",36,"Version 52","pudding","BOI","USM","refrigerate","refrigerate"
"w10096664_jer",37,"Version 52","parent","BOI","USM","love","love"
"w10096664_jer",37,"Version 52","parent","BOI","USM","kiss","kiss"
"w10096664_jer",37,"Version 52","parent","BOI","USM","hug","hug"
"w10096664_jer",37,"Version 52","parent","BOI","USM","drive","drive"
"w10096664_jer",38,"Version 52","river","BOI","USM","swim","swim"
"w10096664_jer",38,"Version 52","river","BOI","USM","float","float"
"w10096664_jer",38,"Version 52","river","BOI","USM","fish","fish"
"w10096664_jer",39,"Version 52","terrace","BOI","USM","sit","sit"
"w10096664_jer",39,"Version 52","terrace","BOI","USM","stand","stand"
"w10096664_jer",39,"Version 52","terrace","BOI","USM","clean","clean"
"w10096664_jer",39,"Version 52","terrace","BOI","USM","decorate ","decorate "
"w10096664_jer",40,"Version 52","bible","BOI","USM","read","read"
"w10096664_jer",40,"Version 52","bible","BOI","USM","open","open"
"w10096664_jer",40,"Version 52","bible","BOI","USM","cover","cover"
"w10096664_jer",40,"Version 52","bible","BOI","USM","write in","write in"
"w10096664_jer",40,"Version 52","bible","BOI","USM","highlight","highlight"
"w10097295TR",11,"Version 99","cornstarch","BOI","USM","put on tofu","put on tofu"
"w10097295TR",11,"Version 99","cornstarch","BOI","USM","cook","cook"
"w10097295TR",11,"Version 99","cornstarch","BOI","USM","bake","bake"
"w10097295TR",12,"Version 99","greenhouse","BOI","USM","grow","grow"
"w10097295TR",12,"Version 99","greenhouse","BOI","USM","decorate","decorate"
"w10097295TR",12,"Version 99","greenhouse","BOI","USM","sun","sun"
"w10097295TR",13,"Version 99","cap","BOI","USM","wear","wear"
"w10097295TR",13,"Version 99","cap","BOI","USM","throw","throw"
"w10097295TR",13,"Version 99","cap","BOI","USM","buy","buy"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","buy","buy"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","eat","eat"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","swallow","swallow"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","bake","bake"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","make","make"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","digest","digest"
"w10097295TR",14,"Version 99","fruitcake","BOI","USM","present","present"
"w10097295TR",15,"Version 99","eggshell","BOI","USM","put in dog food","put in dog food"
"w10097295TR",15,"Version 99","eggshell","BOI","USM","put in garbage disposal","put in garbage disposal"
"w10097295TR",15,"Version 99","eggshell","BOI","USM","throw away","throw away"
"w10097295TR",16,"Version 99","joystick","BOI","USM","play games","play games"
"w10097295TR",16,"Version 99","joystick","BOI","USM","practice driving","practice driving"
"w10097295TR",17,"Version 99","easel","BOI","USM","paint","paint"
"w10097295TR",17,"Version 99","easel","BOI","USM","draw","draw"
"w10097295TR",17,"Version 99","easel","BOI","USM","decorate","decorate"
"w10097295TR",17,"Version 99","easel","BOI","USM","buy","buy"
"w10097295TR",17,"Version 99","easel","BOI","USM","throw","throw"
"w10097295TR",17,"Version 99","easel","BOI","USM","smash","smash"
"w10097295TR",18,"Version 99","shotgun","BOI","USM","shoot","shoot"
"w10097295TR",18,"Version 99","shotgun","BOI","USM","decorate","decorate"
"w10097295TR",18,"Version 99","shotgun","BOI","USM","pretend to be tough","pretend to be tough"
"w10097295TR",19,"Version 99","pasta","BOI","USM","eat","eat"
"w10097295TR",19,"Version 99","pasta","BOI","USM","cook","cook"
"w10097295TR",19,"Version 99","pasta","BOI","USM","boil in water","boil in water"
"w10097295TR",19,"Version 99","pasta","BOI","USM","fry it","fry it"
"w10097295TR",19,"Version 99","pasta","BOI","USM","eat","eat"
"w10097295TR",19,"Version 99","pasta","BOI","USM","swallow","swallow"
"w10097295TR",19,"Version 99","pasta","BOI","USM","digest ","digest "
"w10097295TR",20,"Version 99","glassware","BOI","USM","decorate","decorate"
"w10097295TR",20,"Version 99","glassware","BOI","USM","eat with","eat with"
"w10097295TR",20,"Version 99","glassware","BOI","USM","special occasions","special occasions"
"w10097295TR",20,"Version 99","glassware","BOI","USM","buy","buy"
"w10097295TR",20,"Version 99","glassware","BOI","USM","sell","sell"
"w10097295TR",21,"Version 99","vermicelli","BOI","USM","eat","eat"
"w10097295TR",21,"Version 99","vermicelli","BOI","USM","swallow","swallow"
"w10097295TR",21,"Version 99","vermicelli","BOI","USM","digest","digest"
"w10097295TR",21,"Version 99","vermicelli","BOI","USM","cook","cook"
"w10097295TR",22,"Version 99","gear","BOI","USM","wear","wear"
"w10097295TR",22,"Version 99","gear","BOI","USM","buy","buy"
"w10097295TR",22,"Version 99","gear","BOI","USM","sell","sell"
"w10097295TR",22,"Version 99","gear","BOI","USM","protect","protect"
"w10097295TR",23,"Version 99","needlepoint","BOI","USM","sewing","sewing"
"w10097295TR",23,"Version 99","needlepoint","BOI","USM","make clothes","make clothes"
"w10097295TR",24,"Version 99","pennant","BOI","USM","historical","historical"
"w10097295TR",24,"Version 99","pennant","BOI","USM","wear","wear"
"w10097295TR",24,"Version 99","pennant","BOI","USM","give away","give away"
"w10097295TR",24,"Version 99","pennant","BOI","USM","sell","sell"
"w10097295TR",24,"Version 99","pennant","BOI","USM","buy","buy"
"w10097295TR",25,"Version 99","dust","BOI","USM","clean","clean"
"w10097295TR",25,"Version 99","dust","BOI","USM","allergies","allergies"
"w10097295TR",25,"Version 99","dust","BOI","USM","sick","sick"
"w10097295TR",26,"Version 99","tongs","BOI","USM","cook","cook"
"w10097295TR",26,"Version 99","tongs","BOI","USM","pick up","pick up"
"w10097295TR",27,"Version 99","bartender","BOI","USM","drinks","drinks"
"w10097295TR",27,"Version 99","bartender","BOI","USM","talk with","talk with"
"w10097295TR",27,"Version 99","bartender","BOI","USM","tip","tip"
"w10097295TR",27,"Version 99","bartender","BOI","USM","pay","pay"
"w10097295TR",27,"Version 99","bartender","BOI","USM","cocktails","cocktails"
"w10097295TR",28,"Version 99","onion","BOI","USM","make cry","make cry"
"w10097295TR",28,"Version 99","onion","BOI","USM","cook with","cook with"
"w10097295TR",28,"Version 99","onion","BOI","USM","fry","fry"
"w10097295TR",28,"Version 99","onion","BOI","USM","bake","bake"
"w10097295TR",28,"Version 99","onion","BOI","USM","cook","cook"
"w10097295TR",29,"Version 99","scratches","BOI","USM","itches","itches"
"w10097295TR",29,"Version 99","scratches","BOI","USM","fork","fork"
"w10097295TR",29,"Version 99","scratches","BOI","USM","back scratcher","back scratchier"
"w10097295TR",29,"Version 99","scratches","BOI","USM","itch","itch"
"w10097295TR",29,"Version 99","scratches","BOI","USM","bug bite","bug bite"
"w10097295TR",30,"Version 99","teenager","BOI","USM","drive to school","drive to school"
"w10097295TR",30,"Version 99","teenager","BOI","USM","counsel","counsel"
"w10097295TR",30,"Version 99","teenager","BOI","USM","help","help"
"w10097295TR",30,"Version 99","teenager","BOI","USM","babysit","babysit"
"w10097295TR",31,"Version 99","ocean","BOI","USM","swim","swim"
"w10097295TR",31,"Version 99","ocean","BOI","USM","see animals","see animals"
"w10097295TR",31,"Version 99","ocean","BOI","USM","surf","surf"
"w10097295TR",31,"Version 99","ocean","BOI","USM","boat ride ","boat ride "
"w10097295TR",32,"Version 99","midwife","BOI","USM","help pregnancy","help pregnancy"
"w10097295TR",32,"Version 99","midwife","BOI","USM","calm down family","calm down family"
"w10097295TR",32,"Version 99","midwife","BOI","USM","comfort","comfort"
"w10097295TR",32,"Version 99","midwife","BOI","USM","healthcare","healthcare"
"w10097295TR",32,"Version 99","midwife","BOI","USM","protecting","protecting"
"w10097295TR",32,"Version 99","midwife","BOI","USM","kind","kind"
"w10097295TR",33,"Version 99","mouse","BOI","USM","trap","trap"
"w10097295TR",33,"Version 99","mouse","BOI","USM","eat cheese","eat cheese"
"w10097295TR",34,"Version 99","rowboat","BOI","USM","traveling","traveling"
"w10097295TR",34,"Version 99","rowboat","BOI","USM","hobby","hobby"
"w10097295TR",34,"Version 99","rowboat","BOI","USM","water","water"
"w10097295TR",35,"Version 99","traveller","BOI","USM","foreign places","foreign places"
"w10097295TR",35,"Version 99","traveller","BOI","USM","eating new food","eating new food"
"w10097295TR",35,"Version 99","traveller","BOI","USM","airplanes","airplanes"
"w10097295TR",35,"Version 99","traveller","BOI","USM","boats","boats"
"w10097295TR",35,"Version 99","traveller","BOI","USM","trains","trains"
"w10097295TR",36,"Version 99","mud","BOI","USM","face mask","face mask"
"w10097295TR",36,"Version 99","mud","BOI","USM","playing outside","playing outside"
"w10097295TR",36,"Version 99","mud","BOI","USM","on face","on face"
"w10097295TR",36,"Version 99","mud","BOI","USM","dirty","dirty"
"w10097295TR",36,"Version 99","mud","BOI","USM","ringworms ","ringworm "
"w10097295TR",37,"Version 99","lizard","BOI","USM","eat bugs outside","eat bugs outside"
"w10097295TR",38,"Version 99","appetizer","BOI","USM","eat","eat"
"w10097295TR",38,"Version 99","appetizer","BOI","USM","buy","buy"
"w10097295TR",38,"Version 99","appetizer","BOI","USM","impress people","impress people"
"w10097295TR",39,"Version 99","sausage","BOI","USM","pasta","pasta"
"w10097295TR",39,"Version 99","sausage","BOI","USM","sandwich","sandwich"
"w10097295TR",39,"Version 99","sausage","BOI","USM","meatballs","meatballs"
"w10097295TR",39,"Version 99","sausage","BOI","USM","hotdogs","hot dogs"
"w10097295TR",39,"Version 99","sausage","BOI","USM","cook","cook"
"w10097295TR",39,"Version 99","sausage","BOI","USM","fry","fry"
"w10097295TR",40,"Version 99","underbrush","BOI","USM","brush","brush"
"w10098594_pw",11,"Version 53","suspenders","BOI","USM","worn","worn"
"w10098594_pw",12,"Version 53","player","BOI","USM","entertainment","entertainment"
"w10098594_pw",13,"Version 53","fingerboard","BOI","USM","entertainment","entertainment"
"w10098594_pw",14,"Version 53","cutlet","BOI","USM","eaten","eaten"
"w10098594_pw",14,"Version 53","cutlet","BOI","USM","cooked","cooked"
"w10098594_pw",14,"Version 53","cutlet","BOI","USM","thrown away","thrown away"
"w10098594_pw",15,"Version 53","husband","BOI","USM","confidant","confidant"
"w10098594_pw",16,"Version 53","cello","BOI","USM","entertainment","entertainment"
"w10098594_pw",16,"Version 53","cello","BOI","USM","music","music"
"w10098594_pw",17,"Version 53","pharmacist","BOI","USM","healthcare","healthcare"
"w10098594_pw",18,"Version 53","puddle","BOI","USM","stepped in","stepped in"
"w10098594_pw",18,"Version 53","puddle","BOI","USM","walked around","walked around"
"w10098594_pw",19,"Version 53","beachwear","BOI","USM","worn","worn"
"w10098594_pw",19,"Version 53","beachwear","BOI","USM","sold","sold"
"w10098594_pw",20,"Version 53","vacuum","BOI","USM","clean","clean"
"w10098594_pw",21,"Version 53","blackheads","BOI","USM","popped","popped"
"w10098594_pw",21,"Version 53","blackheads","BOI","USM","ignored","ignored"
"w10098594_pw",21,"Version 53","blackheads","BOI","USM","picked","picked"
"w10098594_pw",22,"Version 53","lavatory","BOI","USM","cleaned","cleaned"
"w10098594_pw",22,"Version 53","lavatory","BOI","USM","restroom","restroom"
"w10098594_pw",23,"Version 53","videotape","BOI","USM","watched","watched"
"w10098594_pw",23,"Version 53","videotape","BOI","USM","recorded","recorded"
"w10098594_pw",24,"Version 53","blowgun","BOI","USM","blown","blown"
"w10098594_pw",24,"Version 53","blowgun","BOI","USM","shot","shot"
"w10098594_pw",25,"Version 53","tomb","BOI","USM","opened","opened"
"w10098594_pw",25,"Version 53","tomb","BOI","USM","closed","closed"
"w10098594_pw",25,"Version 53","tomb","BOI","USM","resting place","resting place"
"w10098594_pw",26,"Version 53","congresswoman","BOI","USM","represented","represented"
"w10098594_pw",27,"Version 53","edibles","BOI","USM","eaten","eaten"
"w10098594_pw",27,"Version 53","edibles","BOI","USM","cooked","cooked"
"w10098594_pw",28,"Version 53","drug","BOI","USM","ingested","ingested"
"w10098594_pw",28,"Version 53","drug","BOI","USM","reported","reported"
"w10098594_pw",29,"Version 53","mongoose","BOI","USM","captured","captured"
"w10098594_pw",30,"Version 53","forehead","BOI","USM","hit","hit"
"w10098594_pw",31,"Version 53","tomato","BOI","USM","eaten","eaten"
"w10098594_pw",31,"Version 53","tomato","BOI","USM","cut","cut"
"w10098594_pw",32,"Version 53","mouth","BOI","USM","opened","opened"
"w10098594_pw",32,"Version 53","mouth","BOI","USM","shut","shut"
"w10098594_pw",33,"Version 53","seat","BOI","USM","sat on","sat on"
"w10098594_pw",33,"Version 53","seat","BOI","USM","stand","stand"
"w10098594_pw",34,"Version 53","poncho","BOI","USM","worn","worn"
"w10098594_pw",34,"Version 53","poncho","BOI","USM","sat on","sat on"
"w10098594_pw",35,"Version 53","fieldstone","BOI","USM","stacked","stacked"
"w10098594_pw",35,"Version 53","fieldstone","BOI","USM","thrown","thrown"
"w10098594_pw",36,"Version 53","yoga","BOI","USM","practiced","practiced"
"w10098594_pw",37,"Version 53","automotive","BOI","USM","driven","driven"
"w10098594_pw",38,"Version 53","crate","BOI","USM","stacked","stacked"
"w10098594_pw",38,"Version 53","crate","BOI","USM","stored","stored"
"w10098594_pw",39,"Version 53","corvette","BOI","USM","driven","driven"
"w10098594_pw",40,"Version 53","pellet","BOI","USM","eaten","eaten"
"w10098594_pw",40,"Version 53","pellet","BOI","USM","dropped","dropped"
"W10098608AY",11,"Version 76","bourbon","BOI","USM","drink","drink"
"W10098608AY",11,"Version 76","bourbon","BOI","USM","smell","smell"
"W10098608AY",11,"Version 76","bourbon","BOI","USM","taste","taste"
"W10098608AY",11,"Version 76","bourbon","BOI","USM","pour","pour"
"W10098608AY",12,"Version 76","tinsel","BOI","USM","decorate","decorate"
"W10098608AY",12,"Version 76","tinsel","BOI","USM","cut","cut"
"W10098608AY",12,"Version 76","tinsel","BOI","USM","throw","throw"
"W10098608AY",13,"Version 76","teaspoonful","BOI","USM","eat","eat"
"W10098608AY",13,"Version 76","teaspoonful","BOI","USM","measure","measure"
"W10098608AY",13,"Version 76","teaspoonful","BOI","USM","pour","pour"
"W10098608AY",14,"Version 76","rake","BOI","USM","rake leaves","rake leaves"
"W10098608AY",14,"Version 76","rake","BOI","USM","hit things with","hit things with"
"W10098608AY",14,"Version 76","rake","BOI","USM","scoop leaves","scoop leaves"
"W10098608AY",15,"Version 76","diaper","BOI","USM","throw away","throw away"
"W10098608AY",15,"Version 76","diaper","BOI","USM","use on baby","use on baby"
"W10098608AY",16,"Version 76","skewer","BOI","USM","poke meat","poke meat"
"W10098608AY",16,"Version 76","skewer","BOI","USM","build things","build things"
"W10098608AY",16,"Version 76","skewer","BOI","USM","poke thinks with","poke thinks with"
"W10098608AY",17,"Version 76","suds","BOI","USM","blow","blow"
"W10098608AY",17,"Version 76","suds","BOI","USM","rinse off","rinse off"
"W10098608AY",17,"Version 76","suds","BOI","USM","wash with","wash with"
"W10098608AY",17,"Version 76","suds","BOI","USM","scoop up","scoop up"
"W10098608AY",19,"Version 76","bathroom","BOI","USM","shower in","shower in"
"W10098608AY",19,"Version 76","bathroom","BOI","USM","change clothes in","change clothes in"
"W10098608AY",19,"Version 76","bathroom","BOI","USM","do make up","do make up"
"W10098608AY",19,"Version 76","bathroom","BOI","USM","brush teeth","brush teeth"
"W10098608AY",20,"Version 76","puck","BOI","USM","throw","throw"
"W10098608AY",20,"Version 76","puck","BOI","USM","hit","hit"
"W10098608AY",20,"Version 76","puck","BOI","USM","kick","kick"
"W10098608AY",21,"Version 76","igloo","BOI","USM","sleep in","sleep in"
"W10098608AY",21,"Version 76","igloo","BOI","USM","climb on","climb on"
"W10098608AY",21,"Version 76","igloo","BOI","USM","build onto","build onto"
"W10098608AY",22,"Version 76","concert","BOI","USM","sing","sing"
"W10098608AY",22,"Version 76","concert","BOI","USM","dance","dance"
"W10098608AY",22,"Version 76","concert","BOI","USM","laugh","laugh"
"W10098608AY",22,"Version 76","concert","BOI","USM","sit","sit"
"W10098608AY",22,"Version 76","concert","BOI","USM","stand","stand"
"W10098608AY",23,"Version 76","terrycloth","BOI","USM","wipe with","wipe with"
"W10098608AY",23,"Version 76","terrycloth","BOI","USM","wash with","wash with"
"W10098608AY",23,"Version 76","terrycloth","BOI","USM","make cheese","make cheese"
"W10098608AY",23,"Version 76","terrycloth","BOI","USM","strain","strain"
"W10098608AY",24,"Version 76","sideboard","BOI","USM","...","..."
"W10098608AY",25,"Version 76","dietician","BOI","USM","talk to","talk to"
"W10098608AY",25,"Version 76","dietician","BOI","USM","get nutrition advice from","get nutrition advice from"
"W10098608AY",25,"Version 76","dietician","BOI","USM","weight loss","weight loss"
"W10098608AY",25,"Version 76","dietician","BOI","USM","weight gain","weight gain"
"W10098608AY",26,"Version 76","grain","BOI","USM","eat","eat"
"W10098608AY",26,"Version 76","grain","BOI","USM","mix","mix"
"W10098608AY",26,"Version 76","grain","BOI","USM","cook","cook"
"W10098608AY",26,"Version 76","grain","BOI","USM","grow","grow"
"W10098608AY",27,"Version 76","sprayer","BOI","USM","spray","spray"
"W10098608AY",27,"Version 76","sprayer","BOI","USM","wash","wash"
"W10098608AY",27,"Version 76","sprayer","BOI","USM","rinse","rinse"
"W10098608AY",28,"Version 76","saucepan","BOI","USM","cook","cook"
"W10098608AY",28,"Version 76","saucepan","BOI","USM","hit people","hit people"
"W10098608AY",28,"Version 76","saucepan","BOI","USM","clean","clean"
"W10098608AY",29,"Version 76","forefinger","BOI","USM","point","point"
"W10098608AY",29,"Version 76","forefinger","BOI","USM","touch","touch"
"W10098608AY",29,"Version 76","forefinger","BOI","USM","type","type"
"W10098608AY",30,"Version 76","baseball","BOI","USM","throw","throw"
"W10098608AY",30,"Version 76","baseball","BOI","USM","hit","hit"
"W10098608AY",30,"Version 76","baseball","BOI","USM","catch","catch"
"W10098608AY",30,"Version 76","baseball","BOI","USM","roll","roll"
"W10098608AY",31,"Version 76","newsreader","BOI","USM","watch","watch"
"W10098608AY",31,"Version 76","newsreader","BOI","USM","listen ","listen "
"W10098608AY",32,"Version 76","wallet","BOI","USM","hold money","hold money"
"W10098608AY",32,"Version 76","wallet","BOI","USM","hold id","hold id"
"W10098608AY",32,"Version 76","wallet","BOI","USM","fold","fold"
"W10098608AY",33,"Version 76","buffet","BOI","USM","eat","eat"
"W10098608AY",33,"Version 76","buffet","BOI","USM","smell","smell"
"W10098608AY",33,"Version 76","buffet","BOI","USM","see ","see "
"W10098608AY",34,"Version 76","family","BOI","USM","love","love"
