"Username","Trial","Condition.Number","Condition.Notes","Stimuli.Cue","Procedure.Item","Procedure.Max.Time","Procedure.Min.Time","Response.RT","Response.RTfirst","Response.RTlast","affordance","affordance_corrected","affordance_lemma","POS"
"w10064597_tg",22,19,"List 19","cage",563,"-","-",9490,2771,9166,"buy","buy","buy","VERB"
"w10064597_tg",23,19,"List 19","letterbox",560,"-","-",1762,852,1309,"buy","buy","buy","VERB"
"w10064597_tg",24,19,"List 19","yardstick",570,"-","-",4244,1301,4040,"buy","buy","buy","VERB"
"w10064597_tg",24,19,"List 19","yardstick",570,"-","-",4244,1301,4040,"measure","measure","measure","NOUN"
"w10064597_tg",25,19,"List 19","switchblade",558,"-","-",4001,843,3813,"buy","buy","buy","VERB"
"w10064597_tg",25,19,"List 19","switchblade",558,"-","-",4001,843,3813,"cut","cut","cut","VERB"
"w10064597_tg",26,19,"List 19","enamel",553,"-","-",5911,1351,5052,"smell","smell","smell","INTJ"
"w10064597_tg",27,19,"List 19","barley",547,"-","-",3295,2012,2835,"buy","buy","buy","VERB"
"w10064597_tg",28,19,"List 19","steak",555,"-","-",8209,1541,7044,"eat","eat","eat","VERB"
"w10064597_tg",28,19,"List 19","steak",555,"-","-",8209,1541,7044,"cook","cook","cake","VERB"
"w10064597_tg",28,19,"List 19","steak",555,"-","-",8209,1541,7044,"season","season","season","NOUN"
"w10064597_tg",28,19,"List 19","steak",555,"-","-",8209,1541,7044,"buy","buy","buy","VERB"
"w10064597_tg",29,19,"List 19","bagpipes",551,"-","-",8331,1681,7998,"play","play","play","VERB"
"w10064597_tg",29,19,"List 19","bagpipes",551,"-","-",8331,1681,7998,"buy","buy","buy","VERB"
"w10064597_tg",29,19,"List 19","bagpipes",551,"-","-",8331,1681,7998,"listen","listen","listen","VERB"
"w10064597_tg",30,19,"List 19","saltwater",546,"-","-",9734,1520,8781,"drink","drink","drink","NOUN"
"w10064597_tg",30,19,"List 19","saltwater",546,"-","-",9734,1520,8781,"make","make","make","VERB"
"w10064597_tg",30,19,"List 19","saltwater",546,"-","-",9734,1520,8781,"spit","spit","spit","NOUN"
"w10064597_tg",31,19,"List 19","lantern",559,"-","-",7195,1752,7028,"buy","buy","buy","VERB"
"w10064597_tg",31,19,"List 19","lantern",559,"-","-",7195,1752,7028,"replace","replace","replace","VERB"
"w10064597_tg",32,19,"List 19","cookie",568,"-","-",11077,1019,10680,"eat","eat","eat","VERB"
"w10064597_tg",32,19,"List 19","cookie",568,"-","-",11077,1019,10680,"bake","bake","bake","VERB"
"w10064597_tg",32,19,"List 19","cookie",568,"-","-",11077,1019,10680,"throw","throw","throw","INTJ"
"w10064597_tg",32,19,"List 19","cookie",568,"-","-",11077,1019,10680,"step","step","step","NOUN"
"w10064597_tg",33,19,"List 19","goose",554,"-","-",6854,1616,6442,"chase","chase","chase","NOUN"
"w10064597_tg",33,19,"List 19","goose",554,"-","-",6854,1616,6442,"cook","cook","cake","VERB"
"w10064597_tg",33,19,"List 19","goose",554,"-","-",6854,1616,6442,"kill","kill","kill","VERB"
"w10064597_tg",34,19,"List 19","kerchief",542,"-","-",9758,3713,9363,"sneeze","sneeze","sneeze","NOUN"
"w10064597_tg",34,19,"List 19","kerchief",542,"-","-",9758,3713,9363,"cut","cut","cut","VERB"
"w10064597_tg",34,19,"List 19","kerchief",542,"-","-",9758,3713,9363,"throw","throw","throw","INTJ"
"w10064597_tg",34,19,"List 19","kerchief",542,"-","-",9758,3713,9363,"away","away","away","ADV"
"w10064597_tg",35,19,"List 19","treadmill",569,"-","-",10276,3591,9977,"run","run","run","NOUN"
"w10064597_tg",35,19,"List 19","treadmill",569,"-","-",10276,3591,9977,"break","break","break","NOUN"
"w10064597_tg",35,19,"List 19","treadmill",569,"-","-",10276,3591,9977,"buy","buy","buy","VERB"
"w10064597_tg",36,19,"List 19","woodcutter",561,"-","-",6719,1979,6334,"use","use","use","VERB"
"w10064597_tg",36,19,"List 19","woodcutter",561,"-","-",6719,1979,6334,"play","play","play","VERB"
"w10064597_tg",37,19,"List 19","toe",566,"-","-",5287,1604,5062,"step","step","step","NOUN"
"w10064597_tg",37,19,"List 19","toe",566,"-","-",5287,1604,5062,"cut","cut","cut","VERB"
"w10064597_tg",37,19,"List 19","toe",566,"-","-",5287,1604,5062,"break","break","break","NOUN"
"w10064597_tg",38,19,"List 19","kitchen",567,"-","-",7270,2683,6937,"cook","cook","cake","VERB"
"w10064597_tg",38,19,"List 19","kitchen",567,"-","-",7270,2683,6937,"clean","clean","clean","ADJ"
"w10064597_tg",38,19,"List 19","kitchen",567,"-","-",7270,2683,6937,"buy","buy","buy","VERB"
"w10064597_tg",39,19,"List 19","derriere",549,"-","-",3767,2929,3515,"clean","clean","clean","ADJ"
"w10064597_tg",40,19,"List 19","goggles",544,"-","-",5562,2995,4967,"clean","clean","clean","ADJ"
"w10064597_tg",40,19,"List 19","goggles",544,"-","-",5562,2995,4967,"buy","buy","buy","VERB"
"w10064771_avl",11,18,"List 68","stoneware",2030,"-","-",25936,4600,24303,"press","press","press","NOUN"
"w10064771_avl",11,18,"List 68","stoneware",2030,"-","-",25936,4600,24303,"sharpen","sharpen","sharpen","NOUN"
"w10064771_avl",11,18,"List 68","stoneware",2030,"-","-",25936,4600,24303,"smash","smash","smash","INTJ"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"slaughter","slaughter","slaughter","NOUN"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"clean","clean","clean","ADJ"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"feed","feed","feed","NOUN"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"fry","fry","fry","NOUN"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"bake","bake","bake","VERB"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"slice","slice","slice","NOUN"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"walk","walk","walk","VERB"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"raise","raise","raise","VERB"
"w10064771_avl",12,18,"List 68","pig",2031,"-","-",66831,1650,62113,"cure","cure","cure","NOUN"
"w10064771_avl",13,18,"List 68","whistle",2015,"-","-",27684,1462,20884,"blow","blow","blow","VERB"
"w10064771_avl",13,18,"List 68","whistle",2015,"-","-",27684,1462,20884,"swing","swing","sw","NOUN"
"w10064771_avl",13,18,"List 68","whistle",2015,"-","-",27684,1462,20884,"sound","sound","sound","VERB"
"w10064771_avl",13,18,"List 68","whistle",2015,"-","-",27684,1462,20884,"throw","throw","throw","INTJ"
"w10064771_avl",14,18,"List 68","nursery",2039,"-","-",142941,4311,141317,"baby","baby","baby","NOUN"
"w10064771_avl",14,18,"List 68","nursery",2039,"-","-",142941,4311,141317,"hospital","hospital","hospital","NOUN"
"w10064771_avl",14,18,"List 68","nursery",2039,"-","-",142941,4311,141317,"home","home","home","ADV"
"w10064771_avl",14,18,"List 68","nursery",2039,"-","-",142941,4311,141317,"daycare","daycare","daycare","NOUN"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"cooking","cooking","cook","NOUN"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"baking","baking","baking","NOUN"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"measuring","measuring","measure","VERB"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"math","math","math","NOUN"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"science","science","science","NOUN"
"w10064771_avl",15,18,"List 68","teaspoon",2041,"-","-",26394,2124,24121,"lab","lab","lab","NOUN"
"w10064771_avl",16,18,"List 68","slacks",2026,"-","-",179013,1767,176581,"make","make","make","VERB"
"w10064771_avl",16,18,"List 68","slacks",2026,"-","-",179013,1767,176581,"sew","sew","sew","NOUN"
"w10064771_avl",17,18,"List 68","winch",2021,"-","-",10381,2279,4822,"body","body","body","NOUN"
"w10064771_avl",17,18,"List 68","winch",2021,"-","-",10381,2279,4822,"flinch","flinch","flinch","NOUN"
"w10064771_avl",18,18,"List 68","violinist",2035,"-","-",26557,2502,25469,"orchestra","orchestra","orchestra","X"
"w10064771_avl",18,18,"List 68","violinist",2035,"-","-",26557,2502,25469,"band","band","band","NOUN"
"w10064771_avl",18,18,"List 68","violinist",2035,"-","-",26557,2502,25469,"concert","concert","concert","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"house","house","house","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"hospital","hospital","hospital","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"library","library","library","INTJ"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"church","church","church","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"business","business","business","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"office","office","office","NOUN"
"w10064771_avl",19,18,"List 68","staircase",2023,"-","-",53187,1604,49283,"school","school","school","NOUN"
"w10064771_avl",20,18,"List 68","shipman",2017,"-","-",21606,1831,19726,"boat","boat","boat","NOUN"
"w10064771_avl",20,18,"List 68","shipman",2017,"-","-",21606,1831,19726,"ship","ship","ship","NOUN"
"w10064771_avl",20,18,"List 68","shipman",2017,"-","-",21606,1831,19726,"delivery","delivery","delivery","NOUN"
"w10064771_avl",20,18,"List 68","shipman",2017,"-","-",21606,1831,19726,"cargo","cargo","cargo","NOUN"
"w10064771_avl",20,18,"List 68","shipman",2017,"-","-",21606,1831,19726,"shipment","shipment","shipment","NOUN"
"w10064771_avl",21,18,"List 68","dorm",2037,"-","-",11836,1796,8565,"college","college","college","NOUN"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"farm","farm","farm","NOUN"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"chicken","chicken","chicken","NOUN"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"plant","plant","plant","NOUN"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"free","free","free","ADJ"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"roam","roam","roam","NOUN"
"w10064771_avl",22,18,"List 68","chickenfeed",2025,"-","-",20976,2899,19808,"farm","farm","farm","NOUN"
"w10064771_avl",23,18,"List 68","wiring",2018,"-","-",22428,2974,19885,"electrician","electrician","electrician","ADJ"
"w10064771_avl",23,18,"List 68","wiring",2018,"-","-",22428,2974,19885,"house","house","house","NOUN"
"w10064771_avl",23,18,"List 68","wiring",2018,"-","-",22428,2974,19885,"renovation","renovation","renovation","NOUN"
"w10064771_avl",24,18,"List 68","primates",2036,"-","-",21803,5164,20652,"zoo","zoo","zoo","NOUN"
"w10064771_avl",24,18,"List 68","primates",2036,"-","-",21803,5164,20652,"wild","wild","wild","ADJ"
"w10064771_avl",24,18,"List 68","primates",2036,"-","-",21803,5164,20652,"forest","forest","forest","NOUN"
"w10064771_avl",25,18,"List 68","servant",2038,"-","-",41837,2919,28870,"house","house","house","NOUN"
"w10064771_avl",25,18,"List 68","servant",2038,"-","-",41837,2919,28870,"history","history","history","NOUN"
"w10064771_avl",25,18,"List 68","servant",2038,"-","-",41837,2919,28870,"book","book","book","NOUN"
"w10064771_avl",25,18,"List 68","servant",2038,"-","-",41837,2919,28870,"human","human","human","ADJ"
"w10064771_avl",25,18,"List 68","servant",2038,"-","-",41837,2919,28870,"trafficking","trafficking","trafficke","NOUN"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"prisoner","prisoner","prisoner","NOUN"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"capture","capture","capture","VERB"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"army","army","army","NOUN"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"training","training","training","NOUN"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"boat","boat","boat","NOUN"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"docking","docking","dock","VERB"
"w10064771_avl",26,18,"List 68","slipknot",2024,"-","-",31685,2837,28205,"knitting","knitting","knitt","VERB"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"teeth","teeth","tooth","NOUN"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"cleaning","cleaning","cleaning","NOUN"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"dentist","dentist","dentist","NOUN"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"office","office","office","NOUN"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"home","home","home","ADV"
"w10064771_avl",27,18,"List 68","toothbrush",2040,"-","-",20120,2323,18297,"use","use","use","VERB"
"w10064771_avl",28,18,"List 68","businessman",2022,"-","-",16149,1966,14365,"office","office","office","NOUN"
"w10064771_avl",28,18,"List 68","businessman",2022,"-","-",16149,1966,14365,"deal","deal","deal","NOUN"
"w10064771_avl",28,18,"List 68","businessman",2022,"-","-",16149,1966,14365,"negotiation","negotiation","negotiation","NOUN"
"w10064771_avl",28,18,"List 68","businessman",2022,"-","-",16149,1966,14365,"deal","deal","deal","NOUN"
"w10064771_avl",29,18,"List 68","supper",2014,"-","-",16294,1584,9239,"eating","eating","eat","VERB"
"w10064771_avl",29,18,"List 68","supper",2014,"-","-",16294,1584,9239,"cooking","cooking","cook","NOUN"
"w10064771_avl",29,18,"List 68","supper",2014,"-","-",16294,1584,9239,"preparing","preparing","prepare","VERB"
"w10064771_avl",30,18,"List 68","button",2034,"-","-",26144,7623,19423,"shirt","shirt","shirt","NOUN"
"w10064771_avl",30,18,"List 68","button",2034,"-","-",26144,7623,19423,"pants","pants","pants","NOUN"
"w10064771_avl",30,18,"List 68","button",2034,"-","-",26144,7623,19423,"jacket","jacket","jacket","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"emotional","emotional","emotional","ADJ"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"support","support","support","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"physical","physical","physical","ADJ"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"support","support","support","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"family","family","family","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"starting","starting","start","VERB"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"compensation","compensation","compensation","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"moral","moral","moral","ADJ"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"support","support","support","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"construction","construction","construction","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"house","house","house","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"projects","projects","project","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"heavy","heavy","heavy","ADJ"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"lifting","lifting","lift","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"car","car","car","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"services","services","service","NOUN"
"w10064771_avl",31,18,"List 68","guy",2033,"-","-",100739,8701,97364,"barber","barber","barber","NOUN"
"w10064771_avl",32,18,"List 68","bellman",2029,"-","-",12352,1889,10272,"hotel","hotel","hotel","NOUN"
"w10064771_avl",32,18,"List 68","bellman",2029,"-","-",12352,1889,10272,"bag","bag","bag","NOUN"
"w10064771_avl",32,18,"List 68","bellman",2029,"-","-",12352,1889,10272,"check","check","check","VERB"
"w10064771_avl",32,18,"List 68","bellman",2029,"-","-",12352,1889,10272,"security","security","security","NOUN"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"student","student","student","NOUN"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"feedback","feedback","feedback","NOUN"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"public","public","public","ADJ"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"opinion","opinion","opinion","NOUN"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"school","school","school","NOUN"
"w10064771_avl",33,18,"List 68","questionnaire",2012,"-","-",25560,3809,22616,"project","project","project","NOUN"
"w10064771_avl",34,18,"List 68","ottoman",2028,"-","-",38927,26880,37775,"feet","feet","foot","NOUN"
"w10064771_avl",34,18,"List 68","ottoman",2028,"-","-",38927,26880,37775,"rest","rest","rest","VERB"
"w10064771_avl",34,18,"List 68","ottoman",2028,"-","-",38927,26880,37775,"seat","seat","seat","NOUN"
"w10064771_avl",34,18,"List 68","ottoman",2028,"-","-",38927,26880,37775,"decoration","decoration","decoration","NOUN"
"w10064771_avl",34,18,"List 68","ottoman",2028,"-","-",38927,26880,37775,"storage","storage","storage","NOUN"
"w10064771_avl",35,18,"List 68","chisel",2013,"-","-",19629,2118,17950,"climbing","climbing","climb","VERB"
"w10064771_avl",35,18,"List 68","chisel",2013,"-","-",19629,2118,17950,"hiking","hiking","hik","VERB"
"w10064771_avl",35,18,"List 68","chisel",2013,"-","-",19629,2118,17950,"sculpting","sculpting","sculpt","NOUN"
"w10064771_avl",36,18,"List 68","sketchpad",2016,"-","-",20161,2034,16825,"sketching","sketching","sketch","VERB"
"w10064771_avl",36,18,"List 68","sketchpad",2016,"-","-",20161,2034,16825,"painting","painting","paint","NOUN"
"w10064771_avl",37,18,"List 68","zucchini",2027,"-","-",18292,1285,16925,"eating","eating","eat","VERB"
"w10064771_avl",37,18,"List 68","zucchini",2027,"-","-",18292,1285,16925,"cutting","cutting","cut","VERB"
"w10064771_avl",37,18,"List 68","zucchini",2027,"-","-",18292,1285,16925,"boiling","boiling","boiling","NOUN"
"w10064771_avl",37,18,"List 68","zucchini",2027,"-","-",18292,1285,16925,"baking","baking","baking","NOUN"
"w10064771_avl",37,18,"List 68","zucchini",2027,"-","-",18292,1285,16925,"frying","frying","fry","VERB"
"w10064771_avl",38,18,"List 68","stitching",2032,"-","-",13810,1588,12553,"sewing","sewing","sew","VERB"
"w10064771_avl",38,18,"List 68","stitching",2032,"-","-",13810,1588,12553,"surgery","surgery","surgery","NOUN"
"w10064771_avl",38,18,"List 68","stitching",2032,"-","-",13810,1588,12553,"repair","repair","repair","NOUN"
"w10064771_avl",39,18,"List 68","textile",2019,"-","-",23321,1402,21848,"clothes","clothes","clothes","NOUN"
"w10064771_avl",39,18,"List 68","textile",2019,"-","-",23321,1402,21848,"business","business","business","NOUN"
"w10064771_avl",39,18,"List 68","textile",2019,"-","-",23321,1402,21848,"name","name","name","NOUN"
"w10064771_avl",39,18,"List 68","textile",2019,"-","-",23321,1402,21848,"repair","repair","repair","NOUN"
"w10064771_avl",39,18,"List 68","textile",2019,"-","-",23321,1402,21848,"fabric","fabric","fabric","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"rain","rain","rain","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"protection","protection","protection","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"walking","walking","walk","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"stick","stick","stick","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"photo","photo","photo","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"prop","prop","prop","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"sun","sun","sun","NOUN"
"w10064771_avl",40,18,"List 68","umbrella",2020,"-","-",31418,2044,30330,"protection","protection","protection","NOUN"
"w10065062_AT",11,22,"List 72","baseboard",2138,"-","-",27444,16085,18346,"cover","cover","cover","NOUN"
"w10065062_AT",11,22,"List 72","baseboard",2138,"-","-",27444,16085,18346,"wall","wall","wall","NOUN"
"w10065062_AT",12,22,"List 72","chow",2157,"-","-",40749,19298,22182,"eat","eat","eat","VERB"
"w10065062_AT",13,22,"List 72","crap",2143,"-","-",15412,5024,14359,"pick","pick","pick","VERB"
"w10065062_AT",13,22,"List 72","crap",2143,"-","-",15412,5024,14359,"throw","throw","throw","INTJ"
"w10065062_AT",13,22,"List 72","crap",2143,"-","-",15412,5024,14359,"away","away","away","ADV"
"w10065062_AT",13,22,"List 72","crap",2143,"-","-",15412,5024,14359,"deal","deal","deal","NOUN"
"w10065062_AT",14,22,"List 72","loaf",2142,"-","-",31654,11574,30837,"eat","eat","eat","VERB"
"w10065062_AT",14,22,"List 72","loaf",2142,"-","-",31654,11574,30837,"heat","heat","heat","NOUN"
"w10065062_AT",14,22,"List 72","loaf",2142,"-","-",31654,11574,30837,"bake","bake","bake","VERB"
"w10065062_AT",14,22,"List 72","loaf",2142,"-","-",31654,11574,30837,"throw","throw","throw","INTJ"
"w10065062_AT",14,22,"List 72","loaf",2142,"-","-",31654,11574,30837,"away","away","away","ADV"
"w10065062_AT",15,22,"List 72","councilman",2155,"-","-",23703,5160,22608,"talk","talk","talk","VERB"
"w10065062_AT",15,22,"List 72","councilman",2155,"-","-",23703,5160,22608,"lead","lead","lead","VERB"
"w10065062_AT",15,22,"List 72","councilman",2155,"-","-",23703,5160,22608,"decide","decide","decide","VERB"
"w10065062_AT",16,22,"List 72","deodorant",2161,"-","-",24821,4711,18903,"put","put","put","VERB"
"w10065062_AT",16,22,"List 72","deodorant",2161,"-","-",24821,4711,18903,"throw","throw","throw","INTJ"
"w10065062_AT",16,22,"List 72","deodorant",2161,"-","-",24821,4711,18903,"away","away","away","ADV"
"w10065062_AT",16,22,"List 72","deodorant",2161,"-","-",24821,4711,18903,"give","give","give","VERB"
"w10065062_AT",17,22,"List 72","potty",2141,"-","-",21504,4863,18079,"flush","flush","flush","NOUN"
"w10065062_AT",17,22,"List 72","potty",2141,"-","-",21504,4863,18079,"use","use","use","VERB"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"drink","drink","drink","NOUN"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"water","water","water","NOUN"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"plants","plants","plant","NOUN"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"cook","cook","cake","VERB"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"bake","bake","bake","VERB"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"hydrate","hydrate","hydrate","NOUN"
"w10065062_AT",18,22,"List 72","water",2134,"-","-",24843,1976,24012,"oneself","oneself","oneself","PRON"
"w10065062_AT",19,22,"List 72","driver",2146,"-","-",14996,4020,13871,"go","go","go","VERB"
"w10065062_AT",19,22,"List 72","driver",2146,"-","-",14996,4020,13871,"places","places","place","NOUN"
"w10065062_AT",19,22,"List 72","driver",2146,"-","-",14996,4020,13871,"drive","drive","drive","VERB"
"w10065062_AT",19,22,"List 72","driver",2146,"-","-",14996,4020,13871,"car","car","car","NOUN"
"w10065062_AT",20,22,"List 72","dominoes",2137,"-","-",17729,2066,16804,"play","play","play","VERB"
"w10065062_AT",20,22,"List 72","dominoes",2137,"-","-",17729,2066,16804,"knock","knock","knock","NOUN"
"w10065062_AT",20,22,"List 72","dominoes",2137,"-","-",17729,2066,16804,"build","build","build","NOUN"
"w10065062_AT",20,22,"List 72","dominoes",2137,"-","-",17729,2066,16804,"creative","creative","creative","ADJ"
"w10065062_AT",21,22,"List 72","manuscript",2151,"-","-",11995,2352,10198,"read","read","read","VERB"
"w10065062_AT",21,22,"List 72","manuscript",2151,"-","-",11995,2352,10198,"write","write","write","X"
"w10065062_AT",21,22,"List 72","manuscript",2151,"-","-",11995,2352,10198,"offer","offer","offer","NOUN"
"w10065062_AT",22,22,"List 72","clergyman",2147,"-","-",30990,27454,30413,"worship","worship","worship","NOUN"
"w10065062_AT",23,22,"List 72","padlock",2140,"-","-",20598,9887,13030,"lock","lock","lock","NOUN"
"w10065062_AT",23,22,"List 72","padlock",2140,"-","-",20598,9887,13030,"things","things","thing","NOUN"
"w10065062_AT",24,22,"List 72","chimney",2139,"-","-",13965,3082,11354,"let","let","let","VERB"
"w10065062_AT",24,22,"List 72","chimney",2139,"-","-",13965,3082,11354,"smoke","smoke","smoke","NOUN"
"w10065062_AT",24,22,"List 72","chimney",2139,"-","-",13965,3082,11354,"decorate","decorate","decorate","VERB"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"wear","wear","wear","VERB"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"give","give","give","VERB"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"away","away","away","ADV"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"throw","throw","throw","INTJ"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"away","away","away","ADV"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"donate","donate","donate","ADJ"
"w10065062_AT",25,22,"List 72","clothing",2158,"-","-",24051,1377,22566,"share","share","share","NOUN"
"w10065062_AT",26,22,"List 72","cervix",2152,"-","-",38372,2975,29571,"give","give","give","VERB"
"w10065062_AT",26,22,"List 72","cervix",2152,"-","-",38372,2975,29571,"birth","birth","birth","NOUN"
"w10065062_AT",27,22,"List 72","broomstick",2132,"-","-",12066,2346,7931,"sweep","sweep","sweep","NOUN"
"w10065062_AT",27,22,"List 72","broomstick",2132,"-","-",12066,2346,7931,"ride","ride","ride","NOUN"
"w10065062_AT",27,22,"List 72","broomstick",2132,"-","-",12066,2346,7931,"break","break","break","NOUN"
"w10065062_AT",28,22,"List 72","freezer",2159,"-","-",7120,2153,3783,"store","store","store","NOUN"
"w10065062_AT",28,22,"List 72","freezer",2159,"-","-",7120,2153,3783,"food","food","food","NOUN"
"w10065062_AT",29,22,"List 72","chocolate",2135,"-","-",15826,1217,15141,"eat","eat","eat","VERB"
"w10065062_AT",29,22,"List 72","chocolate",2135,"-","-",15826,1217,15141,"melt","melt","melt","NOUN"
"w10065062_AT",29,22,"List 72","chocolate",2135,"-","-",15826,1217,15141,"flavor","flavor","flavor","NOUN"
"w10065062_AT",29,22,"List 72","chocolate",2135,"-","-",15826,1217,15141,"things","things","thing","NOUN"
"w10065062_AT",30,22,"List 72","hood",2144,"-","-",7297,2690,6138,"put","put","put","VERB"
"w10065062_AT",30,22,"List 72","hood",2144,"-","-",7297,2690,6138,"head","head","head","NOUN"
"w10065062_AT",31,22,"List 72","rosewater",2148,"-","-",20797,3102,5267,"spray","spray","spray","NOUN"
