CUE,RESPONSE,RESPONSE.TOKEN,RESPONSE.LEMMA,POS,Source
deliveryman,"can be a source of content on a social media medium like youtube wherein you set up a series of increasingly painful/embarrassing conditions for the ""deliveryman"" to go through ",go,go,VERB,CCSU
deliveryman,packages,packages,package,NOUN,UCONN
deliveryman,letters,letters,letter,NOUN,UCONN
deliveryman,mail,mail,mail,NOUN,UCONN
deliveryman,delivery,delivery,delivery,NOUN,UCONN
deliveryman,friend,friend,friend,NOUN,UCONN
deliveryman,worker,worker,worker,NOUN,UCONN
deliveryman,deliver things,deliver,deliver,VERB,UCONN
deliveryman,deliver things,things,thing,NOUN,UCONN
deliveryman,send things,send,send,VERB,UCONN
deliveryman,send things,things,thing,NOUN,UCONN
democrat,arguing,arguing,argue,VERB,USM
democrat,ask questions of,ask,ask,VERB,USM
democrat,ask questions of,questions,question,NOUN,USM
democrat,government policies,government,government,NOUN,USM
democrat,government policies,policies,policy,NOUN,USM
democrat,limited government,limited,limit,ADJ,USM
democrat,limited government,government,government,NOUN,USM
democrat,making rules,making,make,VERB,USM
democrat,making rules,rules,rule,NOUN,USM
democrat,northern states,northern,northern,ADJ,USM
democrat,northern states,states,state,NOUN,USM
democrat,used to divide the nation,used,use,VERB,USM
democrat,used to divide the nation,divide,divide,VERB,USM
democrat,used to divide the nation,nation,nation,NOUN,USM
democrat,political party ,political,political,ADJ,CCSU
democrat,political party ,party,party,NOUN,CCSU
democrat,to be over sharing,sharing,share,VERB,MSU-TEXAS
democrat,to be loyal to the wrong side,loyal,loyal,ADJ,MSU-TEXAS
democrat,to be loyal to the wrong side,wrong,wrong,ADJ,MSU-TEXAS
democrat,to be loyal to the wrong side,side,side,NOUN,MSU-TEXAS
democrat,to over voice your wrong opinions,voice,voice,NOUN,MSU-TEXAS
democrat,to over voice your wrong opinions,wrong,wrong,ADJ,MSU-TEXAS
democrat,to over voice your wrong opinions,opinions,opinion,NOUN,MSU-TEXAS
democrat,government ,government,government,NOUN,UCONN
democrat,governor,governor,governor,NOUN,UCONN
democrat,senate,senate,senate,VERB,UCONN
democrat,president,president,president,PROPN,UCONN
democrat,voting,voting,vote,VERB,UCONN
democrat,for beliefs,beliefs,beliefs,NOUN,UCONN
democrat,politics,politics,politics,NOUN,UCONN
democrat,politics,politics,politics,NOUN,UCONN
democrat,politics,politics,politics,NOUN,UCONN
democrat,views,views,views,NOUN,UCONN
democrat,perspective,perspective,perspective,VERB,UCONN
democrat,opinions,opinions,opinion,VERB,UCONN
den,eat alone,eat,eat,VERB,USM
den,lived in,lived,live,VERB,USM
den,party hosting,party,party,NOUN,USM
den,party hosting,hosting,host,VERB,USM
den,start a fire in,start,start,VERB,USM
den,start a fire in,fire,fire,NOUN,USM
den,watch football,watch,watch,VERB,USM
den,watch football,football,football,NOUN,USM
den,sit,sit,sit,VERB,USA
den,relax,relax,relax,VERB,USA
den,gathering,gathering,gather,VERB,MSU-TEXAS
den,live,live,live,VERB,UCONN
den,relax,relax,relax,VERB,UCONN
den,sleep,sleep,sleep,VERB,UCONN
den,relaxing area,relaxing,relax,VERB,UCONN
den,relaxing area,area,area,NOUN,UCONN
den,living room,living,living room,NOUN,UCONN
den,bedroom,bedroom,bedroom,NOUN,UCONN
den,kitchen,kitchen,kitchen,NOUN,UCONN
den,to watch tv,watch,watch,VERB,UCONN
den,to watch tv,tv,tv,X,UCONN
den,where animals live,animals,animal,NOUN,UCONN
den,where animals live,live,live,VERB,UCONN
denim,couch cover,couch,couch,NOUN,USM
denim,couch cover,cover,cover,NOUN,USM
denim,for fire starter,fire,fire,NOUN,USM
denim,for fire starter,starter,starter,NOUN,USM
denim,jeans,jeans,jeans,NOUN,USM
denim,make art,make,make,VERB,USM
denim,make art,art,art,NOUN,USM
denim,product,product,product,NOUN,USM
denim,purse,purse,purse,NOUN,USM
denim,to make bedding,make,make,VERB,USM
denim,to make bedding,bedding,bedding,NOUN,USM
denim,to make clothing,make,make,VERB,USM
denim,to make clothing,clothing,clothes,NOUN,USM
denim,wear them,wear,wear,VERB,MSU-TEXAS
denim,sell it,sell,sell,VERB,MSU-TEXAS
denim,make soemthing,make,make,VERB,MSU-TEXAS
denim,make soemthing,something,something,PRON,MSU-TEXAS
denim,to wear,wear,wear,VERB,UCONN
denim,to sew,sew,sew,VERB,UCONN
denim,to create new products,create,create,VERB,UCONN
denim,to create new products,new,new,ADJ,UCONN
denim,to create new products,products,product,NOUN,UCONN
denim,to combine,combine,combine,VERB,UCONN
denim,jacket,jacket,jacket,NOUN,USA
denim,jeans,jeans,jeans,NOUN,USA
denim,jeans,jeans,jeans,NOUN,UCONN
denim,shirt,shirt,shirt,NOUN,UCONN
denim,clothes ,clothes,clothes,NOUN,UCONN
denims,accessories,accessories,accessory,NOUN,USM
denims,bleached,bleached,bleach,VERB,USM
denims,customize,customize,customize,NOUN,USM
denims,jackets,jackets,jacket,NOUN,USM
denims,weat,weat,wear,VERB,USM
denims,wear them,wear,wear,VERB,ILL_STATE
denims,put them on canvas,put,put,VERB,ILL_STATE
denims,put them on canvas,canvas,canvas,NOUN,ILL_STATE
denims,convert them to other clothing items,convert,convert,NOUN,ILL_STATE
denims,convert them to other clothing items,clothing,clothes,NOUN,ILL_STATE
denims,convert them to other clothing items,items,item,NOUN,ILL_STATE
denims,make clothing,make,make,VERB,Hope
denims,make clothing,clothing,clothes,NOUN,Hope
denims,wear,wear,wear,VERB,Hope
denims,cut,cut,cut,VERB,Hope
denims,design,design,design,VERB,Hope
denims,sew,sew,sew,VERB,Hope
denims,clean,clean,clean,VERB,Hope
denims,get dirty,get,get,VERB,Hope
denims,get dirty,dirty,dirty,ADJ,Hope
denims,crop,crop,crop,NOUN,Hope
denims,hem,hem,hem,VERB,Hope
denims,take off,take,take,VERB,Hope
denims,wear,wear,wear,VERB,Hope
denims,wearing,wearing,wear,VERB,Hope
denims,use,use,use,VERB,Hope
denims,thrift,thrift,thrift,NOUN,Hope
denims,clothing,clothing,clothes,NOUN,Hope
denims,wear,wear,wear,VERB,USA
denims,weapon,weapon,weapon,NOUN,USA
denims,pants,pants,pants,NOUN,MSU-TEXAS
denims,shorts,shorts,short,NOUN,MSU-TEXAS
denims,jacket ,jacket,jacket,NOUN,MSU-TEXAS
denims,cool clothes,cool,cool,ADJ,USA
denims,cool clothes,clothes,clothes,NOUN,USA
dentist,divorce,divorce,divorce,NOUN,USM
dentist,sue,sue,sue,NOUN,USM
dentist,teeth cleaning,teeth,tooth,NOUN,USM
dentist,teeth cleaning,cleaning,clean,VERB,USM
dentist,check,check,check,VERB,Hope
dentist,help,help,help,VERB,Hope
dentist,talk to,talk,talk,VERB,Hope
dentist,look at,look,look,VERB,Hope
dentist,clean,clean,clean,VERB,Hope
dentist,clean your teeth,clean,clean,VERB,Hope
dentist,clean your teeth,teeth,tooth,NOUN,Hope
dentist,teeth,teeth,tooth,NOUN,Hope
dentist,cleaning,cleaning,clean,VERB,Hope
dentist,job,job,job,NOUN,Hope
dentist,teeth care,teeth,tooth,NOUN,USA
dentist,teeth care,care,care,VERB,USA
dentist,to help you check your teeth,help,help,VERB,MSU-TEXAS
dentist,to help you check your teeth,check,check,VERB,MSU-TEXAS
dentist,to help you check your teeth,teeth,tooth,NOUN,MSU-TEXAS
dentist,tooth pains,tooth,tooth,NOUN,MSU-TEXAS
dentist,tooth pains,pains,pain,NOUN,MSU-TEXAS
dentist,put on braces,put,put,VERB,MSU-TEXAS
dentist,put on braces,braces,brace,VERB,MSU-TEXAS
dentist,to help you know how to brush you teeth.,help,help,VERB,MSU-TEXAS
dentist,to help you know how to brush you teeth.,know,know,VERB,MSU-TEXAS
dentist,to help you know how to brush you teeth.,brush,brush,VERB,MSU-TEXAS
dentist,to help you know how to brush you teeth.,teeth,tooth,NOUN,MSU-TEXAS
dentist,cleans teeth,cleans,clean,VERB,MSU-TEXAS
dentist,cleans teeth,teeth,tooth,NOUN,MSU-TEXAS
dentist,removes teeth,removes,remove,VERB,MSU-TEXAS
dentist,removes teeth,teeth,tooth,NOUN,MSU-TEXAS
dentist,drills teeth,drills,drill,VERB,MSU-TEXAS
dentist,drills teeth,teeth,tooth,NOUN,MSU-TEXAS
dentist,injects numbing agent,injects,inject,VERB,MSU-TEXAS
dentist,injects numbing agent,numbing,numb,VERB,MSU-TEXAS
dentist,injects numbing agent,agent,agent,NOUN,MSU-TEXAS
dentist,takes out cavities,takes,take,VERB,MSU-TEXAS
dentist,takes out cavities,cavities,cavity,NOUN,MSU-TEXAS
dentist,takes out wisdom teeth,takes,take,VERB,MSU-TEXAS
dentist,takes out wisdom teeth,wisdom,wisdom,X,MSU-TEXAS
dentist,takes out wisdom teeth,teeth,tooth,NOUN,MSU-TEXAS
dentist,fillings,fillings,fill,VERB,MSU-TEXAS
dentist,teeth,teeth,tooth,NOUN,USA
deodorant,against smell,smell,smell,NOUN,USM
deodorant,body odor,body,body,NOUN,USM
deodorant,body odor,odor,odor,NOUN,USM
deodorant,give to others,give,give,VERB,USM
deodorant,smell nice,smell,smell,VERB,USM
deodorant,smell nice,nice,nice,ADJ,USM
deodorant,stains,stains,stain,NOUN,USM
deodorant,to smell fresh,smell,smell,VERB,USM
deodorant,to smell fresh,fresh,fresh,ADJ,USM
deodorant,use it to keep condensation from forming on glass,use,use,VERB,USM
deodorant,use it to keep condensation from forming on glass,keep,keep,VERB,USM
deodorant,use it to keep condensation from forming on glass,condensation,condensation,NOUN,USM
deodorant,use it to keep condensation from forming on glass,forming,form,VERB,USM
deodorant,use it to keep condensation from forming on glass,glass,glass,NOUN,USM
deodorant,odor,odor,odor,NOUN,USM
deodorant,used,used,use,VERB,USA
deodorant,made,made,make,VERB,USA
deodorant,built,built,build,VERB,USA
deodorant,make you smell good,make,make,VERB,MSU-TEXAS
deodorant,make you smell good,smell,smell,VERB,MSU-TEXAS
deodorant,make you smell good,good,good,ADJ,MSU-TEXAS
deodorant,use to not smell,use,use,VERB,UCONN
deodorant,use to not smell,smell,smell,VERB,UCONN
deodorant,soften skin,soften,soften,VERB,UCONN
deodorant,soften skin,skin,skin,NOUN,UCONN
deodorant,armpit,armpit,armpit,NOUN,UCONN
dermatologist,check your teeth,check,check,VERB,USM
dermatologist,check your teeth,teeth,tooth,NOUN,USM
dermatologist,diagnose,diagnose,diagnose,NOUN,USM
dermatologist,fix skin,fix,fix,VERB,USM
dermatologist,fix skin,skin,skin,NOUN,USM
dermatologist,receive treatment,receive,receive,ADJ,USM
dermatologist,receive treatment,treatment,treatment,NOUN,USM
dermatologist,seen,seen,see,VERB,USM
dermatologist,met,met,meet,VERB,USM
dermatologist,doctor,doctor,doctor,NOUN,CCSU
dermatologist,remove pimples/blackheads/cysts,remove,remove,VERB,CCSU
dermatologist,remove pimples/blackheads/cysts,pimples,pimple,NOUN,CCSU
dermatologist,remove pimples/blackheads/cysts,blackheads,blackhead,NOUN,CCSU
dermatologist,remove pimples/blackheads/cysts,cysts,cyst,NOUN,CCSU
dermatologist,keeping skin healthy,keeping,keep,VERB,UCONN
dermatologist,keeping skin healthy,skin,skin,NOUN,UCONN
dermatologist,keeping skin healthy,healthy,healthy,ADJ,UCONN
dermatologist,removing moles,removing,remove,VERB,UCONN
dermatologist,removing moles,moles,mole,NOUN,UCONN
dermatologist,curing acne,curing,cure,VERB,UCONN
dermatologist,curing acne,acne,acne,NOUN,UCONN
dermatologist,approving skincare products,approving,approve,VERB,UCONN
dermatologist,approving skincare products,skincare,skincare,NOUN,UCONN
dermatologist,approving skincare products,products,product,NOUN,UCONN
dermatologist,advising,advising,advise,VERB,UCONN
dermatologist,treating skin conditions,treating,treat,VERB,UCONN
dermatologist,treating skin conditions,skin,skin,NOUN,UCONN
dermatologist,treating skin conditions,conditions,condition,NOUN,UCONN
dermatologist,skin,skin,skin,NOUN,UCONN
dermatologist,acne,acne,acne,NOUN,UCONN
dermatologist,medications,medications,medicate,VERB,UCONN
dermatologist,consultations,consultations,consult,VERB,UCONN
dermatologist,see,see,see,VERB,USA
dermatologist,schedule appointmement with,schedule,schedule,VERB,USA
dermatologist,schedule appointmement with,appointment,appointment,VERB,USA
dermatologist,call,call,call,VERB,USA
dermatologist,help with acne,acne,acne,NOUN,UCONN
dermatologist,dermatitis,dermatitis,dermatitis,NOUN,UCONN
dermatologist,eczema,eczema,eczema,NOUN,UCONN
dermatologist,psoriasis,psoriasis,psoriasis,NOUN,UCONN
derriere,use bathroom,use,use,VERB,USM
derriere,use bathroom,bathroom,bathroom,NOUN,USM
derriere,booty,booty,booty,NOUN,USA
derriere,to cushion bones,cushion,cushion,NOUN,Clemson
derriere,to cushion bones,bones,bone,NOUN,Clemson
desert,be dry,dry,dry,ADJ,USM
desert,be subject of photography,subject,subject,NOUN,USM
desert,be subject of photography,photography,photography,NOUN,USM
desert,diversifying environments,diversifying,diversify,VERB,USM
desert,diversifying environments,environments,environment,NOUN,USM
desert,gather sand,gather,gather,NOUN,USM
desert,gather sand,sand,sand,NOUN,USM
desert,ice crea,ice,ice,NOUN,USM
desert,ice crea,crea,crea,NOUN,USM
desert,providing place for animals to live,providing,provide,VERB,USM
desert,providing place for animals to live,place,place,NOUN,USM
desert,providing place for animals to live,animals,animal,NOUN,USM
desert,providing place for animals to live,live,live,VERB,USM
desert,shelter fauna,shelter,shelter,NOUN,USM
desert,shelter fauna,fauna,fauna,NOUN,USM
desert,shelter flora,shelter,shelter,NOUN,USM
desert,shelter flora,flora,flora,NOUN,USM
desert,space for solar farm,space,space,NOUN,USM
desert,space for solar farm,solar,solar,ADJ,USM
desert,space for solar farm,farm,farm,NOUN,USM
desert,space for wild animals,space,space,NOUN,USM
desert,space for wild animals,wild,wild,ADJ,USM
desert,space for wild animals,animals,animal,NOUN,USM
desert,gather sand,gather,gather,VERB,USM
desert,gather sand,sand,sand,NOUN,USM
desert,travel to,travel,travel,VERB,USM
desert,a place for cactus to grow,place,place,NOUN,MSU-TEXAS
desert,a place for cactus to grow,cactus,cactus,NOUN,MSU-TEXAS
desert,a place for cactus to grow,grow,grow,VERB,MSU-TEXAS
desert,empty,empty,empty,ADJ,MSU-TEXAS
desert,walk,walk,walk,VERB,ILL_STATE
desert,travel,travel,travel,VERB,ILL_STATE
desert,dry,dry,dry,ADJ,ILL_STATE
desert,hot,hot,hot,ADJ,ILL_STATE
desert,dry,dry,dry,ADJ,ILL_STATE
desert,burn up,burn,burn,VERB,USA
desert,dehydrate,dehydrate,dehydrate,VERB,USA
desert,hot,hot,hot,ADJ,MSU-TEXAS
desert,sand ,sand,sand,NOUN,MSU-TEXAS
desert,brown,brown,brown,ADJ,MSU-TEXAS
desert,land,land,land,NOUN,MSU-TEXAS
desert,eat,eat,eat,VERB,USA
desert,bake,bake,bake,VERB,USA
desert,design,design,design,VERB,USA
desert,store,store,store,VERB,USA
desert,hot,hot,hot,ADJ,Clemson
desert,no water,water,water,NOUN,Clemson
desert,experience a different terrain,experience,experience,NOUN,Clemson
desert,experience a different terrain,different,different,ADJ,Clemson
desert,experience a different terrain,terrain,terrain,NOUN,Clemson
desert,host animals who thrive in dry environments ,host,host,VERB,Clemson
desert,host animals who thrive in dry environments ,animals,animal,NOUN,Clemson
desert,host animals who thrive in dry environments ,thrive,thrive,ADJ,Clemson
desert,host animals who thrive in dry environments ,dry,dry,ADJ,Clemson
desert,host animals who thrive in dry environments ,environments,environment,NOUN,Clemson
desk,do paperwork,paperwork,paperwork,NOUN,USM
desk,doing crafts,crafts,craft,NOUN,USM
desk,doing work,work,work,NOUN,USM
desk,place holder,place,place,NOUN,USM
desk,place holder,holder,holder,NOUN,USM
desk,to do work at,work,work,VERB,USM
desk,to put a laptop on,put,put,VERB,USM
desk,to put a laptop on,laptop,laptop,NOUN,USM
desk,to put coffee on,put,put,VERB,USM
desk,to put coffee on,coffee,coffee,NOUN,USM
desk,to study,study,study,VERB,USM
desk,to write on,write,write,VERB,USM
desk,for work,work,work,VERB,CCSU
desk,school,school,school,NOUN,CCSU
desk,sat in,sat,sit,VERB,MSU-TEXAS
desk,stored in,stored,store,VERB,MSU-TEXAS
desk,drawn on,drawn,draw,VERB,MSU-TEXAS
desk,bought,bought,buy,VERB,MSU-TEXAS
desk,thrown away,thrown,throw,VERB,MSU-TEXAS
desk,thrown away,away,away,ADV,MSU-TEXAS
desk,use it,use,use,VERB,UCONN
desk,sit on it,sit,sit,VERB,UCONN
desk,put things on it,put,put,VERB,UCONN
desk,put things on it,things,thing,NOUN,UCONN
desk,do work on it,work,work,VERB,UCONN
desk,use it as a table,use,use,VERB,UCONN
desk,use it as a table,table,table,NOUN,UCONN
desk,sit,sit,sit,VERB,USA
desk,write on,write,write,VERB,USA
dessert,add flavors to,add,add,VERB,USM
dessert,add flavors to,flavors,flavor,NOUN,USM
dessert,after dinner,dinner,dinner,NOUN,USM
dessert,apologize with,apologize,apologize,VERB,USM
dessert,celebrate occasions.,celebrate,celebrate,VERB,USM
dessert,celebrate occasions.,occasions,occasion,NOUN,USM
dessert,gifting,gifting,gift,VERB,USM
dessert,presenting,presenting,present,VERB,USM
dessert,reward,reward,reward,VERB,USM
dessert,ruin it,ruin,ruin,VERB,USM
dessert,smear it,smear,smear,VERB,USM
dessert,store weapons in,store,store,VERB,USM
dessert,store weapons in,weapons,weapon,NOUN,USM
dessert,surprising,surprising,surprising,ADJ,USM
dessert,sweets,sweets,sweet,NOUN,USM
dessert,eating,eating,eat,VERB,Hope
dessert,display,display,display,VERB,Hope
dessert,serving,serving,serive,VERB,Hope
dessert,baking,baking,bake,VERB,Hope
dessert,bake,bake,bake,VERB,Hope
dessert,freeze it,freeze,freeze,VERB,Hope
dessert,eat it,eat,eat,VERB,Hope
dessert,serve it,serve,serve,VERB,Hope
dessert,gift it,gift,gift,NOUN,Hope
dessert,receive it,receive,receive,VERB,Hope
dessert,buy pre-made,buy,buy,VERB,Hope
dessert,buy pre-made,pre,pre,X,Hope
dessert,buy pre-made,made,make,VERB,Hope
dessert,make yourself,make,make,VERB,Hope
dessert,eat it,eat,eat,VERB,Hope
dessert,cut it,cut,cut,VERB,Hope
dessert,make it,make,make,VERB,Hope
dessert,bake it,bake,bake,VERB,Hope
dessert,decorate it,decorate,decorate,VERB,Hope
dessert,assemble it,assemble,assemble,VERB,Hope
dessert,serve it,serve,serve,VERB,Hope
dessert,drop it,drop,drop,VERB,Hope
dessert,enjoy it,enjoy,enjoy,VERB,Hope
dessert,eat,eat,eat,VERB,Hope
dessert,consume,consume,consume,VERB,Hope
dessert,enjoy,enjoy,enjoy,VERB,Hope
dessert,eat,eat,eat,VERB,USA
dessert,bake,bake,bake,VERB,USA
dessert,eat,eat,eat,VERB,MSU-TEXAS
dessert,food,food,food,NOUN,MSU-TEXAS
dessert,enjoyment,enjoyment,enjoy,VERB,MSU-TEXAS
dessert,taste good,taste,taste,VERB,MSU-TEXAS
dessert,taste good,good,good,ADJ,MSU-TEXAS
dessert,bad feelings,bad,bad,ADJ,MSU-TEXAS
dessert,bad feelings,feelings,feeling,NOUN,MSU-TEXAS
dessert,eat,eat,eat,VERB,USA
dessert,create,create,create,VERB,USA
dessert,make,make,make,VERB,USA
dessert,sale,sale,sale,NOUN,USA
dessert,buy,buy,buy,VERB,USA
detergent,downey,downey,downey,NOUN,USM
detergent,eaten for internet trends,eaten,eat,VERB,USM
detergent,eaten for internet trends,internet,internet,NOUN,USM
detergent,eaten for internet trends,trends,trend,NOUN,USM
detergent,gain,gain,gain,VERB,USM
detergent,scent booster,scent,scent,NOUN,USM
detergent,scent booster,booster,booster,NOUN,USM
detergent,washer,washer,washer,NOUN,USM
detergent,clean,clean,clean,VERB,ILL_STATE
detergent,scented,scented,scent,VERB,ILL_STATE
detergent,liquid,liquid,liquid,AUX,ILL_STATE
detergent,detergent,detergent,detergent,NOUN,Hope
detergent,use,use,use,VERB,Hope
detergent,clean clothes,clean,clean,VERB,Hope
detergent,clean clothes,clothes,clothes,NOUN,Hope
detergent,make clothes smell good,make,make,VERB,Hope
detergent,make clothes smell good,clothes,clothes,NOUN,Hope
detergent,make clothes smell good,smell,smell,VERB,Hope
detergent,make clothes smell good,good,good,ADJ,Hope
detergent,get stains out,get,get,VERB,Hope
detergent,get stains out,stains,stain,NOUN,Hope
detergent,freshen up clothes.,freshen,freshen,ADV,Hope
detergent,freshen up clothes.,clothes,clothes,NOUN,Hope
detergent,clean,clean,clean,VERB,USA
detergent,fragrant,fragrant,fragrant,NOUN,USA
detergent,cleaning,cleaning,clean,VERB,MSU-TEXAS
detergent,washing,washing,wash,VERB,MSU-TEXAS
detergent,laundry,laundry,laundry,NOUN,MSU-TEXAS
detergent,washing,washing,wash,VERB,MSU-TEXAS
detergent,cleaning,cleaning,clean,VERB,MSU-TEXAS
detergent,soapy ,soapy,soapy,ADJ,MSU-TEXAS
detergent,clean,clean,clean,VERB,USA
detergent,wash,wash,wash,VERB,USA
detergent,laundry,laundry,laundry,NOUN,USA
detergent,dishes,dishes,dish,NOUN,USA
detonator,defuse,defuse,defuse,NOUN,USM
detonator,explode something,explode,explode,VERB,USM
detonator,release energy,release,release,NOUN,USM
detonator,release energy,energy,energy,NOUN,USM
detonator,to destroy,destroy,destroy,VERB,USM
detonator,weaponize,weaponize,weaponize,VERB,USM
detonator,detonate,detonate,detonate,VERB,USA
detonator,put away,put,put,VERB,USA
detonator,put away,away,away,ADV,USA
detonator,set off a bomb,set,set,VERB,CCSU
detonator,set off a bomb,bomb,bomb,NOUN,CCSU
detonator,explode,explode,explode,VERB,MSU-TEXAS
detonator,kill,kill,kill,VERB,MSU-TEXAS
detonator,vanish,vanish,vanish,VERB,MSU-TEXAS
detonator,burn,burn,burn,VERB,MSU-TEXAS
detonator,erupt,erupt,erupt,VERB,MSU-TEXAS
detonator,push,push,push,VERB,MSU-TEXAS
detonator,react ,react,react,VERB,MSU-TEXAS
detonator,go off,go,go,VERB,UCONN
detonator,explode,explode,explode,VERB,UCONN
detonator,detonate,detonate,detonate,VERB,UCONN
detonator,trigger ,trigger,trigger,VERB,UCONN
detonator,timer,timer,timer,NOUN,UCONN
device,call someone,call,call,VERB,USM
device,communicating,communicating,communicate,VERB,USM
device,diary,diary,diary,NOUN,USM
device,electronic,electronic,electronic,ADJ,USM
device,restart,restart,restart,NOUN,USM
device,set up,set,set,VERB,USM
device,smashed,smashed,smash,VERB,USM
device,texting,texting,text,VERB,USM
device,utilize,utilize,utilize,NOUN,USM
device,store information,store,store,VERB,USM
device,store information,information,information,NOUN,USM
device,internet,internet,internet,NOUN,USM
device,camera,camera,camera,NOUN,USM
device,platlet breathe,platlet,platlet,NOUN,USM
device,platlet breathe,breathe,breathe,VERB,USM
device,pee on,pee,pee,VERB,USM
device,poop on put up nose,poop,poop,VERB,USM
device,poop on put up nose,put,put,VERB,USM
device,poop on put up nose,nose,nose,NOUN,USM
device,games,games,game,NOUN,MSU-TEXAS
device,calling,calling,call,VERB,MSU-TEXAS
device,texting,texting,text,VERB,MSU-TEXAS
device,information,information,information,NOUN,MSU-TEXAS
device,phone,phone,phone,NOUN,USA
device,call,call,call,VERB,USA
device,test,test,test,VERB,USA
device,message,message,message,VERB,USA
device,take surverys,take,take,VERB,USA
device,take surverys,survey,survey,VERB,USA
device,to update,update,update,VERB,USA
device,submit,submit,submit,VERB,USA
device,communicate,communicate,communicate,ADJ,USA
device,post,post,post,VERB,USA
device,car,car,car,NOUN,MSU-TEXAS
device,phone,phone,phone,NOUN,MSU-TEXAS
device,computer,computer,computer,NOUN,MSU-TEXAS
device,future,future,future,NOUN,MSU-TEXAS
device,used,used,use,VERB,USA
device,stolen,stolen,steal,VERB,USA
device,given,given,give,VERB,USA
device,bought,bought,buy,VERB,USA
device,broken,broken,break,VERB,USA
device,returned,returned,return,VERB,USA
device,reused,reused,reuse,VERB,USA
device,use,use,use,VERB,Clemson
device,ignore,ignore,ignore,VERB,Clemson
device,complain about,complain,complain,VERB,Clemson
device,break,break,break,NOUN,Clemson
device,repair,repair,repair,VERB,Clemson
device,operate,operate,operate,VERB,Clemson
diagram,display info,display,display,NOUN,USM
diagram,display info,info,info,NOUN,USM
diagram,filler,filler,filler,NOUN,USM
diagram,psychology,psychology,psychology,NOUN,USM
diagram,studies,studies,study,NOUN,USM
diagram,use it to explain concepts,use,use,VERB,USM
diagram,use it to explain concepts,explain,explain,VERB,USM
diagram,use it to explain concepts,concepts,concepts,NOUN,USM
diagram,use it to identify the differences between concepts,use,use,VERB,USM
diagram,use it to identify the differences between concepts,identify,identify,VERB,USM
diagram,use it to identify the differences between concepts,differences,difference,NOUN,USM
diagram,use it to identify the differences between concepts,concepts,concept,NOUN,USM
diagram,use it to learn concepts,use,use,VERB,USM
diagram,use it to learn concepts,learn,learn,VERB,USM
diagram,use it to learn concepts,concepts,concepts,NOUN,USM
diagram,visual explaination,visual,visual,ADJ,USM
diagram,visual explaination,explaination,explaination,NOUN,USM
diagram,shown,shown,show,VERB,USA
diagram,written,written,write,VERB,USA
diagram,typed,typed,type,VERB,USA
diagram,shape,shape,shape,VERB,MSU-TEXAS
diagram,learning,learning,learn,VERB,UCONN
diagram,teaching,teaching,teach,VERB,UCONN
diagram,model,model,model,VERB,UCONN
diagram,display ,display,display,VERB,UCONN
diamond,displayed,displayed,display,VERB,USM
diamond,gem,gem,gem,NOUN,USM
diamond,made into jewelry,made,make,VERB,USM
diamond,made into jewelry,jewelry,jewelry,NOUN,USM
diamond,mined,mined,mine,VERB,USM
diamond,put on bracelet,put,put,VERB,USM
diamond,put on bracelet,bracelet,bracelet,NOUN,USM
diamond,put on earrings,put,put,VERB,USM
diamond,put on earrings,earrings,earring,NOUN,USM
diamond,put on ring,put,put,VERB,USM
diamond,put on ring,ring,ring,NOUN,USM
diamond,put on teeth,put,put,VERB,USM
diamond,put on teeth,teeth,tooth,NOUN,USM
diamond,use as a charm,use,use,VERB,USM
diamond,use as a charm,charm,charm,NOUN,USM
diamond,use to badazzle something,use,use,VERB,USM
diamond,use to badazzle something,badazzle,badazzle,VERB,USM
diamond,use to make a statue,use,use,VERB,USM
diamond,use to make a statue,make,make,VERB,USM
diamond,use to make a statue,statue,statue,NOUN,USM
diamond,use to make yourself look rich,use,use,VERB,USM
diamond,use to make yourself look rich,make,make,VERB,USM
diamond,use to make yourself look rich,look,look,VERB,USM
diamond,use to make yourself look rich,rich,rich,ADJ,USM
diamond,use to propose to someone,use,use,VERB,USM
diamond,use to propose to someone,propose,propose,VERB,USM
diamond,write songs about,write,write,ADJ,USM
diamond,write songs about,songs,song,NOUN,USM
diamond,wear,wear,wear,VERB,USA
diamond,craft,craft,craft,VERB,USA
diamond,mine,mine,mine,PRON,USA
diamond,sell,sell,sell,VERB,USA
diamond,ring,ring,ring,NOUN,MSU-TEXAS
diamond,cutting,cutting,cut,VERB,MSU-TEXAS
diamond,jewelry,jewelry,jewelry,NOUN,MSU-TEXAS
diamond,decoration,decoration,decorate,VERB,MSU-TEXAS
diamond,money ,money,money,NOUN,MSU-TEXAS
diamond,wear,wear,wear,VERB,UCONN
diamond,touch,touch,touch,VERB,UCONN
diamond,look at,look,look,VERB,UCONN
diamond,jewelery,jeweler,jeweler,NOUN,UCONN
diamond,decoration ,decoration,decorate,VERB,UCONN
diamond,to wear,wear,wear,VERB,UCONN
diamond,to mine,mine,mine,PRON,UCONN
diamond,to cut,cut,cut,VERB,UCONN
diamond,to display,display,display,VERB,UCONN
diaper,absorb,absorb,absorb,VERB,USM
diaper,adults who have no control over their bladder or bowel movements.,adults,adult,NOUN,USM
diaper,adults who have no control over their bladder or bowel movements.,control,control,NOUN,USM
diaper,adults who have no control over their bladder or bowel movements.,bladder,bladder,NOUN,USM
diaper,adults who have no control over their bladder or bowel movements.,bowel,bowel,NOUN,USM
diaper,adults who have no control over their bladder or bowel movements.,movements,movement,NOUN,USM
