Username,Trial,Condition.Notes,Stimuli.Cue,Procedure.Item,Response.RT,Response.RTfirst,Response.RTlast,affordance,affordance_corrected,Lemma_1,POS,feats
w10049640EW,14,List 25,microphone,727,8325,1582,7282,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,14,List 25,microphone,727,8325,1582,7282,throw,throw,throw,INTJ,NA
w10049640EW,14,List 25,microphone,727,8325,1582,7282,toss,toss,toss,NOUN,Number=Sing
w10049640EW,15,List 25,perspiration,723,6740,2399,5129,breathe,breathe,breathe,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,16,List 25,salmon,749,12210,1463,11054,eat,eat,eat,VERB,VerbForm=Inf
w10049640EW,16,List 25,salmon,749,12210,1463,11054,bake,bake,bake,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,16,List 25,salmon,749,12210,1463,11054,fry,fry,fry,NOUN,Number=Plur
w10049640EW,16,List 25,salmon,749,12210,1463,11054,catch,catch,catch,VERB,VerbForm=Inf
w10049640EW,17,List 25,grape,734,8539,933,7253,eat,eat,eat,VERB,VerbForm=Inf
w10049640EW,17,List 25,grape,734,8539,933,7253,pick,pick,pick,VERB,VerbForm=Inf
w10049640EW,17,List 25,grape,734,8539,933,7253,crush,crush,crush,NOUN,Number=Sing
w10049640EW,18,List 25,baton,745,11067,2241,10041,twirl,twirl,twirl,INTJ,NA
w10049640EW,18,List 25,baton,745,11067,2241,10041,toss,toss,toss,NOUN,Number=Sing
w10049640EW,18,List 25,baton,745,11067,2241,10041,throw,throw,throw,INTJ,NA
w10049640EW,18,List 25,baton,745,11067,2241,10041,swing,swing,swing,NOUN,Number=Sing
w10049640EW,19,List 25,kindling,748,18078,16565,16877,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,20,List 25,railroad,736,17173,2764,15540,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,20,List 25,railroad,736,17173,2764,15540,walk,walk,walk,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,20,List 25,railroad,736,17173,2764,15540,fix,fix,fix,VERB,VerbForm=Inf
w10049640EW,22,List 25,turntable,726,7050,5175,6016,turn,turn,turn,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,23,List 25,cod,733,8157,1723,6813,catch,catch,catch,VERB,VerbForm=Inf
w10049640EW,23,List 25,cod,733,8157,1723,6813,fry,fry,fry,NOUN,Number=Plur
w10049640EW,23,List 25,cod,733,8157,1723,6813,bake,bake,bake,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,24,List 25,housemaid,725,3991,1841,2682,clean,clean,clean,ADJ,Degree=Pos
w10049640EW,25,List 25,boxer,738,34772,1548,32804,fight,fight,fight,NOUN,Number=Sing
w10049640EW,25,List 25,boxer,738,34772,1548,32804,punch,punch,punch,NOUN,Number=Sing
w10049640EW,25,List 25,boxer,738,34772,1548,32804,kick,kick,kick,NOUN,Number=Sing
w10049640EW,26,List 25,cutlet,746,16756,11371,15657,wash,wash,wash,INTJ,NA
w10049640EW,26,List 25,cutlet,746,16756,11371,15657,clean,clean,clean,ADJ,Degree=Pos
w10049640EW,27,List 25,seam,728,59826,57912,58678,sew,sew,sew,NOUN,Number=Sing
w10049640EW,28,List 25,painkiller,744,5371,1604,4150,take,take,take,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,28,List 25,painkiller,744,5371,1604,4150,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,29,List 25,capes,731,6075,2540,4437,wear,wear,wear,VERB,VerbForm=Inf
w10049640EW,29,List 25,capes,731,6075,2540,4437,wash,wash,wash,INTJ,NA
w10049640EW,30,List 25,dryer,732,11158,1679,10048,put,put,put,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,30,List 25,dryer,732,11158,1679,10048,clothes,clothes,clothe,NOUN,Number=Plur
w10049640EW,30,List 25,dryer,732,11158,1679,10048,turn,turn,turn,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,31,List 25,carpet,729,10214,1402,8452,clean,clean,clean,ADJ,Degree=Pos
w10049640EW,31,List 25,carpet,729,10214,1402,8452,vacuum,vacuum,vacuum,NOUN,Number=Sing
w10049640EW,32,List 25,pickaxe,747,11236,1918,10065,throw,throw,throw,INTJ,NA
w10049640EW,32,List 25,pickaxe,747,11236,1918,10065,sharpen,sharpen,sharpen,NOUN,Number=Sing
w10049640EW,33,List 25,sandcastle,742,8373,1205,7234,build,build,build,NOUN,Number=Sing
w10049640EW,33,List 25,sandcastle,742,8373,1205,7234,knock,knock,knock,NOUN,Number=Sing
w10049640EW,34,List 25,drunkard,740,24869,23379,23771,help,help,help,VERB,VerbForm=Inf
w10049640EW,35,List 25,dice,751,3951,2447,2903,roll,roll,roll,VERB,VerbForm=Inf
w10049640EW,36,List 25,sandbag,735,4585,2601,3105,fill,fill,fill,NOUN,Number=Sing
w10049640EW,37,List 25,cornstarch,730,27429,2265,3244,bake,bake,bake,VERB,Mood=Imp|VerbForm=Fin
w10049640EW,38,List 25,dude,722,63037,54995,61565,smell,smell,smell,INTJ,NA
w10049640EW,38,List 25,dude,722,63037,54995,61565,talk,talk,talk,VERB,VerbForm=Inf
w10049640EW,39,List 25,sheep,737,151067,3178,4111,shed,shed,shed,NOUN,Number=Sing
w10049640EW,40,List 25,toupee,750,4050,2060,2976,comb,comb,comb,NOUN,Number=Sing
w10049766_AYN,11,List 8,seating,215,15399,1502,12747,sit,sit,sit,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,11,List 8,seating,215,15399,1502,12747,shared,shared,share,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,12,List 8,tailcoat,241,7846,2424,5317,worn,worn,wear,ADJ,Degree=Pos
w10049766_AYN,13,List 8,body,235,16193,7159,14807,walk,walk,walk,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,13,List 8,body,235,16193,7159,14807,sleep,sleep,sleep,NOUN,Number=Sing
w10049766_AYN,13,List 8,body,235,16193,7159,14807,live,live,live,VERB,VerbForm=Inf
w10049766_AYN,13,List 8,body,235,16193,7159,14807,breathe,breathe,breathe,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,15,List 8,shelter,237,24354,3645,23161,live,live,live,VERB,VerbForm=Inf
w10049766_AYN,15,List 8,shelter,237,24354,3645,23161,given,given,give,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,15,List 8,shelter,237,24354,3645,23161,rest,rest,rest,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,17,List 8,case,233,9098,3128,7615,filed,filed,file,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,17,List 8,case,233,9098,3128,7615,presented,presented,present,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,18,List 8,drug,212,6735,1188,4086,taken,taken,take,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,18,List 8,drug,212,6735,1188,4086,given,given,give,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,19,List 8,motel,222,11061,1377,9692,sleep,sleep,sleep,NOUN,Number=Sing
w10049766_AYN,19,List 8,motel,222,11061,1377,9692,place,place,place,NOUN,Number=Sing
w10049766_AYN,19,List 8,motel,222,11061,1377,9692,stay,stay,stay,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,20,List 8,beef,218,14275,1316,11706,eaten,eaten,eat,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,20,List 8,beef,218,14275,1316,11706,fed,fed,feed,ADJ,Degree=Pos
w10049766_AYN,20,List 8,beef,218,14275,1316,11706,made,made,make,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,21,List 8,accordion,228,3694,1520,2194,played,played,play,VERB,Mood=Ind|Tense=Past|VerbForm=Fin
w10049766_AYN,22,List 8,excavator,225,13609,8828,11831,transport,transport,transport,NOUN,Number=Sing
w10049766_AYN,23,List 8,plum,239,3880,1214,1878,eaten,eaten,eat,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,24,List 8,avocado,221,3667,1017,2027,eaten,eaten,eat,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,25,List 8,fruit,231,3423,1256,2193,eaten,eaten,eat,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,26,List 8,eggplant,226,5361,3173,3867,eaten,eaten,eat,VERB,Mood=Imp|VerbForm=Fin
w10049766_AYN,27,List 8,illustrator,230,5316,1889,4093,writing,writing,write,NOUN,Number=Sing
w10049766_AYN,28,List 8,roll,213,9994,5707,6644,safety,safety,safety,NOUN,Number=Sing
w10049766_AYN,29,List 8,stick,229,10514,1679,9143,poke,poke,poke,INTJ,NA
w10049766_AYN,29,List 8,stick,229,10514,1679,9143,swing,swing,swing,NOUN,Number=Sing
w10049766_AYN,29,List 8,stick,229,10514,1679,9143,break,break,break,NOUN,Number=Sing
w10049766_AYN,30,List 8,pantry,217,7390,2862,4452,store,store,store,NOUN,Number=Sing
w10049766_AYN,30,List 8,pantry,217,7390,2862,4452,food,food,food,NOUN,Number=Sing
w10049766_AYN,31,List 8,torchlight,220,6289,2167,4641,burn,burn,burn,VERB,VerbForm=Inf
w10049766_AYN,31,List 8,torchlight,220,6289,2167,4641,light,light,light,NOUN,Number=Sing
w10049766_AYN,32,List 8,arrow,214,11365,1313,9966,pierce,pierce,pierce,NOUN,Number=Sing
w10049766_AYN,32,List 8,arrow,214,11365,1313,9966,shoot,shoot,shoot,NOUN,Number=Sing
w10049766_AYN,32,List 8,arrow,214,11365,1313,9966,hurt,hurt,hurt,VERB,VerbForm=Inf
w10049766_AYN,33,List 8,hoe,234,5243,1953,3858,plow,plow,plow,NOUN,Number=Sing
w10049766_AYN,33,List 8,hoe,234,5243,1953,3858,farm,farm,farm,NOUN,Number=Sing
w10049766_AYN,34,List 8,client,232,7346,4001,4317,work,work,work,NOUN,Number=Sing
w10049766_AYN,36,List 8,paperback,219,39949,30007,38581,stored,stored,store,VERB,Tense=Past|VerbForm=Part
w10049766_AYN,36,List 8,paperback,219,39949,30007,38581,organized,organized,organize,ADJ,Degree=Pos
w10049766_AYN,37,List 8,ashcan,238,7487,3862,5063,smoke,smoke,smoke,NOUN,Number=Sing
w10049766_AYN,38,List 8,creek,240,5967,1862,4454,swim,swim,swim,NOUN,Number=Sing
w10049766_AYN,38,List 8,creek,240,5967,1862,4454,fish,fish,fish,NOUN,Number=Sing
w10049776_hbm,11,List 25,perspiration,723,18812,12667,16506,feel,feel,feel,VERB,VerbForm=Inf
w10049776_hbm,11,List 25,perspiration,723,18812,12667,16506,see,see,see,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,12,List 25,dude,722,18158,4348,17018,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,12,List 25,dude,722,18158,4348,17018,walk,walk,walk,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,12,List 25,dude,722,18158,4348,17018,past,past,past,ADJ,Degree=Pos
w10049776_hbm,12,List 25,dude,722,18158,4348,17018,interact,interact,interact,NOUN,Number=Sing
w10049776_hbm,12,List 25,dude,722,18158,4348,17018,talk,talk,talk,VERB,VerbForm=Inf
w10049776_hbm,13,List 25,housemaid,725,19464,12212,17550,talk,talk,talk,VERB,VerbForm=Inf
w10049776_hbm,13,List 25,housemaid,725,19464,12212,17550,watch,watch,watch,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,14,List 25,capes,731,8845,1367,7881,wear,wear,wear,VERB,VerbForm=Inf
w10049776_hbm,14,List 25,capes,731,8845,1367,7881,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,14,List 25,capes,731,8845,1367,7881,place,place,place,NOUN,Number=Sing
w10049776_hbm,15,List 25,cornstarch,730,16716,2106,15774,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,15,List 25,cornstarch,730,16716,2106,15774,cook,cook,cook,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,15,List 25,cornstarch,730,16716,2106,15774,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,15,List 25,cornstarch,730,16716,2106,15774,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,16,List 25,turntable,726,13059,2680,9592,sit,sit,sit,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,16,List 25,turntable,726,13059,2680,9592,place,place,place,NOUN,Number=Sing
w10049776_hbm,16,List 25,turntable,726,13059,2680,9592,things,things,thing,NOUN,Number=Plur
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,walk,walk,walk,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,across,across,across,ADP,NA
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,watch,watch,watch,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,train,train,train,NOUN,Number=Sing
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,go,go,go,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,17,List 25,railroad,736,20552,1970,19914,across,across,across,ADP,NA
w10049776_hbm,18,List 25,toupee,750,9377,2069,8571,wear,wear,wear,VERB,VerbForm=Inf
w10049776_hbm,18,List 25,toupee,750,9377,2069,8571,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,18,List 25,toupee,750,9377,2069,8571,feel,feel,feel,VERB,VerbForm=Inf
w10049776_hbm,19,List 25,pickaxe,747,11403,1877,10488,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,19,List 25,pickaxe,747,11403,1877,10488,use,use,use,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,19,List 25,pickaxe,747,11403,1877,10488,hit,hit,hit,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,19,List 25,pickaxe,747,11403,1877,10488,something,something,something,PRON,Number=Sing
w10049776_hbm,19,List 25,pickaxe,747,11403,1877,10488,place,place,place,NOUN,Number=Sing
w10049776_hbm,20,List 25,painkiller,744,16331,4379,15554,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,20,List 25,painkiller,744,16331,4379,15554,swallow,swallow,swallow,NOUN,Number=Sing
w10049776_hbm,20,List 25,painkiller,744,16331,4379,15554,place,place,place,NOUN,Number=Sing
w10049776_hbm,20,List 25,painkiller,744,16331,4379,15554,back,back,back,ADV,NA
w10049776_hbm,20,List 25,painkiller,744,16331,4379,15554,bottle,bottle,bottle,NOUN,Number=Sing
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,place,place,place,NOUN,Number=Sing
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,mouth,mouth,mouth,NOUN,Number=Sing
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,ear,ear,ear,ADJ,Degree=Pos
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,21,List 25,grape,734,13599,1438,12306,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,22,List 25,cod,733,40133,21388,38408,kill,kill,kill,VERB,VerbForm=Inf
w10049776_hbm,22,List 25,cod,733,40133,21388,38408,eat,eat,eat,VERB,VerbForm=Inf
w10049776_hbm,22,List 25,cod,733,40133,21388,38408,fish,fish,fish,NOUN,Number=Sing
w10049776_hbm,22,List 25,cod,733,40133,21388,38408,place,place,place,NOUN,Number=Sing
w10049776_hbm,22,List 25,cod,733,40133,21388,38408,plate,plate,plate,NOUN,Number=Sing
w10049776_hbm,23,List 25,dice,751,9786,1603,8889,roll,roll,roll,VERB,VerbForm=Inf
w10049776_hbm,23,List 25,dice,751,9786,1603,8889,throw,throw,throw,INTJ,NA
w10049776_hbm,23,List 25,dice,751,9786,1603,8889,play,play,play,VERB,VerbForm=Inf
w10049776_hbm,24,List 25,dryer,732,7433,1895,6604,place,place,place,NOUN,Number=Sing
w10049776_hbm,24,List 25,dryer,732,7433,1895,6604,clothes,clothes,clothe,NOUN,Number=Plur
w10049776_hbm,24,List 25,dryer,732,7433,1895,6604,turn,turn,turn,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,26,List 25,salmon,749,7860,2084,5790,kill,kill,kill,VERB,VerbForm=Inf
w10049776_hbm,26,List 25,salmon,749,7860,2084,5790,eat,eat,eat,VERB,VerbForm=Inf
w10049776_hbm,26,List 25,salmon,749,7860,2084,5790,catch,catch,catch,VERB,VerbForm=Inf
w10049776_hbm,28,List 25,lock,741,11347,1747,10271,place,place,place,NOUN,Number=Sing
w10049776_hbm,28,List 25,lock,741,11347,1747,10271,door,door,door,NOUN,Number=Sing
w10049776_hbm,28,List 25,lock,741,11347,1747,10271,unlock,unlock,unlock,NOUN,Number=Sing
w10049776_hbm,28,List 25,lock,741,11347,1747,10271,lock,lock,lock,NOUN,Number=Sing
w10049776_hbm,29,List 25,sandcastle,742,9477,3193,8768,build,build,build,NOUN,Number=Sing
w10049776_hbm,29,List 25,sandcastle,742,9477,3193,8768,knock,knock,knock,NOUN,Number=Sing
w10049776_hbm,30,List 25,sandbag,735,12021,2120,11081,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,30,List 25,sandbag,735,12021,2120,11081,toss,toss,toss,NOUN,Number=Sing
w10049776_hbm,30,List 25,sandbag,735,12021,2120,11081,tear,tear,tear,NOUN,Number=Sing
w10049776_hbm,32,List 25,baton,745,10708,3202,9714,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,32,List 25,baton,745,10708,3202,9714,hit,hit,hit,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,32,List 25,baton,745,10708,3202,9714,something,something,something,PRON,Number=Sing
w10049776_hbm,33,List 25,snowflake,724,9219,1529,8321,catch,catch,catch,VERB,VerbForm=Inf
w10049776_hbm,33,List 25,snowflake,724,9219,1529,8321,watch,watch,watch,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,33,List 25,snowflake,724,9219,1529,8321,melt,melt,melt,NOUN,Number=Sing
w10049776_hbm,33,List 25,snowflake,724,9219,1529,8321,watch,watch,watch,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,33,List 25,snowflake,724,9219,1529,8321,fall,fall,fall,NOUN,Number=Sing
w10049776_hbm,34,List 25,sheep,737,18482,10432,17888,pet,pet,pet,NOUN,Number=Sing
w10049776_hbm,34,List 25,sheep,737,18482,10432,17888,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,34,List 25,sheep,737,18482,10432,17888,care,care,care,NOUN,Number=Sing
w10049776_hbm,35,List 25,seam,728,5821,3132,4023,fix,fix,fix,VERB,VerbForm=Inf
w10049776_hbm,37,List 25,carpet,729,16204,1476,11199,step,step,step,NOUN,Number=Sing
w10049776_hbm,37,List 25,carpet,729,16204,1476,11199,pick,pick,pick,VERB,VerbForm=Inf
w10049776_hbm,37,List 25,carpet,729,16204,1476,11199,look,look,look,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,39,List 25,polyester,739,6108,2376,5245,make,make,make,VERB,Mood=Imp|VerbForm=Fin
w10049776_hbm,39,List 25,polyester,739,6108,2376,5245,clothing,clothing,clothe,NOUN,Number=Sing
w10049776_hbm,40,List 25,microphone,727,9004,2033,6189,speak,speak,speak,NOUN,Number=Sing
w10049776_hbm,40,List 25,microphone,727,9004,2033,6189,pick,pick,pick,VERB,VerbForm=Inf
w10050832_SGM,11,List 35,broom,1023,92680,1884,56267,swept,swept,sweep,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,11,List 35,broom,1023,92680,1884,56267,cleaning,cleaning,clean,NOUN,Number=Sing
w10050832_SGM,12,List 35,watchmaker,1051,9327,6535,8979,making,making,make,NOUN,Number=Sing
w10050832_SGM,12,List 35,watchmaker,1051,9327,6535,8979,watches,watches,watch,NOUN,Number=Plur
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,taking,taking,take,VERB,VerbForm=Ger
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,temps,temps,temp,NOUN,Number=Plur
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,blood,blood,blood,NOUN,Number=Sing
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,pressure,pressure,pressure,NOUN,Number=Sing
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,shot,shot,shoot,NOUN,Number=Sing
w10050832_SGM,13,List 35,nurse,1034,50197,2968,50037,helping,helping,help,VERB,VerbForm=Ger
w10050832_SGM,14,List 35,Toilet,1025,26285,1309,25697,flush,flush,flush,NOUN,Number=Sing
w10050832_SGM,14,List 35,Toilet,1025,26285,1309,25697,lift,lift,lift,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,14,List 35,Toilet,1025,26285,1309,25697,seats,seats,seat,NOUN,Number=Plur
w10050832_SGM,14,List 35,Toilet,1025,26285,1309,25697,cleaning,cleaning,clean,NOUN,Number=Sing
w10050832_SGM,15,List 35,corvette,1044,9850,1773,9649,driving,driving,drive,VERB,VerbForm=Ger
w10050832_SGM,15,List 35,corvette,1044,9850,1773,9649,cleaning,cleaning,clean,NOUN,Number=Sing
w10050832_SGM,15,List 35,corvette,1044,9850,1773,9649,showing,showing,show,VERB,VerbForm=Ger
w10050832_SGM,16,List 35,toboggan,1028,5371,2485,5250,wearing,wearing,wear,VERB,VerbForm=Ger
w10050832_SGM,16,List 35,toboggan,1028,5371,2485,5250,making,making,make,NOUN,Number=Sing
w10050832_SGM,17,List 35,cream,1036,18753,2280,7283,ice,ice,ice,NOUN,Number=Sing
w10050832_SGM,17,List 35,cream,1036,18753,2280,7283,cream,cream,cream,NOUN,Number=Sing
w10050832_SGM,17,List 35,cream,1036,18753,2280,7283,cooking,cooking,cook,NOUN,Number=Sing
w10050832_SGM,18,List 35,creamer,1048,18217,2064,17523,coffee,coffee,coffee,NOUN,Number=Sing
w10050832_SGM,18,List 35,creamer,1048,18217,2064,17523,sweetening,sweetening,sweeten,VERB,VerbForm=Ger
w10050832_SGM,19,List 35,caseworker,1040,20303,2474,17045,file,file,file,NOUN,Number=Sing
w10050832_SGM,19,List 35,caseworker,1040,20303,2474,17045,paperwork,paperwork,paperwork,NOUN,Number=Sing
w10050832_SGM,19,List 35,caseworker,1040,20303,2474,17045,fight,fight,fight,NOUN,Number=Sing
w10050832_SGM,19,List 35,caseworker,1040,20303,2474,17045,system,system,system,NOUN,Number=Sing
w10050832_SGM,19,List 35,caseworker,1040,20303,2474,17045,stand,stand,stand,VERB,VerbForm=Inf
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,tell,tell,tell,VERB,VerbForm=Inf
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,time,time,time,NOUN,Number=Sing
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,show,show,show,VERB,VerbForm=Inf
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,track,track,track,NOUN,Number=Sing
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,fitness,fitness,fitness,NOUN,Number=Sing
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,keep,keep,keep,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,20,List 35,watch,1042,14736,1599,14425,date,date,date,NOUN,Number=Sing
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,drink,drink,drink,NOUN,Number=Sing
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,clean,clean,clean,ADJ,Degree=Pos
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,sell,sell,sell,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,open,open,open,ADJ,Degree=Pos
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,recycle,recycle,recycle,NOUN,Number=Sing
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,throw,throw,throw,INTJ,NA
w10050832_SGM,21,List 35,coke,1024,20194,2186,19416,away,away,away,ADV,NA
w10050832_SGM,22,List 35,lint,1049,21870,2690,21101,flammable,flammable,flammable,ADJ,Degree=Pos
w10050832_SGM,22,List 35,lint,1049,21870,2690,21101,thrown,thrown,throw,VERB,Tense=Past|VerbForm=Part
w10050832_SGM,22,List 35,lint,1049,21870,2690,21101,away,away,away,ADV,NA
w10050832_SGM,22,List 35,lint,1049,21870,2690,21101,collected,collected,collect,VERB,Tense=Past|VerbForm=Part
w10050832_SGM,23,List 35,machetes,1041,24659,2509,23916,cutting,cutting,cut,VERB,VerbForm=Ger
w10050832_SGM,23,List 35,machetes,1041,24659,2509,23916,fighting,fighting,fight,NOUN,Number=Sing
w10050832_SGM,23,List 35,machetes,1041,24659,2509,23916,throwing,throwing,throw,VERB,VerbForm=Ger
w10050832_SGM,23,List 35,machetes,1041,24659,2509,23916,collecting,collecting,collect,VERB,VerbForm=Ger
w10050832_SGM,23,List 35,machetes,1041,24659,2509,23916,selling,selling,sell,VERB,VerbForm=Ger
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,sell,sell,sell,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,milk,milk,milk,NOUN,Number=Sing
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,eat,eat,eat,VERB,VerbForm=Inf
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,breed,breed,breed,NOUN,Number=Sing
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,feed,feed,fee,NOUN,Number=Sing
w10050832_SGM,24,List 35,goat,1046,28584,2010,28051,yoga,yoga,yoga,NOUN,Number=Sing
w10050832_SGM,25,List 35,scar,1026,9652,4532,8683,tattoo,tattoo,tattoo,NOUN,Number=Sing
w10050832_SGM,25,List 35,scar,1026,9652,4532,8683,cover,cover,cover,NOUN,Number=Sing
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,chew,chew,chew,NOUN,Number=Sing
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,smoke,smoke,smoke,NOUN,Number=Sing
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,grow,grow,grow,VERB,Mood=Ind|Tense=Pres|VerbForm=Fin
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,sell,sell,sell,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,buy,buy,buy,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,hide,hide,hide,NOUN,Number=Sing
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,roll,roll,roll,VERB,VerbForm=Inf
w10050832_SGM,26,List 35,tobacco,1039,30631,1343,29959,spit,spit,spit,NOUN,Number=Sing
w10050832_SGM,27,List 35,farmhand,1027,6442,4003,6159,cultivate,cultivate,cultivate,NOUN,Number=Sing
w10050832_SGM,27,List 35,farmhand,1027,6442,4003,6159,land,land,land,NOUN,Number=Sing
w10050832_SGM,28,List 35,receipt,1029,11509,1969,7995,throw,throw,throw,INTJ,NA
w10050832_SGM,28,List 35,receipt,1029,11509,1969,7995,away,away,away,ADV,NA
w10050832_SGM,28,List 35,receipt,1029,11509,1969,7995,keep,keep,keep,VERB,Mood=Imp|VerbForm=Fin
w10050832_SGM,28,List 35,receipt,1029,11509,1969,7995,collect,collect,collect,NOUN,Number=Sing
w10050832_SGM,29,List 35,genitalia,1035,12381,6965,7547,clean,clean,clean,ADJ,Degree=Pos
w10050832_SGM,30,List 35,fountain,1050,31889,4262,30789,throw,throw,throw,INTJ,NA
